name010#0,"""ナズーン"""
quiz07_01#0,"""クヴァリスの五つ子のうち、"""
quiz07_02#0,"""タイヴァスの“ジャケットの色”は？"""
quize07_select1#0,"""赤"""
quize07_select2#0,"""ピンク"""
quize07_select3#0,"""白"""
quize07_select4#0,"""青"""
quize07_answer#0,"""正解は……、<br><red>赤<c>でした！"""
quiz8#0,"""問題<br><yellow>スティアに出現する<br>“ラッピー”が食べている“果物”は？"""
quiz08_01#0,"""スティアに出現する"""
quiz08_02#0,"""“ラッピー”が食べている“果物”は？"""
quize08_select1#0,"""フェイ・スティラスターツ"""
quize08_select2#0,"""マッタ・スティラバナン"""
quize08_select3#0,"""サッパ・スティラアッポウ"""
quize08_select4#0,"""ガッツ・スティラプラーム"""
quize08_answer#0,"""正解は……、<br><red>フェイ・スティラスターツ<c>でした！"""
quiz9#0,"""問題<br><yellow>かつて、クロフォードやグレンと<br>ともに戦った“アークスの名前”は？"""
quiz09_01#0,"""かつて、クロフォードやグレンと"""
quiz09_02#0,"""ともに戦った“アークスの名前”は？"""
quize09_select1#0,"""ヒバナ"""
quize09_select2#0,"""ハナビ"""
quize09_select3#0,"""ラン"""
quize09_select4#0,"""ヒバチ"""
quize09_answer#0,"""正解は……、<br><red>ヒバナ<c>でした！"""
quiz10#0,"""問題<br><yellow>タスク“五つ子の頼みごと”で、<br>メリから“預かるもの”は？"""
quiz10_01#0,"""タスク“五つ子の頼みごと”で、"""
quiz10_02#0,"""メリから“預かるもの”は？"""
quize10_select1#0,"""お弁当"""
quize10_select2#0,"""毛皮"""
quize10_select3#0,"""武器"""
quize10_select4#0,"""伝言"""
quize10_answer#0,"""正解は……、<br><red>お弁当箱<c>でした！"""
quiz11#0,"""問題<br><yellow>ホーミング弾による攻撃で、<br>アークスを“サポートする”のは？"""
quiz11_01#0,"""ホーミング弾による攻撃で、"""
quiz11_02#0,"""アークスを“サポートする”のは？"""
quize11_select1#0,"""ホーバック"""
quize11_select2#0,"""ドローム"""
quize11_select3#0,"""マグ"""
quize11_select4#0,"""モバイルキャノン"""
quize11_answer#0,"""正解は……、<br><red>ホーバック<c>でした！"""
quiz12#0,"""問題<br><yellow>HPを回復する“効果がある”のは？"""
quiz12_01#0,"""HPを回復する“効果がある”のは？"""
quize12_select1#0,"""レスタサイン"""
quize12_select2#0,"""N-グラインダー"""
quize12_select3#0,"""リバーサーサイン"""
quize12_select4#0,"""N-メセタ"""
quize12_answer#0,"""正解は……、<br><red>レスタサイン<c>でした！"""
quiz13#0,"""問題<br><yellow>レイヨルド峡江に出現する<br>“エンシェントエネミー”の“二つ名”は？"""
quiz13_01#0,"""レイヨルド峡江に出現する"""
quiz13_02#0,"""“エンシェントエネミー”の“二つ名”は？"""
quize13_select1#0,"""遠世の"""
quize13_select2#0,"""精鋭の"""
quize13_select3#0,"""雪花の"""
quize13_select4#0,"""老練の"""
quize13_answer#0,"""正解は……、<br><red>「遠世の」<c>でした！"""
quiz14#0,"""問題<br><yellow>高値で売却できるアイテム“でない”のは？"""
quiz14_01#0,"""高値で売却できるアイテム“でない”のは？"""
quize14_select1#0,"""アームズリファイナー"""
quize14_select2#0,"""アルファリアクター"""
quize14_select3#0,"""ステラーシード"""
quize14_select4#0,"""スノークス"""
quize14_answer#0,"""正解は……、<br><red>アームズリファイナー<c>でした！"""
quiz15#0,"""問題<br><yellow>セントラルタワーの指令室で、<br>ランの“隣に座っている”のは？"""
quiz15_01#0,"""セントラルタワーの指令室で、"""
quiz15_02#0,"""ランの“隣に座っている”のは？"""
quize15_select1#0,"""リューリン"""
quize15_select2#0,"""ロッサ"""
quize15_select3#0,"""オランジェ"""
quize15_select4#0,"""クロフォード"""
quize15_answer#0,"""正解は……、<br><red>リューリン<c>でした！"""
quiz16#0,"""問題<br><yellow>タスク“五つ子の頼みごと”で、<br>“３番目”に頼みごとをしてくるのは？"""
quiz16_01#0,"""タスク“五つ子の頼みごと”で、"""
quiz16_02#0,"""“３番目”に頼みごとをしてくるのは？"""
quize16_select1#0,"""トゥーリ"""
quize16_select2#0,"""イルマ"""
quize16_select3#0,"""クッカ"""
quize16_select4#0,"""タイヴァス"""
quize16_answer#0,"""正解は……、<br><red>トゥーリ<c>でした！"""
quiz17#0,"""問題<br><yellow>このなかで、実際に存在するエネミーは？"""
quiz17_01#0,"""このなかで、実際に存在するエネミーは？"""
quize17_select1#0,"""絶望のネクス・エアリオ"""
quize17_select2#0,"""絶望のワウロン"""
quize17_select3#0,"""絶望のクロフォード"""
quize17_select4#0,"""絶望のパスタ"""
quize17_answer#0,"""正解は……、<br><red>絶望のネクス・エアリオ<c>でした！"""
quiz18#0,"""問題<br><yellow>エアリオリージョンのリーダーである<br>クロフォードの“クラス”は？"""
quiz18_01#0,"""エアリオリージョンのリーダーである"""
quiz18_02#0,"""クロフォードの“クラス”は？"""
quize18_select1#0,"""フォース"""
quize18_select2#0,"""テクター"""
quize18_select3#0,"""ハンター"""
quize18_select4#0,"""ファイター"""
quize18_answer#0,"""正解は……、<br><red>テクター<c>でした！"""
quiz19#0,"""問題<br><yellow>イルマの眼鏡の“フチの色”は？"""
quiz19_01#0,"""イルマの眼鏡の“フチの色”は？"""
quize19_select1#0,"""黒"""
quize19_select2#0,"""白"""
quize19_select3#0,"""赤"""
quize19_select4#0,"""ピンク"""
quize19_answer#0,"""正解は……、<br><red>黒<c>でした！"""
quiz20#0,"""問題<br><yellow>エアリオの全トレイニアをクリアすると、<br>手に入る“スキルポイントの合計”は？"""
quiz20_01#0,"""エアリオの全トレイニアをクリアすると、"""
quiz20_02#0,"""手に入る“スキルポイントの合計”は？"""
quize20_select1#0,"""20ポイント"""
quize20_select2#0,"""18ポイント"""
quize20_select3#0,"""23ポイント"""
quize20_select4#0,"""15ポイント"""
quize20_answer#0,"""正解は……、<br><red>20ポイント<c>でした！"""
quiz21#0,"""問題<br><yellow>主人公が最初に訪れた<br>“エアリオタウンを襲撃した”のは？"""
quiz21_01#0,"""主人公が最初に訪れた"""
quiz21_02#0,"""“エアリオタウンを襲撃した”のは？"""
quize21_select1#0,"""ダークファルス"""
quize21_select2#0,"""ダルク・ファキス"""
quize21_select3#0,"""ダークマギルス"""
quize21_select4#0,"""アイナ"""
quize21_answer#0,"""正解は……、<br><red>ダークファルス<c>でした！"""
quiz22#0,"""問題<br><yellow>“N-クラスエクスキューブ”は、<br>全部で何種類？"""
quiz22_01#0,"""“N-クラスエクスキューブ”は、"""
quiz22_02#0,"""全部で何種類？"""
quize22_select1#0,"""10種類"""
quize22_select2#0,"""８種類"""
quize22_select3#0,"""９種類"""
quize22_select4#0,"""11種類"""
quize22_answer#0,"""正解は……、<br><red>10種類<c>でした！"""
quiz23#0,"""問題<br><yellow>セントラルシティに配備されている<br>“巨大兵器の名前”は？"""
quiz23_01#0,"""セントラルシティに配備されている"""
quiz23_02#0,"""“巨大兵器の名前”は？"""
quize23_select1#0,"""セントラルキャノン"""
quize23_select2#0,"""ドッツキャノン"""
quize23_select3#0,"""ナグルスキャノン"""
quize23_select4#0,"""エアリオキャノン"""
quize23_answer#0,"""正解は……、<br><red>セントラルキャノン<c>でした！"""
quiz24#0,"""問題<br><yellow>このなかで、“存在しないタスク”は？"""
quiz24_01#0,"""このなかで、“存在しないタスク”は？"""
quize24_select1#0,"""トリガータスク"""
quize24_select2#0,"""デイリータスク"""
quize24_select3#0,"""ウィークリータスク"""
quize24_select4#0,"""期間限定タスク"""
quize24_answer#0,"""正解は……、<br><red>トリガータスク<c>でした！"""
quiz25#0,"""問題<br><yellow>“ステップカウンター”が、<br>“使用できない武器種”は？"""
quiz25_01#0,"""“ステップカウンター”が、"""
quiz25_02#0,"""“使用できない武器種”は？"""
quize25_select1#0,"""該当なし"""
quize25_select2#0,"""ソード"""
quize25_select3#0,"""アサルトライフル"""
quize25_select4#0,"""ロッド"""
quize25_answer#0,"""正解は……、<br><red>該当なし<c>でした！"""
quiz26#0,"""問題<br><yellow>ウェイカーが呼び出す、<br>“翼をもつファミリア”の名前は？"""
quiz26_01#0,"""ウェイカーが呼び出す、"""
quiz26_02#0,"""“翼をもつファミリア”の名前は？"""
quize26_select1#0,"""フレドラン"""
quize26_select2#0,"""フレイダル"""
quize26_select3#0,"""ヴォルファー"""
quize26_select4#0,"""ヴォルフェン"""
quize26_answer#0,"""正解は……、<br><red>フレドラン<c>でした！"""
quiz27#0,"""問題<br><yellow>“複合属性テクニック”の名前で、<br>正しいものは？"""
quiz27_01#0,"""“複合属性テクニック”の名前で、"""
quiz27_02#0,"""正しいものは？"""
quize27_select1#0,"""フォメルギオン"""
quize27_select2#0,"""フォメルギオソ"""
quize27_select3#0,"""バーラソツィオン"""
quize27_select4#0,"""バーランティオン"""
quize27_answer#0,"""正解は……、<br><red>フォメルギオン<c>でした！"""
quiz52#0,"""問題<br><yellow>セントラルシティのオペレーター歴が、<br>“一番短い”のは？"""
quiz52_01#0,"""セントラルシティのオペレーター歴が、"""
quiz52_02#0,"""“一番短い”のは？"""
quize52_select1#0,"""ラン"""
quize52_select2#0,"""リューリン"""
quize52_select3#0,"""ロッサ"""
quize52_select4#0,"""オランジェ"""
quize52_answer#0,"""正解は……、<br><red>ラン<c>でした！"""
quiz28#0,"""問題<br><yellow>“プレミアムセット”を<br>購入できるのは？"""
quiz28_01#0,"""“プレミアムセット”を"""
quiz28_02#0,"""購入できるのは？"""
quize28_select1#0,"""ACショップ"""
quize28_select2#0,"""トレジャーショップ"""
quize28_select3#0,"""アイテムショップ"""
quize28_select4#0,"""マイショップ"""
quize28_answer#0,"""正解は……、<br><red>ACショップ<c>でした！"""
quiz29#0,"""問題<br><yellow>“プレミアムセット”の効果で、<br>“正しくない”のはどれ？"""
quiz29_01#0,"""“プレミアムセット”の効果で、"""
quiz29_02#0,"""“正しくない”のはどれ？"""
quize29_select1#0,"""ラッピーがなついてくる"""
quize29_select2#0,"""マイショップの出品ができる"""
quize29_select3#0,"""プレミアム倉庫が使える"""
quize29_select4#0,"""クイックフードにプレミアム効果がつく"""
quize29_answer#0,"""正解は……、<br><red>ラッピーがなついてくる<c>でした！"""
quiz30#0,"""問題<br><yellow>マイショップ出品やプレミアム倉庫など、<br>様々な機能が利用可能になるのは？"""
quiz30_01#0,"""マイショップ出品やプレミアム倉庫など、"""
quiz30_02#0,"""様々な機能が利用可能になるのは？"""
quize30_select1#0,"""プレミアムセット"""
quize30_select2#0,"""クイックフード"""
quize30_select3#0,"""ステージライブ"""
quize30_select4#0,"""ギャザリング"""
quize30_answer#0,"""正解は……、<br><red>プレミアムセット<c>でした！"""
quiz31#0,"""問題<br><yellow>“南エアリオ”に設置されている<br>“リューカーデバイス”の名称は？"""
quiz31_01#0,"""“南エアリオ”に設置されている"""
quiz31_02#0,"""“リューカーデバイス”の名称は？"""
quize31_select1#0,"""バルフロウ大瀑布"""
quize31_select2#0,"""ラーカウ海岸"""
quize31_select3#0,"""ハルファナ湿原"""
quize31_select4#0,"""ハルフィリア湖"""
quize31_answer#0,"""正解は……、<br><red>バルフロウ大瀑布<c>でした！"""
quiz32#0,"""問題<br><yellow>ハルフィリア湖に出現する<br>“ギガンティクス”は？"""
quiz32_01#0,"""ハルフィリア湖に出現する"""
quiz32_02#0,"""“ギガンティクス”は？"""
quize32_select1#0,"""絶望のダイダル・ソード"""
quize32_select2#0,"""絶望のダイダル・アックス"""
quize32_select3#0,"""絶望のスナイダル・ハンマー"""
quize32_select4#0,"""絶望のレイダル・ソード"""
quize32_answer#0,"""正解は……、<br><red>絶望のダイダル・ソード<c>でした！"""
quiz33#0,"""問題<br><yellow>“ハンターアーツアヴェンジ”の<br>“発動方法”は？"""
quiz33_01#0,"""“ハンターアーツアヴェンジ”の"""
quiz33_02#0,"""“発動方法”は？"""
quize33_select1#0,"""PA発動中にエネミーの攻撃を受ける"""
quize33_select2#0,"""PAボタンを長押し"""
quize33_select3#0,"""サブパレットからスキルを選択して発動"""
quize33_select4#0,"""「ハンターアーツアヴェンジ！」と叫ぶ"""
quize33_answer#0,"""正解は……、<br><red>PA発動中にエネミーの攻撃を受ける<c>でした！"""
quiz34#0,"""問題<br><yellow>ツインマシンガン専用の<br>“アクティブスキル”は？"""
quiz34_01#0,"""ツインマシンガン専用の"""
quiz34_02#0,"""“アクティブスキル”は？"""
quize34_select1#0,"""ヘイルオブバレッツ"""
quize34_select2#0,"""カラミティバレット"""
quize34_select3#0,"""スプレッドショット"""
quize34_select4#0,"""インフィニティファイア"""
quize34_answer#0,"""正解は……、<br><red>ヘイルオブバレッツ<c>でした！"""
quiz35#0,"""問題<br><yellow>ナーデレフがライブで歌う<br>曲の“タイトル”は？"""
quiz35_01#0,"""ナーデレフがライブで歌う"""
quiz35_02#0,"""曲の“タイトル”は？"""
quize35_select1#0,"""戦いの歌 ～Against fate～"""
quize35_select2#0,"""Our Fighting"""
quize35_select3#0,"""レアドロ☆KOI☆恋！"""
quize35_select4#0,"""We're ARKS!"""
quize35_answer#0,"""正解は……、<br><red>戦いの歌 ～Against fate～<c>でした！"""
quiz36#0,"""問題<br><yellow>マヒナパリ山で再生される<br>隠し曲の“タイトル”は？"""
quiz36_01#0,"""マヒナパリ山で再生される"""
quiz36_02#0,"""隠し曲の“タイトル”は？"""
quize36_select1#0,"""『PSO2』オープニングテーマ"""
quize36_select2#0,"""『PSO』オープニングテーマ"""
quize36_select3#0,"""『PSU』オープニングテーマ"""
quize36_select4#0,"""We're ARKS!"""
quize36_answer#0,"""正解は……、<br><red>『PSO2』オープニングテーマ<c>でした！"""
quiz37#0,"""問題<br><yellow>火炎や棒術を使って攻撃してくる<br>エネミーの“正しい名前”は？"""
quiz37_01#0,"""火炎や棒術を使って攻撃してくる"""
quiz37_02#0,"""エネミーの“正しい名前”は？"""
quize37_select1#0,"""エンゴウク"""
quize37_select2#0,"""ソンゴクウ"""
quize37_select3#0,"""エンゴクウ"""
quize37_select4#0,"""エンクウゴ"""
quize37_answer#0,"""正解は……、<br><red>エンゴウク<c>でした！"""
quiz38#0,"""問題<br><yellow>マヒナパリ山の頂上が、<br>“三日月状になった理由”は？"""
quiz38_01#0,"""マヒナパリ山の頂上が、"""
quiz38_02#0,"""“三日月状になった理由”は？"""
quize38_select1#0,"""セントラルキャノンの砲撃"""
quize38_select2#0,"""星渡の降下ポッドの衝突"""
quize38_select3#0,"""ダークファルスの攻撃"""
quize38_select4#0,"""元々そういう形だった"""
quize38_answer#0,"""正解は……、<br><red>セントラルキャノンの砲撃<c>でした！"""
quiz39#0,"""問題<br><yellow>トレジャーショップの“商品の更新”は、<br>１日に“最大で何回”できる？"""
quiz39_01#0,"""トレジャーショップの“商品の更新”は、"""
quiz39_02#0,"""１日に“最大で何回”できる？"""
quize39_select1#0,"""４回"""
quize39_select2#0,"""２回"""
quize39_select3#0,"""６回"""
quize39_select4#0,"""８回"""
quize39_answer#0,"""正解は……、<br><red>４回<c>でした！"""
quiz40#0,"""問題<br><yellow>“フォートス・ランチャー”の<br>破壊できる部位は、全部で何か所？"""
quiz40_01#0,"""“フォートス・ランチャー”の"""
quiz40_02#0,"""破壊できる部位は、全部で何か所？"""
quize40_select1#0,"""10か所"""
quize40_select2#0,"""８か所"""
quize40_select3#0,"""６か所"""
quize40_select4#0,"""４か所"""
quize40_answer#0,"""正解は……、<br><red>10か所<c>でした！"""
quiz41#0,"""問題<br><yellow>“リテム・エルノザ”にある<br>アイテムコンテナ[赤]は、全部でいくつ？"""
quiz41_01#0,"""“リテム・エルノザ”にある"""
quiz41_02#0,"""アイテムコンテナ[赤]は、全部でいくつ？"""
quize41_select1#0,"""15個"""
quize41_select2#0,"""10個"""
quize41_select3#0,"""20個"""
quize41_select4#0,"""25個"""
quize41_answer#0,"""正解は……、<br><red>15個<c>でした！"""
quiz42#0,"""問題<br><yellow>頭がドリルになっている<br>エネミーの“正しい名前”は？"""
quiz42_01#0,"""頭がドリルになっている"""
quiz42_02#0,"""エネミーの“正しい名前”は？"""
quize42_select1#0,"""ドルドリス"""
quize42_select2#0,"""ドリドルス"""
quize42_select3#0,"""ドルドルス"""
quize42_select4#0,"""ドリドリス"""
quize42_answer#0,"""正解は……、<br><red>ドルドリス<c>でした！"""
quiz43#0,"""問題<br><yellow>オープニングムービーで、<br>キャストと一緒に映る“サニィ”は何匹？"""
quiz43_01#0,"""オープニングムービーで、"""
quiz43_02#0,"""キャストと一緒に映る“サニィ”は何匹？"""
quize43_select1#0,"""４匹"""
quize43_select2#0,"""３匹"""
quize43_select3#0,"""５匹"""
quize43_select4#0,"""２匹"""
quize43_answer#0,"""正解は……、<br><red>４匹<c>でした！"""
quiz44#0,"""問題<br><yellow>PP消費量を軽減する<br>“プリセット能力”は？"""
quiz44_01#0,"""PP消費量を軽減する"""
quiz44_02#0,"""“プリセット能力”は？"""
quize44_select1#0,"""フィクサ・パフォーマ"""
quize44_select2#0,"""フィクサ・ナトゥーラ"""
quize44_select3#0,"""フィクサ・エンソジア"""
quize44_select4#0,"""フィクサ・テルミナ"""
quize44_answer#0,"""正解は……、<br><red>フィクサ・パフォーマ<c>でした！"""
quiz45#0,"""問題<br><yellow>朝と昼にしか採取できない<br>クヴァリスの“果物”は？"""
quiz45_01#0,"""朝と昼にしか採取できない"""
quiz45_02#0,"""クヴァリスの“果物”は？"""
quize45_select1#0,"""ノータ・クヴァルガッキー"""
quize45_select2#0,"""シャッキ・クヴァルグァパー"""
quize45_select3#0,"""サッパ・クヴァルプラーム"""
quize45_select4#0,"""ノータ・クヴァルスクイド"""
quize45_answer#0,"""正解は……、<br><red>ノータ・クヴァルガッキー<c>でした！"""
quiz46#0,"""問題<br><yellow>バルフロウ大瀑布の滝裏の洞窟にある<br>“コクーンの名前”は？"""
quiz46_01#0,"""バルフロウ大瀑布の滝裏の洞窟にある"""
quiz46_02#0,"""“コクーンの名前”は？"""
quize46_select1#0,"""ローンウェイ"""
quize46_select2#0,"""ワイルドラッシュ"""
quize46_select3#0,"""ローリングラッシュ"""
quize46_select4#0,"""ラッピーラッシュ"""
quize46_answer#0,"""正解は……、<br><red>ローンウェイ<c>でした！"""
quiz47#0,"""問題<br><yellow>緊急クエスト“統制型ドールズ討伐戦”で、<br>“戦う場所”は？"""
quiz47_01#0,"""緊急クエスト“統制型ドールズ討伐戦”で、"""
quiz47_02#0,"""“戦う場所”は？"""
quize47_select1#0,"""アルト・ラニ高原"""
quize47_select2#0,"""ハルファナ平原"""
quize47_select3#0,"""クライカウ丘陵"""
quize47_select4#0,"""エアリオタウン跡"""
quize47_answer#0,"""正解は……、<br><red>アルト・ラニ高原<c>でした！"""
quiz48#0,"""問題<br><yellow>野菜“サッパ・リテナクランベ”の<br>“ブースト効果”は？"""
quiz48_01#0,"""野菜“サッパ・リテナクランベ”の"""
quiz48_02#0,"""“ブースト効果”は？"""
quize48_select1#0,"""ダメージ耐性／PP回復量増加"""
quize48_select2#0,"""PP増加／PP回復量増加"""
quize48_select3#0,"""威力上昇／HP回復量増加"""
quize48_select4#0,"""PP増加／HP回復量増加"""
quize48_answer#0,"""正解は……、<br><red>ダメージ耐性／PP回復量増加<c>でした！"""
quiz49#0,"""問題<br><yellow>称号“全知”が獲得できる<br>“称号タスク”は？"""
quiz49_01#0,"""称号“全知”が獲得できる"""
quiz49_02#0,"""“称号タスク”は？"""
quize49_select1#0,"""老練のレヌス・リテムの討伐者"""
quize49_select2#0,"""老練のネクス・エアリオの討伐者"""
quize49_select3#0,"""老練のチアキュリオの討伐者"""
quize49_select4#0,"""老練のケルクンドの討伐者"""
quize49_answer#0,"""正解は……、<br><red>老練のレヌス・リテムの討伐者<c>でした！"""
quiz50#0,"""問題<br><yellow>“トラガラデュオホーン”は、<br>エステの“どのメニューから装着”できる？"""
quiz50_01#0,"""“トラガラデュオホーン”は、"""
quiz50_02#0,"""エステの“どのメニューから装着”できる？"""
quize50_select1#0,"""頭部の編集"""
quize50_select2#0,"""身体の編集"""
quize50_select3#0,"""ファッションの編集"""
quize50_select4#0,"""その他の編集"""
quize50_answer#0,"""正解は……、<br><red>頭部の編集<c>でした！"""
quiz51#0,"""問題<br><yellow>クヴァリスキャンプにいる<br>“エステ店員の名前”は？"""
quiz51_01#0,"""クヴァリスキャンプにいる"""
quiz51_02#0,"""“エステ店員の名前”は？"""
quize51_select1#0,"""ムーア"""
quize51_select2#0,"""エテルナ"""
quize51_select3#0,"""アルシオーネ"""
quize51_select4#0,"""コマチ"""
quize51_answer#0,"""正解は……、<br><red>ムーア<c>でした！"""
quiz53#0,"""問題<br><yellow>アイテムショップで<br>“購入できない武器”は？"""
quiz53_01#0,"""アイテムショップで"""
quiz53_02#0,"""“購入できない武器”は？"""
quize53_select1#0,"""プリムタリス"""
quize53_select2#0,"""プリムブーツ"""
quize53_select3#0,"""ツヴィアカタナ"""
quize53_select4#0,"""プリムタクト"""
quize53_answer#0,"""正解は……、<br><red>プリムタリス<c>でした！"""
quiz54#0,"""問題<br><yellow>ナーデレフのステージライブで、<br>バックバンドに“登場しない楽器”は？"""
quiz54_01#0,"""ナーデレフのステージライブで、"""
quiz54_02#0,"""バックバンドに“登場しない楽器”は？"""
quize54_select1#0,"""ハーモニカ"""
quize54_select2#0,"""ギター"""
quize54_select3#0,"""ドラム"""
quize54_select4#0,"""ベース"""
quize54_answer#0,"""正解は……、<br><red>ハーモニカ<c>でした！"""
quiz55#0,"""問題<br><yellow>エアリオに、“存在しない山の名前”は？"""
quiz55_01#0,"""エアリオに、“存在しない山の名前”は？"""
quize55_select1#0,"""ラトヴァ山"""
quize55_select2#0,"""マヒナパリ山"""
quize55_select3#0,"""ピコット山"""
quize55_select4#0,"""マグナス山"""
quize55_answer#0,"""正解は……、<br><red>ラトヴァ山<c>でした！"""
quiz56#0,"""問題<br><yellow>称号“人気者”の獲得に関わる<br>“３人の子供たちの名前”は？"""
quiz56_01#0,"""称号“人気者”の獲得に関わる"""
quiz56_02#0,"""“３人の子供たちの名前”は？"""
quize56_select1#0,"""ニコとルルとロロ"""
quize56_select2#0,"""ミコとララとリリ"""
quize56_select3#0,"""サラとレダとイオ"""
quize56_select4#0,"""アナとリコとノル"""
quize56_answer#0,"""正解は……、<br><red>ニコとルルとロロ<c>でした！"""
quiz57#0,"""問題<br><yellow>装備の“限界突破”の方法を<br>教えてくれるのは？"""
quiz57_01#0,"""装備の“限界突破”の方法を"""
quiz57_02#0,"""教えてくれるのは？"""
quize57_select1#0,"""カルテヴィエ"""
quize57_select2#0,"""スローナ"""
quize57_select3#0,"""ベルクマン"""
quize57_select4#0,"""スタッギィ"""
quize57_answer#0,"""正解は……、<br><red>カルテヴィエ<c>でした！"""
quiz58#0,"""問題<br><yellow>“ルーフ・マクアドの戦い”で、ともに<br>“サンドナグルス”と戦ってくれるのは？"""
quiz58_01#0,"""“ルーフ・マクアドの戦い”で、ともに"""
quiz58_02#0,"""“サンドナグルス”と戦ってくれるのは？"""
quize58_select1#0,"""モフセン"""
quize58_select2#0,"""ブルーダー"""
quize58_select3#0,"""ハーディ"""
quize58_select4#0,"""ジャリル"""
quize58_answer#0,"""正解は……、<br><red>モフセン<c>でした！"""
quiz59#0,"""問題<br><yellow>タスク“身体が資本・Ⅱ”で、<br>リンチェが“欲しがっている野菜”は？"""
quiz59_01#0,"""タスク“身体が資本・Ⅱ”で、"""
quiz59_02#0,"""リンチェが“欲しがっている野菜”は？"""
quize59_select1#0,"""サッパ・リテナクランベ"""
quize59_select2#0,"""マッタ・リテナマルマース"""
quize59_select3#0,"""ガッツ・リテナキャリブラ"""
quize59_select4#0,"""シャッキ・リテナ肉"""
quize59_answer#0,"""正解は……、<br><red>サッパ・リテナクランベ<c>でした！"""
quiz60#0,"""問題<br><yellow>クラスレベルが最大の状態で、<br>“さらに経験値を溜める”とどうなる？"""
quiz60_01#0,"""クラスレベルが最大の状態で、"""
quiz60_02#0,"""“さらに経験値を溜める”とどうなる？"""
quize60_select1#0,"""N-エクスキューブが獲得できる"""
quize60_select2#0,"""N-メセタやSGなどが獲得できる"""
quize60_select3#0,"""レベル上限が突破する"""
quize60_select4#0,"""ラッピーがなついてくる"""
quize60_answer#0,"""正解は……、<br><red>N-エクスキューブが獲得できる<c>でした！"""
quiz61#0,"""問題<br><yellow>ルーフ・マクアドに出現する<br>“ギガンティクス”は？"""
quiz61_01#0,"""ルーフ・マクアドに出現する"""
quiz61_02#0,"""“ギガンティクス”は？"""
quize61_select1#0,"""絶望のケルクンド"""
quize61_select2#0,"""絶望のスナイダル・ハンマー"""
quize61_select3#0,"""絶望のリゼントス"""
quize61_select4#0,"""絶望のサンドナグルス"""
