name010#0,"""나즌"""
quiz38#0,"""문제<br><yellow>\""제트 어택 엑스트라\""는<br>통상 공격을 \""최대 5단계\""로 바꾼다.<c>"""
quiz38_1#0,"""\""제트 어택 엑스트라\""는"""
quiz38_2#0,"""통상 공격을 \""최대 5단계\""로 바꾼다."""
quiz39#0,"""문제<br><yellow>리템 리전의 묘지에는<br>가로아가 잠들어 있다.<c>"""
quiz39_1#0,"""리템 리전의 묘지에는"""
quiz39_2#0,"""가로아가 잠들어 있다."""
quiz40#0,"""문제<br><yellow>빌드 파츠 \""GP 트리\""에서<br>\""제네시스 포인트\""를 얻을 수 있다.<c>"""
quiz40_1#0,"""빌드 파츠 \""GP 트리\""에서"""
quiz40_2#0,"""\""제네시스 포인트\""를 얻을 수 있다."""
quiz41#0,"""문제<br><yellow>남부 리템에는 메시지 팩이<br>총 \""9개\""가 배치되어 있다.<c>"""
quiz41_1#0,"""남부 리템에는 메시지 팩이"""
quiz41_2#0,"""총 \""9개\""가 배치되어 있다."""
quiz42#0,"""문제<br><yellow>방어구 \""레크렐 아머\""는<br>마이너스인 \""데미지 내성\""이 달려있다.<c>"""
quiz42_1#0,"""방어구 \""레크렐 아머\""는"""
quiz42_2#0,"""마이너스인 \""데미지 내성\""이 달려있다."""
quiz43#0,"""문제<br><yellow>스티아의 \""카누이\""의 종족은<br>\""캐스트\""다.<c>"""
quiz43_1#0,"""스티아의 \""카누이\""의 종족은"""
quiz43_2#0,"""\""캐스트\""다."""
quiz44#0,"""문제<br><yellow>스티아 리전의 \""날씨\""에는<br>\""흐림\""이 있다.<c>"""
quiz44_1#0,"""스티아 리전의 \""날씨\""에는"""
quiz44_2#0,"""\""흐림\""이 있다."""
quiz45#0,"""문제<br><yellow>\""사이즈 엠퍼 랍피\""라는 이름의<br>에너미는 \""없다\"".<c>"""
quiz45_1#0,"""\""사이즈 엠퍼 랍피\""라는 이름의"""
quiz45_2#0,"""에너미는 \""없다\""."""
quiz46#0,"""문제<br><yellow>\""북부 에아리오\""에는<br>\""마이닝\""이 출현한다.<c>"""
quiz46_1#0,"""\""북부 에아리오\""에는"""
quiz46_2#0,"""\""마이닝\""이 출현한다."""
quiz47#0,"""문제<br><yellow>\""랍피의 집회 장소\""는<br>모든 \""오타리카\""가 모이는 장소이다.<c>"""
quiz47_1#0,"""\""랍피의 집회 장소\""는"""
quiz47_2#0,"""모든 \""오타리카\""가 모이는 장소이다."""
quiz48#0,"""문제<br><yellow>센트럴 시티의 가장 높으로 가면<br>\""등정\""이라는 칭호를 얻을 수 있다.<c>"""
quiz48_1#0,"""센트럴 시티의 가장 높으로 가면"""
quiz48_2#0,"""\""등정\""이라는 칭호를 얻을 수 있다."""
quiz49#0,"""문제<br><yellow>\""덱스트 베이스\""에는<br>\""마이닝\""이 출현한다.<c>"""
quiz49_1#0,"""\""덱스트 베이스\""에는"""
quiz49_2#0,"""\""마이닝\""이 출현한다."""
quiz50#0,"""문제<br><yellow>\""드라이젠 플랜트\""는<br>\""전투 섹션\""이다.<c>"""
quiz50_1#0,"""\""드라이젠 플랜트\""는"""
quiz50_2#0,"""\""전투 섹션\""이다."""
quiz51#0,"""문제<br><yellow>\""킨란도곶\""은<br>\""북부 리템\""의 지명이다.<c>"""
quiz51_1#0,"""\""킨란도곶\""은"""
quiz51_2#0,"""\""북부 리템\""의 지명이다."""
quiz52#0,"""문제<br><yellow>\""어드 밴서\""의 파괴 가능 부위는<br>총 \""4개\""다.<c>"""
quiz52_1#0,"""\""어드 밴서\""의 파괴 가능 부위는"""
quiz52_2#0,"""총 \""4개\""다."""
