name010#0,"""Nazun"""
quiz22_1#0,"""Fortes Launcher ปรากฏตัวใน"""
quiz22_2#0,"""Cocoon ที่ชื่อว่า 【 Punishing Way 】"""
quiz23#0,"""YES หรือ NO:<br><yellow>อาวุธคู่กายของ Manon เป็นประเภท Assault Rifle<c>"""
quiz23_1#0,"""อาวุธคู่กายของ Manon"""
quiz23_2#0,"""เป็นประเภท Assault Rifle"""
quiz24#0,"""YES หรือ NO:<br><yellow>Despaired: Vardias ปรากฏตัวใน Outer Mediola: Sector 1<c>"""
quiz24_1#0,"""Despaired: Vardias ปรากฏตัว"""
quiz24_2#0,"""ใน Outer Mediola: Sector 1"""
quiz25#0,"""YES หรือ NO:<br><yellow>ตำแหน่งงานของ Tim คือ 【 Team Support Staff 】<c>"""
quiz25_1#0,"""ตำแหน่งงานของ Tim คือ"""
quiz25_2#0,"""【 Team Support Staff 】"""
quiz26#0,"""YES หรือ NO:<br><yellow>Hadi อายุ 54 ปี<c>"""
quiz26_1#0,"""Hadi อายุ"""
quiz26_2#0,"""54 ปี"""
quiz27#0,"""YES หรือ NO:<br><yellow>Heat Wave เป็นหนึ่งในสภาพอากาศของภูมิภาค Retem<c>"""
quiz27_1#0,"""Heat Wave เป็นหนึ่งในสภาพอากาศ"""
quiz27_2#0,"""ของภูมิภาค Retem"""
quiz28#0,"""YES หรือ NO:<br><yellow>หนึ่งในเอฟเฟกต์ของ Team Mag Boost คือ Damage Resistance Up<c>"""
quiz28_1#0,"""หนึ่งในเอฟเฟกต์ของ Team Mag Boost"""
quiz28_2#0,"""คือ Damage Resistance Up"""
quiz29#0,"""YES หรือ NO:<br><yellow>Meteor Shower เป็นหนึ่งในสภาพอากาศของภูมิภาค Aelio<c>"""
quiz29_1#0,"""Meteor Shower เป็นหนึ่งในสภาพอากาศ"""
quiz29_2#0,"""ของภูมิภาค Aelio"""
quiz30#0,"""YES หรือ NO:<br><yellow>Gigantix ที่ปรากฏใน Western Aelio คือ Despaired: Vallas<c>"""
quiz30_1#0,"""Gigantix ที่ปรากฏใน Western Aelio"""
quiz30_2#0,"""คือ Despaired: Vallas"""
quiz31#0,"""YES หรือ NO:<br><yellow>เวลาที่จำกัดสำหรับ Duel Quests คือ 5 นาที<c>"""
quiz31_1#0,"""เวลาที่จำกัดสำหรับ Duel Quests"""
quiz31_2#0,"""คือ 5 นาที"""
quiz32#0,"""YES หรือ NO:<br><yellow>Weapon Camo ที่ชื่อ Catoria Armati สามารถใช้กับ Takt ได้<c>"""
quiz32_1#0,"""Weapon Camo ที่ชื่อ Catoria Armati"""
quiz32_2#0,"""สามารถใช้กับ Takt ได้"""
quiz33#0,"""YES หรือ NO:<br><yellow>Lenus Retem ไม่ได้ปรากฏตัวใน Neusen Plant<c>"""
quiz33_1#0,"""Lenus Retem ไม่ได้ปรากฏตัว"""
quiz33_2#0,"""ใน Neusen Plant"""
quiz34#0,"""YES หรือ NO:<br><yellow>Critical Power Up ไม่ใช่ Main Effect ของ Add-On Skills<c>"""
quiz34_1#0,"""Critical Power Up ไม่ใช่"""
quiz34_2#0,"""Main Effect ของ Add-On Skills"""
quiz35#0,"""YES หรือ NO:<br><yellow>Special Ability ที่ชื่อ 【 Gigas Thalia II 】 จะเพิ่ม R-ATK และ T-ATK<c>"""
quiz35_1#0,"""Special Ability ที่ชื่อ 【 Gigas Thalia II 】"""
quiz35_2#0,"""จะเพิ่ม R-ATK และ T-ATK"""
quiz36#0,"""YES หรือ NO:<br><yellow>ประเภทอาวุธของ Melekh Despertar คือ Assault Rifle<c>"""
quiz36_1#0,"""ประเภทอาวุธของ Melekh Despertar"""
quiz36_2#0,"""คือ Assault Rifle"""
quiz37#0,"""YES หรือ NO:<br><yellow>Gold Prim Sword II มี Special Ability ที่ชื่อ 【 Endymio 】 ติดมาด้วย<c>"""
quiz37_1#0,"""Gold Prim Sword II มี"""
quiz37_2#0,"""Special Ability ที่ชื่อ 【 Endymio 】 ติดมาด้วย"""
quiz38#0,"""YES หรือ NO:<br><yellow>Jet Attack Extra จะเพิ่มคอมโบ Normal Attack สูงสุดเป็น 5 ครั้ง<c>"""
quiz38_1#0,"""Jet Attack Extra จะเพิ่มคอมโบ Normal Attack"""
quiz38_2#0,"""สูงสุดเป็น 5 ครั้ง"""
quiz39#0,"""YES หรือ NO:<br><yellow>สถานที่พักผ่อนของ Garoa อยู่ที่สุสานในภูมิภาค Retem<c>"""
quiz39_1#0,"""สถานที่พักผ่อนของ Garoa อยู่ที่"""
quiz39_2#0,"""สุสานในภูมิภาค Retem"""
quiz40#0,"""YES หรือ NO:<br><yellow>Build Part ที่ชื่อ 【 GP Tree 】 สามารถใช้เพื่อรับ Genesis Points ได้<c>"""
quiz40_1#0,"""Build Part ที่ชื่อ 【 GP Tree 】 สามารถ"""
quiz40_2#0,"""ใช้เพื่อรับ Genesis Points ได้"""
quiz41#0,"""YES หรือ NO:<br><yellow>ใน Southern Retem มี Message Packs ทั้งหมด 9 จุด<c>"""
quiz41_1#0,"""ใน Southern Retem มี"""
quiz41_2#0,"""Message Packs ทั้งหมด 9 จุด"""
quiz42#0,"""YES หรือ NO:<br><yellow>Reclair Armor มีความต้านทานความเสียหายเป็นลบอยู่บ้าง<c>"""
quiz42_1#0,"""Reclair Armor มี"""
quiz42_2#0,"""ความต้านทานความเสียหายเป็นลบอยู่บ้าง"""
quiz43#0,"""YES หรือ NO:<br><yellow>เผ่าพันธุ์ของ Kanui คือ Cast<c>"""
quiz43_1#0,"""เผ่าพันธุ์ของ Kanui"""
quiz43_2#0,"""คือ Cast"""
quiz44#0,"""YES หรือ NO:<br><yellow>Cloudy เป็นหนึ่งในสภาพอากาศของภูมิภาค Stia<c>"""
quiz44_1#0,"""Cloudy เป็นหนึ่งในสภาพอากาศ"""
quiz44_2#0,"""ของภูมิภาค Stia"""
quiz45#0,"""YES หรือ NO:<br><yellow>ไม่มีสิ่งมีชีวิตที่เรียกว่า Scythe Emperappy<c>"""
quiz45_1#0,"""ไม่มีสิ่งมีชีวิต"""
quiz45_2#0,"""ที่เรียกว่า Scythe Emperappy"""
quiz46#0,"""YES หรือ NO:<br><yellow>Myenin ปรากฏตัวใน Northern Aelio<c>"""
quiz46_1#0,"""Myenin ปรากฏตัว"""
quiz46_2#0,"""ใน Northern Aelio"""
quiz47#0,"""YES หรือ NO:<br><yellow>Rappy Assemblies คือสถานที่ที่ Otterica ทุกประเภทมารวมตัวกัน<c>"""
quiz47_1#0,"""Rappy Assemblies คือสถานที่ที่"""
quiz47_2#0,"""Otterica ทุกประเภทมารวมตัวกัน"""
quiz48#0,"""YES หรือ NO:<br><yellow>คุณจะได้รับฉายา Summit Climber เมื่อไปถึงจุดสูงสุดใน Central City<c>"""
quiz48_1#0,"""เมื่อไปถึงจุดสูงสุดใน Central City"""
quiz48_2#0,"""คุณจะได้รับฉายา Summit Climber"""
quiz49#0,"""YES หรือ NO:<br><yellow>Myenin ปรากฏตัวใน Dext Base<c>"""
quiz49_1#0,"""Myenin ปรากฏตัว"""
quiz49_2#0,"""ใน Dext Base"""
quiz50#0,"""YES หรือ NO:<br><yellow>Dreisen Plant เป็น Combat Section<c>"""
quiz50_1#0,"""Dreisen Plant"""
quiz50_2#0,"""เป็น Combat Section"""
quiz51#0,"""YES หรือ NO:<br><yellow>Cape Kinraad เป็นสถานที่ใน Northern Retem<c>"""
quiz51_1#0,"""Cape Kinraad เป็นสถานที่"""
quiz51_2#0,"""ใน Northern Retem"""
quiz52#0,"""YES หรือ NO:<br><yellow>Ard Banther มีชิ้นส่วนที่สามารถทำลายได้ทั้งหมด 4 ส่วน<c>"""
quiz52_1#0,"""Ard Banther มีชิ้นส่วนที่สามารถทำลายได้"""
quiz52_2#0,"""ทั้งหมด 4 ส่วน"""
