name010#0,"""나즌"""
quiz17#0,"""문제<br><yellow>ナーデレフが戦闘で使用する무기種は、<br>\""デュアルブレード\""である。<c><br>YES or NO？"""
quiz17_1#0,"""ナーデレフが戦闘で使用する무기種は、"""
quiz17_2#0,"""\""デュアルブレード\""である。"""
quiz18#0,"""문제<br><yellow>ヴァンフォードと크로포드は、<br>\""親子\""の関係である。<c><br>YES or NO？"""
quiz18_1#0,"""ヴァンフォードと크로포드は、"""
quiz18_2#0,"""\""親子\""の関係である。"""
quiz19#0,"""문제<br><yellow>브루더の年齢は、\""18歳\""である。<c><br>YES or NO？"""
quiz19_1#0,"""브루더の年齢は、\""18歳\""である。"""
quiz20#0,"""문제<br><yellow>アークス訓練教官リアメイのクラスは、<br>\""텍터\""である。<c><br>YES or NO？"""
quiz20_1#0,"""アークス訓練教官リアメイのクラスは、"""
quiz20_2#0,"""\""텍터\""である。"""
quiz21#0,"""문제<br><yellow>ハルファに降り立った主人公が、<br>初めて会った人物は、\""マノン\""である。<c><br>YES or NO？"""
quiz21_1#0,"""ハルファに降り立った主人公が、"""
quiz21_2#0,"""初めて会った人物は、\""マノン\""である。"""
quiz22#0,"""문제<br><yellow>텍터は、\""완드\""を装備できる。<c><br>YES or NO？"""
quiz22_1#0,"""텍터は、\""완드\""を装備できる。"""
quiz23#0,"""문제<br><yellow>리버서 사인の最大所持数は、<br>\""5個\""である。<c><br>YES or NO？"""
quiz23_1#0,"""리버서 사인の最大所持数は、"""
quiz23_2#0,"""\""5個\""である。"""
quiz24#0,"""문제<br><yellow>ウェイカーは、<br>\""ペット\""を呼び出して戦う。<c><br>YES or NO？"""
quiz24_1#0,"""ウェイカーは、"""
quiz24_2#0,"""\""ペット\""を呼び出して戦う。"""
quiz25#0,"""문제<br><yellow>완드は、<br>\""텍터\""の専用무기である。<c><br>YES or NO？"""
quiz25_1#0,"""완드は、"""
quiz25_2#0,"""\""텍터\""の専用무기である。"""
quiz26#0,"""문제<br><yellow>\""파이터スキップアーツ\""は、<br>\""PAボタン長押し\""で発動できる。<c><br>YES or NO？"""
quiz26_1#0,"""\""파이터スキップアーツ\""は、"""
quiz26_2#0,"""\""PAボタン長押し\""で発動できる。"""
quiz27#0,"""문제<br><yellow>스테이지 라이브を見ると、<br>\""레어드롭ップ倍率\""が一定時間上昇する。<c><br>YES or NO？"""
quiz27_1#0,"""스테이지 라이브を見ると、"""
quiz27_2#0,"""\""레어드롭ップ倍率\""が一定時間上昇する。"""
quiz28#0,"""문제<br><yellow>\""キリングPPゲイン\""は、<br>\""レンジャー\""のクラススキルである。<c><br>YES or NO？"""
quiz28_1#0,"""\""キリングPPゲイン\""は、"""
quiz28_2#0,"""\""レンジャー\""のクラススキルである。"""
quiz30#0,"""문제<br><yellow>\""알파 리액터\""は、<br>ひとつ\""3500N-메세타\""で換金できる。<c><br>YES or NO？"""
quiz30_1#0,"""\""알파 리액터\""は、"""
quiz30_2#0,"""ひとつ\""3500N-메세타\""で換金できる。"""
quiz31#0,"""문제<br><yellow>\""ミッションパス\""は、\""20SG\""<br>でティアを１段階進めることができる。<c><br>YES or NO？"""
quiz31_1#0,"""\""ミッションパス\""は、\""20SG\"""""
quiz31_2#0,"""でティアを１段階進めることができる。"""
quiz32#0,"""문제<br><yellow>『NGS』のアークスカードは、<br>\""最大で３つ\""の称号を設定できる。<c><br>YES or NO？"""
quiz32_1#0,"""『NGS』のアークスカードは、"""
quiz32_2#0,"""\""最大で３つ\""の称号を設定できる。"""
quiz33#0,"""문제<br><yellow>西エアリオには、<br>\""레이달 소드\""が出現する。<c><br>YES or NO？"""
quiz33_1#0,"""西エアリオには、"""
quiz33_2#0,"""\""레이달 소드\""が出現する。"""
quiz34#0,"""문제<br><yellow>グレンが着用しているウェアの名前は、<br>\""クーヴェルウィーズ[Se]\""である。<c><br>YES or NO？"""
quiz34_1#0,"""グレンが着用しているウェアの名前は、"""
quiz34_2#0,"""\""クーヴェルウィーズ[Se]\""である。"""
quiz35#0,"""문제<br><yellow>무기\""ククロフィスボウ\""は、<br>\""クロコダラス\""をモチーフにしている。<c><br>YES or NO？"""
quiz35_1#0,"""무기\""ククロフィスボウ\""は、"""
quiz35_2#0,"""\""クロコダラス\""をモチーフにしている。"""
quiz36#0,"""문제<br><yellow>主人公のポッドが落下した島の名前は、<br>\""カナイ島\""である。<c><br>YES or NO？"""
quiz36_1#0,"""主人公のポッドが落下した島の名前は、"""
quiz36_2#0,"""\""カナイ島\""である。"""
quiz37#0,"""문제<br><yellow>할피리아 호수에 출현하는<br>テイムズのレベルは、\""65\""である。<c><br>YES or NO？"""
quiz37_1#0,"""할피리아 호수에 출현하는"""
quiz37_2#0,"""テイムズのレベルは、\""65\""である。"""
quiz38#0,"""문제<br><yellow>아이나は、愛用の어설트 라이플に、<br>\""スカーフ\""を巻き付けている。<c><br>YES or NO？"""
quiz38_1#0,"""아이나は、愛用の어설트 라이플に、"""
quiz38_2#0,"""\""スカーフ\""を巻き付けている。"""
quiz39#0,"""문제<br><yellow>南リテムには、<br>\""노련의 バブルクラッブ\""が出現する。<c><br>YES or NO？"""
quiz39_1#0,"""南リテムには、"""
quiz39_2#0,"""\""노련의 バブルクラッブ\""が出現する。"""
quiz40#0,"""문제<br><yellow>레스타 사인は、\""四角形\""の<br>葉のようなかたちをしている。<c><br>YES or NO？"""
quiz40_1#0,"""레스타 사인は、\""四角形\""の"""
quiz40_2#0,"""葉のようなかたちをしている。"""
quiz41#0,"""문제<br><yellow>마그너스산には、メッセージパックが、<br>全部で\""３つ\""配置されている。<c><br>YES or NO？"""
quiz41_1#0,"""마그너스산には、メッセージパックが、"""
quiz41_2#0,"""全部で\""３つ\""配置されている。"""
quiz42#0,"""문제<br><yellow>キャラクターメイクで設定できる<br>身長の最大値は、\""205\""である。<c><br>YES or NO？"""
quiz42_1#0,"""キャラクターメイクで設定できる"""
quiz42_2#0,"""身長の最大値は、\""205\""である。"""
quiz43#0,"""문제<br><yellow>パーティーブーストの上昇率は、<br>パーティーの\""名称\""で決まる。<c><br>YES or NO？"""
quiz43_1#0,"""パーティーブーストの上昇率は、"""
quiz43_2#0,"""パーティーの\""名称\""で決まる。"""
quiz44#0,"""문제<br><yellow>\""삿파 リテナシャッコゥ\""という<br>개더링素材がある。<c><br>YES or NO？"""
quiz44_1#0,"""\""삿파 リテナシャッコゥ\""という"""
quiz44_2#0,"""개더링素材がある。"""
quiz45#0,"""문제<br><yellow>베르크만のタスクで、思い出の景色が<br>見られる山は、\""마히나파리산\""である。<c><br>YES or NO？"""
quiz45_1#0,"""베르크만のタスクで、思い出の景色が"""
quiz45_2#0,"""見られる山は、\""마히나파리산\""である。"""
quiz46#0,"""문제<br><yellow>태스크 \""다섯 쌍둥이의 부탁\""에서쿠카から<br>頼まれる届け物は、\""모피\""である。<c><br>YES or NO？"""
quiz46_1#0,"""태스크 \""다섯 쌍둥이의 부탁\""에서쿠카から"""
quiz46_2#0,"""頼まれる届け物は、\""모피\""である。"""
quiz47#0,"""문제<br><yellow>エアリオには、아이템 컨테이너 [적]が<br>全部で\""113개\""存在する。<c><br>YES or NO？"""
quiz47_1#0,"""エアリオには、아이템 컨테이너 [적]が"""
quiz47_2#0,"""全部で\""113개\""存在する。"""
quiz48#0,"""문제<br><yellow>リテムシティの스테이지 라이브で<br>歌っているのは、\""가로아\""である。<c><br>YES or NO？"""
quiz48_1#0,"""リテムシティの스테이지 라이브で"""
quiz48_2#0,"""歌っているのは、\""가로아\""である。"""
quiz49#0,"""문제<br><yellow>\""カイゼラム\""シリーズの무기は、<br>\""999個\""のアイシクルオーブと交換できる。<c><br>YES or NO？"""
quiz49_1#0,"""\""カイゼラム\""シリーズの무기は、"""
quiz49_2#0,"""\""999個\""のアイシクルオーブと交換できる。"""
quiz50#0,"""문제<br><yellow>무기\""プリム로드\""は、潜在能力解放に<br>\""フォトンスケイル\""が必要である。<c><br>YES or NO？"""
quiz50_1#0,"""무기\""プリム로드\""は、潜在能力解放に"""
quiz50_2#0,"""\""フォトンスケイル\""が必要である。"""
quiz51#0,"""문제<br><yellow>特殊能力カプセル\""C/エアル・ドミナ\""の<br>交換には、\""C/アームⅢ\""が必要である。<c><br>YES or NO？"""
quiz51_1#0,"""特殊能力カプセル\""C/エアル・ドミナ\""の"""
quiz51_2#0,"""交換には、\""C/アームⅢ\""が必要である。"""
quiz52#0,"""문제<br><yellow>\""プリム\""シリーズの<br>カラーバリアント무기は、\""黄色\""である。<c><br>YES or NO？"""
quiz52_1#0,"""\""プリム\""シリーズの"""
quiz52_2#0,"""カラーバリアント무기は、\""黄色\""である。"""
quiz53#0,"""문제<br><yellow>무기\""プリム\""シリーズの潜在能力は、<br>\""不屈の型\""である。<c><br>YES or NO？"""
quiz53_1#0,"""무기\""プリム\""シリーズの潜在能力は、"""
quiz53_2#0,"""\""不屈の型\""である。"""
quiz54#0,"""문제<br><yellow>クヴァリスの五つ子の三男の名前は、<br>\""쿠카\""である。<c><br>YES or NO？"""
quiz54_1#0,"""クヴァリスの五つ子の三男の名前は、"""
quiz54_2#0,"""\""쿠카\""である。"""
quiz55#0,"""문제<br><yellow>クヴァリスの五つ子の祖父の名前は、<br>\""라이서스\""である。<c><br>YES or NO？"""
quiz55_1#0,"""クヴァリスの五つ子の祖父の名前は、"""
quiz55_2#0,"""\""라이서스\""である。"""
quiz56#0,"""문제<br><yellow>スティアキャンプにいる、베르크만の<br>後輩の名前は、\""チトセ\""である。<c><br>YES or NO？"""
quiz56_1#0,"""スティアキャンプにいる、베르크만の"""
quiz56_2#0,"""後輩の名前は、\""チトセ\""である。"""
quiz57#0,"""문제<br><yellow>\""리젠토스\""の破壊できる部位は、<br>全部で\""３か所\""ある。<c><br>YES or NO？"""
quiz57_1#0,"""\""리젠토스\""の破壊できる部位は、"""
quiz57_2#0,"""全部で\""３か所\""ある。"""
quiz58#0,"""문제<br><yellow>아이나の父親である가로아は、<br>\""38歳\""である。<c><br>YES or NO？"""
quiz58_1#0,"""아이나の父親である가로아は、"""
quiz58_2#0,"""\""38歳\""である。"""
quiz59#0,"""문제<br><yellow>エアリオタウンで、畑仕事をしている<br>人物は、\""アグリ\""である。<c><br>YES or NO？"""
quiz59_1#0,"""エアリオタウンで、畑仕事をしている"""
quiz59_2#0,"""人物は、\""アグリ\""である。"""
quiz29#0,"""문제<br><yellow>\""ツキミ・랍피\""は、<br>\""仮面\""を被っている。<c><br>YES or NO？"""
quiz29_1#0,"""\""ツキミ・랍피\""は、"""
quiz29_2#0,"""\""仮面\""を被っている。"""
quiz60#0,"""문제<br><yellow>ドレッドエネミーの二つ名は、<br>\""노련의 \""である。<c><br>YES or NO？"""
quiz60_1#0,"""ドレッドエネミーの二つ名は、"""
quiz60_2#0,"""\""노련의 \""である。"""
quiz61#0,"""문제<br><yellow>戦闘セクションで戦闘不能になると、<br>PSEのレベルが\""下がる\""。<c><br>YES or NO？"""
quiz61_1#0,"""戦闘セクションで戦闘不能になると、"""
quiz61_2#0,"""PSEのレベルが\""下がる\""。"""
quiz62#0,"""문제<br><yellow>ロストセントラルは、<br>\""フォーマーズ\""の攻撃によって壊滅した。<c><br>YES or NO？"""
quiz62_1#0,"""ロストセントラルは、"""
quiz62_2#0,"""\""フォーマーズ\""の攻撃によって壊滅した。"""
quiz63#0,"""문제<br><yellow>에인션트 에너미の二つ名は、<br>\""절망의 \""である。<c><br>YES or NO？"""
quiz63_1#0,"""에인션트 에너미の二つ名は、"""
quiz63_2#0,"""\""절망의 \""である。"""
quiz64#0,"""문제<br><yellow>クヴァリスには、<br>\""耐寒のリージョン마그\""がある。<c><br>YES or NO？"""
quiz64_1#0,"""クヴァリスには、"""
quiz64_2#0,"""\""耐寒のリージョン마그\""がある。"""
quiz65#0,"""문제<br><yellow>아이나とマノンの共闘トライアルは、<br>クリア後に必ずPSEバーストが発生する。<c><br>YES or NO？"""
quiz65_1#0,"""아이나とマノンの共闘トライアルは、"""
quiz65_2#0,"""クリア後に必ずPSEバーストが発生する。"""
quiz66#0,"""문제<br><yellow>タスク\""観測：PSEバースト\""の目標は、<br>PSEバーストを\""3回\""観測することである。<c><br>YES or NO？"""
quiz66_1#0,"""タスク\""観測：PSEバースト\""の目標は、"""
quiz66_2#0,"""PSEバーストを\""3回\""観測することである。"""
quiz67#0,"""문제<br><yellow>アークス装備開発部員ヴルガンスは、<br>\""右目\""に傷がある。<c><br>YES or NO？"""
quiz67_1#0,"""アークス装備開発部員ヴルガンスは、"""
quiz67_2#0,"""\""右目\""に傷がある。"""
quiz68#0,"""문제<br><yellow>무기\""N-EXPウェポン\""には、<br>特殊能力\""ハイペリオ\""が付与されている。<c><br>YES or NO？"""
quiz68_1#0,"""무기\""N-EXPウェポン\""には、"""
quiz68_2#0,"""特殊能力\""ハイペリオ\""が付与されている。"""
quiz69#0,"""문제<br><yellow>コスト１のアクセサリーのみ使用した場合、<br>\""18個\""のアクセサリーを着用できる。<c><br>YES or NO？"""
quiz69_1#0,"""コスト１のアクセサリーのみ使用した場合、"""
quiz69_2#0,"""\""18個\""のアクセサリーを着用できる。"""
quiz70#0,"""문제<br><yellow>ボディペイントは、<br>エステの\""신체 편집\""から変更できる。<c><br>YES or NO？"""
quiz70_1#0,"""ボディペイントは、"""
quiz70_2#0,"""エステの\""신체 편집\""から変更できる。"""
quiz71#0,"""문제<br><yellow>アクティブソナーは、\""레스타 사인\""と<br>\""리버서 사인\""には反応しない。<c><br>YES or NO？"""
quiz71_1#0,"""アクティブソナーは、\""레스타 사인\""と"""
quiz71_2#0,"""\""리버서 사인\""には反応しない。"""
quiz72#0,"""문제<br><yellow>\""資源採掘リグ防衛戦：クヴァリス\""の、<br>긴급 퀘스트は、\""ダナン雪原\""で戦う。<c><br>YES or NO？"""
quiz72_1#0,"""\""資源採掘リグ防衛戦：クヴァリス\""の、"""
quiz72_2#0,"""긴급 퀘스트は、\""ダナン雪原\""で戦う。"""
quiz73#0,"""문제<br><yellow>과일を10개使った퀵 푸드の<br>PP 증가量は、\""20.0\""である。<c><br>YES or NO？"""
quiz73_1#0,"""과일を10개使った퀵 푸드の"""
quiz73_2#0,"""PP 증가量は、\""20.0\""である。"""
quiz74#0,"""문제<br><yellow>クラススキル\""マッシブ헌터\""の<br>再使用可能時間は、\""180秒\""である。<c><br>YES or NO？"""
quiz74_1#0,"""クラススキル\""マッシブ헌터\""の"""
quiz74_2#0,"""再使用可能時間は、\""180秒\""である。"""
quiz75#0,"""문제<br><yellow>\""バニシングウェイⅡ\""は、<br>\""クヴァリス\""のコクーンである。<c><br>YES or NO？"""
quiz75_1#0,"""\""バニシングウェイⅡ\""は、"""
quiz75_2#0,"""\""クヴァリス\""のコクーンである。"""
quiz76#0,"""문제<br><yellow>\""タワー\""の初回クリアで獲得できる<br>スキルポイントは、\""３ポイント\""である。<c><br>YES or NO？"""
quiz76_1#0,"""\""タワー\""の初回クリアで獲得できる"""
quiz76_2#0,"""スキルポイントは、\""３ポイント\""である。"""
quiz77#0,"""문제<br><yellow>와이어드 랜스には、与えるダメージが<br>増減する\""適正距離\""がある。<c><br>YES or NO？"""
quiz77_1#0,"""와이어드 랜스には、与えるダメージが"""
quiz77_2#0,"""増減する\""適正距離\""がある。"""
quiz78#0,"""문제<br><yellow>ドロップ一時倉庫は、<br>\""150個\""のアイテムを保管できる。<c><br>YES or NO？"""
quiz78_1#0,"""ドロップ一時倉庫は、"""
quiz78_2#0,"""\""150個\""のアイテムを保管できる。"""
quiz79#0,"""문제<br><yellow>エアリオのセクション数は、<br>セントラルシティを含めて\""９つ\""である。<c><br>YES or NO？"""
quiz79_1#0,"""エアリオのセクション数は、"""
quiz79_2#0,"""セントラルシティを含めて\""９つ\""である。"""
quiz80#0,"""문제<br><yellow>エンハンスドエネミーは、周囲のエネミーの<br>\""攻撃力と防御力\""を強化する。<c><br>YES or NO？"""
quiz80_1#0,"""エンハンスドエネミーは、周囲のエネミーの"""
quiz80_2#0,"""\""攻撃力と防御力\""を強化する。"""
