DirectUse_MyRoom_1#0,"""ยืนยันการใช้ไอเทม"""
DirectUse_GuildContainer_2#1,"""<pict Arcscash><c 5fdf00>購入済みアイテムの使用<c><br>「チーム倉庫」の利用に必要な<br>「プレミアムセット」の利用権をお持ちでないか、<br>利用期限が切れています。<br><br>アイテムパック内にお持ちの<br><yellow>「プレミアムセット」<c>を使用して<br>チーム倉庫を利用可能にしますか？<br><br><red>※複数種類所持している場合、<br>\u3000追加期限が長いものを優先して使用します。<c><br><br><red>※使用するアイテムを確認したい場合は、<br>\u3000アイテムパックから選んでください。<c>"""
DirectUse_RentalContainer_1#1,"""アイテム使用確認"""
DirectUse_RentalContainer_2#1,"""<pict Arcscash><c 5fdf00>購入済みアイテムの使用<c><br>「拡張倉庫」の利用権をお持ちでないか、<br>利用期限が切れています。<br><br>アイテムパック内にお持ちの、<br>お選びの拡張倉庫に対応したチケットを使用して、<br>拡張倉庫を利用可能にしますか？<br><br><red>※使用するアイテムを確認したい場合は、<br>\u3000アイテムパックから選んでください。<c>"""
DirectUse_ClientOrder_1#1,"""アイテム使用確認"""
DirectUse_ClientOrder_2#1,"""<pict Arcscash><c 5fdf00>購入済みアイテムの使用<c><br>「オーダー受注上限拡張」の利用に必要な<br>「プレミアムセット」の利用権をお持ちでないか、<br>利用期限が切れています。<br><br>アイテムパック内にお持ちの<br><yellow>「プレミアムセット」<c>を使用して<br>オーダー受注上限拡張を利用可能にしますか？<br><br><red>※複数種類所持している場合、<br>\u3000追加期限が長いものを優先して使用します。<c><br><br><red>※使用するアイテムを確認したい場合は、<br>\u3000アイテムパックから選んでください。<c>"""
DirectUse_ClientOrder_3#1,"""<pict Arcscash><c 5fdf00>購入済みアイテムの使用<c><br>「オーダー受注上限拡張」の利用権をお持ちでないか、<br>利用期限が切れています。<br><br>アイテムパック内にお持ちの<br><yellow>「オーダー受注上限拡張」<c>を使用して<br>オーダー受注上限拡張を利用可能にしますか？<br><br><red>※複数種類所持している場合、<br>\u3000追加期限が長いものを優先して使用します。<c><br><br><red>※使用するアイテムを確認したい場合は、<br>\u3000アイテムパックから選んでください。<c>"""
DirectBuy_PremiumTicket_1#1,"""アイテム購入確認"""
DirectBuy_PremiumTicket_2#1,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>選択した機能の利用権をお持ちでないか、<br>利用期限が切れています。<br><br><yellow>「プレミアムセット」<c>を購入し、<br>そのまますぐに機能を有効にできますが、<br>購入確認画面に進みますか？<br><br><red>※個別の機能チケットをご希望の場合は、<br>\u3000メインメニューの「ACショップ」でご購入ください。<c>"""
DirectBuy_PremiumTicket_3#1,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>「オーダー受注上限拡張」の利用に必要な<br>「プレミアムセット」の利用権をお持ちでないか、<br>利用期限が切れています。<br><br><yellow>「プレミアムセット」<c>を購入し、<br>そのまますぐに機能を有効にできますが、<br>購入確認画面に進みますか？<br><br><red>※個別の機能チケットをご希望の場合は、<br>\u3000メインメニューの「ACショップ」でご購入ください。<c>"""
DirectBuy_RentalContainer_1#1,"""アイテム購入確認"""
DirectBuy_RentalContainer_2#1,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>「拡張倉庫」の利用権をお持ちでないか、<br>利用期限が切れています。<br><br>お選びの拡張倉庫に対応したチケットを購入し、<br>そのまますぐに機能を有効にできますが、<br>購入確認画面に進みますか？"""
DirectBuy_TermWindow_1#1,"""アイテム購入確認"""
DirectBuy_TermWindow_2#1,"""機能拡張アイテムの購入、使用が可能です。<br>対応した購入しますか？"""
DirectBuy_ClientOrder_1#1,"""アイテム購入確認"""
DirectBuy_ClientOrder_2#1,"""<pict Arcscash><c ff4f3f>AC消費コンテンツ<c><br>「オーダー受注上限拡張」の利用権をお持ちでないか、<br>利用期限が切れています。<br><br><yellow>「オーダー受注上限拡張」<c>を購入し、<br>そのまますぐに機能を有効にできますが、<br>購入確認画面に進みますか？"""
