name01#0,"""Hilda"""
text1001#0,"""กด <%WeaponAction> เพื่อสลับ Palette และยิงด้วยการกด <%NormalAttack>!"""
text1002#0,"""กด <%WeaponAction> เพื่อสลับ Palette และยิงด้วยการกด <%NormalAttack>!"""
text1003#0,"""กด <%WeaponAction> เพื่อสลับ Palette และยิงด้วยการกด <%NormalAttack>!"""
11_voice_navi02_121#1,"""ふむ、サマになってきたじゃないか。<br>では、次は応用だ。"""
11_voice_navi02_122#1,"""武器には、応用的な使用方法がある。<br>好きなように試してみるといい。"""
text00#1,"""『武器アクション』について"""
text01#1,"""チュートリアル<br>ハンターの『武器アクション』について説明します。<br><br>武器アクションとは、装備している武器ごとに異なる<br>専用のアクションです。"""
text02#1,"""ソードを装備している状態で、<%WeaponAction>を押すと<br>キャラクターは防御の姿勢をとります。<br>これがソードの武器アクション『ガード』です。"""
text03#1,"""敵から攻撃をガードすることで、<br>ダメージを軽減することができます。<br><br>ただし、正面以外からの攻撃はガードすることが<br>できませんので注意しましょう。"""
text04#1,"""チュートリアル<br>レンジャーの『武器アクション』について説明します。<br><br>武器アクションとは、装備している武器ごとに異なる<br>専用のアクションです。"""
text06#1,"""例えばアサルトライフルを装備しながら<br><%WeaponAction>を押している間、武器パレットが<br>裏パレットに切り替わります。<br><br>これがアサルトライフルの武器アクションです。<br><br><%WeaponAction>を押している間のみ切り替える（ホールド操作）か<br>押すたびに切り替える（ワンプッシュ操作）かは<br>オプションの基本設定から変えられます。"""
text07#1,"""裏パレットに切り替え、<%NormalAttack>を押すと<br>「グレネードシェル」を発射することができます。<br><br>それでは、実際にやってみましょう。"""
text08#1,"""チュートリアル<br>フォースの『武器アクション』について説明します。<br><br>武器アクションとは、装備している武器ごとに異なる<br>専用のアクションです。"""
text10#1,"""例えばロッドを装備しながら<br><%WeaponAction>を押している間、武器パレットが<br>裏パレットに切り替わります。<br><br>これがロッドの武器アクションです。<br><br><%WeaponAction>を押している間のみ切り替える（ホールド操作）か<br>押すたびに切り替える（ワンプッシュ操作）かは<br>オプションの基本設定から変えられます。"""
text11#1,"""裏パレットに切り替えた状態で<br><%NormalAttack>を押すと「バータ」を発射できます。<br><br>それでは、実際にやってみましょう。"""
text12#1,"""チュートリアル<br>ブレイバーの『武器アクション』について説明します。<br><br>武器アクションとは、装備している武器ごとに異なる<br>専用のアクションです。"""
text13#1,"""例えばバレットボウを装備しながら<br><%WeaponAction>を押している間、武器パレットが<br>裏パレットに切り替わります。<br><br>これがバレットボウの武器アクションです。<br><br><%WeaponAction>を押している間のみ切り替える（ホールド操作）か<br>押すたびに切り替える（ワンプッシュ操作）かは<br>オプションの基本設定から変えられます。"""
text14#1,"""裏パレットに切り替えた状態で<br><%NormalAttack>を押すと「ペネトレイトアロウ」を発射できます。<br><br>それでは、実際にやってみましょう。"""
text100#1,"""<%WeaponAction>で一定時間ガード体勢をとれ！"""
text101#1,"""<%WeaponAction>で裏パレットに切り替えて、<%NormalAttack>でグレネードシェルを撃て！"""
text102#1,"""<%WeaponAction>で裏パレットに切り替えて、<%NormalAttack>でバータを撃て！"""
text103#1,"""<%WeaponAction>で裏パレットに切り替えて、<%NormalAttack>でペネトレイトアロウを撃て！"""
text1000#1,"""<%WeaponAction>で一定時間ガードしろ！"""
text1001#1,"""<%WeaponAction>で切り替えて、<%NormalAttack>で撃て！"""
text1002#1,"""<%WeaponAction>で切り替えて、<%NormalAttack>で撃て！"""
text1003#1,"""<%WeaponAction>で切り替えて、<%NormalAttack>で撃て！"""
