11_voice_NPC_03_100#0,"""โอ๊ะ? ว่าไงจะปรึกษาเรื่องอะไร?<br>หืม แมวนั่นมันขอร้องให้เธอช่วยงั้นเหรอ"""
11_voice_NPC_5003_100#0,"""ลงไปเจอ Darker ตั้งแต่รอบแรก <br>แต่สุดท้ายก็เอาชีวิตรอดกลับมาได้<br>จะว่าไปพวกเรานี่ก็โชคดีเหมือนกันเนอะ แหะๆๆ"""
Afin_02_020#0,"""ตอนนั้นอาจจะเสียศูนย์ไปสักหน่อย <br>แต่ก็ยังดีที่คิดบวกไว้ก่อนล่ะนะ"""
11_voice_NPC_5003_100#1,"""初陣でダーカーに遭遇したけど<br>無事生還って、なにげにおれたち<br>すごい運がいいのかもな。へへっ。"""
Afin_02_020#1,"""あの時はさすがに取り乱しちまったけど<br>何事も前向きに考えないとな。"""
11_voice_NPC_5003_106#0,"""ถึงได้ชื่อว่าเป็น ARKS แต่ชีวิตทั่วไป<br>ก็ไม่ต่างจากคนปกติซักเท่าไหร่หรอก<br>แค่อยู่ภายใต้กฏที่มากกว่าคนอื่นเค้าเท่านั้นเอง"""
11_voice_NPC_5003_106#1,"""アークスって言っても、普通の人と<br>生活の流れなんかは変わらないんだな。<br>もっと規律然としてるんだと思ってた。"""
11_voice_NPC_5003_108#0,"""เพิ่งเริ่มใหม่ๆ ดาวกับพื้นที่<br>ที่จะให้เข้าได้ก็ยังจำกัดอยู่น่ะนะ"""
Afin_04_020#0,"""ถ้าอยากไปดาวอื่นๆบ้างล่ะก็<br>ต้องค่อยๆผ่านไปทีละด่านๆโดยอาศัยความ<br>พยายามเท่านั้นแหละ หนทางอีกยาวไกลนะ"""
11_voice_NPC_5003_108#1,"""経験が浅いうちは、行ける範囲や<br>惑星が制限されるんだってさ。"""
Afin_04_020#1,"""いろんな惑星行きたいなら<br>頑張って活躍して、認められていけ<br>ってことだな。はー、先は長いぜ。"""
11_voice_NPC_5003_104#0,"""ถึง ARKS จะได้รับอภิสิทธิ์มากกว่าคนอื่น <br>แต่ก็ไม่ใช่ว่าจะทำอะไรก็ได้หรอกนะ"""
Afin_05_020#0,"""ก็มีบ้างที่เจอพวกทำอะไรตามใจตัวเองทุกอย่าง<br>แต่ก็สุดท้ายก็โดนเพ่งเล็งหมดทุกคน"""
11_voice_NPC_5003_104#1,"""アークスは憧れの存在だけど<br>だからって何しても許されるって<br>わけじゃないんだよな、実際。"""
Afin_05_020#1,"""傍若無人に振る舞ってるのも<br>時々いるけど、あれ、こっそり<br>目を付けられてるらしいぜ。"""
11_voice_NPC_5003_100#2,"""แต่ว่า ที่นี่มันสะดวกสบายจริงๆนะ<br>ถึงขนาดอยากนั่งชิลทั้งวันเลยล่ะ<br>...แต่ถ้ามีคำสั่งลงมา ถึงไม่อยากก็ต้องไปทำงานอยู่ดี"""
11_voice_NPC_5003_100#3,"""しっかし、いい設備してるよな、ここ。<br>ずっとのんびりしてたいぐらいだぜ。<br>……任務があったら即、出撃だけど。"""
11_voice_NPC_5003_100#4,"""สกิลก็มีหลายอย่างนะ<br>ปวดหัวตรงจะเลือกใช้อะไรดีนี่แหละ<br>สำหรับชั้นคงเอาพวกใช้ง่ายไว้ก่อนอยู่ละ"""
Afin_07_020#0,"""แต่ว่า ไม่ว่าจะเลือกสกิลอันไหนมันก็มีประโยชน์ทั้งนั้น<br>รายละเอียดไม่ต้องอ่านมากหรอก กดๆไปเหอะ"""
11_voice_NPC_5003_100#5,"""スキルって、いろいろあって<br>どれが何か覚えるのタイヘンだよな。<br>おれ、わりとテキトーに習得してる。"""
Afin_07_020#1,"""でもまあ、覚えておけば<br>役に立つのがスキルってもんだろうし<br>細かいこと気にせずにやってこーぜ。"""
11_voice_NPC_5003_104#2,"""อืม... มีแต่อาวุธเบๆซ้ำซากทั้งนั้นยังไม่โดนสักอัน<br>ไม่มีของใหม่โผล่มาให้ใช้บ้างรึไงน้า"""
11_voice_NPC_5003_104#3,"""うーん……なんだかいまいち<br>しっくりくる武器がないんだよな。<br>なんか新しいやつ、ないもんかなぁ。"""
11_voice_NPC_5003_105#0,"""เป้าหมายของชั้นคือตามหาคน !<br>เพราะงั้นขออาวุธที่มันเบาที่สุดไว้ก่อนก็พอแล้ว !"""
Afin_09_020#0,"""...เคยพูดว่าอย่างนั้น<br>แต่พอไปเจอศัตรูระดับสาหัสขึ้นมา <br>ไอ้ความคิดนั้นก็ไม่เคยอยู่ในหัวอีกเลย"""
11_voice_NPC_5003_105#1,"""おれの目的は人探し！<br>だから武器は最低限で、軽いヤツ！"""
Afin_09_020#1,"""……って言ってたら<br>真面目に戦えって怒られちまった。<br>不真面目なつもりはないのになー。"""
11_voice_NPC_5003_105#2,"""พวกเราเปลี่ยน Class เป็นอะไรตามใจได้ก็จริง<br>แต่พวกรุ่นก่อนๆพอเจอ Class ที่ถนัดก็เห็นใช้อยู่แค่นั้น<br>...แล้วจะให้เปลี่ยนไปเปลี่ยนมาได้ทำไมล่ะเนี่ย"""
11_voice_NPC_5003_105#3,"""おれたちはクラスを変更できるけど<br>先輩方は適性で決まっちゃうんだよな。<br>……なんで変更可能になったんだろ？"""
11_voice_NPC_5003_104#4,"""การเป็น ARKS ไม่ได้แปลว่าวันๆต้องสู้กับศัตรูอย่างเดียว<br>ทีมที่จับกลุ่มกันศึกษาข้อมูลของดาวต่างๆก็มีนะ<br>...ชั้นอาจจะเหมาะกับแบบนั้นมากกว่าก็ได้"""
11_voice_NPC_5003_104#5,"""アークスのなかには、戦闘だけじゃなく<br>情報屋的なチームもいるらしいぜ。<br>……おれもそうなろうかなぁ。"""
11_voice_NPC_5003_104#6,"""อืม...การตามหาคนสักคนมันไม่ใช่เรื่องง่ายเลย<br>ก็รู้อยู่ว่าอาจต้องใช้เวลาเป็นปีๆ<br>แต่เอาเหอะ ค่อยๆหาไปสักวันคงเจอแหละนะ"""
11_voice_NPC_5003_104#7,"""うーん、人探しってむずいもんだな<br>わかっちゃいたけど時間かかりそうだ。<br>ま、焦らずゆっくりやるかな。"""
11_voice_NPC_5003_109#0,"""ระยะนี้พวก Darker มันจะเยอะไปไหนเนี่ย !<br>เห็นมีคนบ่น แต่ชั้นก็คิดแบบนั้นเหมือนกัน<br>แต่จะคิดไปเองรึเปล่าน้อ?"""
11_voice_NPC_5003_109#1,"""最近、ふいにダーカー出現！<br>みたいなのが多い気がするんだよな。<br>おれの気のせいかな？"""
11_voice_NPC_5003_101#4,"""เวลาทำ ClientOrder เสร็จแต่ละที <br>ได้รับคำขอบท่านซะเล่นเอาหูชากันไปเลย<br>แต่มันก็ช่วยให้มีกำลังใจเพิ่มขึ้นแหละนะ แหะๆๆ"""
11_voice_NPC_5003_101#5,"""クライアントオーダーこなして<br>いろいろ感謝されるとさ、なんだか<br>こっちも嬉しくなるよな。へへっ。"""
11_voice_NPC_5003_108#2,"""ถึงแกจะไม่มีความกล้า แต่ยังดีที่รู้ตัวว่าตัวเองไม่กล้า<br>เป็นคำที่รุ่นพี่คนนึงเคยพูดไว้ ฟังแล้วก็โกรธนิดหน่อยนะ"""
Afin_15_020#0,"""แต่มาคิดดู สิ่งที่น่ากลัวที่สุดก็คือการไม่รู้<br>ว่าตัวเองไม่มีความกล้านั่นแหละ ...เพราะนั่น<br>เท่ากับเรากลายเป็นคนที่ไม่รู้จักประมาณตนเอง"""
11_voice_NPC_5003_108#3,"""お前は勇気がないけど、勇気がないのを<br>自覚してるからいいって、この前先輩に<br>言われたんだよ。失礼しちゃうよなぁ。"""
Afin_15_020#1,"""でも、一番怖いのは、勇気がないのに<br>あると勘違いしてるヤツなんだってさ。<br>……いわゆる、無謀ってやつなのかな。"""
11_voice_NPC_5003_105#4,"""เคยคิดเล่นๆนะว่า เจ้าพวก Darker นี่<br>เป็นศัตรูกับพวกเรามาตั้งแต่เมื่อไหร่น้า?<br>ไม่สิ ต้องถามว่าตั้งแต่สมัยไหนมากกว่า..."""
11_voice_NPC_5003_105#5,"""ふと思ったんだけどさ、ダーカーって<br>いつからおれたちの敵なんだろうな？<br>いやあ、歴史には疎くて……"""
11_voice_NPC_5003_104#8,"""เห็นใครๆก็อยากเป็น ARKS กันนัก...<br>แต่ไม่เคยนึกเลยนะว่า พอมาเป็นจริงๆ<br>แล้วจะเหนี่อยแทบชักขนาดนี้...เฮ้อ"""
11_voice_NPC_5003_104#9,"""アークスは皆の憧れ……だけども<br>こんなにしんどいもんだとは<br>思わなかったなぁ……はあ。"""
11_voice_NPC_5003_100#6,"""คนที่เจ๋งที่สุดในหมู่ ARKS ...<br>หมายถึง The Six Pillars รึเปล่า? ไม่ค่อยรู้จักเหมือนกัน<br>คงเป็นแก๊งล่ำบึ๊กกล้ามปูหน้าเหมือนโจรป่าล่ะมั้ง"""
Afin_18_020#0,"""... จะเป็นไปได้ไง ก็คงเป็นคนปกติเหมือนพวกเรานี่แหละ<br>ไม่แน่เราอาจเคยเดินสวนกับพวกนั้นมาแล้วก็ได้มั้ง?"""
11_voice_NPC_5003_100#7,"""アークス内で一番えらい人たち……<br>六芒均衡だっけ？\u3000どんなんなんだろ。<br>揃いも揃ってムキムキだったり？"""
Afin_18_020#1,"""……なーんて、案外その辺りを<br>ふつーに歩いてたりしてな。<br>もう会っちゃってたり、とか？"""
11_voice_NPC_5003_109#2,"""ช่วงนี้ ARKS Ship โดนโจมตีบ่อยน่าดู แต่แปลกตรง<br>ไม่ค่อยเห็นใครตื่นเต้นเหมือนก่อน กลายเป็นเรื่อง<br>ปกติเหมือนข้าวเช้าที่ต้องเจอทุกวันไปแล้วละมั้ง"""
Afin_19_020#0,"""...แต่การที่เรื่องผิดปกติกลายเป็นเหมือนเรื่องปกตินี่ <br>เป็นหลักฐานชั้นดีเลยว่ามันผิดปกติ<br>ชั้นว่าความคิดนี้ของชั้นไม่ผิดหรอก"""
11_voice_NPC_5003_109#3,"""直接アークスシップが襲われたのに<br>みんな慌ててないって不思議だよな。<br>よくあること、とか言われる始末。"""
Afin_19_020#1,"""……それを普通と思っちまうのって<br>なんかいろいろおかしくなってる証拠の<br>ような気がするんだよなあ。"""
11_voice_NPC_5003_104#10,"""เหตุผลที่ชั้นมาเป็น ARKS ไม่ใช่เพราะ<br>ต้องการจะปกป้องใครหรอกนะ..."""
Afin_20_020#0,"""แต่พอที่นี่ถูกจู่โจม กลับรู้สึกว่าอยากปกป้อง<br>คนอื่นๆขึ้นมาเอง เรื่องนี้ ความจริงชั้นก็แปลกใจ<br>ตัวเองมากเหมือนกัน"""
11_voice_NPC_5003_104#11,"""おれは別に<br>誰かを守りたいって気持ちで<br>アークスになったわけじゃないけど……"""
Afin_20_020#1,"""やっぱ、ここを攻められたりすると<br>守りたいって自然と思うんだな。<br>なんか、自分自身がすっげえ不思議。"""
11_voice_NPC_03_104#0,"""ตั้งแต่ Dark Falz มันฟื้นขึ้นมา<br>บรรยากาศรอบตัว ARKS อย่างเรามันหนักๆยังไงไม่รู้"""
Afin_mb9_020#0,"""แต่จะมองว่าเป็นอย่างนั้นมันก็ถูกน่ะนะ<br>เรื่องแบบนี้เราทุกคนก็รู้แก่ใจดี คิดว่าน่ะนะ"""
11_voice_NPC_03_104#1,"""ダークファルスが復活したからか<br>アークス全体の空気が重いよなぁ。"""
Afin_mb9_020#1,"""まあ、当たり前っちゃ当たり前だけど<br>へこんでばっかいても仕方がないと<br>おれは思うぜ。"""
11_voice_NPC_03_106#0,"""พวกมังกรกระหายเลือดเห็นเค้าว่า<br>เหมือนจะอยู่กันเป็นฝูงๆเลย"""
Afin_mb10_020#0,"""แถมยังมีบางตัวที่แข็งแกร่งสุดๆไปเลยด้วย<br>ระวังตัวไว้หน่อยดีกว่านะ"""
11_voice_NPC_03_106#1,"""ウワサの暴走龍ってさ<br>なんか結構数いるみたいだな。"""
Afin_mb10_020#1,"""べらぼーに強いヤツもいるらしいから<br>気をつけた方がいいぜ。"""
11_voice_NPC_03_104#2,"""เอ้อ จะงานประลองหรืออะไรก็เอาทั้งนั้นแหละ<br>จะได้รู้ฝีมือในตอนนี้ของตัวเอง <br>ก็ไม่ใช่เรื่องเลวร้ายอะไรนี่"""
Afin_mb11_020#0,"""ดูไปแล้วคนสมัครก็ท่าทางจะเยอะอยู่เหมือนกันแฮะ...<br>ชั้นลงด้วยดีมั้ยน้า"""
11_voice_NPC_03_104#3,"""まー、戦技大会にせよ何にせよ<br>騒いでうっぷんを晴らすってのは<br>いいことだと思うぜ。"""
Afin_mb11_020#1,"""まわりでも結構参加する人が<br>多いみたいだし……<br>おれはどうしようかなぁ。"""
11_voice_NPC_5003_105#6,"""....<br>อ๊ะ โทะ โทษทีคู่หู<br>เผลอคิดอะไรนิดหน่อยน่ะ"""
Afin_mb12_020#0,"""แต่เหมือนคิดไปก็เท่านั้น เรื่องนี้ก็พอรู้ตัวเองดี...<br>พอดีชั้นไม่ชอบการเปลี่ยนแปลงด้วยสิ<br>"""
11_voice_NPC_5003_105#7,"""…………<br>あっ、わ、悪い相棒。<br>ちょっと考え事してた。"""
Afin_mb12_020#1,"""考えても何も解決しないって<br>そんなことわかってるんだけど……<br>おれ、切り替えが下手でさ。"""
11_voice_NPC_5003_105#8,"""....<br>อ๊ะ โทะ โทษทีคู่หู<br>เผลอคิดอะไรนิดหน่อยน่ะ"""
Afin_mb13_020#0,"""แต่เหมือนคิดไปก็เท่านั้น เรื่องนี้ก็พอรู้ตัวเองดี...<br>พอดีชั้นไม่ชอบการเปลี่ยนแปลงด้วยสิ<br>"""
11_voice_NPC_5003_105#9,"""…………<br>あっ、わ、悪い相棒。<br>ちょっと考え事してた。"""
Afin_mb13_020#1,"""考えても何も解決しないって<br>そんなことわかってるんだけど……<br>おれ、切り替えが下手でさ。"""
11_voice_NPC_5003_104#12,"""รอยขุดเหมืองบนดาว Lilipa งั้นเหรอ<br>...สังหรณ์ว่าจะมีอะไรเหมือนกัน"""
Afin_mb14_020#0,"""อ๊ะ ไม่ใช่เรื่องจะมีหีบสมบัติใส่เหรียญทองอะไรหรอก<br>ของแบบนั้นมันจะมีจริงได้ยังไงล่ะเนอะ"""
11_voice_NPC_5003_104#13,"""惑星リリーパの採掘場跡、か。<br>……何かありそうな気がする。"""
Afin_mb14_020#1,"""あ、別にお宝一攫千金、って<br>ことじゃないからな？<br>そんなの取り尽くされちゃってるだろ。"""
11_voice_NPC_5003_104#14,"""......นี่มันยังกับเรื่องล้อเล่นเลยจริงๆ นะ<br>พี่สาวที่แยกจากกันไปนานดันกลับกลาย<br>เป็น Dark Falz ไปซะแบบนี้......"""
Afin_mb15_020#0,"""ถ้าเป็นอย่างนี้ ก็คงต้องตัดใจยอมรับ<br>ว่าเค้าได้ตายไปแล้ว......"""
Afin_mb15_030#0,"""......ไม่สิ ถ้ายังมีชีวิตอยู่ล่ะก็<br>มันต้องมีทางทำอะไรได้แน่<br>มันต้องมีทางทำอะไรได้บ้างอย่างแน่นอน"""
11_voice_NPC_5003_104#15,"""……ほんと、冗談みたいだよな。<br>生き別れた姉がダークファルスって<br>どうなってんだよ……"""
Afin_mb15_020#1,"""これならまだ、死別ってほうが<br>諦めがつくけど…………"""
Afin_mb15_030#1,"""……いや、生きててくれたんなら<br>なんとかなる。<br>きっと、なんとかなるはずだ。"""
Afin_mb16_010#0,"""......นี่มันยังกับเรื่องล้อเล่นเลยจริงๆ นะ<br>พี่สาวที่แยกจากกันไปนานดันกลับกลาย<br>เป็น Dark Falz ไปซะแบบนี้......"""
11_voice_NPC_5003_105#10,"""ถ้าเป็นอย่างนี้ ก็คงต้องตัดใจยอมรับ<br>ว่าเค้าได้ตายไปแล้ว......"""
Afin_mb16_030#0,"""......ไม่สิ ถ้ายังมีชีวิตอยู่ล่ะก็<br>มันต้องมีทางทำอะไรได้แน่<br>มันต้องมีทางทำอะไรได้บ้างอย่างแน่นอน"""
Afin_mb16_010#1,"""……ほんと、冗談みたいだよな。<br>生き別れた姉がダークファルスって<br>どうなってんだよ……"""
11_voice_NPC_5003_105#11,"""これならまだ、死別ってほうが<br>諦めがつくけど…………"""
Afin_mb16_030#1,"""……いや、生きててくれたんなら<br>なんとかなる。<br>きっと、なんとかなるはずだ。"""
11_voice_NPC_5003_104#16,"""......คู่หู รู้สึกว่าท่านจะ<br>กลายเป็นบุคคลที่ยิ่งใหญ่ขึ้นมาแล้วนะ"""
Afin_mb16zeno_020#0,"""จริงๆ เลย เรื่องที่ว่าคู่หูเป็นคนที่จะเข้าไปพัวพันกับ<br>เรื่องต่างๆ หรือว่าเป็นศูนย์กลางของสรรพสิ่งน่ะ...<br>ข้าเองก็ชักจะเห็นด้วยขึ้นมาหน่อยๆ แล้วล่ะ"""
11_voice_NPC_5003_104#17,"""……相棒。<br>なんだかえらいことになっちゃったな。"""
Afin_mb16zeno_020#1,"""ほんと、相棒は巻き込まれ型というか<br>物事の中心にいるというか……<br>ちょっと同情するぜ。"""
