11_voice_NPC_5082_105#0,"""เพื่อรักษาวินัยในการปฏิบัติหน้าที่<br>ชั้นคิดว่าเราควรหลีกเลี่ยงการสนทนา<br>ที่นอกเหนือจากภารกิจนะคะ"""
11_voice_NPC_5082_100#0,"""การช่วยให้ภารกิจลุล่วงไปด้วยดีโดยไม่ตระหนกตกใจ<br>แม้ว่าอะไรจะเกิดขึ้น<br>คือหน้าที่ของบุคลากรอย่างชั้นค่ะ"""
Purin_mb09_020#0,"""เพราะสิ่งที่คนที่ไม่ต้องลงสนามจริง<br>อย่างพวกชั้นพอจะทำได้<br>ก็มีเพียงเรื่องนี้เท่านั้น"""
11_voice_NPC_5082_100#1,"""如何なる時も慌てずに<br>通常と同じ職務をこなすこと。<br>それが、管理官のつとめです。"""
Purin_mb09_020#1,"""現場に赴かない私たちに出来るのは<br>それだけですから。"""
11_voice_NPC_5082_100#2,"""การช่วยให้ภารกิจลุล่วงไปด้วยดีโดยไม่ตระหนกตกใจ<br>แม้ว่าอะไรจะเกิดขึ้น<br>คือหน้าที่ของบุคลากรอย่างชั้นค่ะ"""
Purin_mb10_020#0,"""เพราะสิ่งที่คนที่ไม่ต้องลงสนามจริง<br>อย่างพวกชั้นพอจะทำได้ <br>ก็มีเพียงเรื่องนี้เท่านั้น"""
11_voice_NPC_5082_100#3,"""如何なる時も慌てずに<br>通常と同じ職務をこなすこと。<br>それが、管理官のつとめです。"""
Purin_mb10_020#1,"""現場に赴かない私たちに出来るのは<br>それだけですから。"""
11_voice_NPC_5082_100#4,"""การช่วยให้ภารกิจลุล่วงไปด้วยดีโดยไม่ตระหนกตกใจ<br>แม้ว่าอะไรจะเกิดขึ้น<br>คือหน้าที่ของบุคลากรอย่างชั้นค่ะ"""
Purin_mb11_020#0,"""เพราะสิ่งที่คนที่ไม่ต้องลงสนามจริง<br>อย่างพวกชั้นพอจะทำได้ <br>ก็มีเพียงเรื่องนี้เท่านั้น"""
11_voice_NPC_5082_100#5,"""如何なる時も慌てずに<br>通常と同じ職務をこなすこと。<br>それが、管理官のつとめです。"""
Purin_mb11_020#1,"""現場に赴かない私たちに出来るのは<br>それだけですから。"""
11_voice_NPC_5082_100#6,"""จากก่อนหน้านี้ที่เคยพูดเรื่อง การเสียความเคารพ<br>ซึ่งกันและกันไปมาถึงตอนนี้ ดูเหมือน ARKS เกือบ<br>ทุกคนต่างแสวงหาแต่ความแข็งแกร่งกันแล้ว"""
Purin_mb12_020#0,"""แต่นั่นก็ยิ่งทำให้เจ้าหน้าที่อย่างพวกชั้น<br>สูญเสียวินัยไปด้วยไม่ได้อย่างเด็ดขาด<br>ต้องรู้จักแยกแย"""
11_voice_NPC_5082_100#7,"""以前は、規律がおろそかと言いましたが<br>状況的に今のアークスには何より実力が<br>求められているようです。"""
Purin_mb12_020#1,"""その分、私たち管理官は規律に従い<br>動かねばなりません。<br>役割分担、というやつです。"""
11_voice_NPC_5082_100#8,"""จากก่อนหน้านี้ที่เคยพูดเรื่อง การเสียความเคารพ<br>ซึ่งกันและกันไป มาถึงตอนนี้ ดูเหมือน ARKS เกือบ<br>ทุกคนต่างแสวงหาแต่ความแข็งแกร่งกันแล้ว"""
Purin_mb13_020#0,"""แต่นั่นก็ยิ่งทำให้เจ้าหน้าที่อย่างพวกชั้น<br>สูญเสียวินัยไปด้วยไม่ได้อย่างเด็ดขาด<br>ต้องรู้จักแยกแยะ"""
11_voice_NPC_5082_100#9,"""以前は、規律がおろそかと言いましたが<br>状況的に今のアークスには何より実力が<br>求められているようです。"""
Purin_mb13_020#1,"""その分、私たち管理官は規律に従い<br>動かねばなりません。<br>役割分担、というやつです。"""
11_voice_NPC_5082_100#10,"""จากก่อนหน้านี้ที่เคยพูดเรื่อง การเสียความเคารพ<br>ซึ่งกันและกันไป มาถึงตอนนี้ ดูเหมือน ARKS เกือบ<br>ทุกคนต่างแสวงหาแต่ความแข็งแกร่งกันแล้ว"""
Purin_mb14_020#0,"""แต่นั่นก็ยิ่งทำให้เจ้าหน้าที่อย่างพวกชั้น<br>สูญเสียวินัยไปด้วยไม่ได้อย่างเด็ดขาด<br>ต้องรู้จักแยกแยะ"""
11_voice_NPC_5082_100#11,"""以前は、規律がおろそかと言いましたが<br>状況的に今のアークスには何より実力が<br>求められているようです。"""
Purin_mb14_020#1,"""その分、私たち管理官は規律に従い<br>動かねばなりません。<br>役割分担、というやつです。"""
11_voice_NPC_5082_100#12,"""ขณะนี้ กำลังอยู่ระหว่างดำเนินการจัด<br>ระเบียบข้อมูลและปรับปรุงระบบควบคุม<br>กรุณารอซักครู่ค่ะ"""
Purin_mb16zeno_020#0,"""......เพียงแต่ ชั้นรับรองว่ามันจะ<br>ไม่มีผลเสียใดๆ ต่อท่านแน่นอน<br>ดังนั้นกรุณาสบายใจได้เลยค่ะ"""
11_voice_NPC_5082_100#13,"""現在、情報の整理や管理管制の調整を<br>行っている最中です。<br>しばらくお待ち下さい。"""
Purin_mb16zeno_020#1,"""……ただ、貴方にとっての不利益は<br>もうない、ということを保証します。<br>ご安心下さい。"""
