YesText#0,"""ใช่"""
day_7_5#0,"""7/5"""
day_7_6#0,"""7/6"""
day_7_7#0,"""7/7"""
day_7_8#0,"""7/8"""
day_7_9#0,"""7/9"""
day_7_10#0,"""7/10"""
day_7_11#0,"""7/11"""
day_7_12#0,"""7/12"""
day_7_13#0,"""7/13"""
day_7_14#0,"""7/14"""
day_7_15#0,"""7/15"""
day_7_16#0,"""7/16"""
day_7_17#0,"""7/17"""
day_7_18#0,"""7/18"""
day_7_19#0,"""7/19"""
day_7_20#0,"""7/20"""
day_7_21#0,"""7/21"""
day_7_22#0,"""7/22"""
day_7_23#0,"""7/23"""
day_7_24#0,"""7/24"""
day_7_25#0,"""7/25"""
day_7_26#0,"""7/26"""
day_7_27#0,"""7/27"""
day_7_28#0,"""7/28"""
day_7_29#0,"""7/29"""
day_7_30#0,"""7/30"""
day_8_1#0,"""8/1"""
day_8_2#0,"""8/2"""
day_8_3#0,"""8/3"""
day_8_4#0,"""8/4"""
day_8_5#0,"""8/5"""
day_8_6#0,"""8/6"""
day_8_7#0,"""8/7"""
day_8_8#0,"""8/8"""
day_8_9#0,"""8/9"""
day_8_10#0,"""8/10"""
day_8_11#0,"""8/11"""
day_8_12#0,"""8/12"""
day_8_13#0,"""8/13"""
day_8_14#0,"""8/14"""
day_8_15#0,"""8/15"""
day_8_16#0,"""8/16"""
day_8_17#0,"""8/17"""
day_8_18#0,"""8/18"""
day_8_19#0,"""8/19"""
day_8_20#0,"""8/20"""
day_8_21#0,"""8/21"""
day_8_22#0,"""8/22"""
day_8_23#0,"""8/23"""
day_8_24#0,"""8/24"""
day_8_25#0,"""8/25"""
day_8_26#0,"""8/26"""
day_8_27#0,"""8/27"""
day_8_28#0,"""8/28"""
day_8_29#0,"""8/29"""
day_8_30#0,"""8/30"""
day_8_31#0,"""8/31"""
time_8_00#0,"""8:00"""
time_8_10#0,"""8:10"""
time_8_20#0,"""8:20"""
time_8_30#0,"""8:30"""
time_8_40#0,"""8:40"""
time_8_50#0,"""8:50"""
time_9_00#0,"""9:00"""
time_9_10#0,"""9:10"""
time_9_20#0,"""9:20"""
time_9_30#0,"""9:30"""
time_9_40#0,"""9:40"""
time_9_50#0,"""9:50"""
time_10_00#0,"""10:00"""
time_10_10#0,"""10:10"""
time_10_20#0,"""10:20"""
time_10_30#0,"""10:30"""
time_10_40#0,"""10:40"""
time_10_50#0,"""10:50"""
time_10_55#0,"""10:55"""
time_11_00#0,"""11:00"""
time_11_10#0,"""11:10"""
time_11_20#0,"""11:20"""
time_11_30#0,"""11:30"""
time_11_40#0,"""11:40"""
time_11_50#0,"""11:50"""
time_12_00#0,"""12:00"""
time_12_10#0,"""12:10"""
time_12_20#0,"""12:20"""
time_12_30#0,"""12:30"""
time_12_40#0,"""12:40"""
time_12_50#0,"""12:50"""
time_13_00#0,"""13:00"""
time_13_10#0,"""13:10"""
time_13_20#0,"""13:20"""
time_13_30#0,"""13:30"""
time_13_40#0,"""13:40"""
time_13_50#0,"""13:50"""
time_14_00#0,"""14:00"""
time_14_10#0,"""14:10"""
time_14_20#0,"""14:20"""
time_14_30#0,"""14:30"""
time_14_40#0,"""14:40"""
time_14_50#0,"""14:50"""
time_15_00#0,"""15:00"""
time_15_10#0,"""15:10"""
time_15_20#0,"""15:20"""
time_15_30#0,"""15:30"""
time_15_40#0,"""15:40"""
time_15_50#0,"""15:50"""
time_16_00#0,"""16:00"""
time_16_10#0,"""16:10"""
time_16_20#0,"""16:20"""
time_16_30#0,"""16:30"""
time_16_40#0,"""16:40"""
time_16_50#0,"""16:50"""
time_17_00#0,"""17:00"""
time_17_10#0,"""17:10"""
time_17_20#0,"""17:20"""
time_17_30#0,"""17:30"""
time_17_40#0,"""17:40"""
time_17_50#0,"""17:50"""
time_18_00#0,"""18:00"""
time_18_10#0,"""18:10"""
time_18_20#0,"""18:20"""
time_18_30#0,"""18:30"""
time_18_40#0,"""18:40"""
time_18_50#0,"""18:50"""
time_19_00#0,"""19:00"""
time_19_10#0,"""19:10"""
time_19_20#0,"""19:20"""
time_19_30#0,"""19:30"""
time_19_40#0,"""19:40"""
time_19_50#0,"""19:50"""
time_20_00#0,"""20:00"""
time_20_10#0,"""20:10"""
time_20_20#0,"""20:20"""
time_20_30#0,"""20:30"""
time_20_40#0,"""20:40"""
time_20_50#0,"""20:50"""
time_21_00#0,"""21:00"""
time_21_10#0,"""21:10"""
time_21_20#0,"""21:20"""
time_21_30#0,"""21:30"""
time_21_40#0,"""21:40"""
time_21_50#0,"""21:50"""
time_22_00#0,"""22:00"""
time_22_10#0,"""22:10"""
time_22_20#0,"""22:20"""
time_22_30#0,"""22:30"""
time_22_40#0,"""22:40"""
time_22_50#0,"""22:50"""
time_23_00#0,"""23:00"""
time_23_10#0,"""23:10"""
time_23_20#0,"""23:20"""
time_23_30#0,"""23:30"""
time_23_40#0,"""23:40"""
time_23_50#0,"""23:50"""
ep_1#0,"""Episode 1"""
ep_2#0,"""Episode 2"""
ch_0#0,"""Prologue"""
ch_1#0,"""Chapter 1"""
ch_2#0,"""Chapter 2"""
ch_3#0,"""Chapter 3"""
ch_4#0,"""Chapter 4"""
ch_5#0,"""Chapter 5"""
ch_6#0,"""Chapter 6"""
ch_7#0,"""Chapter 7"""
ch_8#0,"""Chapter 8"""
ch_9#0,"""Chapter 9"""
ch_10#0,"""Chapter 10"""
ch_11#0,"""Chapter 11"""
ch_12#0,"""Chapter 12"""
ch_ex#0,"""EX"""
year_228#1,"""A.P.228"""
year_238#1,"""A.P.238"""
year_239#1,"""A.P.239"""
year_240#1,"""A.P.240"""
day_2_20#1,"""2/20"""
day_2_21#1,"""2/21"""
day_2_22#1,"""2/22"""
day_2_23#1,"""2/23"""
day_2_24#1,"""2/24"""
day_2_25#1,"""2/25"""
day_2_26#1,"""2/26"""
day_2_27#1,"""2/27"""
day_2_28#1,"""2/28"""
day_3_1#1,"""3/1"""
day_3_2#1,"""3/2"""
day_3_3#1,"""3/3"""
day_3_4#1,"""3/4"""
day_3_5#1,"""3/5"""
day_3_6#1,"""3/6"""
day_3_7#1,"""3/7"""
day_3_8#1,"""3/8"""
day_3_9#1,"""3/9"""
day_3_10#1,"""3/10"""
day_3_11#1,"""3/11"""
day_3_12#1,"""3/12"""
day_3_13#1,"""3/13"""
day_3_14#1,"""3/14"""
day_3_15#1,"""3/15"""
day_3_16#1,"""3/16"""
day_3_17#1,"""3/17"""
day_3_18#1,"""3/18"""
day_3_19#1,"""3/19"""
day_3_20#1,"""3/20"""
day_3_21#1,"""3/21"""
day_3_22#1,"""3/22"""
day_3_23#1,"""3/23"""
day_3_24#1,"""3/24"""
day_3_25#1,"""3/25"""
day_3_26#1,"""3/26"""
day_3_27#1,"""3/27"""
day_3_28#1,"""3/28"""
day_3_29#1,"""3/29"""
day_3_30#1,"""3/30"""
day_3_31#1,"""3/31"""
day_4_1#1,"""4/1"""
day_4_2#1,"""4/2"""
day_4_3#1,"""4/3"""
day_4_4#1,"""4/4"""
day_4_5#1,"""4/5"""
day_4_6#1,"""4/6"""
day_4_7#1,"""4/7"""
day_4_8#1,"""4/8"""
day_4_9#1,"""4/9"""
day_4_10#1,"""4/10"""
day_4_11#1,"""4/11"""
day_4_12#1,"""4/12"""
day_4_13#1,"""4/13"""
day_4_14#1,"""4/14"""
day_4_15#1,"""4/15"""
day_4_16#1,"""4/16"""
day_4_17#1,"""4/17"""
day_4_18#1,"""4/18"""
day_4_19#1,"""4/19"""
day_4_20#1,"""4/20"""
day_4_21#1,"""4/21"""
day_4_22#1,"""4/22"""
day_4_23#1,"""4/23"""
day_4_24#1,"""4/24"""
day_4_25#1,"""4/25"""
day_4_26#1,"""4/26"""
day_4_27#1,"""4/27"""
day_4_28#1,"""4/28"""
day_4_29#1,"""4/29"""
day_4_30#1,"""4/30"""
day_5_1#1,"""5/1"""
day_5_2#1,"""5/2"""
day_5_3#1,"""5/3"""
day_5_4#1,"""5/4"""
day_5_5#1,"""5/5"""
day_5_6#1,"""5/6"""
day_5_7#1,"""5/7"""
day_5_8#1,"""5/8"""
day_5_9#1,"""5/9"""
day_5_10#1,"""5/10"""
day_5_11#1,"""5/11"""
day_5_12#1,"""5/12"""
day_5_13#1,"""5/13"""
day_5_14#1,"""5/14"""
day_5_15#1,"""5/15"""
day_5_16#1,"""5/16"""
day_5_17#1,"""5/17"""
day_5_18#1,"""5/18"""
day_5_19#1,"""5/19"""
day_5_20#1,"""5/20"""
day_5_21#1,"""5/21"""
day_5_22#1,"""5/22"""
day_5_23#1,"""5/23"""
day_5_24#1,"""5/24"""
day_5_25#1,"""5/25"""
day_5_26#1,"""5/26"""
day_5_27#1,"""5/27"""
day_5_28#1,"""5/28"""
day_5_29#1,"""5/29"""
day_5_30#1,"""5/30"""
day_6_1#1,"""6/1"""
day_6_2#1,"""6/2"""
day_6_3#1,"""6/3"""
day_6_4#1,"""6/4"""
day_6_5#1,"""6/5"""
day_6_6#1,"""6/6"""
day_6_7#1,"""6/7"""
day_6_8#1,"""6/8"""
day_6_9#1,"""6/9"""
day_6_10#1,"""6/10"""
day_6_11#1,"""6/11"""
day_6_12#1,"""6/12"""
day_6_13#1,"""6/13"""
day_6_14#1,"""6/14"""
day_6_15#1,"""6/15"""
day_6_16#1,"""6/16"""
day_6_17#1,"""6/17"""
day_6_18#1,"""6/18"""
day_6_19#1,"""6/19"""
day_6_20#1,"""6/20"""
day_6_21#1,"""6/21"""
day_6_22#1,"""6/22"""
day_6_23#1,"""6/23"""
day_6_24#1,"""6/24"""
day_6_25#1,"""6/25"""
day_6_26#1,"""6/26"""
day_6_27#1,"""6/27"""
day_6_28#1,"""6/28"""
day_6_29#1,"""6/29"""
day_6_30#1,"""6/30"""
day_7_1#1,"""7/1"""
day_7_2#1,"""7/2"""
day_7_3#1,"""7/3"""
day_7_4#1,"""7/4"""
day_7_5#1,"""7/5"""
day_7_6#1,"""7/6"""
day_7_7#1,"""7/7"""
day_7_8#1,"""7/8"""
day_7_9#1,"""7/9"""
day_7_10#1,"""7/10"""
day_7_11#1,"""7/11"""
day_7_12#1,"""7/12"""
day_7_13#1,"""7/13"""
day_7_14#1,"""7/14"""
day_7_15#1,"""7/15"""
day_7_16#1,"""7/16"""
day_7_17#1,"""7/17"""
day_7_18#1,"""7/18"""
day_7_19#1,"""7/19"""
day_7_20#1,"""7/20"""
day_7_21#1,"""7/21"""
day_7_22#1,"""7/22"""
day_7_23#1,"""7/23"""
day_7_24#1,"""7/24"""
day_7_25#1,"""7/25"""
day_7_26#1,"""7/26"""
day_7_27#1,"""7/27"""
day_7_28#1,"""7/28"""
day_7_29#1,"""7/29"""
day_7_30#1,"""7/30"""
day_8_1#1,"""8/1"""
day_8_2#1,"""8/2"""
day_8_3#1,"""8/3"""
day_8_4#1,"""8/4"""
day_8_5#1,"""8/5"""
day_8_6#1,"""8/6"""
day_8_7#1,"""8/7"""
day_8_8#1,"""8/8"""
day_8_9#1,"""8/9"""
day_8_10#1,"""8/10"""
day_8_11#1,"""8/11"""
day_8_12#1,"""8/12"""
day_8_13#1,"""8/13"""
day_8_14#1,"""8/14"""
day_8_15#1,"""8/15"""
day_8_16#1,"""8/16"""
day_8_17#1,"""8/17"""
day_8_18#1,"""8/18"""
day_8_19#1,"""8/19"""
day_8_20#1,"""8/20"""
day_8_21#1,"""8/21"""
day_8_22#1,"""8/22"""
day_8_23#1,"""8/23"""
day_8_24#1,"""8/24"""
day_8_25#1,"""8/25"""
day_8_26#1,"""8/26"""
day_8_27#1,"""8/27"""
day_8_28#1,"""8/28"""
day_8_29#1,"""8/29"""
day_8_30#1,"""8/30"""
day_8_31#1,"""8/31"""
time_8_00#1,"""8:00"""
time_8_10#1,"""8:10"""
time_8_20#1,"""8:20"""
time_8_30#1,"""8:30"""
time_8_40#1,"""8:40"""
time_8_50#1,"""8:50"""
time_9_00#1,"""9:00"""
time_9_10#1,"""9:10"""
time_9_20#1,"""9:20"""
time_9_30#1,"""9:30"""
time_9_40#1,"""9:40"""
time_9_50#1,"""9:50"""
time_10_00#1,"""10:00"""
time_10_10#1,"""10:10"""
time_10_20#1,"""10:20"""
time_10_30#1,"""10:30"""
time_10_40#1,"""10:40"""
time_10_50#1,"""10:50"""
time_10_55#1,"""10:55"""
time_11_00#1,"""11:00"""
time_11_10#1,"""11:10"""
time_11_20#1,"""11:20"""
time_11_30#1,"""11:30"""
time_11_40#1,"""11:40"""
time_11_50#1,"""11:50"""
time_12_00#1,"""12:00"""
time_12_10#1,"""12:10"""
time_12_20#1,"""12:20"""
time_12_30#1,"""12:30"""
time_12_40#1,"""12:40"""
time_12_50#1,"""12:50"""
time_13_00#1,"""13:00"""
time_13_10#1,"""13:10"""
time_13_20#1,"""13:20"""
time_13_30#1,"""13:30"""
time_13_40#1,"""13:40"""
time_13_50#1,"""13:50"""
time_14_00#1,"""14:00"""
time_14_10#1,"""14:10"""
time_14_20#1,"""14:20"""
time_14_30#1,"""14:30"""
time_14_40#1,"""14:40"""
time_14_50#1,"""14:50"""
time_15_00#1,"""15:00"""
time_15_10#1,"""15:10"""
time_15_20#1,"""15:20"""
time_15_30#1,"""15:30"""
time_15_40#1,"""15:40"""
time_15_50#1,"""15:50"""
time_16_00#1,"""16:00"""
time_16_10#1,"""16:10"""
time_16_20#1,"""16:20"""
time_16_30#1,"""16:30"""
time_16_40#1,"""16:40"""
time_16_50#1,"""16:50"""
time_17_00#1,"""17:00"""
time_17_10#1,"""17:10"""
time_17_20#1,"""17:20"""
time_17_30#1,"""17:30"""
time_17_40#1,"""17:40"""
time_17_50#1,"""17:50"""
time_18_00#1,"""18:00"""
time_18_10#1,"""18:10"""
time_18_20#1,"""18:20"""
time_18_30#1,"""18:30"""
time_18_40#1,"""18:40"""
time_18_50#1,"""18:50"""
time_19_00#1,"""19:00"""
time_19_10#1,"""19:10"""
time_19_20#1,"""19:20"""
time_19_30#1,"""19:30"""
time_19_40#1,"""19:40"""
time_19_50#1,"""19:50"""
time_20_00#1,"""20:00"""
time_20_10#1,"""20:10"""
time_20_20#1,"""20:20"""
time_20_30#1,"""20:30"""
time_20_40#1,"""20:40"""
time_20_50#1,"""20:50"""
time_21_00#1,"""21:00"""
time_21_10#1,"""21:10"""
time_21_20#1,"""21:20"""
time_21_30#1,"""21:30"""
time_21_40#1,"""21:40"""
time_21_50#1,"""21:50"""
time_22_00#1,"""22:00"""
time_22_10#1,"""22:10"""
time_22_20#1,"""22:20"""
time_22_30#1,"""22:30"""
time_22_40#1,"""22:40"""
time_22_50#1,"""22:50"""
time_23_00#1,"""23:00"""
time_23_10#1,"""23:10"""
time_23_20#1,"""23:20"""
time_23_30#1,"""23:30"""
time_23_40#1,"""23:40"""
time_23_50#1,"""23:50"""
ep_1#1,"""Episode１"""
ep_2#1,"""Episode２"""
ch_0#1,"""序章"""
ch_1#1,"""第１章"""
ch_2#1,"""第２章"""
ch_3#1,"""第３章"""
ch_4#1,"""第４章"""
ch_5#1,"""第５章"""
ch_6#1,"""第６章"""
ch_7#1,"""第７章"""
ch_8#1,"""第８章"""
ch_9#1,"""第９章"""
ch_10#1,"""第１０章"""
ch_11#1,"""第１１章"""
ch_12#1,"""第１２章"""
ch_ex#1,"""外伝"""
mv_010011_title#0,"""Prologue"""
mv_010011_date#0,"""A.P.238/2/20"""
mv_010020_title#0,"""The First Day"""
mv_010020_date#0,"""A.P.238/2/20/10:00"""
st_010010_title#0,"""A Meeting with Afin"""
st_010010_date#0,"""A.P.238/2/20/10:00"""
st_010030_title#0,"""Let's Confirm the Basic Controls"""
st_010030_date#0,"""A.P.238/2/20/10:30"""
st_010040_title#0,"""Battle with Native Lifeform"""
st_010040_date#0,"""A.P.238/2/20"""
st_010050_title#0,"""Native Lifeform Break Down"""
st_010050_date#0,"""A.P.238/2/20"""
st_010060_title#0,"""Just Before D-arkers Emerge"""
st_010060_date#0,"""A.P.238/2/20/11:00"""
st_010070_title#0,"""Joining with Zeno"""
st_010070_date#0,"""A.P.238/2/20/11:30"""
st_010080_title#0,"""The Backup's Backup"""
st_010080_date#0,"""A.P.238/2/20/12:00"""
st_010090_title#0,"""Faintly Voice and Return"""
st_010090_date#0,"""A.P.238/2/20/12:30"""
st_010100_title#0,"""Let's Broadcast the Return"""
st_010100_date#0,"""A.P.238/2/20/13:00"""
mv_010011_title#1,"""プロローグ"""
mv_010011_date#1,"""A.P.238/2/20"""
mv_010020_title#1,"""はじまりの日"""
mv_010020_date#1,"""A.P.238/2/20/10:00"""
st_010010_title#1,"""アフィンとの出会い"""
st_010010_date#1,"""A.P.238/2/20/10:00"""
st_010030_title#1,"""基本操作を確認しよう"""
st_010030_date#1,"""A.P.238/2/20/10:30"""
st_010040_title#1,"""原生生物とバトル"""
st_010040_date#1,"""A.P.238/2/20"""
st_010050_title#1,"""原生生物を撃破"""
st_010050_date#1,"""A.P.238/2/20"""
st_010060_title#1,"""ダーカー出現直前"""
st_010060_date#1,"""A.P.238/2/20/11:00"""
st_010070_title#1,"""ゼノと合流"""
st_010070_date#1,"""A.P.238/2/20/11:30"""
st_010080_title#1,"""助けの助け"""
st_010080_date#1,"""A.P.238/2/20/12:00"""
st_010090_title#1,"""かすかな声、帰還"""
st_010090_date#1,"""A.P.238/2/20/12:30"""
st_010100_title#1,"""帰還報告をしましょう"""
st_010100_date#1,"""A.P.238/2/20/13:00"""
st_010120_title#0,"""First Matter Board """
st_010120_date#0,"""A.P.238/2/20/14:00"""
ra_010010_title#0,"""A Figure Among the D-arkers"""
ra_010010_date#0,"""A.P.238/2/21"""
ra_010020_title#0,"""The Sudden D-arkers Outbreak"""
