11_voice_NPC_5026_100#0,"""สวัสดี สวัสดี<br>ไม่เจอกันตั้งนาน ยังดูยุ่งเหมือนเดิมเลยนะ"""
Risa_mb16_010#0,"""......ดูเหมือนว่าอะไรซักอย่างกำลังใกล้<br>จะเกิดขึ้นแล้วนะคะ ลางสังหรณ์ของ <br>Risa น่ะกำลังตอบสนองเต็มที่เลยล่ะค่ะ"""
11_voice_NPC_5026_101#6,"""แม้จะไม่รู้ว่าอะไรจะเกิดขึ้นก็ตาม<br>แต่ก็รู้ว่ามันกำลังจะมีอะไรเกิดขึ้นค่ะ<br>คิกๆๆ"""
Risa_mb16_030#0,"""ถ้าสามารถเป็นเรื่องที่วุ่นวายสับสน<br>มากๆ ได้ก็ดีสินะคะ<br>ถ้าได้ยิงๆๆ เยอะๆ ก็ดีสินะคะ"""
Risa_mb16_010#1,"""……そろそろ何かが動きそうですねえ。<br>リサの直感がびんびん反応してます。"""
11_voice_NPC_5026_101#7,"""何が起きるのかはわかりませんけど<br>何かが起きそうというのは<br>わかるんですよ。ふふふふっ。"""
Risa_mb16_030#1,"""大騒ぎできるといいですねえ。<br>いっぱいたくさん撃って撃って<br>撃ちまくれると、いいですねえ。"""
11_voice_NPC_5026_106#2,"""อ้าวๆ แหมๆ?<br>นี่มันๆ ปลอดภัยก็ดีแล้วล่ะค่ะ<br>ดีใจด้วยนะคะที่รอดกลับมาได้"""
Risa_mb16zeno_020#0,"""การต่อสู้กับคุณเนี่ย มันทำเอาชั้น<br>ใจเต้นระรัวเลยนะคะ......<br>ขนาดที่ว่าอยากจะสู้อีกซักรอบเลยล่ะค่ะ"""
Risa_mb16zeno_030#0,"""แต่ว่า ก่อนหน้านั้นน่ะ<br>พวก Risa ก็มีเรื่องที่ต้องทำก่อน<br>กองอยู่เป็นภูเขาเลากาเลยล่ะค่ะ"""
11_voice_NPC_5026_106#3,"""あら、あらあらあら？<br>これはこれは、ご無事でなにより。<br>よくぞ戻ってきてくれましたよお。"""
Risa_mb16zeno_020#1,"""あなたとの戦いは、とってもとおっても<br>心震えるものでしたからねえ……<br>もう一度、やりたいぐらいですよお。"""
Risa_mb16zeno_030#1,"""もっとも、それ以前にリサたちには<br>やらなければならないことが<br>山積みみたいですけどねえ。"""
