TitleLogo_Enter#0,"""Druk enter toets"""
UseAgreement_Decide#1,"""Voorwaarden Accepteren"""
UseAgreement_Cancel#1,"""Oneens"""
UseAgreement_WebLink#1,"""Voorwaarden Bekijken"""
UseAgreementConfirm#1,"""Als je de voorwaarden niet accepteert,<br>Zul je het spel niet kunnen spelen.<br><br>Ben je het zeker?"""
UseAgreementURL#1,"""http://pso2.jp/players/support/rule/"""
LoginIdSelect_Sega#0,"""Log in SEGA ID"""
LoginVita#0,"""オンラインログイン"""
LoginIdSelect_UserInfo#0,"""Verander Gebruikers Informatie"""
LoginIdSelect_UserInfo_v#0,"""ユーザー情報変更(Webページへ)"""
LoginIdSelect_AR#0,"""キャラクターポートレート"""
LoginIdSelect_CharaCreate#0,"""Karakter Creatie"""
LoginIdSelect_Credit#0,"""Kredieten"""
LoginIdSelect_GameEnd#0,"""Verlaat Spel"""
LoginIdSelect_OnlineManual#0,"""Online Gebruiksaanwijzing"""
LoginIdSelect_ReturnTitle#0,"""Keer terug naar de titel"""
Title#0,"""Login Menu"""
TitleVita#0,"""Titel Menu"""
UserInfoURL#0,"""https://USER-INFO-CHANGE-URL"""
UserInfoURLVita#0,"""https://USER-INFO-CHANGE-URL"""
FirstPlay_Message#0,"""Welkom bij Phantasy Star Online 2！<br><br>In dit spel selecteer je een server die een \""Schip\"" genoemd word en registreer je, Je karakter.<br><br><yellow>■Voor nieuwe Spelers:<c><br>Gelieve te selecteren \""Start het spel voor de eerste keer\"".<br><br><yellow>■Voor mensen die uitgenodigd werden door het vriend systeem:<br><br>Gelieve het ship te selecteren waar je vriend in is<yellow>■Voor mensen die al spelen:<c><br>Gelieve het schip te selecteren waar je in speelt."""
Recommand_Message#0,"""Het spel zal starten van het begin<br><br>De karakters die vanaf nu gemaakt worden zullen geregistreerd worden op (server) genoemd:<br><br><yellow>$(0)<c><br><br>Van nu af aan, Zul je spelen op het geselecteerde schip.<br><br>※Voor mensen die uitgenodigd werden door het vriend systeem, Of die willen spelen op een andere server, Gelieve te kliken \""Terug\"" En selecteer een ander ship."""
Recommand_Title_Vita#0,"""『ファンタシースターオンライン2』へようこそ！"""
Recommand_Message_Vita#0,"""このゲームでは、<green>「シップ」<c>と呼ばれるサーバーの<br>いずれかを選び、キャラクターを作成します。<br>作成したキャラクターは、選択したシップでのみ<br>プレイすることが可能です。<br><br>初めてプレイされる方は<green>「$(0)」<c>を<br>選択すると、より快適にプレイして頂けます。<br><br><yellow>別のシップを希望する方や、<br>お友達招待システムで招待されている方は、<br>任意のシップを選択してください。<c><br><br><red>※シップが別のキャラクターとは交流できません。<br>\u3000シップ移動にはアークスキャッシュ(AC)が必要です。<c>"""
Recommand_Start#0,"""Start het spel"""
Recommand_Back#0,"""Keer Terug"""
LoginIdSelect_es#0,"""Verbinden met PSO2es"""
LoginIdSelect_es_Title#0,"""Verbinden van PSO2es en je karakters"""
LoginIdSelect_es_Message#0,"""『ＰＳＯ２ｅｓ』のキャラクターで『ＰＳＯ２』をプレイするには<br>『ＰＳＯ２ｅｓ』から連動処理を行う必要があります。<br><br>『ＰＳＯ２ｅｓ』ロビー画面の「ＰＳＯ２連動」メニューから<br>「今すぐ連動する」ボタンをタッチし<br>メニューの説明にしたがって、連動を完了してから<br>『ＰＳＯ２』にログインしてください。<br><br>\u3000<&URL pso2.jp_es_players_guide_beginners>"""
SegaID_URL#0,"""http://pso2.jp/ref/PC001/"""
LoginIdSelect_Sega#1,"""Log in met SEGA ID"""
LoginVita#1,"""ログインしてゲームを開始します"""
LoginIdSelect_UserInfo#1,"""Verander gebruikers informatie"""
LoginIdSelect_Credit#1,"""Speel de credits"""
LoginIdSelect_GameEnd#1,"""Sluit het spel"""
LoginIdSelect_es#1,"""『PSO2es』との連動について説明をします"""
ShipStatus_0#0,"""Ongekend"""
ShipStatus_1#0,"""Normaal"""
ShipStatus_2#0,"""Druk"""
ShipStatus_3#0,"""Vol"""
ShipStatus_4#0,"""Niet Verbonden"""
ShipStatus#0,"""Status"""
CharaMax#0,"""Karakter creatie is tijdelijk offline<br>Verboden op dit schip, Omdat het momenteel vol is."""
TitleEpochLag#0,"""Aankondiging"""
NotifyEpochLag#0,"""ご利用中の環境の時刻設定と<br>現在の日時に、大幅な差があります。<br><br>ゲーム内の各種機能や表示など<br>一部の動作に影響する恐れがあります。<br><br>時刻を正しくご設定いただいた後、<br>ゲームを再起動されることを<br>おすすめいたします。<br><br>[No.2305]"""
