extra_assign#0,"""exq_$(0)"""
exq_EnemyHpUp_70#0,"""HP70%アップ"""
exq_EnemyHpUp_80#0,"""HP80%アップ"""
exq_EnemyHpUp_90#0,"""HP90%アップ"""
exq_EnemyHpUp_100#0,"""HP100%アップ"""
exq_EnemyHpUp_200#0,"""HP200%アップ"""
exq_EnemyHpUp_300#0,"""HP300%アップ"""
exq_EnemyHpUp_400#0,"""HP400%アップ"""
exq_EnemyHpUp_500#0,"""HP500%アップ"""
exq_EnemyHpDown_10#0,"""HP10%ダウン"""
exq_EnemyHpDown_20#0,"""HP20%ダウン"""
exq_EnemyHpDown_30#0,"""HP30%ダウン"""
exq_EnemyHpDown_40#0,"""HP40%ダウン"""
exq_EnemyHpDown_50#0,"""HP50%ダウン"""
exq_EnemyHpDown_60#0,"""HP60%ダウン"""
exq_EnemyHpDown_70#0,"""HP70%ダウン"""
exq_EnemyHpDown_80#0,"""HP80%ダウン"""
exq_EnemyHpDown_90#0,"""HP90%ダウン"""
exq_ResistAll20%#0,"""Всё сопротивление +20%"""
exq_ResistAll20%Down#0,"""Всё сопротивление -20%"""
exq_ResistAll40%#0,"""Всё сопротивление +40%"""
exq_ResistAll40%Down#0,"""Всё сопротивление -40%"""
exq_ResistAll60%#0,"""Всё сопротивление +60%"""
exq_ResistAll60%Down#0,"""Всё сопротивление -60%"""
exq_ResistAll80%#0,"""Всё сопротивление +80%"""
exq_ResistAll80%Down#0,"""Всё сопротивление -80%"""
exq_ResistDarkDown#0,"""Уменьшено сопротивление к тьме (много)"""
exq_ResistDarkDown_low#0,"""Уменьшено сопротивление к тьме (мало)"""
exq_ResistDarkUp#0,"""Увеличено сопротивление к тьме (много)"""
exq_ResistDarkUp_low#0,"""Увеличено сопротивление к тьме (мало)"""
exq_ResistFirearm20%#0,"""Сопротивление к дальнему бою +20%"""
exq_ResistFirearm20%Down#0,"""Сопротивление к дальнему бою -20%"""
exq_ResistFirearm40%#0,"""Сопротивление к дальнему бою +40%"""
exq_ResistFirearm40%Down#0,"""Сопротивление к дальнему бою -40%"""
exq_ResistFirearm60%#0,"""Сопротивление к дальнему бою +60%"""
exq_ResistFirearm60%Down#0,"""Сопротивление к дальнему бою -60%"""
exq_ResistFirearm80%#0,"""Сопротивление к дальнему бою +80%"""
exq_ResistFirearm80%Down#0,"""Сопротивление к дальнему бою -80%"""
exq_ResistFireDown#0,"""Уменьшено сопротивление к огню (много)"""
exq_ResistFireDown_low#0,"""Уменьшено сопротивление к огню (мало)"""
exq_ResistFireUp#0,"""Увеличено сопротивление к огню (много)"""
exq_ResistFireUp_low#0,"""Увеличено сопротивление к огню (мало)"""
exq_ResistIceDown#0,"""Уменьшено сопротивление к льду (много)"""
exq_ResistIceDown_low#0,"""Уменьшено сопротивление к льду (мало)"""
exq_ResistIceUp#0,"""Увеличено сопротивление к льду (много)"""
exq_ResistIceUp_low#0,"""Увеличено сопротивление к льду (мало)"""
exq_ResistLightDown#0,"""Уменьшено сопротивление к свету (много)"""
exq_ResistLightDown_low#0,"""Уменьшено сопротивление к свету (мало)"""
exq_ResistLightUp#0,"""Увеличено сопротивление к свету (много)"""
exq_ResistLightUp_low#0,"""Увеличено сопротивление к свету (мало)"""
exq_ResistStrike20%#0,"""Сопротивление к ближнему бою +20%"""
exq_ResistStrike20%Down#0,"""Сопротивление к ближнему бою -20%"""
exq_ResistStrike40%#0,"""Сопротивление к ближнему бою +40%"""
exq_ResistStrike40%Down#0,"""Сопротивление к ближнему бою -40%"""
exq_ResistStrike60%#0,"""Сопротивление к ближнему бою +60%"""
exq_ResistStrike60%Down#0,"""Сопротивление к ближнему бою -60%"""
exq_ResistStrike80%#0,"""Сопротивление к ближнему бою +80%"""
exq_ResistStrike80%Down#0,"""Сопротивление к ближнему бою -80%"""
exq_ResistTechnic20%#0,"""Сопротивление к техникам +20%"""
exq_ResistTechnic20%Down#0,"""Сопротивление к техникам -20%"""
exq_ResistTechnic40%#0,"""Сопротивление к техникам +40%"""
exq_ResistTechnic40%Down#0,"""Сопротивление к техникам -40%"""
exq_ResistTechnic60%#0,"""Сопротивление к техникам +60%"""
exq_ResistTechnic60%Down#0,"""Сопротивление к техникам -60%"""
exq_ResistTechnic80%#0,"""Сопротивление к техникам +80%"""
exq_ResistTechnic80%Down#0,"""Сопротивление к техникам -80%"""
exq_ResistThunderDown#0,"""Уменьшено сопротивление к молнии (много)"""
exq_ResistThunderDown_low#0,"""Уменьшено сопротивление к молнии (мало)"""
exq_ResistThunderUp#0,"""Увеличено сопротивление к молнии (много)"""
exq_ResistThunderUp_low#0,"""Увеличено сопротивление к молнии (мало)"""
exq_ResistWindDown#0,"""Уменьшено сопротивление к ветру (много)"""
exq_ResistWindDown_low#0,"""Уменьшено сопротивление к ветру (мало)"""
exq_ResistWindUp#0,"""Увеличено сопротивление к ветру (много)"""
exq_ResistWindUp_low#0,"""Увеличено сопротивление к ветру (мало)"""
exq_PPRegenerateUp10#0,"""Восстановление PP +10%"""
exq_PPRegenerateUp20#0,"""Восстановление PP +20%"""
exq_PPRegenerateUp30#0,"""Восстановление PP +30%"""
exq_PPRegenerateUp40#0,"""Восстановление PP +40%"""
exq_PPRegenerateUp50#0,"""Восстановление PP +50%"""
exq_PPRegenerateUp60#0,"""Восстановление PP +60%"""
exq_PPRegenerateUp70#0,"""Восстановление PP +70%"""
exq_PPRegenerateUp80#0,"""Восстановление PP +80%"""
exq_PPRegenerateUp90#0,"""Восстановление PP +90%"""
exq_PPRegenerateUp100#0,"""Восстановление PP +100%"""
exq_PPRegenerateUp200#0,"""Восстановление PP +200%"""
exq_PPRegenerateUp300#0,"""Восстановление PP +300%"""
exq_PPRegenerateUp400#0,"""Восстановление PP +400%"""
exq_PPRegenerateUp500#0,"""Восстановление PP +500%"""
exq_PPRegenerateDown10#0,"""Восстановление PP -10%"""
exq_PPRegenerateDown20#0,"""Восстановление PP -20%"""
exq_PPRegenerateDown30#0,"""Восстановление PP -30%"""
exq_PPRegenerateDown40#0,"""Восстановление PP -40%"""
exq_PPRegenerateDown50#0,"""Восстановление PP -50%"""
exq_PPRegenerateDown60#0,"""Восстановление PP -60%"""
exq_PPRegenerateDown70#0,"""Восстановление PP -70%"""
exq_PPRegenerateDown80#0,"""Восстановление PP -80%"""
exq_PPRegenerateDown90#0,"""Восстановление PP -90%"""
exq_RecoveryEffectDown#0,"""Эффект восстановления снижен"""
exq_AtpUp10#0,"""Увеличение урона +10%"""
exq_AtpUp20#0,"""Увеличение урона +20%"""
exq_AtpUp30#0,"""Увеличение урона +30%"""
exq_AtpUp40#0,"""Увеличение урона +40%"""
exq_AtpUp50#0,"""Увеличение урона +50%"""
exq_AtpUp60#0,"""Увеличение урона +60%"""
exq_AtpUp70#0,"""Увеличение урона +70%"""
exq_AtpUp80#0,"""Увеличение урона +80%"""
exq_AtpUp90#0,"""Увеличение урона +90%"""
exq_AtpUp100#0,"""Увеличение урона +100%"""
exq_AtpUp110#0,"""Увеличение урона +110%"""
exq_AtpUp120#0,"""Увеличение урона +120%"""
exq_AtpUp130#0,"""Увеличение урона +130%"""
exq_AtpUp140#0,"""Увеличение урона +140%"""
exq_AtpUp150#0,"""Увеличение урона +150%"""
exq_AtpUp160#0,"""Увеличение урона +160%"""
exq_AtpUp170#0,"""Увеличение урона +170%"""
exq_AtpUp180#0,"""Увеличение урона +180%"""
exq_AtpUp190#0,"""Увеличение урона +190%"""
exq_AtpUp200#0,"""Увеличение урона +200%"""
exq_AtpUp210#0,"""Увеличение урона +210%"""
exq_AtpUp220#0,"""Увеличение урона +220%"""
exq_AtpUp230#0,"""Увеличение урона +230%"""
exq_AtpUp240#0,"""Увеличение урона +240%"""
exq_AtpUp250#0,"""Увеличение урона +250%"""
exq_AtpUp260#0,"""Увеличение урона +260%"""
exq_AtpUp270#0,"""Увеличение урона +270%"""
exq_AtpUp280#0,"""Увеличение урона +280%"""
exq_AtpUp290#0,"""Увеличение урона +290%"""
exq_AtpUp300#0,"""Увеличение урона +300%"""
AllEnemy#0,"""Все враги"""
EnemyCost7AndMore#0,"""Босс типа врагов"""
EnemyCost6AndLess#0,"""Обычных врагов"""
