Param_Value#0,"""$(0)"""
item_CountPower_1#0,"""Сила +15%／<br>После 3х обычных атак<br>на 60 секунд:<br>сила +3% и<br>крит урон +15%<br>(перезарядка 30 сек)"""
item_CountPower_2#0,"""Сила +17%／<br>После 3х обычных атак<br>на 60 секунд:<br>сила +3% и<br>крит урон +15%<br>(перезарядка 30 сек)"""
item_CountPower_3#0,"""Сила +20%／<br>После 3х обычных атак<br>на 60 секунд:<br>сила +3% и<br>крит урон +15%<br>(перезарядка 30 сек)"""
item_CountPower_4#0,"""Сила +23%／<br>После 3х обычных атак<br>на 60 секунд:<br>сила +3% и<br>крит урон +15%<br>(перезарядка 30 сек)"""
item_CountPower_5#0,"""Сила +26%／<br>После 3х обычных атак<br>на 60 секунд:<br>сила +3% и<br>крит урон +15%<br>(перезарядка 30 сек)"""
item_PpBoost_1#0,"""Сила +17%／<br>Когда РР падает ниже 30%<br>на 60 секунд:<br>ускор-я восст-е РР на 30%<br>(перезарядка 30 сек)"""
item_PpBoost_2#0,"""Сила +19%／<br>Когда РР падает ниже 30%<br>на 60 секунд:<br>ускор-я восст-е РР на 30%<br>(перезарядка 30 сек)"""
item_PpBoost_3#0,"""Сила +22%／<br>Когда РР падает ниже 30%<br>на 60 секунд:<br>ускор-я восст-е РР на 30%<br>(перезарядка 30 сек)"""
item_PpBoost_4#0,"""Сила +25%／<br>Когда РР падает ниже 30%<br>на 60 секунд:<br>ускор-я восст-е РР на 30%<br>(перезарядка 30 сек)"""
item_PpBoost_5#0,"""Сила +28%／<br>Когда РР падает ниже 30%<br>на 60 секунд:<br>ускор-я восст-е РР на 30%<br>(перезарядка 30 сек)"""
item_PpEfficiency_1#0,"""Сила +18%／<br>Восст. РР при атаке +10%<br>Скорость восст. РР +10%"""
item_PpEfficiency_2#0,"""Сила +20%／<br>Восст. РР при атаке +10%<br>Скорость восст. РР +10%"""
item_PpEfficiency_3#0,"""Сила +23%／<br>Восст. РР при атаке +10%<br>Скорость восст. РР +10%"""
item_PpEfficiency_4#0,"""Сила +24%／<br>Восст. РР при атаке +15%<br>Скорость восст. РР +15%"""
item_PpEfficiency_5#0,"""Сила +25%／<br>Восст. РР при атаке +15%<br>Скорость восст. РР +15%"""
item_DamageBarrier_1#0,"""Сила +18%／<br>Создаёт барьер, дающий<br>сопрот-е урону +40%<br>при макс НР."""
item_DamageBarrier_2#0,"""Сила +20%／<br>Создаёт барьер, дающий<br>сопрот-е урону +40%<br>при макс НР."""
item_DamageBarrier_3#0,"""Сила +23%／<br>Создаёт барьер, дающий<br>сопрот-е урону +40%<br>при макс НР."""
item_DamageBarrier_4#0,"""Сила +24%／<br>Создаёт барьер, дающий<br>сопрот-е урону +50%<br>при макс НР."""
item_DamageBarrier_5#0,"""Сила +25%／<br>Создаёт барьер, дающий<br>сопрот-е урону +50%<br>при макс НР."""
item_EscapeCritical_1#0,"""Сила +16%／<br>После успешного Step,<br>повышается шанс крит.<br>удара на 15% на 30сек."""
item_EscapeCritical_2#0,"""Сила +18%／<br>После успешного Step,<br>повышается шанс крит.<br>удара на 15% на 30сек."""
item_EscapeCritical_3#0,"""Сила +21%／<br>После успешного Step,<br>повышается шанс крит.<br>удара на 15% на 30сек."""
item_EscapeCritical_4#0,"""Сила +21%／<br>После успешного Step,<br>повышается шанс крит.<br>удара на 18% на 30сек."""
item_EscapeCritical_5#0,"""Сила +21%／<br>После успешного Step,<br>повышается шанс крит.<br>удара на 20% на 30сек."""
item_PbGaugeUp_1#0,"""Сила +18%／<br>При атаке шкала<br>Фотон Бласта зарядится<br>на 15%"""
item_PbGaugeUp_2#0,"""Сила +20%／<br>При атаке шкала<br>Фотон Бласта зарядится<br>на 15%"""
item_PbGaugeUp_3#0,"""Сила +23%／<br>При атаке шкала<br>Фотон Бласта зарядится<br>на 15%"""
item_PbGaugeUp_4#0,"""Сила +26%／<br>При атаке шкала<br>Фотон Бласта зарядится<br>на 15%"""
item_PbGaugeUp_5#0,"""Сила +29%／<br>При атаке шкала<br>Фотон Бласта зарядится<br>на 15%"""
item_DefCritical_1#0,"""Сила +17%／<br>Увел-я шанс крит. удара<br>относит-но защиты.<br>Макс 15% при 1000 защиты."""
item_DefCritical_2#0,"""Сила +19%／<br>Увел-я шанс крит. удара<br>относит-но защиты.<br>Макс 15% при 1000 защиты."""
item_DefCritical_3#0,"""Сила +22%／<br>Увел-я шанс крит. удара<br>относит-но защиты.<br>Макс 15% при 1000 защиты."""
item_DefCritical_4#0,"""Сила +22%／<br>Увел-я шанс крит. удара<br>относит-но защиты.<br>Макс 18% при 1000 защиты."""
item_DefCritical_5#0,"""Сила +22%／<br>Увел-я шанс крит. удара<br>относит-но защиты.<br>Макс 20% при 1000 защиты."""
item_AtkCritical_1#0,"""Сила +17%／<br>Увел-я шанс крит. удара<br>относит-но защиты.<br>Макс 15% при 2000 атаки."""
item_AtkCritical_2#0,"""Сила +19%／<br>Увел-я шанс крит. удара<br>относит-но защиты.<br>Макс 15% при 2000 атаки."""
item_AtkCritical_3#0,"""Сила +22%／<br>Увел-я шанс крит. удара<br>относит-но защиты.<br>Макс 15% при 2000 атаки."""
item_AtkCritical_4#0,"""Сила +22%／<br>Увел-я шанс крит. удара<br>относит-но защиты.<br>Макс 18% при 2000 атаки."""
item_AtkCritical_5#0,"""Сила +22%／<br>Увел-я шанс крит. удара<br>относит-но защиты.<br>Макс 20% при 2000 атаки."""
item_WholeBody_1#0,"""Сила +15%／<br>Увел-т силу при макс.<br>НР до +5%"""
item_WholeBody_2#0,"""Сила +17%／<br>Увел-т силу при макс.<br>НР до +5%"""
item_WholeBody_3#0,"""Сила +20%／<br>Увел-т силу при макс.<br>НР до +5%"""
item_WholeBody_4#0,"""Сила +21%／<br>Увел-т силу при макс.<br>НР до +5%"""
item_WholeBody_5#0,"""Сила +22%／<br>Увел-т силу при макс.<br>НР до +5%"""
item_StackHeal_1#0,"""Сила +17%／<br>При уклон-и накаплив-ся<br>заряды (макс 3).<br>С получением удара<br>восст-ют НР до 300НР."""
item_StackHeal_2#0,"""Сила +19%／<br>При уклон-и накаплив-ся<br>заряды (макс 3).<br>С получением удара<br>восст-ют НР до 300НР."""
item_StackHeal_3#0,"""Сила +22%／<br>При уклон-и накаплив-ся<br>заряды (макс 3).<br>С получением удара<br>восст-ют НР до 300НР."""
item_StackHeal_4#0,"""Сила +25%／<br>При уклон-и накаплив-ся<br>заряды (макс 3).<br>С получением удара<br>восст-ют НР до 300НР."""
item_StackHeal_5#0,"""Сила +28%／<br>При уклон-и накаплив-ся<br>заряды (макс 3).<br>С получением удара<br>восст-ют НР до 300НР."""
item_LifeGuts_1#0,"""Сила +18%／<br>После получения фатального<br>урона спасает с 1 НР<br>(перезарядка 600 сек)"""
item_LifeGuts_2#0,"""Сила +20%／<br>После получения фатального<br>урона спасает с 1 НР<br>(перезарядка 600 сек)"""
item_LifeGuts_3#0,"""Сила +23%／<br>После получения фатального<br>урона спасает с 1 НР<br>(перезарядка 600 сек)"""
item_LifeGuts_4#0,"""Сила +26%／<br>После получения фатального<br>урона спасает с 1 НР<br>(перезарядка 600 сек)"""
item_LifeGuts_5#0,"""Сила +29%／<br>После получения фатального<br>урона спасает с 1 НР<br>(перезарядка 600 сек)"""
item_ReactionBonus_1#0,"""Сила +18%<br>Общее накомпление шкалы<br>Down +20%"""
item_ReactionBonus_2#0,"""Сила +20%<br>Общее накомпление шкалы<br>Down +20%"""
item_ReactionBonus_3#0,"""Сила +23%<br>Общее накомпление шкалы<br>Down +20%"""
item_ReactionBonus_4#0,"""Сила +26%<br>Общее накомпление шкалы<br>Down +20%"""
item_ReactionBonus_5#0,"""Сила +29%<br>Общее накомпление шкалы<br>Down +20%"""
item_ReactionDown_1#0,"""Сила +18%／<br>Общее сопротивление<br>отрицательным состояниям +20%"""
item_ReactionDown_2#0,"""Сила +20%／<br>Общее сопротивление<br>отрицательным состояниям +20%"""
item_ReactionDown_3#0,"""Сила +23%／<br>Общее сопротивление<br>отрицательным состояниям +20%"""
item_ReactionDown_4#0,"""Сила +26%／<br>Общее сопротивление<br>отрицательным состояниям +20%"""
item_ReactionDown_5#0,"""Сила +29%／<br>Общее сопротивление<br>отрицательным состояниям +20%"""
item_ItemReturn_1#0,"""Сила +18%／<br>20% шанс использ-я<br>Reverser sign без траты<br>таковой. Эффект работает<br>через 10сек. после<br>надевания."""
item_ItemReturn_2#0,"""Сила +20%／<br>20% шанс использ-я<br>Reverser sign без траты<br>таковой. Эффект работает<br>через 10сек. после<br>надевания."""
item_ItemReturn_3#0,"""Сила +23%／<br>20% шанс использ-я<br>Reverser sign без траты<br>таковой. Эффект работает<br>через 10сек. после<br>надевания."""
item_ItemReturn_4#0,"""Сила +24%／<br>20% шанс использ-я<br>Reverser sign без траты<br>таковой. Эффект работает<br>через 10сек. после<br>надевания."""
item_ItemReturn_5#0,"""Сила +25%／<br>20% шанс использ-я<br>Reverser sign без траты<br>таковой. Эффект работает<br>через 10сек. после<br>надевания."""
item_ReactionDown2_1#0,"""Сила +18%<br>Общее сопротивление<br>отрицательным состояниям +10%"""
item_ReactionDown2_2#0,"""Сила +20%<br>Общее сопротивление<br>отрицательным состояниям +10%"""
item_ReactionDown2_3#0,"""Сила +23%<br>Общее сопротивление<br>отрицательным состояниям +10%"""
item_ReactionDown2_4#0,"""Сила +24%<br>Общее сопротивление<br>отрицательным состояниям +20%"""
item_ReactionDown2_5#0,"""Сила +25%<br>Общее сопротивление<br>отрицательным состояниям +20%"""
item_PbGaugeUp2_1#0,"""Сила +19%／<br>Ускоряет зарядку Фотон<br>Бласта на +20%"""
item_PbGaugeUp2_2#0,"""Сила +21%／<br>Ускоряет зарядку Фотон<br>Бласта на +20%"""
item_PbGaugeUp2_3#0,"""Сила +24%／<br>Ускоряет зарядку Фотон<br>Бласта на +20%"""
item_PbGaugeUp2_4#0,"""Сила +25%／<br>Ускоряет зарядку Фотон<br>Бласта на +20%"""
item_PbGaugeUp2_5#0,"""Сила +26%／<br>Ускоряет зарядку Фотон<br>Бласта на +20%"""
item_ElementPpBonus_1#0,"""Сила +8%／<br>Атакуя врага через<br>10сек после предыдущей<br>атаки, наложите на<br>врага эффект статуса<br>(перезарядка 20сек)"""
item_ElementPpBonus_2#0,"""Сила +10%／<br>Атакуя врага через<br>10сек после предыдущей<br>атаки, наложите на<br>врага эффект статуса<br>(перезарядка 20сек)"""
item_ElementPpBonus_3#0,"""Сила +13%／<br>Атакуя врага через<br>10сек после предыдущей<br>атаки, наложите на<br>врага эффект статуса<br>(перезарядка 20сек)"""
item_ElementPpBonus_4#0,"""Сила +14%／<br>Атакуя врага через<br>10сек после предыдущей<br>атаки, наложите на<br>врага эффект статуса<br>(перезарядка 20сек)"""
item_ElementPpBonus_5#0,"""Сила +15%／<br>Атакуя врага через<br>10сек после предыдущей<br>атаки, наложите на<br>врага эффект статуса<br>(перезарядка 20сек)"""
item_AllBonus_1#0,"""Сила +21%／<br>Сопрот-е урону -10%"""
item_AllBonus_2#0,"""Сила +23%／<br>Сопрот-е урону -10%"""
item_AllBonus_3#0,"""Сила +26%／<br>Сопрот-е урону -10%"""
item_AllBonus_4#0,"""Сила +27%／<br>Сопрот-е урону -8%"""
item_AllBonus_5#0,"""Сила +28%／<br>Сопрот-е урону -8%"""
item_RebootAttackUp_1#1,"""攻の基本型Ⅰ Lv.1"""
item_RebootAttackUp_2#1,"""攻の基本型Ⅰ Lv.2"""
item_RebootAttackUp_3#1,"""攻の基本型Ⅰ Lv.3"""
item_RebootAttackUp_4#1,"""攻の基本型Ⅰ Lv.4"""
item_RebootAttackUp_5#1,"""攻の基本型Ⅰ Lv.5"""
item_RebootDamageReduction_4#1,"""α用被ダメ Lv.4"""
item_AtpDam_1#1,"""攻の基本型Ⅱ Lv.1"""
item_AtpDam_2#1,"""攻の基本型Ⅱ Lv.2"""
item_AtpDam_3#1,"""攻の基本型Ⅱ Lv.3"""
item_AtpDam_4#1,"""攻の基本型Ⅱ Lv.4"""
item_AtpDam_5#1,"""攻の基本型Ⅱ Lv.5"""
item_AtpPpRed_1#1,"""攻の基本型Ⅲ Lv.1"""
item_AtpPpRed_2#1,"""攻の基本型Ⅲ Lv.2"""
item_AtpPpRed_3#1,"""攻の基本型Ⅲ Lv.3"""
item_AtpPpRed_4#1,"""攻の基本型Ⅲ Lv.4"""
item_AtpPpRed_5#1,"""攻の基本型Ⅲ Lv.5"""
item_SuperArmor_1#1,"""堅牢の型 Lv.1"""
item_SuperArmor_2#1,"""堅牢の型 Lv.2"""
item_SuperArmor_3#1,"""堅牢の型 Lv.3"""
item_SuperArmor_4#1,"""堅牢の型 Lv.4"""
item_SuperArmor_5#1,"""堅牢の型 Lv.5"""
item_CountPower_1#1,"""連撃の型 Lv.1"""
item_CountPower_2#1,"""連撃の型 Lv.2"""
item_CountPower_3#1,"""連撃の型 Lv.3"""
item_CountPower_4#1,"""連撃の型 Lv.4"""
item_CountPower_5#1,"""連撃の型 Lv.5"""
item_PpBoost_1#1,"""気精の型 Lv.1"""
item_PpBoost_2#1,"""気精の型 Lv.2"""
item_PpBoost_3#1,"""気精の型 Lv.3"""
item_PpBoost_4#1,"""気精の型 Lv.4"""
item_PpBoost_5#1,"""気精の型 Lv.5"""
item_PpEfficiency_1#1,"""気功の型 Lv.1"""
item_PpEfficiency_2#1,"""気功の型 Lv.2"""
item_PpEfficiency_3#1,"""気功の型 Lv.3"""
item_PpEfficiency_4#1,"""気功の型 Lv.4"""
item_PpEfficiency_5#1,"""気功の型 Lv.5"""
item_DamageBarrier_1#1,"""牙城の型 Lv.1"""
item_DamageBarrier_2#1,"""牙城の型 Lv.2"""
item_DamageBarrier_3#1,"""牙城の型 Lv.3"""
item_DamageBarrier_4#1,"""牙城の型 Lv.4"""
item_DamageBarrier_5#1,"""牙城の型 Lv.5"""
item_EscapeCritical_1#1,"""瞬撃の型 Lv.1"""
item_EscapeCritical_2#1,"""瞬撃の型 Lv.2"""
item_EscapeCritical_3#1,"""瞬撃の型 Lv.3"""
item_EscapeCritical_4#1,"""瞬撃の型 Lv.4"""
item_EscapeCritical_5#1,"""瞬撃の型 Lv.5"""
item_PbGaugeUp_1#1,"""理発の型 Lv.1"""
item_PbGaugeUp_2#1,"""理発の型 Lv.2"""
item_PbGaugeUp_3#1,"""理発の型 Lv.3"""
item_PbGaugeUp_4#1,"""理発の型 Lv.4"""
item_PbGaugeUp_5#1,"""理発の型 Lv.5"""
item_DefCritical_1#1,"""守勢の陣 Lv.1"""
item_DefCritical_2#1,"""守勢の陣 Lv.2"""
item_DefCritical_3#1,"""守勢の陣 Lv.3"""
item_DefCritical_4#1,"""守勢の陣 Lv.4"""
item_DefCritical_5#1,"""守勢の陣 Lv.5"""
item_AtkCritical_1#1,"""攻勢の陣 Lv.1"""
item_AtkCritical_2#1,"""攻勢の陣 Lv.2"""
item_AtkCritical_3#1,"""攻勢の陣 Lv.3"""
item_AtkCritical_4#1,"""攻勢の陣 Lv.4"""
item_AtkCritical_5#1,"""攻勢の陣 Lv.5"""
item_WholeBody_1#1,"""渾身の型 Lv.1"""
item_WholeBody_2#1,"""渾身の型 Lv.2"""
item_WholeBody_3#1,"""渾身の型 Lv.3"""
item_WholeBody_4#1,"""渾身の型 Lv.4"""
item_WholeBody_5#1,"""渾身の型 Lv.5"""
item_StackHeal_1#1,"""利運の型 Lv.1"""
item_StackHeal_2#1,"""利運の型 Lv.2"""
item_StackHeal_3#1,"""利運の型 Lv.3"""
item_StackHeal_4#1,"""利運の型 Lv.4"""
item_StackHeal_5#1,"""利運の型 Lv.5"""
item_LifeGuts_1#1,"""堅忍の型 Lv.1"""
item_LifeGuts_2#1,"""堅忍の型 Lv.2"""
item_LifeGuts_3#1,"""堅忍の型 Lv.3"""
item_LifeGuts_4#1,"""堅忍の型 Lv.4"""
item_LifeGuts_5#1,"""堅忍の型 Lv.5"""
item_ReactionBonus_1#1,"""傾覆の型 Lv.1"""
item_ReactionBonus_2#1,"""傾覆の型 Lv.2"""
item_ReactionBonus_3#1,"""傾覆の型 Lv.3"""
item_ReactionBonus_4#1,"""傾覆の型 Lv.4"""
item_ReactionBonus_5#1,"""傾覆の型 Lv.5"""
item_ReactionDown_1#1,"""不倒の型 Lv.1"""
item_ReactionDown_2#1,"""不倒の型 Lv.2"""
item_ReactionDown_3#1,"""不倒の型 Lv.3"""
item_ReactionDown_4#1,"""不倒の型 Lv.4"""
item_ReactionDown_5#1,"""不倒の型 Lv.5"""
item_ItemReturn_1#1,"""節制の型 Lv.1"""
item_ItemReturn_2#1,"""節制の型 Lv.2"""
item_ItemReturn_3#1,"""節制の型 Lv.3"""
item_ItemReturn_4#1,"""節制の型 Lv.4"""
item_ItemReturn_5#1,"""節制の型 Lv.5"""
item_ReactionDown2_1#1,"""不屈の型 Lv.1"""
item_ReactionDown2_2#1,"""不屈の型 Lv.2"""
item_ReactionDown2_3#1,"""不屈の型 Lv.3"""
item_ReactionDown2_4#1,"""不屈の型 Lv.4"""
item_ReactionDown2_5#1,"""不屈の型 Lv.5"""
item_PbGaugeUp2_1#1,"""理放の型 Lv.1"""
item_PbGaugeUp2_2#1,"""理放の型 Lv.2"""
item_PbGaugeUp2_3#1,"""理放の型 Lv.3"""
item_PbGaugeUp2_4#1,"""理放の型 Lv.4"""
item_PbGaugeUp2_5#1,"""理放の型 Lv.5"""
item_ElementPpBonus_1#1,"""勇猛の型 Lv.1"""
item_ElementPpBonus_2#1,"""勇猛の型 Lv.2"""
item_ElementPpBonus_3#1,"""勇猛の型 Lv.3"""
item_ElementPpBonus_4#1,"""勇猛の型 Lv.4"""
item_ElementPpBonus_5#1,"""勇猛の型 Lv.5"""
item_AllBonus_1#1,"""猛滅の型 Lv.1"""
item_AllBonus_2#1,"""猛滅の型 Lv.2"""
item_AllBonus_3#1,"""猛滅の型 Lv.3"""
item_AllBonus_4#1,"""猛滅の型 Lv.4"""
item_AllBonus_5#1,"""猛滅の型 Lv.5"""
Explanation1#0,"""Выберите оружие/броню для заточки. <c f0df60>Нельзя выбрать снаряжение с максимальной заточкой.<c>"""
Explanation2#0,"""Выберите оружие/броню для использования в качестве материала. Выбранный предмет <scarlet>пропадёт<c>."""
Explanation3#0,"""Подтверждение заточки предмета. Внимательно проверьте выбранное и, если всё в порядке, нажмите [Да]."""
ConfirmationElementTitle#0,"""Инфо заточки"""
ConfirmationTitle#0,"""Заточка предмета"""
CompareTitle#0,"""Инфо заточки"""
CompareNum1#0,"""Шанс большого успеха"""
CompareNum2#0,"""Ур. заточки"""
CompareNum3#0,"""Макс. ур. заточки"""
CompareNum4#0,"""Атака"""
CompareNum5#0,"""Защита"""
CompareNum6#0,"""Слот способности"""
BaseTitle#0,"""Выбор базового предмета"""
MaterialTitle#0,"""Выбор предмета-материала"""
ResultMessage1#0,"""Заточка $(2) завершилась <green>успешно<c>.<br>Уровень заточки изменился с $(1) на $(0)."""
ResultMessage2#0,"""Заточка $(2) завершилась с <c ff007f>большим успехом<c>.<br>Уровень заточки изменился с $(1) на $(0)."""
ResultMessage3#0,"""Заточка $(3) завершилась <green>успешно<c>.<br>Уровень заточки изменился с $(2) на $(1).<br><br><br>В связи с увеличение макс ур. заточки до $(0),<br>количество слотов способностей увеличилось<br>с $(5) до $(4)."""
ResultMessage4#0,"""Заточка $(3) завершилась с большим успехом.<br>Уровень заточки изменился с $(2) на $(1).<br><br><br>В связи с увеличение макс ур. заточки до $(0),<br>количество слотов способностей увеличилось<br>с $(5) до $(4)."""
ConfirmationAttentionMessage#0,"""Один или больше предметов соответствуют одному из условий. Вы уверены？<br><br><br>・Редкость $(0)★ или выше<br>・Максимальная заточка"""
ConfirmationMessage#0,"""Начинаем заточку. Вы уверены?<br><br>※Используя предметы поддержки, вы можете увеличить шанс　<c ff007f>Большого успеха<c>.<br>※Нельзя получить опыт сверх верхнего предела."""
Title#0,"""Лаборатория предметов"""
LaboListTitle#0,"""Меню лаборатории"""
Explanation1#1,"""<c f0df60>Вы можете усилить оружие и юниты, разблокировав потенциал, добавив особые способности и т.д.<c> """
Grind#0,"""Заточка оружия/брони"""
Grind_Title#0,"""Заточка предметов"""
ElementCompose#0,"""Добавление способностей"""
ElementCompose_Title#0,"""Аффикс способностей"""
LimitBreak#0,"""Снятие ограничения"""
ReleasePotential#0,"""Разблок-ка потенциала"""
ElementSupplement#0,"""Доб-е капсулы с способностью"""
ChangeColor#0,"""Измен-е цвета фотонов"""
Exit#0,"""Выйти"""
LaboElementInherit#0,"""Перенос способностей"""
LaboMulti#0,"""Мульти-оружие"""
LaboCapsuleTrade#0,"""Обмен капсул с способностями"""
ManagementTitle#0,"""Временный бонус"""
ManagementGrind#0,"""Шанс большого успеха +$(0)%"""
ManagementElement#0,"""Шанс успешного аффикса +$(0)"""
ManagementMaterial#0,"""Требования снижены вдвое"""
MaterialListTitle#0,"""Инфо предмета"""
MaterialListNum1#0,"""Название предмета"""
MaterialListNum2#0,"""Требуется:"""
MaterialListNum3#0,"""В наличии:"""
ErrorMessage#0,"""Возникла проблема с соединением.<br>Вы вернётесь на экран выбора лаборатории."""
ErrorMessage2#0,"""Данное хранилище нельзя использовать в лаборатории предметов."""
Title#1,"""Выбор потенциала"""
Explanation1#2,"""Выберите предмет у которого хотите разблокировать/изменить потенциал. Особенности потенциала зависят от предмета."""
Explanation2#1,"""Подтверждение разблокировки/изменения потенциала. Внимательно всё проверьте прежде чем давать согласие."""
MaterialTitle#1,"""Список предметов"""
PotentialTitle#0,"""Настраиваемый потенциал"""
PotentialSet#0,"""Текущий настроенный потенциал"""
PotentialSelect#0,"""Изменяемый потенциал"""
PotentialNone#0,"""Нет изменяемого потенциала"""
PotentialSetNone#0,"""На данный момент нету."""
PotentialConfirmation#0,"""Подтверждение потенциала"""
PotentialSupport#0,"""Предметы поддержки потенциала"""
CompareTitle#1,"""Подробности внедрённого потенциала"""
PotentialResult#0,"""У $(0) теперь потенциал: [$(1)]"""
CompareNum1#1,"""Название потенциала"""
CompareNum2#1,"""Инфо нового потенциала"""
CompareNum3#1,"""$(0) ур."""
ConfirmationMessage#1,"""Приступаем к разблокировке потенциала.<br>Вы уверены?"""
ConfirmationMessage_Select#0,"""Приступаем к разблокировке/изменению потенциала.<br>Вы уверены？<br><br>※Используя предметы поддержки, вы можете воспользоваться услугой <yellow>не тратя материалы.<c><br>Однако, вам всё ещё понадобится месета."""
title#0,"""Продуктовый прилавок"""
Explanation1#3,"""Выберите материал.<c f0df60>Предмет, выбранный в качестве материала, <c><red>исчезнет<c>."""
Explanation2#2,"""Подтверждение выбранных материалов. Внимательно проверьте перед согласием."""
Explanation3#1,"""Выберите желаемый рецепт."""
