extra_assign#0,"""exq_$(0)"""
exq_EnemyHpDown_70#0,"""*HP -70%"""
exq_EnemyHpDown_80#0,"""*HP -80%"""
exq_EnemyHpDown_90#0,"""*HP -90%"""
exq_ResistAll20%#0,"""Всё сопротивление +20%"""
exq_ResistAll20%Down#0,"""Всё сопротивление -20%"""
exq_ResistAll40%#0,"""Всё сопротивление +40%"""
exq_ResistAll40%Down#0,"""Всё сопротивление -40%"""
exq_ResistAll60%#0,"""Всё сопротивление +60%"""
exq_ResistAll60%Down#0,"""Всё сопротивление -60%"""
exq_ResistAll80%#0,"""Всё сопротивление +80%"""
exq_ResistAll80%Down#0,"""Всё сопротивление -80%"""
exq_ResistDarkDown#0,"""Уменьшено сопротивление к тьме (много)"""
exq_ResistDarkDown_low#0,"""Уменьшено сопротивление к тьме (мало)"""
exq_ResistDarkUp#0,"""Увеличено сопротивление к тьме (много)"""
exq_ResistDarkUp_low#0,"""Увеличено сопротивление к тьме (мало)"""
exq_ResistFirearm20%#0,"""Сопротивление к дальнему бою +20%"""
exq_ResistFirearm20%Down#0,"""Сопротивление к дальнему бою -20%"""
exq_ResistFirearm40%#0,"""Сопротивление к дальнему бою +40%"""
exq_ResistFirearm40%Down#0,"""Сопротивление к дальнему бою -40%"""
exq_ResistFirearm60%#0,"""Сопротивление к дальнему бою +60%"""
exq_ResistFirearm60%Down#0,"""Сопротивление к дальнему бою -60%"""
exq_ResistFirearm80%#0,"""Сопротивление к дальнему бою +80%"""
exq_ResistFirearm80%Down#0,"""Сопротивление к дальнему бою -80%"""
exq_ResistFireDown#0,"""Уменьшено сопротивление к огню (много)"""
exq_ResistFireDown_low#0,"""Уменьшено сопротивление к огню (мало)"""
exq_ResistFireUp#0,"""Увеличено сопротивление к огню (много)"""
exq_ResistFireUp_low#0,"""Увеличено сопротивление к огню (мало)"""
exq_ResistIceDown#0,"""Уменьшено сопротивление к льду (много)"""
exq_ResistIceDown_low#0,"""Уменьшено сопротивление к льду (мало)"""
exq_ResistIceUp#0,"""Увеличено сопротивление к льду (много)"""
exq_ResistIceUp_low#0,"""Увеличено сопротивление к льду (мало)"""
exq_ResistLightDown#0,"""Уменьшено сопротивление к свету (много)"""
exq_ResistLightDown_low#0,"""Уменьшено сопротивление к свету (мало)"""
exq_ResistLightUp#0,"""Увеличено сопротивление к свету (много)"""
exq_ResistLightUp_low#0,"""Увеличено сопротивление к свету (мало)"""
exq_ResistStrike20%#0,"""Сопротивление к ближнему бою +20%"""
exq_ResistStrike20%Down#0,"""Сопротивление к ближнему бою -20%"""
exq_ResistStrike40%#0,"""Сопротивление к ближнему бою +40%"""
exq_ResistStrike40%Down#0,"""Сопротивление к ближнему бою -40%"""
exq_ResistStrike60%#0,"""Сопротивление к ближнему бою +60%"""
exq_ResistStrike60%Down#0,"""Сопротивление к ближнему бою -60%"""
exq_ResistStrike80%#0,"""Сопротивление к ближнему бою +80%"""
exq_ResistStrike80%Down#0,"""Сопротивление к ближнему бою -80%"""
exq_ResistTechnic20%#0,"""Сопротивление к техникам +20%"""
exq_ResistTechnic20%Down#0,"""Сопротивление к техникам -20%"""
exq_ResistTechnic40%#0,"""Сопротивление к техникам +40%"""
exq_ResistTechnic40%Down#0,"""Сопротивление к техникам -40%"""
exq_ResistTechnic60%#0,"""Сопротивление к техникам +60%"""
exq_ResistTechnic60%Down#0,"""Сопротивление к техникам -60%"""
exq_ResistTechnic80%#0,"""Сопротивление к техникам +80%"""
exq_ResistTechnic80%Down#0,"""Сопротивление к техникам -80%"""
exq_ResistThunderDown#0,"""Уменьшено сопротивление к молнии (много)"""
exq_ResistThunderDown_low#0,"""Уменьшено сопротивление к молнии (мало)"""
exq_ResistThunderUp#0,"""Увеличено сопротивление к молнии (много)"""
exq_ResistThunderUp_low#0,"""Увеличено сопротивление к молнии (мало)"""
exq_ResistWindDown#0,"""Уменьшено сопротивление к ветру (много)"""
exq_ResistWindDown_low#0,"""Уменьшено сопротивление к ветру (мало)"""
exq_ResistWindUp#0,"""Увеличено сопротивление к ветру (много)"""
exq_ResistWindUp_low#0,"""Увеличено сопротивление к ветру (мало)"""
exq_PPRegenerateUp10#0,"""Восстановление PP +10%"""
exq_PPRegenerateUp20#0,"""Восстановление PP +20%"""
exq_PPRegenerateUp30#0,"""Восстановление PP +30%"""
exq_PPRegenerateUp40#0,"""Восстановление PP +40%"""
exq_PPRegenerateUp50#0,"""Восстановление PP +50%"""
exq_PPRegenerateUp60#0,"""Восстановление PP +60%"""
exq_PPRegenerateUp70#0,"""Восстановление PP +70%"""
exq_PPRegenerateUp80#0,"""Восстановление PP +80%"""
exq_PPRegenerateUp90#0,"""Восстановление PP +90%"""
exq_PPRegenerateUp100#0,"""Восстановление PP +100%"""
exq_PPRegenerateUp200#0,"""Восстановление PP +200%"""
exq_PPRegenerateUp300#0,"""Восстановление PP +300%"""
exq_PPRegenerateUp400#0,"""Восстановление PP +400%"""
exq_PPRegenerateUp500#0,"""Восстановление PP +500%"""
exq_PPRegenerateDown10#0,"""Восстановление PP -10%"""
exq_PPRegenerateDown20#0,"""Восстановление PP -20%"""
exq_PPRegenerateDown30#0,"""Восстановление PP -30%"""
exq_PPRegenerateDown40#0,"""Восстановление PP -40%"""
exq_PPRegenerateDown50#0,"""Восстановление PP -50%"""
exq_PPRegenerateDown60#0,"""Восстановление PP -60%"""
exq_PPRegenerateDown70#0,"""Восстановление PP -70%"""
exq_PPRegenerateDown80#0,"""Восстановление PP -80%"""
exq_PPRegenerateDown90#0,"""Восстановление PP -90%"""
exq_RecoveryEffectDown#0,"""Эффект восстановления снижен"""
exq_AtpUp10#0,"""Увеличение урона +10%"""
exq_AtpUp20#0,"""Увеличение урона +20%"""
exq_AtpUp30#0,"""Увеличение урона +30%"""
exq_AtpUp40#0,"""Увеличение урона +40%"""
exq_AtpUp50#0,"""Увеличение урона +50%"""
exq_AtpUp60#0,"""Увеличение урона +60%"""
exq_AtpUp70#0,"""Увеличение урона +70%"""
exq_AtpUp80#0,"""Увеличение урона +80%"""
exq_AtpUp90#0,"""Увеличение урона +90%"""
exq_AtpUp100#0,"""Увеличение урона +100%"""
exq_AtpUp110#0,"""Увеличение урона +110%"""
exq_AtpUp120#0,"""Увеличение урона +120%"""
exq_AtpUp130#0,"""Увеличение урона +130%"""
exq_AtpUp140#0,"""Увеличение урона +140%"""
exq_AtpUp150#0,"""Увеличение урона +150%"""
exq_AtpUp160#0,"""Увеличение урона +160%"""
exq_AtpUp170#0,"""Увеличение урона +170%"""
exq_AtpUp180#0,"""Увеличение урона +180%"""
exq_AtpUp190#0,"""Увеличение урона +190%"""
exq_AtpUp200#0,"""Увеличение урона +200%"""
exq_AtpUp210#0,"""Увеличение урона +210%"""
exq_AtpUp220#0,"""Увеличение урона +220%"""
exq_AtpUp230#0,"""Увеличение урона +230%"""
exq_AtpUp240#0,"""Увеличение урона +240%"""
exq_AtpUp250#0,"""Увеличение урона +250%"""
exq_AtpUp260#0,"""Увеличение урона +260%"""
exq_AtpUp270#0,"""Увеличение урона +270%"""
exq_AtpUp280#0,"""Увеличение урона +280%"""
exq_AtpUp290#0,"""Увеличение урона +290%"""
exq_AtpUp300#0,"""Увеличение урона +300%"""
exq_FireWeaponHitAtpDown90#0,"""－90% к атаке оружия с атрибутом огня"""
exq_FireWeaponHitAtpDown50#0,"""－50% к атаке оружия с атрибутом огня"""
exq_FireWeaponHitAtpUp10#0,"""＋10% к атаке оружия с атрибутом огня"""
exq_FireWeaponHitAtpUp20#0,"""＋20% к атаке оружия с атрибутом огня"""
exq_FireWeaponHitAtpUp30#0,"""＋30% к атаке оружия с атрибутом огня"""
exq_FireWeaponHitAtpUp40#0,"""＋40% к атаке оружия с атрибутом огня"""
exq_FireWeaponHitAtpUp50#0,"""＋50% к атаке оружия с атрибутом огня"""
exq_IceWeaponHitAtpDown90#0,"""－90% к атаке оружия с атрибутом льда"""
exq_IceWeaponHitAtpDown50#0,"""－50% к атаке оружия с атрибутом льда"""
exq_IceWeaponHitAtpUp10#0,"""＋10% к атаке оружия с атрибутом льда"""
exq_IceWeaponHitAtpUp20#0,"""＋20% к атаке оружия с атрибутом льда"""
exq_IceWeaponHitAtpUp30#0,"""＋30% к атаке оружия с атрибутом льда"""
exq_IceWeaponHitAtpUp40#0,"""＋40% к атаке оружия с атрибутом льда"""
exq_IceWeaponHitAtpUp50#0,"""＋50% к атаке оружия с атрибутом льда"""
exq_ThunderWeaponHitAtpDown90#0,"""－90% к атаке оружия с атрибутом молнии"""
exq_ThunderWeaponHitAtpDown50#0,"""－50% к атаке оружия с атрибутом молнии"""
exq_ThunderWeaponHitAtpUp10#0,"""＋10% к атаке оружия с атрибутом молнии"""
exq_ThunderWeaponHitAtpUp20#0,"""＋20% к атаке оружия с атрибутом молнии"""
exq_ThunderWeaponHitAtpUp30#0,"""＋30% к атаке оружия с атрибутом молнии"""
exq_ThunderWeaponHitAtpUp40#0,"""＋40% к атаке оружия с атрибутом молнии"""
exq_ThunderWeaponHitAtpUp50#0,"""＋50% к атаке оружия с атрибутом молнии"""
exq_WindWeaponHitAtpDown90#0,"""－90% к атаке оружия с атрибутом ветра"""
exq_WindWeaponHitAtpDown50#0,"""－50% к атаке оружия с атрибутом ветра"""
exq_WindWeaponHitAtpUp10#0,"""＋10% к атаке оружия с атрибутом ветра"""
exq_WindWeaponHitAtpUp20#0,"""＋20% к атаке оружия с атрибутом ветра"""
exq_WindWeaponHitAtpUp30#0,"""＋30% к атаке оружия с атрибутом ветра"""
exq_WindWeaponHitAtpUp40#0,"""＋40% к атаке оружия с атрибутом ветра"""
exq_WindWeaponHitAtpUp50#0,"""＋50% к атаке оружия с атрибутом ветра"""
exq_DarkWeaponHitAtpDown90#0,"""－90% к атаке оружия с атрибутом тьмы"""
exq_DarkWeaponHitAtpDown50#0,"""－50% к атаке оружия с атрибутом тьмы"""
exq_DarkWeaponHitAtpUp10#0,"""＋10% к атаке оружия с атрибутом тьмы"""
exq_DarkWeaponHitAtpUp20#0,"""＋20% к атаке оружия с атрибутом тьмы"""
exq_DarkWeaponHitAtpUp30#0,"""＋30% к атаке оружия с атрибутом тьмы"""
exq_DarkWeaponHitAtpUp40#0,"""＋40% к атаке оружия с атрибутом тьмы"""
exq_DarkWeaponHitAtpUp50#0,"""＋50% к атаке оружия с атрибутом тьмы"""
exq_LightWeaponHitAtpDown90#0,"""－90% к атаке оружия с атрибутом света"""
exq_LightWeaponHitAtpDown50#0,"""－50% к атаке оружия с атрибутом света"""
exq_LightWeaponHitAtpUp10#0,"""＋10% к атаке оружия с атрибутом света"""
exq_LightWeaponHitAtpUp20#0,"""＋20% к атаке оружия с атрибутом света"""
exq_LightWeaponHitAtpUp30#0,"""＋30% к атаке оружия с атрибутом света"""
exq_LightWeaponHitAtpUp40#0,"""＋40% к атаке оружия с атрибутом света"""
exq_LightWeaponHitAtpUp50#0,"""＋50% к атаке оружия с атрибутом света"""
exq_AllElementWeaponHitAtpDown90#0,"""－90% к атаке оружия с любым атрибутом"""
exq_AllElementWeaponHitAtpDown50#0,"""－50% к атаке оружия с любым атрибутом"""
exq_AllElementWeaponHitAtpUp10#0,"""＋10% к атаке оружия с любым атрибутом"""
exq_AllElementWeaponHitAtpUp20#0,"""＋20% к атаке оружия с любым атрибутом"""
exq_AllElementWeaponHitAtpUp30#0,"""＋30% к атаке оружия с любым атрибутом"""
exq_AllElementWeaponHitAtpUp40#0,"""＋40% к атаке оружия с любым атрибутом"""
exq_AllElementWeaponHitAtpUp50#0,"""＋50% к атаке оружия с любым атрибутом"""
exq_StrikeWeaponHitAtpDown90#0,"""－90% к силе оружия с S-атакой"""
exq_StrikeWeaponHitAtpDown50#0,"""－50% к силе оружия с S-атакой"""
exq_StrikeWeaponHitAtpUp10#0,"""＋10% к силе оружия с S-атакой"""
exq_StrikeWeaponHitAtpUp20#0,"""＋20% к силе оружия с S-атакой"""
exq_StrikeWeaponHitAtpUp30#0,"""＋30% к силе оружия с S-атакой"""
exq_StrikeWeaponHitAtpUp40#0,"""＋40% к силе оружия с S-атакой"""
exq_StrikeWeaponHitAtpUp50#0,"""＋50% к силе оружия с S-атакой"""
exq_FirearmWeaponHitAtpDown90#0,"""－90% к силе оружия с R-атакой"""
exq_FirearmWeaponHitAtpDown50#0,"""－50% к силе оружия с R-атакой"""
exq_FirearmWeaponHitAtpUp10#0,"""＋10% к силе оружия с R-атакой"""
exq_FirearmWeaponHitAtpUp20#0,"""＋20% к силе оружия с R-атакой"""
exq_FirearmWeaponHitAtpUp30#0,"""＋30% к силе оружия с R-атакой"""
exq_FirearmWeaponHitAtpUp40#0,"""＋40% к силе оружия с R-атакой"""
exq_FirearmWeaponHitAtpUp50#0,"""＋50% к силе оружия с R-атакой"""
exq_TechnicWeaponHitAtpDown90#0,"""－90% к силе оружия с T-атакой"""
exq_TechnicWeaponHitAtpDown50#0,"""－50% к силе оружия с T-атакой"""
exq_TechnicWeaponHitAtpUp10#0,"""＋10% к силе оружия с T-атакой"""
exq_TechnicWeaponHitAtpUp20#0,"""＋20% к силе оружия с T-атакой"""
exq_TechnicWeaponHitAtpUp30#0,"""＋30% к силе оружия с T-атакой"""
exq_TechnicWeaponHitAtpUp40#0,"""＋40% к силе оружия с T-атакой"""
exq_TechnicWeaponHitAtpUp50#0,"""＋50% к силе оружия с T-атакой"""
exq_AllWeaponHitAtpDown90#0,"""－90% к урону"""
exq_AllWeaponHitAtpDown50#0,"""－50% к урону"""
exq_AllWeaponHitAtpUp10#0,"""＋10% к урону"""
exq_AllWeaponHitAtpUp20#0,"""＋20% к урону"""
exq_AllWeaponHitAtpUp30#0,"""＋30% к урону"""
exq_AllWeaponHitAtpUp40#0,"""＋40% к урону"""
exq_AllWeaponHitAtpUp50#0,"""＋50% к урону"""
exq_PPIncreaseDown90#0,"""－90% к естественному восст-ю РР"""
exq_PPIncreaseDown80#0,"""－80% к естественному восст-ю РР"""
exq_PPIncreaseDown50#0,"""－50% к естественному восст-ю РР"""
exq_PPIncreaseUp50#0,"""＋50% к естественному восст-ю РР"""
exq_PPIncreaseUp100#0,"""＋100% к естественному восст-ю РР"""
exq_PPIncreaseUp200#0,"""＋200% к естественному восст-ю РР"""
exq_RecoveryEffectDown90#0,"""－90% к восстановлению НР"""
exq_RecoveryEffectDown80#0,"""－80% к восстановлению НР"""
exq_RecoveryEffectDown50#0,"""－50% к восстановлению НР"""
exq_RecoveryEffectUp50#0,"""＋50% к восстановлению НР"""
exq_RecoveryEffectUp100#0,"""＋100% к восстановлению НР"""
exq_RecoveryEffectUp200#0,"""＋200% к восстановлению НР"""
exq_EnemyHitAtpUp10#0,"""＋10% к атаке"""
exq_EnemyHitAtpUp20#0,"""＋20% к атаке"""
exq_EnemyHitAtpUp50#0,"""＋50% к атаке"""
exq_EnemyHitAtpUp100#0,"""＋100% к атаке"""
exq_EnemyHitAtpUp150#0,"""＋150% к атаке"""
exq_EnemyHitAtpUp200#0,"""＋200% к атаке"""
exq_EnemyHitAtpUp250#0,"""＋250% к атаке"""
exq_EnemyHitAtpUp300#0,"""＋300% к атаке"""
exq_EnemyHitAtpDown10#0,"""－10% к атаке"""
exq_EnemyHitAtpDown20#0,"""－20% к атаке"""
exq_EnemyHitAtpDown30#0,"""－30% к атаке"""
exq_EnemyHitAtpDown50#0,"""－50% к атаке"""
exq_EnemyDmgElementReactUp10#0,"""＋10% к Down атрибутом"""
exq_EnemyDmgElementReactUp20#0,"""＋20% к Down атрибутом"""
exq_EnemyDmgElementReactUp50#0,"""＋50% к Down атрибутом"""
exq_EnemyDmgElementReactUp100#0,"""＋100% к Down атрибутом"""
exq_EnemyDmgElementReactDown10#0,"""－10% к Down атрибутом"""
exq_EnemyDmgElementReactDown20#0,"""－20% к Down атрибутом"""
exq_EnemyDmgElementReactDown50#0,"""－50% к Down атрибутом"""
exq_EnemyDmgElementReactDown100#0,"""－100% к Down атрибутом"""
exq_EnemyDmgPhysicsReactUp10#0,"""＋10% к физ Down"""
exq_EnemyDmgPhysicsReactUp20#0,"""＋20% к физ Down"""
exq_EnemyDmgPhysicsReactUp50#0,"""＋50% к физ Down"""
exq_EnemyDmgPhysicsReactUp100#0,"""＋100% к физ Down"""
exq_EnemyDmgPhysicsReactDown10#0,"""－10% к физ Down"""
exq_EnemyDmgPhysicsReactDown20#0,"""－20% к физ Down"""
exq_EnemyDmgPhysicsReactDown50#0,"""－50% к физ Down"""
exq_EnemyDmgPhysicsReactDown100#0,"""－100% к физ Down"""
exq_EnemyHPUp10#0,"""HP＋10%"""
exq_EnemyHPUp20#0,"""HP＋20%"""
exq_EnemyHPUp50#0,"""HP＋50%"""
exq_EnemyHPUp100#0,"""HP＋100%"""
exq_EnemyHPUp150#0,"""HP＋150%"""
exq_EnemyHPUp200#0,"""HP＋200%"""
exq_EnemyHPUp250#0,"""HP＋250%"""
exq_EnemyHPUp300#0,"""HP＋300%"""
exq_EnemyHPDown10#0,"""HP－10%"""
exq_EnemyHPDown20#0,"""HP－20%"""
exq_EnemyHPDown30#0,"""HP－30%"""
exq_EnemyHPDown50#0,"""HP－50%"""
AllEnemy#0,"""Все враги"""
EnemyCost7AndMore#0,"""Боссы"""
EnemyCost6AndLess#0,"""Обычне враги"""
ExceptAnimal#0,"""Не теймзы"""
ExceptBoss#0,"""Не боссы"""
OnlyBoss#0,"""Только боссы"""
EnemyNameTag#0,"""($(0))"""
