Param_Value#0,"""$(0)"""
Label_Potential_3#0,"""Potential 3"""
Label_DamageBlur#0,"""Damage Variance"""
Label_DamageBlur_Under#0,"""Min. Damage Variance"""
Label_DamageBlur_Limit#0,"""Max. Damage Variance"""
Label_AttackSpeed#0,"""Attack Speed"""
Label_AttackRange#0,"""Attack Range"""
Label_SetEffect#0,"""Set Effect"""
Label_SetEffect_1#0,"""Set Effect 1"""
Label_SetEffect_2#0,"""Set Effect 2"""
Label_SetEffect_3#0,"""Set Effect 3"""
Label_TraceItem#0,"""Weapon Form"""
Label_MultiWeapon#0,"""Multi-Weapon"""
Label_Lowest_ListingAmount#0,"""Minimum Listing Price"""
Label_Add_HpPp#0,"""Additional HP/PP"""
Label_RaceSex#0,"""Race (Gender)"""
Label_CostumeColor#0,"""Color"""
Label_CostumeGauge#0,"""Costume Affinity"""
Label_SG_Received#0,"""SG Obtained"""
Label_EffectTime#0,"""Effect Time"""
Label_ExpirationDate#0,"""Expiration Date:"""
Label_UndecidedExpirationDate#0,"""Expiration determined after acquisition"""
Label_ConsumptionPP#0,"""PP Consumption"""
Label_Power#0,"""Damage"""
Label_CostumeFixityColor#0,"""Fixed Color"""
Label_WeaponRise#0,"""Weapon Boosts"""
Labal_Resist_Condition#0,"""Status Resists"""
item_RebootAttackUp_1#0,"""Daño +18%"""
item_RebootAttackUp_2#0,"""Daño +20%"""
item_RebootAttackUp_3#0,"""Daño +23%"""
item_RebootAttackUp_4#0,"""Daño +26%"""
item_RebootAttackUp_5#0,"""Daño +29%"""
item_RebootDamageReduction_4#0,"""威力+26%<br>ダメージ耐性+10%"""
item_AtpDam_1#0,"""Daño +18%<br>Resistencia al daño +10%"""
item_AtpDam_2#0,"""Daño +20%<br>Resistencia al daño +10%"""
item_AtpDam_3#0,"""Daño +23%<br>Resistencia al daño +10%"""
item_AtpDam_4#0,"""Daño +26%<br>Resistencia al daño +10%"""
item_AtpDam_5#0,"""Daño +29%<br>Resistencia al daño +10%"""
item_AtpPpRed_1#0,"""Daño +18%<br>Reducción de costo de PP +10%"""
item_AtpPpRed_2#0,"""Daño +20%<br>Reducción de costo de PP +10%"""
item_AtpPpRed_3#0,"""Daño +23%<br>Reducción de costo de PP +10%"""
item_AtpPpRed_4#0,"""Daño +26%<br>Reducción de costo de PP +10%"""
item_AtpPpRed_5#0,"""Daño +29%<br>Reducción de costo de PP +10%"""
item_SuperArmor_1#0,"""Daño +19%<br>Evita el retroceso<br>al máximo de HP."""
item_SuperArmor_2#0,"""Daño +21%<br>Evita el retroceso<br>al máximo de HP."""
item_SuperArmor_3#0,"""Daño +24%<br>Evita el retroceso<br>al máximo de HP."""
item_SuperArmor_4#0,"""Daño +27%<br>Evita el retroceso<br>al máximo de HP."""
item_SuperArmor_5#0,"""Daño +30%<br>Evita el retroceso<br>al máximo de HP."""
item_CountPower_1#0,"""Daño +15%<br>Durante 60 segundos, boost<br>Daño +3% & Critical Rate +15%<br>después de realizar 3<br>ataques normales. <br>Recarga después de 30 seg"""
item_CountPower_2#0,"""Daño +17%<br>Durante 60 segundos, boost<br>Daño +3% & Critical Rate +15%<br>después de realizar 3<br>ataques normales. <br>Recarga después de 30 seg"""
item_CountPower_3#0,"""Daño +20%<br>Durante 60 segundos, boost<br>Daño +3% & Critical Rate +15%<br>después de realizar 3<br>ataques normales. <br>Recarga después de 30 seg"""
item_CountPower_4#0,"""Daño +23%<br>Durante 60 segundos, boost<br>Daño +3% & Critical Rate +15%<br>después de realizar 3<br>ataques normales. <br>Recarga después de 30 seg"""
item_CountPower_5#0,"""Daño +26%<br>Durante 60 segundos, boost<br>Daño +3% & Critical Rate +15%<br>después de realizar 3<br>ataques normales. <br>Recarga después de 30 seg"""
item_PpBoost_1#0,"""Daño +17%<br>Velocidad recuperación PP+30% when<br>su PP cae por debajo de 60%.<br>Duración 30 segundos.<br>Repite después de 30 seg"""
item_PpBoost_2#0,"""Daño +19%<br>Velocidad recuperación PP+30% when<br>su PP cae por debajo de 60%.<br>Duración 30 segundos.<br>Repite después de 30 seg"""
item_PpBoost_3#0,"""Daño +22%<br>Velocidad recuperación PP+30% when<br>su PP cae por debajo de 60%.<br>Duración 30 segundos.<br>Repite después de 30 seg"""
item_PpBoost_4#0,"""Daño +25%<br>Velocidad recuperación PP+30% when<br>su PP cae por debajo de 60%.<br>Duración 30 segundos.<br>Repite después de 30 seg"""
item_PpBoost_5#0,"""Daño +28%<br>Velocidad recuperación PP+30% when<br>su PP cae por debajo de 60%.<br>Duración 30 segundos.<br>Repite después de 30 seg"""
item_PpEfficiency_1#0,"""Daño +18%<br>Ataque PP Recuperación +10%<br>Velocidad recuperación PP+10%"""
item_PpEfficiency_2#0,"""Daño +20%<br>Ataque PP Recuperación +10%<br>Velocidad recuperación PP+10%"""
item_PpEfficiency_3#0,"""Daño +23%<br>Ataque PP Recuperación +10%<br>Velocidad recuperación PP+10%"""
item_PpEfficiency_4#0,"""Daño +24%<br>Ataque PP Recuperación +15%<br>Velocidad recuperación PP+15%"""
item_PpEfficiency_5#0,"""Daño +25%<br>Ataque PP Recuperación +15%<br>Velocidad recuperación PP+15%"""
item_DamageBarrier_1#0,"""Daño +18%<br>Crea una barrera que<br>aporta Resistencia al daño +40%<br>cuando HP está al máximo"""
item_DamageBarrier_2#0,"""Daño +20%<br>Crea una barrera que<br>aporta Resistencia al daño +40%<br>cuando HP está al máximo"""
item_DamageBarrier_3#0,"""Daño +23%<br>Crea una barrera que<br>aporta Resistencia al daño +40%<br>cuando HP está al máximo"""
item_DamageBarrier_4#0,"""Daño +24%<br>Crea una barrera que<br>aporta Resistencia al daño +50%<br>cuando HP está al máximo"""
item_DamageBarrier_5#0,"""Daño +25%<br>Crea una barrera que<br>aporta Resistencia al daño +50%<br>cuando HP está al máximo"""
item_EscapeCritical_1#0,"""Daño +16%<br>Tras un Step exitoso,<br>aumentar Tasa Crítica en 15%<br>por 30 segundos."""
item_EscapeCritical_2#0,"""Daño +18%<br>Tras un Step exitoso,<br>aumentar Tasa Crítica en 15%<br>por 30 segundos."""
item_EscapeCritical_3#0,"""Daño +21%<br>Tras un Step exitoso,<br>aumentar Tasa Crítica en 15%<br>por 30 segundos."""
item_EscapeCritical_4#0,"""Daño +21%<br>Tras un Step exitoso,<br>aumentar Tasa Crítica en 18%<br>por 30 segundos."""
item_EscapeCritical_5#0,"""Daño +21%<br>Tras un Step exitoso,<br>aumentar Tasa Crítica en 20%<br>por 30 segundos."""
item_PbGaugeUp_1#0,"""Daño +18%<br>Photon Blast Charge Rate<br>mejorado en 15% when attacking."""
item_PbGaugeUp_2#0,"""Daño +20%<br>Photon Blast Charge Rate<br>mejorado en 15% when attacking."""
item_PbGaugeUp_3#0,"""Daño +23%<br>Photon Blast Charge Rate<br>mejorado en 15% when attacking."""
item_PbGaugeUp_4#0,"""Daño +26%<br>Photon Blast Charge Rate<br>mejorado en 15% when attacking."""
item_PbGaugeUp_5#0,"""Daño +29%<br>Photon Blast Charge Rate<br>mejorado en 15% when attacking."""
item_DefCritical_1#0,"""Daño +17%<br>Boost Critical Hit Rate based<br>en Defensa, hasta un máximo de<br>of  +15% a 1000 de Defensa"""
item_DefCritical_2#0,"""Daño +19%<br>Boost Critical Hit Rate based<br>en Defensa, hasta un máximo de<br>of  +15% a 1000 de Defensa"""
item_DefCritical_3#0,"""Daño +22%<br>Boost Critical Hit Rate based<br>en Defensa, hasta un máximo de<br>of  +15% a 1000 de Defensa"""
item_DefCritical_4#0,"""Daño +22%<br>Boost Critical Hit Rate based<br>en Defensa, hasta un máximo de<br>of  +18% a 1000 de Defensa"""
item_DefCritical_5#0,"""Daño +22%<br>Boost Critical Hit Rate based<br>en Defensa, hasta un máximo de<br>of  +20% a 1000 de Defensa"""
item_AtkCritical_1#0,"""Daño +17%<br>Boost Critical Hit Rate based<br>en ataque, hasta un máximo de<br>of  +15% a 2000 de ataque"""
item_AtkCritical_2#0,"""Daño +19%<br>Boost Critical Hit Rate based<br>en ataque, hasta un máximo de<br>of  +15% a 2000 de ataque"""
item_AtkCritical_3#0,"""Daño +22%<br>Boost Critical Hit Rate based<br>en ataque, hasta un máximo de<br>of  +15% a 2000 de ataque"""
item_AtkCritical_4#0,"""Daño +22%<br>Boost Critical Hit Rate based<br>en ataque, hasta un máximo de<br>of  +18% a 2000 de ataque"""
item_AtkCritical_5#0,"""Daño +22%<br>Boost Critical Hit Rate based<br>en ataque, hasta un máximo de<br>of  +20% a 2000 de ataque"""
item_WholeBody_1#0,"""Daño +15%<br>Aumenta el daño con alto HP,<br>para un máximo de +5%."""
item_WholeBody_2#0,"""Daño +17%<br>Aumenta el daño con alto HP,<br>para un máximo de +5%."""
item_WholeBody_3#0,"""Daño +20%<br>Aumenta el daño con alto HP,<br>para un máximo de +5%."""
item_WholeBody_4#0,"""Daño +21%<br>Aumenta el daño con alto HP,<br>para un máximo de +5%."""
item_WholeBody_5#0,"""Daño +22%<br>Aumenta el daño con alto HP,<br>para un máximo de +5%."""
item_StackHeal_1#0,"""Daño +17%<br>Acumula hasta 3 cargas<br>de evasiones de Step con éxito<br>que restauran los HP cuando recibes<br>daño (hasta un máximo de<br>300 HP)"""
item_StackHeal_2#0,"""Daño +19%<br>Acumula hasta 3 cargas<br>de evasiones de Step con éxito<br>que restauran los HP cuando recibes<br>daño (hasta un máximo de<br>300 HP)"""
item_StackHeal_3#0,"""Daño +22%<br>Acumula hasta 3 cargas<br>de evasiones de Step con éxito<br>que restauran los HP cuando recibes<br>daño (hasta un máximo de<br>300 HP)"""
item_StackHeal_4#0,"""Daño +25%<br>Acumula hasta 3 cargas<br>de evasiones de Step con éxito<br>que restauran los HP cuando recibes<br>daño (hasta un máximo de<br>300 HP)"""
item_StackHeal_5#0,"""Daño +28%<br>Acumula hasta 3 cargas<br>de evasiones de Step con éxito<br>que restauran los HP cuando recibes<br>daño (hasta un máximo de<br>300 HP)"""
item_LifeGuts_1#0,"""Daño +18%<br>When you take damage that<br>exceeds your max HP, you will<br>be left with 1 HP & become<br>invincible for a brief<br>duración. enfriamiento: 600 segundos"""
item_LifeGuts_2#0,"""Daño +20%<br>When you take damage that<br>exceeds your max HP, you will<br>be left with 1 HP & become<br>invincible for a brief<br>duración. enfriamiento: 600 segundos"""
item_LifeGuts_3#0,"""Daño +23%<br>When you take damage that<br>exceeds your max HP, you will<br>be left with 1 HP & become<br>invincible for a brief<br>duración. enfriamiento: 600 segundos"""
item_LifeGuts_4#0,"""Daño +26%<br>When you take damage that<br>exceeds your max HP, you will<br>be left with 1 HP & become<br>invincible for a brief<br>duración. enfriamiento: 600 segundos"""
item_LifeGuts_5#0,"""Daño +29%<br>When you take damage that<br>exceeds your max HP, you will<br>be left with 1 HP & become<br>invincible for a brief<br>duración. enfriamiento: 600 segundos"""
item_ReactionBonus_1#0,"""Daño +18%<br>Down Build-up Rate +20%"""
item_ReactionBonus_2#0,"""Daño +20%<br>Down Build-up Rate +20%"""
item_ReactionBonus_3#0,"""Daño +23%<br>Down Build-up Rate +20%"""
item_ReactionBonus_4#0,"""Daño +26%<br>Down Build-up Rate +20%"""
item_ReactionBonus_5#0,"""Daño +29%<br>Down Build-up Rate +20%"""
item_ReactionDown_1#0,"""Daño +18%<br>Down Resist +20%"""
item_ReactionDown_2#0,"""Daño +20%<br>Down Resist +20%"""
item_ReactionDown_3#0,"""Daño +23%<br>Down Resist +20%"""
item_ReactionDown_4#0,"""Daño +26%<br>Down Resist +20%"""
item_ReactionDown_5#0,"""Daño +29%<br>Down Resist +20%"""
item_ItemReturn_1#0,"""Daño +18%<br>Los Resta Signs tienen un 20%<br>de posibilidades de no ser<br>consumidos al ser utilizados.<br>El efecto comienza después de 10<br>segundos de estar equipado."""
item_ItemReturn_2#0,"""Daño +20%<br>Los Resta Signs tienen un 20%<br>de posibilidades de no ser<br>consumidos al ser utilizados.<br>El efecto comienza después de 10<br>segundos de estar equipado."""
item_ItemReturn_3#0,"""Daño +23%<br>Los Resta Signs tienen un 20%<br>de posibilidades de no ser<br>consumidos al ser utilizados.<br>El efecto comienza después de 10<br>segundos de estar equipado."""
item_ItemReturn_4#0,"""Daño +24%<br>Los Resta Signs tienen un 20%<br>de posibilidades de no ser<br>consumidos al ser utilizados.<br>El efecto comienza después de 10<br>segundos de estar equipado."""
item_ItemReturn_5#0,"""Daño +25%<br>Los Resta Signs tienen un 20%<br>de posibilidades de no ser<br>consumidos al ser utilizados.<br>El efecto comienza después de 10<br>segundos de estar equipado."""
item_ReactionDown2_1#0,"""Daño +18%<br>Down Resist +10%"""
item_ReactionDown2_2#0,"""Daño +20%<br>Down Resist +10%"""
item_ReactionDown2_3#0,"""Daño +23%<br>Down Resist +10%"""
item_ReactionDown2_4#0,"""Daño +24%<br>Down Resist +20%"""
item_ReactionDown2_5#0,"""Daño +25%<br>Down Resist +20%"""
item_PbGaugeUp2_1#0,"""Daño +19%<br>Boosts Photon Blast charge<br>al atacar en 20%."""
item_PbGaugeUp2_2#0,"""Daño +21%<br>Boosts Photon Blast charge<br>al atacar en 20%."""
item_PbGaugeUp2_3#0,"""Daño +24%<br>Boosts Photon Blast charge<br>al atacar en 20%."""
item_PbGaugeUp2_4#0,"""Daño +25%<br>Boosts Photon Blast charge<br>al atacar en 20%."""
item_PbGaugeUp2_5#0,"""Daño +26%<br>Boosts Photon Blast charge<br>al atacar en 20%."""
item_ElementPpBonus_1#0,"""Daño +8% Cuando atacas<br>a un enemigo dos veces en<br>un plazo de 10 segundos,<br>se produce un ataque extra<br>que puede infligir Atributo<br>caído. Enfriamiento de <br>20 segundos."""
item_ElementPpBonus_2#0,"""Daño +10% Cuando atacas<br>a un enemigo dos veces en<br>un plazo de 10 segundos,<br>se produce un ataque extra<br>que puede infligir Atributo<br>caído. Enfriamiento de <br>20 segundos."""
item_ElementPpBonus_3#0,"""Daño +13% Cuando atacas<br>a un enemigo dos veces en<br>un plazo de 10 segundos,<br>se produce un ataque extra<br>que puede infligir Atributo<br>caído. Enfriamiento de <br>20 segundos."""
item_ElementPpBonus_4#0,"""Daño +14% Cuando atacas<br>a un enemigo dos veces en<br>un plazo de 10 segundos,<br>se produce un ataque extra<br>que puede infligir Atributo<br>caído. Enfriamiento de <br>20 segundos."""
item_ElementPpBonus_5#0,"""Daño +15% Cuando atacas<br>a un enemigo dos veces en<br>un plazo de 10 segundos,<br>se produce un ataque extra<br>que puede infligir Atributo<br>caído. Enfriamiento de <br>20 segundos."""
item_AllBonus_1#0,"""Daño +21%<br>Damage Resist -10%"""
item_AllBonus_2#0,"""Daño +23%<br>Damage Resist -10%"""
item_AllBonus_3#0,"""Daño +26%<br>Damage Resist -10%"""
item_AllBonus_4#0,"""Daño +27%<br>Damage Resist -8%"""
item_AllBonus_5#0,"""Daño +28%<br>Damage Resist -8%"""
item_RebootAttackUp_1#1,"""Offensive Prototype I Lv.1"""
item_RebootAttackUp_2#1,"""Offensive Prototype I Lv.2"""
item_RebootAttackUp_3#1,"""Offensive Prototype I Lv.3"""
item_RebootAttackUp_4#1,"""Offensive Prototype I Lv.4"""
item_RebootAttackUp_5#1,"""Offensive Prototype I Lv.5"""
item_RebootDamageReduction_4#1,"""α用被ダメ Lv.4"""
item_AtpDam_1#1,"""Offensive Prototype II Lv.1"""
item_AtpDam_2#1,"""Offensive Prototype II Lv.2"""
item_AtpDam_3#1,"""Offensive Prototype II Lv.3"""
item_AtpDam_4#1,"""Offensive Prototype II Lv.4"""
item_AtpDam_5#1,"""Offensive Prototype II Lv.5"""
item_AtpPpRed_1#1,"""Offensive Prototype III Lv.1"""
item_AtpPpRed_2#1,"""Offensive Prototype III Lv.2"""
item_AtpPpRed_3#1,"""Offensive Prototype III Lv.3"""
item_AtpPpRed_4#1,"""Offensive Prototype III Lv.4"""
item_AtpPpRed_5#1,"""Offensive Prototype III Lv.5"""
item_SuperArmor_1#1,"""Sturdy Form Lv.1"""
item_SuperArmor_2#1,"""Sturdy Form Lv.2"""
item_SuperArmor_3#1,"""Sturdy Form Lv.3"""
item_SuperArmor_4#1,"""Sturdy Form Lv.4"""
item_SuperArmor_5#1,"""Sturdy Form Lv.5"""
item_CountPower_1#1,"""Blitzed Form Lv.1"""
item_CountPower_2#1,"""Blitzed Form Lv.2"""
item_CountPower_3#1,"""Blitzed Form Lv.3"""
item_CountPower_4#1,"""Blitzed Form Lv.4"""
item_CountPower_5#1,"""Blitzed Form Lv.5"""
item_PpBoost_1#1,"""Spirit Mould Lv.1"""
item_PpBoost_2#1,"""Spirit Mould Lv.2"""
item_PpBoost_3#1,"""Spirit Mould Lv.3"""
item_PpBoost_4#1,"""Spirit Mould Lv.4"""
item_PpBoost_5#1,"""Spirit Mould Lv.5"""
item_PpEfficiency_1#1,"""Spirited Form Lv.1"""
item_PpEfficiency_2#1,"""Spirited Form Lv.2"""
item_PpEfficiency_3#1,"""Spirited Form Lv.3"""
item_PpEfficiency_4#1,"""Spirited Form Lv.4"""
item_PpEfficiency_5#1,"""Spirited Form Lv.5"""
item_DamageBarrier_1#1,"""Fortified Form Lv.1"""
item_DamageBarrier_2#1,"""Fortified Form Lv.2"""
item_DamageBarrier_3#1,"""Fortified Form Lv.3"""
item_DamageBarrier_4#1,"""Fortified Form Lv.4"""
item_DamageBarrier_5#1,"""Fortified Form Lv.5"""
item_EscapeCritical_1#1,"""Flickered Form Lv.1"""
item_EscapeCritical_2#1,"""Flickered Form Lv.2"""
item_EscapeCritical_3#1,"""Flickered Form Lv.3"""
item_EscapeCritical_4#1,"""Flickered Form Lv.4"""
item_EscapeCritical_5#1,"""Flickered Form Lv.5"""
item_PbGaugeUp_1#1,"""Energized Form Lv.1"""
item_PbGaugeUp_2#1,"""Energized Form Lv.2"""
item_PbGaugeUp_3#1,"""Energized Form Lv.3"""
item_PbGaugeUp_4#1,"""Energized Form Lv.4"""
item_PbGaugeUp_5#1,"""Energized Form Lv.5"""
item_DefCritical_1#1,"""Defensive Formation Lv.1"""
item_DefCritical_2#1,"""Defensive Formation Lv.2"""
item_DefCritical_3#1,"""Defensive Formation Lv.3"""
item_DefCritical_4#1,"""Defensive Formation Lv.4"""
item_DefCritical_5#1,"""Defensive Formation Lv.5"""
item_AtkCritical_1#1,"""Offensive Formation Lv.1"""
item_AtkCritical_2#1,"""Offensive Formation Lv.2"""
item_AtkCritical_3#1,"""Offensive Formation Lv.3"""
item_AtkCritical_4#1,"""Offensive Formation Lv.4"""
item_AtkCritical_5#1,"""Offensive Formation Lv.5"""
item_WholeBody_1#1,"""Full-Power Form Lv.1"""
item_WholeBody_2#1,"""Full-Power Form Lv.2"""
item_WholeBody_3#1,"""Full-Power Form Lv.3"""
item_WholeBody_4#1,"""Full-Power Form Lv.4"""
item_WholeBody_5#1,"""Full-Power Form Lv.5"""
item_StackHeal_1#1,"""Fortunate Form Lv.1"""
item_StackHeal_2#1,"""Fortunate Form Lv.2"""
item_StackHeal_3#1,"""Fortunate Form Lv.3"""
item_StackHeal_4#1,"""Fortunate Form Lv.4"""
item_StackHeal_5#1,"""Fortunate Form Lv.5"""
item_LifeGuts_1#1,"""Tenacious Form Lv.1"""
item_LifeGuts_2#1,"""Tenacious Form Lv.2"""
item_LifeGuts_3#1,"""Tenacious Form Lv.3"""
item_LifeGuts_4#1,"""Tenacious Form Lv.4"""
item_LifeGuts_5#1,"""Tenacious Form Lv.5"""
item_ReactionBonus_1#1,"""Toppling Form Lv.1"""
item_ReactionBonus_2#1,"""Toppling Form Lv.2"""
item_ReactionBonus_3#1,"""Toppling Form Lv.3"""
item_ReactionBonus_4#1,"""Toppling Form Lv.4"""
item_ReactionBonus_5#1,"""Toppling Form Lv.5"""
item_ReactionDown_1#1,"""Unshakeable Form Lv.1"""
item_ReactionDown_2#1,"""Unshakeable Form Lv.2"""
item_ReactionDown_3#1,"""Unshakeable Form Lv.3"""
item_ReactionDown_4#1,"""Unshakeable Form Lv.4"""
item_ReactionDown_5#1,"""Unshakeable Form Lv.5"""
item_ItemReturn_1#1,"""Frugal Form Lv.1"""
item_ItemReturn_2#1,"""Frugal Form Lv.2"""
item_ItemReturn_3#1,"""Frugal Form Lv.3"""
item_ItemReturn_4#1,"""Frugal Form Lv.4"""
item_ItemReturn_5#1,"""Frugal Form Lv.5"""
item_ReactionDown2_1#1,"""Immovable Form Lv.1"""
item_ReactionDown2_2#1,"""Immovable Form Lv.2"""
item_ReactionDown2_3#1,"""Immovable Form Lv.3"""
item_ReactionDown2_4#1,"""Immovable Form Lv.4"""
item_ReactionDown2_5#1,"""Immovable Form Lv.5"""
item_PbGaugeUp2_1#1,"""Empowered Form Lv.1"""
item_PbGaugeUp2_2#1,"""Empowered Form Lv.2"""
item_PbGaugeUp2_3#1,"""Empowered Form Lv.3"""
item_PbGaugeUp2_4#1,"""Empowered Form Lv.4"""
item_PbGaugeUp2_5#1,"""Empowered Form Lv.5"""
item_ElementPpBonus_1#1,"""Valiant Form Lv.1"""
item_ElementPpBonus_2#1,"""Valiant Form Lv.2"""
item_ElementPpBonus_3#1,"""Valiant Form Lv.3"""
item_ElementPpBonus_4#1,"""Valiant Form Lv.4"""
item_ElementPpBonus_5#1,"""Valiant Form Lv.5"""
item_AllBonus_1#1,"""Ferocious Form Lv.1"""
item_AllBonus_2#1,"""Ferocious Form Lv.2"""
item_AllBonus_3#1,"""Ferocious Form Lv.3"""
item_AllBonus_4#1,"""Ferocious Form Lv.4"""
item_AllBonus_5#1,"""Ferocious Form Lv.5"""
Explanation1#0,"""Selecciona el arma o la armadura que vas a mejorar. <c f0df60>Los objetos que han alcanzado su límite de mejora no pueden seleccionarse.<c>"""
Explanation2#0,"""Selecciona las armas o armaduras a utilizar como material. Los objetos seleccionados <scarlet>desaparecerán<c> tras el proceso de mejora."""
Explanation3#0,"""Esta es la confirmación final para mejora del artículo. Compruebe los detalles cuidadosamente, y seleccione 'Sí' si no hay problemas."""
ConfirmationElementTitle#0,"""Detalles de la mejora"""
ConfirmationTitle#0,"""Mejora de los artículos"""
CompareTitle#0,"""Detalles de la mejora"""
CompareNum1#0,"""Great Success Chance"""
CompareNum2#0,"""Grind Level"""
CompareNum3#0,"""Grind Limit"""
CompareNum4#0,"""Attack Power"""
CompareNum5#0,"""Defense Power"""
CompareNum6#0,"""Ranuras de habilidades especiales"""
BaseTitle#0,"""Seleccione un objeto base"""
MaterialTitle#0,"""Seleccionar objetos de material"""
ResultMessage1#0,"""La mejora del objeto $(2) ha sido <green>exitosa<c>.<br>El nivel de mejora ha aumentado de +$(1) a +$(0)."""
ResultMessage2#0,"""La mejora del objeto $(2) ha sido <c ff007f>muy exitosa<c>.<br>El nivel de mejora ha aumentado de +$(1) a +$(0)."""
ResultMessage3#0,"""La mejora del objeto $(3) ha sido <br>exitosa<br>.<br>El nivel de mejora ha aumentado de +$(2) a +$(1).<br><br>Como el nivel de mejora ha llegado a $(0),<br>Las ranuras de habilidades especiales han aumentado de $(5) a $(4)."""
ResultMessage4#0,"""La mejora del objeto $(3) ha sido <c ff007f>muy exitosa<c>.<br>El nivel de mejora ha aumentado de +$(2) a +$(1).<br><br>Como el nivel de mejora ha llegado a $(0),<br>las ranuras de habilidades especiales han aumentado de $(5) a $(4)."""
ConfirmationAttentionMessage#0,"""Has seleccionado objetos materiales que cumplen uno de los siguientes criterios. ¿Estás seguro de que quieres continuar?<br><br>・Artículos de rareza ★4 o superior<br>・Artículos que han alcanzado su Límite de Trituración."""
ConfirmationMessage#0,"""Esto iniciará el proceso de mejora. Continúa... <br><br>※Puedes usar objetos de apoyo para aumentar las posibilidades de un <c ff007f>Gran Éxito<c>.<br>※Si la EXP de Grind obtenida supera el máximo del objeto base, el exceso se perderá."""
Title#0,"""Item Lab"""
LaboListTitle#0,"""Lab Menu"""
Explanation1#1,"""Mejorar armas y unidades, libera potenciales, añade habilidades especiales y mucho más."""
Grind#0,"""Enhance Items / Units"""
Grind_Title#0,"""Enhance Item"""
ElementCompose#0,"""Add Special Abilities"""
ElementCompose_Title#0,"""Add Special Abilities"""
LimitBreak#0,"""Limit Break"""
ReleasePotential#0,"""Release Potential"""
ElementSupplement#0,"""Add Special Ability Capsule"""
ChangeColor#0,"""Change Photon Color"""
Exit#0,"""Close"""
LaboElementInherit#0,"""Import Special Abilities"""
LaboMulti#0,"""Multi-Weapon"""
LaboCapsuleTrade#0,"""Exchange Special Ability Capsules"""
ManagementTitle#0,"""Limited Time Boost"""
ManagementGrind#0,"""Great Success Chance +$(0)%"""
ManagementElement#0,"""Special Ability Boost Chance +$(0)"""
ManagementMaterial#0,"""Required Material Reduction"""
MaterialListTitle#0,"""Información del objeto"""
MaterialListNum1#0,"""Nombre del objeto"""
MaterialListNum2#0,"""Necesita"""
MaterialListNum3#0,"""Tienes"""
ErrorMessage#0,"""Error de comunicación.<br>Ahora volviendo al menú del laboratorio."""
ErrorMessage2#0,"""El Laboratorio de Artículos no puede utilizar artículos en este Almacén."""
Title#1,"""Item Potential Selection"""
Explanation1#2,"""Seleccione el objeto cuyo potencial desea liberar o cambiar. Las opciones de potencial varían en función del elemento"""
Explanation2#1,"""Esta es la confirmación final para la liberación del potencial. Compruebe los detalles cuidadosamente y seleccione 'Sí' si no hay problemas."""
MaterialTitle#1,"""Lista de objetos"""
PotentialTitle#0,"""Posibles habilidades potenciales"""
PotentialSet#0,"""Capacidad potencial actual"""
PotentialSelect#0,"""Habilidades potenciales seleccionables"""
PotentialNone#0,"""No hay potenciales disponibles"""
PotentialSetNone#0,"""No se han establecido habilidades potenciales."""
PotentialConfirmation#0,"""Confirmar la capacidad potencial"""
PotentialSupport#0,"""Potential Ability Support Item"""
CompareTitle#1,"""Potential Ability Details"""
