name010#0,"""나즌"""
quiz18_1#0,"""“西エアリオ”には、"""
quiz18_2#0,"""“クライアノ断崖”という場所がある。"""
quiz19#0,"""問題<br><yellow>クヴァリスの“メリ”の種族は、<br>“ヒューマン”である。<c>"""
quiz19_1#0,"""クヴァリスの“メリ”の種族は、"""
quiz19_2#0,"""“ヒューマン”である。"""
quiz20#0,"""問題<br><yellow>“マルチウェポン”の作成には、<br>“フォトンクォーツ”が必要である。<c>"""
quiz20_1#0,"""“マルチウェポン”の作成には、"""
quiz20_2#0,"""“フォトンクォーツ”が必要である。"""
quiz21#0,"""問題<br><yellow>“ロナルディン”の役職は、<br>“アイテムラボ強化技師”である。<c>"""
quiz21_1#0,"""“ロナルディン”の役職は、"""
quiz21_2#0,"""“アイテムラボ強化技師”である。"""
quiz22#0,"""問題<br><yellow>コクーン“バニシングウェイ”には、<br>“フォートス・ランチャー”が出現する。<c>"""
quiz22_1#0,"""コクーン“バニシングウェイ”には、"""
quiz22_2#0,"""“フォートス・ランチャー”が出現する。"""
quiz23#0,"""問題<br><yellow>“マノン”が戦闘で使用する武器種は、<br>“アサルトライフル”である。<c>"""
quiz23_1#0,"""“マノン”が戦闘で使用する武器種は、"""
quiz23_2#0,"""“アサルトライフル”である。"""
quiz24#0,"""問題<br><yellow>“メディオラ外郭第１区”には、<br>“絶望のヴァーディアス”が出現する。<c>"""
quiz24_1#0,"""“メディオラ外郭第１区”には、"""
quiz24_2#0,"""“絶望のヴァーディアス”が出現する。"""
quiz25#0,"""問題<br><yellow>“ティム”の役職は、<br>“チーム活動支援員”である。<c>"""
quiz25_1#0,"""“ティム”の役職は、"""
quiz25_2#0,"""“チーム活動支援員”である。"""
quiz26#0,"""問題<br><yellow>“ハーディ”の年齢は、<br>“54歳”である。<c>"""
quiz26_1#0,"""“ハーディ”の年齢は、"""
quiz26_2#0,"""“54歳”である。"""
quiz27#0,"""問題<br><yellow>リテムリージョンの“天候”には、<br>“熱波”がある。<c>"""
quiz27_1#0,"""リテムリージョンの“天候”には、"""
quiz27_2#0,"""“熱波”がある。"""
quiz28#0,"""問題<br><yellow>“チームマグブースト”の効果には、<br>“ダメージ耐性アップ”がある。<c>"""
quiz28_1#0,"""“チームマグブースト”の効果には、"""
quiz28_2#0,"""“ダメージ耐性アップ”がある。"""
quiz29#0,"""問題<br><yellow>エアリオリージョンの“天候”には、<br>“流星雨”がある。<c>"""
quiz29_1#0,"""エアリオリージョンの“天候”には、"""
quiz29_2#0,"""“流星雨”がある。"""
quiz30#0,"""問題<br><yellow>“西エアリオ”に出現するギガンティクスは、<br>“絶望のヴァラス”である。<c>"""
quiz30_1#0,"""“西エアリオ”に出現するギガンティクスは、"""
quiz30_2#0,"""“絶望のヴァラス”である。"""
quiz31#0,"""問題<br><yellow>“デュエルクエスト”の制限時間は、<br>“５分”である。<c>"""
quiz31_1#0,"""“デュエルクエスト”の制限時間は、"""
quiz31_2#0,"""“５分”である。"""
quiz32#0,"""問題<br><yellow>武器迷彩“＊キャトリアアルマティ”は、<br>“タクト”に対応している。<c>"""
quiz32_1#0,"""武器迷彩“＊キャトリアアルマティ”は、"""
quiz32_2#0,"""“タクト”に対応している。"""
quiz33#0,"""問題<br><yellow>“ノイゼンプラント”には、<br>“レヌス・リテム”は出現しない。<c>"""
quiz33_1#0,"""“ノイゼンプラント”には、"""
quiz33_2#0,"""“レヌス・リテム”は出現しない。"""
quiz34#0,"""問題<br><yellow>“アドオンスキル”のメイン効果に、<br>“クリティカル威力アップ”はない。<c>"""
quiz34_1#0,"""“アドオンスキル”のメイン効果に、"""
quiz34_2#0,"""“クリティカル威力アップ”はない。"""
quiz35#0,"""問題<br><yellow>特殊能力“ギガス・タリアーⅡ”には、<br>“射撃と法撃”の威力上昇効果がある。<c>"""
quiz35_1#0,"""特殊能力“ギガス・タリアーⅡ”には、"""
quiz35_2#0,"""“射撃と法撃”の威力上昇効果がある。"""
quiz36#0,"""問題<br><yellow>“メレク・デスペルタル”の武器種は、<br>“アサルトライフル”である。<c>"""
quiz36_1#0,"""“メレク・デスペルタル”の武器種は、"""
quiz36_2#0,"""“アサルトライフル”である。"""
quiz37#0,"""問題<br><yellow>“ゴルドプリムソードⅡ”には、<br>“エンディミオ”の特殊能力が付いている。<c>"""
quiz37_1#0,"""“ゴルドプリムソードⅡ”には、"""
quiz37_2#0,"""“エンディミオ”の特殊能力が付いている。"""
quiz38#0,"""問題<br><yellow>“ジェットアタックエクストラ”は、<br>通常攻撃を“最大５段階”にする。<c>"""
quiz38_1#0,"""“ジェットアタックエクストラ”は、"""
quiz38_2#0,"""通常攻撃を“最大５段階”にする。"""
quiz39#0,"""問題<br><yellow>リテムリージョンにある墓地は、<br>ガロアが眠っている。<c>"""
quiz39_1#0,"""リテムリージョンにある墓地は、"""
quiz39_2#0,"""ガロアが眠っている。"""
quiz40#0,"""問題<br><yellow>ビルドパーツ“GPツリー”は、<br>“ジェネシスポイント”が獲得できる。<c>"""
quiz40_1#0,"""ビルドパーツ“GPツリー”は、"""
quiz40_2#0,"""“ジェネシスポイント”が獲得できる。"""
quiz41#0,"""問題<br><yellow>南リテムには、メッセージパックが、<br>全部で“９つ”配置されている。<c>"""
quiz41_1#0,"""南リテムには、メッセージパックが、"""
quiz41_2#0,"""全部で“９つ”配置されている。"""
quiz42#0,"""問題<br><yellow>防具“レクレールアーマ”は、<br>マイナスの“ダメージ耐性”が付いている。<c>"""
quiz42_1#0,"""防具“レクレールアーマ”は、"""
quiz42_2#0,"""マイナスの“ダメージ耐性”が付いている。"""
quiz43#0,"""問題<br><yellow>スティアの“カヌイ”の種族は、<br>“キャスト”である。<c>"""
quiz43_1#0,"""スティアの“カヌイ”の種族は、"""
quiz43_2#0,"""“キャスト”である。"""
quiz44#0,"""問題<br><yellow>スティアリージョンの“天候”には、<br>“曇り”がある。<c>"""
quiz44_1#0,"""スティアリージョンの“天候”には、"""
quiz44_2#0,"""“曇り”がある。"""
quiz45#0,"""問題<br><yellow>“サイズ・エンペラッピー”という名前の<br>エネミーは、“いない”。<c>"""
quiz45_1#0,"""“サイズ・エンペラッピー”という名前の"""
quiz45_2#0,"""エネミーは、“いない”。"""
quiz46#0,"""問題<br><yellow>“北エアリオ”には、<br>“マイニン”が出現する。<c>"""
quiz46_1#0,"""“北エアリオ”には、"""
quiz46_2#0,"""“マイニン”が出現する。"""
quiz47#0,"""問題<br><yellow>“ラッピーの集会場”は、<br>あらゆる“オタリカ”が集う場所である。<c>"""
quiz47_1#0,"""“ラッピーの集会場”は、"""
quiz47_2#0,"""あらゆる“オタリカ”が集う場所である。"""
quiz48#0,"""問題<br><yellow>セントラルシティの一番高い場所に行くと、<br>“登頂”の称号が獲得できる。<c>"""
quiz48_1#0,"""セントラルシティの一番高い場所に行くと、"""
quiz48_2#0,"""“登頂”の称号が獲得できる。"""
quiz49#0,"""問題<br><yellow>“デクストベース”には、<br>“マイニン”が出現する。<c>"""
quiz49_1#0,"""“デクストベース”には、"""
quiz49_2#0,"""“マイニン”が出現する。"""
quiz50#0,"""問題<br><yellow>“ドライゼンプラント”は、<br>“戦闘セクション”である。<c>"""
quiz50_1#0,"""“ドライゼンプラント”は、"""
quiz50_2#0,"""“戦闘セクション”である。"""
quiz51#0,"""問題<br><yellow>“キーンラッド岬”は、<br>“北リテム”の地名である。<c>"""
quiz51_1#0,"""“キーンラッド岬”は、"""
quiz51_2#0,"""“北リテム”の地名である。"""
quiz52#0,"""問題<br><yellow>“アードバンサー”の破壊できる部位は、<br>全部で“４か所”である。<c>"""
quiz52_1#0,"""“アードバンサー”の破壊できる部位は、"""
quiz52_2#0,"""全部で“４か所”である。"""
