name010#0,"""나즌"""
quize18_select2#0,"""웨이크스"""
quize18_select3#0,"""단트레이"""
quize18_select4#0,"""구이덴"""
quize18_answer#0,"""정답은…<br><red>웨이크스<c> 입니다!"""
quiz19#0,"""문제<br><yellow>긴급 퀘스트 \""할피리아 호수의 전투\""에<br>등장하는 \""특수 병기\""는?<c>"""
quiz19_01#0,"""긴급 퀘스트 \""할피리아 호수의 전투\""에"""
quiz19_02#0,"""등장하는 \""특수 병기\""는?"""
quize19_select1#0,"""모바일 캐논 ECS"""
quize19_select2#0,"""모바일 캐논 M2"""
quize19_select3#0,"""A.I.S"""
quize19_select4#0,"""모바일 캐논"""
quize19_answer#0,"""정답은…<br><red>모바일 캐논 M2<c> 입니다!"""
quiz20#0,"""문제<br><yellow>무기 \""파슈멜\""시리즈의<br>잠재 능력 \""필섬의 형\""의 효과는?<c>"""
quiz20_01#0,"""무기 \""파슈멜\""시리즈의"""
quiz20_02#0,"""잠재 능력 \""필섬의 형\""의 효과는?"""
quize20_select1#0,"""PP 소비량 감소 +100%"""
quize20_select2#0,"""크리티컬 발생률 +100%"""
quize20_select3#0,"""통상 공격이 3번 명중할 때마다 성능 변화"""
quize20_select4#0,"""레스타 사인 회복량 +100%"""
quize20_answer#0,"""정답은…<br><red>크리티컬 발생률 +100%<c> 입니다!"""
quiz21#0,"""문제<br><yellow>이 중에서 \""방어구\""의 이름으로<br>올바른 것은?<c>"""
quiz21_01#0,"""이 중에서 \""방어구\""의 이름으로"""
quiz21_02#0,"""올바른 것은?"""
quize21_select1#0,"""오토크스 아머"""
quize21_select2#0,"""옥토스 아머"""
quize21_select3#0,"""오크토스 아머"""
quize21_select4#0,"""옥토프 아머"""
quize21_answer#0,"""정답은…<br><red>옥토스 아머<c> 입니다!"""
quiz22#0,"""문제<br><yellow>이 중에서 \""헌터\""가 사용하지 않는<br>\""무기 종류\""는?<c>"""
quiz22_01#0,"""이 중에서 \""헌터\""가 사용하지 않는"""
quiz22_02#0,"""\""무기 종류\""는?"""
quize22_select1#0,"""소드"""
quize22_select2#0,"""듀얼 블레이드"""
quize22_select3#0,"""와이어드 랜스"""
quize22_select4#0,"""파르티잔"""
quize22_answer#0,"""정답은…<br><red>듀얼 블레이드<c> 입니다!"""
quiz23#0,"""문제<br><yellow>\""다크 펄스 소우라스\""가 출현하는<br>\""긴급 퀘스트 \""는?<c>"""
quiz23_01#0,"""\""다크 펄스 소우라스\""가 출현하는"""
quiz23_02#0,"""\""긴급 퀘스트 \""는?"""
quize23_select1#0,"""성멸의 재앙"""
quize23_select2#0,"""성멸의 징조"""
quize23_select3#0,"""성멸의 표징"""
quize23_select4#0,"""성멸의 도화"""
quize23_answer#0,"""정답은…<br><red>성멸의 징조<c> 입니다!"""
quiz24#0,"""문제<br><yellow>\""보드 터미널\""에서<br>호출할 수 있는 \""특수 병기\""는?<c>"""
quiz24_01#0,"""\""보드 터미널\""에서"""
quiz24_02#0,"""호출할 수 있는 \""특수 병기\""는?"""
quize24_select1#0,"""제트 보드"""
quize24_select2#0,"""플로팅 보드"""
quize24_select3#0,"""스케이트 보드"""
quize24_select4#0,"""스노우 보드"""
quize24_answer#0,"""정답은…<br><red>플로팅 보드<c> 입니다!"""
quiz25#0,"""문제<br><yellow>이 중에서 \""리템 리전\""에<br>등장하는 \""보스 에너미\""는?<c>"""
quiz25_01#0,"""이 중에서 \""리템 리전\""에"""
quiz25_02#0,"""등장하는 \""보스 에너미\""는?"""
quize25_select1#0,"""돌도리스"""
quize25_select2#0,"""케르쿤드"""
quize25_select3#0,"""나그루스"""
quize25_select4#0,"""크로코다라스"""
quize25_answer#0,"""정답은…<br><red>케르쿤드<c> 입니다!"""
quiz26#0,"""문제<br><yellow>이 중에서 \""에아리오 리전\""에<br>등장하는 \""포마즈\""는?<c><c>"""
quiz26_01#0,"""이 중에서 \""에아리오 리전\""에"""
quiz26_02#0,"""등장하는 \""포마즈\""는?<c>"""
quize26_select1#0,"""그란디르가"""
quize26_select2#0,"""가라가론고"""
quize26_select3#0,"""볼 가론고"""
quize26_select4#0,"""알마 가론고"""
quize26_answer#0,"""정답은…<br><red>가라가론고<c> 입니다!"""
quiz27#0,"""문제<br><yellow>의보스 에너미 \""바디아스\""의<br>특징으로 올바른 것은?<c>"""
quiz27_01#0,"""의보스 에너미 \""바디아스\""의"""
quiz27_02#0,"""특징으로 올바른 것은?"""
quize27_select1#0,"""거대화한다"""
quize27_select2#0,"""2마리로 분리되어 싸운다"""
quize27_select3#0,"""3가지 형태로 변화한다"""
quize27_select4#0,"""2마리가 합체한다"""
quize27_answer#0,"""정답은…<br><red>3가지 형태로 변화한다<c> 입니다!"""
quiz28#0,"""문제<br><yellow>아이템 랩의 강화 기술자 \""라보나\""의<br>대사인 것은?<c>"""
quiz28_01#0,"""아이템 랩의 강화 기술자 \""라보나\""의"""
quiz28_02#0,"""대사인 것은?"""
quize28_select1#0,"""저… 저질렀다!!"""
quize28_select2#0,"""굉장히 운이 없구만, 자네는!"""
quize28_select3#0,"""에고… 미안해?"""
quize28_select4#0,"""힘이 부족해요…."""
quize28_answer#0,"""정답은…<br><red>에고… 미안해?<c> 입니다!"""
quiz29#0,"""문제<br><yellow>이 중에서<br>무기의 분류가 \""타격\""인 것은?<c>"""
quiz29_01#0,"""이 중에서"""
quiz29_02#0,"""무기의 분류가 \""타격\""인 것은?"""
quize29_select1#0,"""건슬래시"""
quize29_select2#0,"""완드"""
quize29_select3#0,"""와이어드 랜스"""
quize29_select4#0,"""제트 부츠"""
quize29_answer#0,"""정답은…<br><red>와이어드 랜스<c> 입니다!"""
quiz30#0,"""문제<br><yellow>\""스티아 외연부\""에 출현하는<br>\""드레드 에너미\""는?<c>"""
quiz30_01#0,"""\""스티아 외연부\""에 출현하는"""
quiz30_02#0,"""\""드레드 에너미\""는?"""
quize30_select1#0,"""노련의 엔고우크"""
quize30_select2#0,"""노련의 다크 레무너스"""
quize30_select3#0,"""노련의 볼트 레무너스"""
quize30_select4#0,"""노련의 다크 마기루스"""
quize30_answer#0,"""정답은…<br><red>노련의 볼트 레무너스<c> 입니다!"""
quiz31#0,"""문제<br><yellow>날씨 변화로 인해 발생하는 것으로<br>\""올바르지 않은 것\""은?<c>"""
quiz31_01#0,"""날씨 변화로 인해 발생하는 것으로"""
quiz31_02#0,"""\""올바르지 않은 것\""은?"""
quize31_select1#0,"""기간틱스가 출현한다"""
quize31_select2#0,"""PSE 레벨이 4가 된다"""
quize31_select3#0,"""드레드 에너미가 출현하지 않는다"""
quize31_select4#0,"""일부 에너미가 강화된다"""
quize31_answer#0,"""정답은…<br><red>드레드 에너미가 출현하지 않는다<c> 입니다!"""
quiz32#0,"""문제<br><yellow>\""돌즈\""는 무엇을 모티브로 만들어졌을까요?<c>"""
quiz32_01#0,"""\""돌즈\""는 무엇을 모티브로 만들어졌을까요?"""
quize32_select1#0,"""루이나스"""
quize32_select2#0,"""아크스"""
quize32_select3#0,"""스타레스"""
quize32_select4#0,"""포토너"""
quize32_answer#0,"""정답은…<br><red>스타레스<c> 입니다!"""
quiz33#0,"""문제<br><yellow>이 중에서 \""적정 거리\""가<br>존재하지 않는 무기종은?<c>"""
quiz33_01#0,"""이 중에서 \""적정 거리\""가"""
quiz33_02#0,"""존재하지 않는 무기종은?"""
quize33_select1#0,"""어설트 라이플"""
quize33_select2#0,"""와이어드 랜스"""
quize33_select3#0,"""불릿 보우"""
quize33_select4#0,"""트윈 머신 건"""
quize33_answer#0,"""정답은…<br><red>불릿 보우<c> 입니다!"""
quiz34#0,"""문제<br><yellow>트라이얼 \""한랭지 에너미 토벌\""에서<br>통신하는 \""오퍼레이터\""는?<c>"""
quiz34_01#0,"""트라이얼 \""한랭지 에너미 토벌\""에서"""
quiz34_02#0,"""통신하는 \""오퍼레이터\""는?"""
quize34_select1#0,"""란"""
quize34_select2#0,"""롯사"""
quize34_select3#0,"""류린"""
quize34_select4#0,"""오란제"""
quize34_answer#0,"""정답은…<br><red>류린<c> 입니다!"""
quiz35#0,"""문제<br><yellow>\""C/하이에알 도미나\"" 교환에<br>필요한 \""특수 능력 캡슐\""은?<c>"""
quiz35_01#0,"""\""C/하이에알 도미나\"" 교환에"""
quiz35_02#0,"""필요한 \""특수 능력 캡슐\""은?"""
quize35_select1#0,"""C/그라디에 소울"""
quize35_select2#0,"""C/기가스 마에스티"""
quize35_select3#0,"""C/에알 소브리나"""
quize35_select4#0,"""C/리테나 소브리나"""
quize35_answer#0,"""정답은…<br><red>C/에알 소브리나<c> 입니다!"""
quiz36#0,"""문제<br><yellow>이 중에서<br>\""챌린지 설정\""이 있는 퀘스트는 무엇일까요?<c>"""
quiz36_01#0,"""이 중에서"""
quiz36_02#0,"""\""챌린지 설정\""이 있는 퀘스트는 무엇일까요?"""
quize36_select1#0,"""오디널 타워"""
quize36_select2#0,"""캐논볼 럼블"""
quize36_select3#0,"""캐논볼 스트라이크"""
quize36_select4#0,"""듀얼 퀘스트"""
quize36_answer#0,"""정답은…<br><red>캐논볼 스트라이크<c> 입니다!"""
quiz37#0,"""문제<br><yellow>\""스티아 선발대\""에 소속되어 있는<br>\""오퍼레이터\""의 이름은?<c>"""
quiz37_01#0,"""\""스티아 선발대\""에 소속되어 있는"""
quiz37_02#0,"""\""오퍼레이터\""의 이름은?"""
quize37_select1#0,"""히바나"""
quize37_select2#0,"""코피"""
quize37_select3#0,"""노로시"""
quize37_select4#0,"""시에라"""
quize37_answer#0,"""정답은…<br><red>노로시<c> 입니다!"""
quiz38#0,"""문제<br><yellow>빌드 파츠 \""아크스 디코이\""의<br>최대 설치 가능 개수는?<c>"""
quiz38_01#0,"""빌드 파츠 \""아크스 디코이\""의"""
quiz38_02#0,"""최대 설치 가능 개수는?"""
quize38_select1#0,"""５"""
quize38_select2#0,"""８"""
quize38_select3#0,"""20"""
quize38_select4#0,"""12"""
quize38_answer#0,"""정답은…<br><red>20<c> 입니다!"""
quiz39#0,"""문제<br><yellow>이 중에서\""아이템 교환: 스티아\""에서<br>교환할 수 없는 아이템은?<c>"""
quiz39_01#0,"""이 중에서\""아이템 교환: 스티아\""에서"""
quiz39_02#0,"""교환할 수 없는 아이템은?"""
quize39_select1#0,"""헥스카이트"""
quize39_select2#0,"""포톤 청크"""
quize39_select3#0,"""포톤 스케일"""
quize39_select4#0,"""포톤 쿼츠"""
quize39_answer#0,"""정답은…<br><red>포톤 스케일<c> 입니다!"""
quiz40#0,"""문제<br><yellow>이 중에서 변경해도 \""SG를 소비하지 않는\""<br>\""에스테 항목\""은?<c>"""
quiz40_01#0,"""이 중에서 변경해도 \""SG를 소비하지 않는\"""""
quiz40_02#0,"""\""에스테 항목\""은?"""
quize40_select1#0,"""피부 컬러 설정"""
quize40_select2#0,"""혀 조정"""
quize40_select3#0,"""손 조정"""
quize40_select4#0,"""눈동자 크기 조절"""
quize40_answer#0,"""정답은…<br><red>눈동자 크기 조절<c> 입니다!"""
quiz41#0,"""문제<br><yellow>이 중에서 테임즈 \""캬멜리오\""가<br>출현하는 \""탐색 섹션\""은?<c>"""
quiz41_01#0,"""이 중에서 테임즈 \""캬멜리오\""가"""
quiz41_02#0,"""출현하는 \""탐색 섹션\""은?"""
quize41_select1#0,"""북부 리템"""
quize41_select2#0,"""중앙 리템"""
quize41_select3#0,"""동부 리템"""
quize41_select4#0,"""남부 리템"""
quize41_answer#0,"""정답은…<br><red>중앙 리템<c> 입니다!"""
quiz42#0,"""문제<br><yellow>\""멜렉\""시리즈의 잠재 능력은<br>총 몇 종류일까요?<c>"""
quiz42_01#0,"""\""멜렉\""시리즈의 잠재 능력은"""
quiz42_02#0,"""총 몇 종류일까요?"""
quize42_select1#0,"""단일"""
quize42_select2#0,"""2종류"""
quize42_select3#0,"""3종류"""
quize42_select4#0,"""4종류"""
quize42_answer#0,"""정답은…<br><red>4종류<c> 입니다!"""
quiz43#0,"""문제<br><yellow>\""모션 변경\""에서 모든 모션을<br>\""표준\""으로 설정했을 때의 총 코스트는?<c>"""
quiz43_01#0,"""\""모션 변경\""에서 모든 모션을"""
quiz43_02#0,"""\""표준\""으로 설정했을 때의 총 코스트는?"""
quize43_select1#0,"""８"""
quize43_select2#0,"""６"""
quize43_select3#0,"""５"""
quize43_select4#0,"""７"""
quize43_answer#0,"""정답은…<br><red>７<c> 입니다!"""
quiz44#0,"""문제<br><yellow>\""호냥\""이<br>전투에서 \""대기 중\""에 취하는 모션은?<c>"""
quiz44_01#0,"""\""호냥\""이"""
quiz44_02#0,"""전투에서 \""대기 중\""에 취하는 모션은?"""
quize44_select1#0,"""대기: 허리에 손 얹기"""
quize44_select2#0,"""대기: 팔짱 끼기"""
quize44_select3#0,"""대기: 팔랑팔랑"""
quize44_select4#0,"""대기: 부유"""
quize44_answer#0,"""정답은…<br><red>대기: 부유<c> 입니다!"""
quiz45#0,"""문제<br><yellow>칭호 \""행운의 충돌자\""는<br>무엇에 충돌하면 획득할까요?<c>"""
quiz45_01#0,"""칭호 \""행운의 충돌자\""는"""
quiz45_02#0,"""무엇에 충돌하면 획득할까요?"""
quize45_select1#0,"""스텔라 그레이스"""
quize45_select2#0,"""메세탄"""
quize45_select3#0,"""그레트 랍피"""
quize45_select4#0,"""스텔라 기프트"""
quize45_answer#0,"""정답은…<br><red>스텔라 기프트<c> 입니다!"""
quiz46#0,"""문제<br><yellow>이 중 \""랍피\""에게서<br>얻을 수 있는 \""아이템\""은?<c>"""
quiz46_01#0,"""이 중 \""랍피\""에게서"""
quiz46_02#0,"""얻을 수 있는 \""아이템\""은?"""
quize46_select1#0,"""삿파 에알 고기"""
quize46_select2#0,"""가라아게"""
quize46_select3#0,"""Mo「대기: 랍피」"""
quize46_select4#0,"""N-그라인더"""
quize46_answer#0,"""정답은…<br><red>N-그라인더<c> 입니다!"""
quiz47#0,"""문제<br><yellow>이 중에서\""브레이버\""가<br>습득할 수 있는 \""클래스 스킬\""은?<c>"""
quiz47_01#0,"""이 중에서\""브레이버\""가"""
quiz47_02#0,"""습득할 수 있는 \""클래스 스킬\""은?"""
quize47_select1#0,"""플래시 가드"""
quize47_select2#0,"""힐링 가드"""
quize47_select3#0,"""올 가드"""
quize47_select4#0,"""마이티 가드"""
quize47_answer#0,"""정답은…<br><red>마이티 가드<c> 입니다!"""
quiz48#0,"""문제<br><yellow>\""프리미엄 세트\""의 유효 기간 동안<br>수주할 수 있는 \""사이드 태스크\""의 최대 개수는?<c>"""
quiz48_01#0,"""\""프리미엄 세트\""의 유효 기간 동안"""
quiz48_02#0,"""수주할 수 있는 \""사이드 태스크\""의 최대 개수는?"""
quize48_select1#0,"""50"""
quize48_select2#0,"""30"""
quize48_select3#0,"""20"""
quize48_select4#0,"""40"""
quize48_answer#0,"""정답은…<br><red>40<c> 입니다!"""
quiz49#0,"""문제<br><yellow>\""퀵 메뉴\""의<br>\""패턴 선택\""은 총 몇종류일까요?<c>"""
quiz49_01#0,"""\""퀵 메뉴\""의"""
quiz49_02#0,"""\""패턴 선택\""은 총 몇종류일까요?"""
quize49_select1#0,"""10종류"""
quize49_select2#0,"""4종류"""
quize49_select3#0,"""5종류"""
quize49_select4#0,"""6종류"""
quize49_answer#0,"""정답은…<br><red>6종류<c> 입니다!"""
quiz50#0,"""문제<br><yellow>이 중에서 \""트레이니아 어드밴스\""<br>\""퀘스트\""는 뭘까요?<c>"""
quiz50_01#0,"""이 중에서 \""트레이니아 어드밴스\"""""
quiz50_02#0,"""\""퀘스트\""는 뭘까요?"""
quize50_select1#0,"""호리블 플래핑"""
quize50_select2#0,"""세츠나노 잇센"""
quize50_select3#0,"""다이나 어설트"""
quize50_select4#0,"""캐논볼 스트라이크"""
quize50_answer#0,"""정답은…<br><red>캐논볼 스트라이크<c> 입니다!"""
quiz51#0,"""문제<br><yellow>\""채팅\""의 \""발언 대상 탭\""은<br>총 몇 종류일까요?<c>"""
quiz51_01#0,"""\""채팅\""의 \""발언 대상 탭\""은"""
quiz51_02#0,"""총 몇 종류일까요?"""
quize51_select1#0,"""단일"""
quize51_select2#0,"""4종류"""
quize51_select3#0,"""8종류"""
quize51_select4#0,"""5종류"""
quize51_answer#0,"""정답은…<br><red>5종류<c> 입니다!"""
quiz52#0,"""문제<br><yellow>리템 시티의 스테이지 라이브에서<br>\""하디\""가 담당하는 \""악기\""는?<c>"""
quiz52_01#0,"""리템 시티의 스테이지 라이브에서"""
quiz52_02#0,"""\""하디\""가 담당하는 \""악기\""는?"""
quize52_select1#0,"""리코더"""
quize52_select2#0,"""캐스터네츠"""
quize52_select3#0,"""플룻"""
quize52_select4#0,"""색소폰"""
quize52_answer#0,"""정답은…<br><red>색소폰<c> 입니다!"""
