HeatSource#0,"""Confirmo un gran número de<br>energía. Por favor,<br>avance con precaución."""
DefenceAllyAPC1#1,"""Esta señal... ¿Hay otros Arks?"""
DefenceAllyAPC2#1,"""Estos son los signos de batalla.<br>Otros ARKS podrían estar cerca."""
DefenceAllyAPC3#1,"""Otros ARKS están en el combate?<br>Tenga cuidado, por si acáso."""
Smallman1#1,"""¿Qué son estas pequeñas lecturas?"""
Smallman2#1,"""Estas lecturas... Una persona?<br>No puede ser algo pequeño."""
Smallman3#1,"""No, creo que me estoy imaginando esto...<br>Que son estas pequeñas lecturas?"""
DarkerIncident1#1,"""Estos patrones espaciales<br>serán... Darkers?"""
DarkerIncident2#1,"""Hmm... Las señales apuntan<br>a un brote de Darker."""
DarkerIncident3#1,"""Los patrones ambientales<br>están cambiando... Son<br>Darkers acercándose?"""
Door_Cave1#1,"""Hay actividad enemiga extraña...<br>Tenga cuidado, por si acáso."""
Door_Cave2#1,"""La actividad enemiga es extraña.<br>No bajes la guardia."""
Door_Cave3#1,"""Recibo presencias enemigas...<br>Algo podría estar acercándose,<br>permanece alerta."""
Door_Urban1#1,"""Tch. ¿El sistema se vino<br>abajo? Cuidado, los sistemas de defensa<br>están funcionando mal."""
Door_Urban2#1,"""Un error de sistema... Que dolor.<br>Prestar atención a la conducta<br>de los sistemas de defensa."""
Door_Urban3#1,"""...Sistema desestabilizado.<br>Ten cuidado con el sistema de defensa."""
DragonFellows1#1,"""El sentido común no funciona en el continente flotante. Ten cuidado donde pisas."""
DragonFellows2#1,"""Cualquier cosa puede pasar por aquí.<br>El piso no parece ser estable.<br>Ten cuidado."""
DragonFellows3#1,"""Tenga cuidado, parece que el piso está por caer"""
DragonFellowsB1#1,"""Este lugar parece tan inestable como el resto del continente flotante. Observa bien el suelo."""
DragonFellowsB2#1,"""¡Ten cuidado! Al igual que en el continente flotante, el suelo puede caer en cualquier momento."""
DragonFellowsB3#1,"""Los pisos aquí son inestables, La caída no debe ser fuerte, pero ten cuidado"""
DeliveryA1#1,"""Oh, si, ahora que lo pienso,<br>parece que hay fósiles de insectos<br>raros en la zona."""
DeliveryA2#1,"""¿Sabias? al parecer se han<br>descubiertos fósiles de insecto<br>o algo parecido"""
DeliveryA3#1,"""Parece que ocasionalmente<br>sobreviven búsquedas de cosas como...<br>Fósiles de insectos raros alrededor de aquí."""
DeliveryB1#1,"""Las lecturas desaparecen...<br>¿Qué?... ¿Es su cuerpo rompiéndose a pedazos?"""
DeliveryB2#1,"""Aquí hay lecturas extrañas<br>¿Son... Darkers?<br>No, son más pequeños que eso."""
DeliveryB3#1,"""Hay lecturas extrañas en todo el<br>lugar. ¿Son estas cosas?, ¿Qué es eso?"""
DeliveryC1#1,"""Hmm, este planeta es de hecho<br>muy rico en recursos.<br>Estos recursos son realmente valiosos."""
DeliveryC2#1,"""Parece que hay recursos<br>valiosos por los alrededores."""
DeliveryC3#1,"""Estas lecturas... No son<br>enemigas. Ya veo... Hemos recopilado<br>algunos recursos valiosos!"""
Mining1#1,"""Lecturas de photones detectadas en la zona.<br>Parece que viene del suelo."""
Mining2#1,"""Detecto lecturas de photones en la zona.<br>Provienen del suelo."""
Mining3#1,"""Confirmo lecturas de photones<br>muy cerca de ti.<br>Por lo que veo, provienen del suelo."""
Door_Ruin1#1,"""Hay lecturas de equipo cerca.<br>Atento, todavía parece estar operativo."""
Door_Ruin2#1,"""Las lecturas de este equipo...<br>Ten cuidado, y avance con precaución."""
Door_Ruin3#1,"""El equipo todavía parece estar<br>funcionando.<br>Presta atención.<br>Podrías ser arrastrado."""
Capture1#1,"""Detecto lecturas de objetivos que queremos capturar.<br>Buscaré los detalles."""
Capture2#1,"""Lecturas confirmadas del objetivo que queremos capturar.<br>Podría estar en la zona."""
Capture3#1,"""Estas lecturas... Están muy cerca de ti.<br>Podría ser el objetivo."""
DestroyAPC1#1,"""Detección de una fuente de calor desconocida.<br>Qué extraño...<br>Cuidado."""
DestroyAPC2#1,"""Confirmado una fuente de calor desconocida...<br>Cuidado, algo extraño está cerca de ti."""
DestroyAPC3#1,"""Hay una fuente de calor no identificada presente... ¿Hay alguien ahí?"""
SmallmanMsg1#1,"""最近、リリーパ族から<br>アークスに接触があったという報告が<br>増えてるらしいぞ。"""
SmallmanMsg2#1,"""Hablando de eso, me pregunto como se comunican los Lillipans..."""
SmallmanMsg3#1,"""/face6 リリーパ族、か。<br>どんな経緯でこの星に<br>住み始めたのだろう。"""
FortAttack1#1,"""Detecto un portal cercano... Las reacciones de los Darkers está aumentando!"""
FortAttack2#1,"""次エリアのゲートが近い。<br>ダーカーの影響を受けた敵の<br>反応もあるようだ。"""
FortAttack3#1,"""付近に龍族の反応を多数確認。<br>ゲートの近辺のようだが、ダーカーの<br>影響を受けているようだ、面倒だな。"""
ShellFlower1#1,"""海岸エリアに多数存在する謎の<br>植物型物体を、砲仙花という。"""
ShellFlower2#1,"""砲仙花は、昼と夜で挙動を変える。<br>特徴をうまく使えば、エネミーを<br>巻き込むことも可能だ。"""
ShellFlower3#1,"""砲仙花はとても自然の産物とは思えん。<br>まるで、無理に造り出されたかのような<br>いびつさすら見える。"""
SmallmanHomeDefense1#1,"""ここは確かリリーパ族が集落を<br>形成しているエリアだったはずだ。"""
SmallmanHomeDefense2#1,"""Los lillipans se deben de haber asentado aquí por que hay agua en el área. El agua es realmente preciada en este planeta."""
SmallmanHomeDefense3#1,"""まれに目撃報告のあるモニュメント。<br>どうやらあれは、リリーパ族の集落の<br>象徴らしい。意味はわからんがな。"""
SmallmanJunkSpot1#1,"""周辺に散らばっているのは……<br>ジャンク品のようだな。"""
SmallmanJunkSpot2#1,"""このあたりにあるジャンク品は<br>リリーパ族にとっては宝の山に<br>見えているようだ。"""
SmallmanJunkSpot3#1,"""最近、リリーパ族がエネミーに<br>襲撃されているといった報告が多い。<br>可能な限り救助してやれ。"""
Umincyu_kiki1patu1#1,"""/face1 このあたりには、かの原生住民の<br>天敵が存在するらしいな。"""
Umincyu_kiki1patu2#1,"""/face1 周囲にあるこの反応……<br>原生住民のようだが<br>何をしているんだ。"""
Umincyu_kiki1patu3#1,"""/face1 もし、襲われている原生住民を<br>見かけたら、助けてやれ。<br>それもアークスの責務だ。"""
Slimevanish1#1,"""/face1 これは……不定形生物の反応か？<br>周辺を警戒しろ。"""
Slimevanish2#1,"""/face1 奇妙な反応が出ている。<br>周囲状況をしっかり確認しろ。"""
Slimevanish3#1,"""/face1 不安定な反応があるな……<br>気をつけろ、来るかもしれないぞ。"""
AliceAlly1#1,"""アークスが近くにいるようだな。<br>……だが、少し反応が違う気もする。<br>一応、留意しておくといい。"""
OrakioAlly1#1,"""アークスが近くにいるようだな。<br>……だが、少し反応が違う気もする。<br>一応、注意しておけ。"""
SessionOrakioAlly1#1,"""近辺にアークスの反応が二つあります。<br>パーティを組んでいるようですが<br>少し、反応がヘンな気も……"""
SessionOrakioAlly2#1,"""……いえ、気のせいみたいです。<br>そのまま進行し、可能であれば<br>協力してあげてください。"""
castleterror1#1,"""パラメータに異常値……？<br>街に存在する灯籠からか？<br>気をつけろ、何かあるぞ。"""
castleterror2#1,"""街の灯籠の周囲に異常反応を確認。<br>……各員、警戒しろ。<br>何が起きるかわからんぞ。"""
castleterror3#1,"""各員、周囲を警戒しろ。<br>まだ影響はないようだが、街の灯籠に<br>異常な反応が集まっている。"""
whitegiant1#1,"""La reacción del enemigo está aumentando. La gente de kuron se está preparando para el combate. Mantente alerta."""
whitegiant2#1,"""Presencia enemiga confirmada.<br>La gente de Kuron también ha entrado en la alerta."""
whitegiant3#1,"""Parece que los guerreros de<br>shironia estan cerca de ti<br>Percibo la reacción del<br>enemigo serca de ellos<br>tenga mucho cuidado."""
nyau1#1,"""不可思議な反応だな……<br>敵性反応とも、味方の反応とも言えん。<br>一応、警戒はしておくといい。"""
nyau2#1,"""反応は出ているのだが……<br>なんともいえん、変な反応だ。<br>留意だけはしておけ。"""
nyau3#1,"""付近で、変な反応が確認された。<br>変、としか言いようのない反応だ。<br>各員、一応気をつけておけ。"""
Destroy_pirateship1#1,"""海中に高エネルギー反応を感知。<br>何か出てくるかもしれないぞ。<br>各員、警戒を怠るな。"""
Destroy_pirateship2#1,"""海中に高エネルギー反応を感知。<br>何か出てくるかもしれないぞ。<br>各員、警戒を怠るな。"""
Destroy_pirateship3#1,"""海中に高エネルギー反応を感知。<br>何か出てくるかもしれないぞ。<br>各員、警戒を怠るな。"""
BossAnnihilationMOarfish1#1,"""何が潜んでいるのか……？<br>強力な反応が確認されている。<br>各員、気を付けて動け。"""
BossAnnihilationMOarfish2#1,"""何が潜んでいるのか……？<br>強力な反応が確認されている。<br>各員、気を付けて動け。"""
BossAnnihilationMOarfish3#1,"""何が潜んでいるのか……？<br>強力な反応が確認されている。<br>各員、気を付けて動け。"""
NagisaAlly1#1,"""周囲に人の反応を感知……<br>だが、アークスとは異なるか？<br>一応、留意しておけ。"""
AsaiAlly1#1,"""周囲にアークスの反応を感知……<br>戦闘中のようだな。<br>一応、留意しておけ。"""
AsaiAlly2#1,"""交戦中のアークスがいるようだな。<br>周辺に反応がある。<br>念のため、留意しておけ。"""
AsaiAlly3#1,"""アークスの反応を感知した。<br>周辺で戦闘中のようだ。注意しておけ。"""
collabo1Ally1#1,"""周囲にアークスの反応を感知……<br>戦闘中のようだな。<br>一応、留意しておけ。"""
collabo1Ally2#1,"""交戦中のアークスがいるようだな。<br>周辺に反応がある。<br>念のため、留意しておけ。"""
collabo1Ally3#1,"""アークスの反応を感知した。<br>周辺で戦闘中のようだ。注意しておけ。"""
Sessioncollabo1Ally1#1,"""近くにアークスの反応が二つあるな。<br>パーティを組んでいるようだが……<br>どうも妙な感じがするな。"""
DarkHell1#0,"""光源の明滅現象を確認した。<br>黒の民の動きにも違和感がある。<br>各員、警戒を怠るなよ。"""
DarkHell2#0,"""光源が作為的に消されているようだな。<br>現段階での目的は不明だが、意味のない<br>動きではなさそうだ。油断するなよ。"""
DarkHell3#0,"""黒の民の動きが妙だな……<br>光源低下と関係があるかもしれん。<br>各員、注意しておけ。"""
SessionasaiAlly1#1,"""近くにアークスの反応が二つあるな。<br>パーティを組んでいるようだが……<br>どうも妙な感じがするな。"""
SessionnewafinAlly1#1,"""近くにアークスの反応が二つあるな。<br>パーティを組んでいるようだが……<br>どうも妙な感じがするな。"""
annihilation_rappyemp#1,"""敵性反応ではない反応を検知した。<br>周辺で巨大な影の目撃報告もきている。<br>注意を怠るなよ。"""
DestroyEnemy1#2,"""¡Estamos detectando muchas<br>lecturas en movimiento! por favor ¡Ten cuidado!"""
DestroyEnemy2#2,"""Um, ¿Hay un montón de lecturas?<br>Ten cuidado, ¡Mucho cuidado!"""
DestroyEnemy3#2,"""¡E-Estas lecturas!, ¡Algo se acerca!<br>... Probablemente..."""
EscapeEnemy1#2,"""/face2 調査対象の反応びんびんです！<br>これは来ちゃう！\u3000来ちゃうかも！"""
EscapeEnemy2#2,"""/face2 おおっ、これはいいですよー！<br>調査対象の反応があります！"""
EscapeEnemy3#2,"""/face2 いーい反応出てますよー！<br>調査対象さん、そのまま来て－！"""
DestroyBoss1#2,"""Wow, ¡Que increible fuente de<br>calor! P-Por favor, ten cuidado!"""
DestroyBoss2#2,"""¿Que... Que son estas lecturas?<br>¡Son extremadamente... Calientes!..."""
DestroyBoss3#2,"""Esta fuente de calor es muy rara!<br>por favor Ten mucho cuidado"""
DefenceAllyAPC1#2,"""Hmm... ¿Qué es esto? está señal...<br>Hay alguien cerca, posiblemente?"""
DefenceAllyAPC2#2,"""¿Qué es eso, otro ARKS? Tal vez este cerca."""
DefenceAllyAPC3#2,"""¿Hay otros ARKS cercanos? está señal parece ser real!"""
Smallman1#2,"""んー……なんでしょうこれ<br>すっごい小さな反応が……"""
Smallman2#2,"""Oh... ¿Qué es esto?<br>Qué extraño, pensé haber visto algunas pequeñas lecturas..."""
Smallman3#2,"""Mmm... Algunas pequeñas lecturas aparecieron y desaparecieron justo ahora..."""
DarkerIncident1#2,"""あわわわ……この反応、ダーカー？"""
DarkerIncident2#2,"""来るかも来るかも！<br>黒くておっきいの！"""
DarkerIncident3#2,"""ダーカーのような……<br>そうでもないような……"""
Door_Cave1#2,"""んー、敵さんの動きが妙ですねえ……"""
Door_Cave2#2,"""Ha habido algún movimiento sospechoso...<br>Por favor sea mas cuidadoso."""
Door_Cave3#2,"""Tengo un mal sentimiento acerca de esto.<br>Por favor, ¡Tenga cuidado!"""
Door_Urban1#2,"""うーわー、システムがひどいことに……<br>ご、誤作動にお気をつけをっ！"""
Door_Urban2#2,"""げげっ、制御できないかも……？<br>いろいろ周りにご注意ください！"""
Door_Urban3#2,"""あれ？\u3000あれあれ？\u3000あれれれれ？<br>な、なんか誤作動しちゃうかも、です！"""
DragonFellows1#2,"""Wow, eso realmente da miedo!<br>Por favor, tenga cuidado!"""
DragonFellows2#2,"""¿¡Que!? El suelo sobre el que estas<br>parece estar moviendose!"""
DragonFellows3#2,"""¿Eh? Creo que el suelo aquí<br>es muy inestable, ¿Verdad?..."""
DragonFellowsB1#2,"""¿Huh? ¡Estoy recibiendo lecturas masivas aquí!"""
DragonFellowsB2#2,"""/face2 ま、また勝手に動く足場ですー！<br>まるでアトラクション！"""
DragonFellowsB3#2,"""¿Qué? Habia una extraña señal en el mapa. Algo puede haber cambiado."""
DeliveryA1#2,"""/face2 Hehe, ¿¡Qué tenemos ahi!?<br>¡Parece un inusual fosil de insecto!"""
DeliveryA2#2,"""/face2 ¿Sabías?, ¿Sabías?<br>Parece que hay fosiles de insectos raros por tu alrededor."""
DeliveryA3#2,"""/face2 ¡Aquí hay buenas noticias!<br>¡Parece que hay fosiles de insectos en la zona!"""
DeliveryB1#2,"""/face4 あっちにもこっちにも固形データ……<br>もー、何が何だかわからないー！"""
DeliveryB2#2,"""Que extraño, ¿Hay<br>rocas con forma de<br>huevos por alli?"""
DeliveryB3#2,"""Detectando lecturas de un<br>Material poco usual... Es similar<br>A los Darkers, pero se siente diferente."""
DeliveryC1#2,"""/face2 Wow, estas Lecturas son totalmente<br>Asombrosas! Hay un montón de<br>recursos valiosos aquí!"""
DeliveryC2#2,"""/face2 Increible! detecto recursos valioso en todas partes!"""
DeliveryC3#2,"""/face2 噂以上の反応ですよー！<br>貴重な資源が眠ってる感じがします！"""
Mining1#2,"""¡Lecturas de photones en el ambiente!<br>Provienen del suelo?"""
Mining2#2,"""¡Lecturas cercanas de photones!<br>Hm... Del suelo, ¿Quizas?"""
Mining3#2,"""/face2 Una lectura muy muy fuerte de photones!<br>¡Parece que vienen del suelo!"""
Door_Ruin1#2,"""¡Este equipo sigue funcionando!<br>Por favor, ¡Ten cuidado!"""
Door_Ruin2#2,"""Parece que el Armamento aun está en<br>funciónamiento Po-por favor ten mucho cuidado!"""
Door_Ruin3#2,"""Estas lecturas... Armamento en funciónamiento?<br>A!-Algo está a punto de suceder! """
Capture1#2,"""捕縛対象の反応をキャッチ！<br>もしかしたら出てくるかもですー！"""
Capture2#2,"""捕獲対象の反応をかくにーん！<br>これはもしかしたら！"""
Capture3#2,"""Por favor, este atento!<br>tenemos lecturas de objetivos<br>que queremos capturar!"""
DestroyAPC1#2,"""Una fuente de calor no identificada?<br>Po!-Por favor!, ¡Ten mucho cuidado!"""
DestroyAPC2#2,"""¡Lecturas no identificadas confirmadas!, ¡Algo puede, o no puede venir!"""
DestroyAPC3#2,"""¡Hay una fuente de calor no identificada! ¿Qué es esto, exactamente?"""
SmallmanMsg1#2,"""そういえば、あのウワサ知ってます？<br>最近、リリーパ族がときどき現れては<br>話しかけてくるそうですよー。"""
SmallmanMsg2#2,"""/face6 リリーパ族とのコミュニケーションって<br>どういう感じなんでしょうね。<br>できてる人もいるそうですけど。"""
SmallmanMsg3#2,"""/face2 リリーパ族って<br>とってもかわいいですよね！<br>もっと仲良くなれたらいいのになー！"""
FortAttack1#2,"""Las salidas se cierran. Estoy recibiendo una gran cantidad de lecturas, así que ten cuidado!"""
FortAttack2#2,"""む！ゲートの反応ですよー！<br>でもすぐそばに、ダーカー侵食の<br>反応もありますねー……。"""
