IncidentJsApcBegin#0,"""APC共闘開始"""
IncidentJsApcBegin#4,"""/mn2 /ci1 2 저, 죄송해요.<br>여긴 적이 너무 많아요.<br>도와주시겠어요?"""
IncidentJsApcSuccess#4,"""/mn6 /ci2 2 다행이다, 초콜릿도 무사해요!<br>괜찮다면 이걸 받아 주세요!<br>늘 신세를 지고 있으니까요!"""
IncidentJsApcFailure#4,"""/ci4 3 드리려고 했던 초콜릿이...!<br>죄송해요...<br>먼저 후퇴할게요."""
IncidentJsApcSuccessEvo#4,"""/mn6 /ci2 2 다행이다, 초콜릿도 무사해요!<br>괜찮다면 이걸 받아 주세요!<br>늘 신세를 지고 있으니까요!"""
IncidentJsApcBegin#5,"""/ci4 5 아, 자네로군.<br>괜찮다면 좀 도와주겠나?<br>수가 많아 번거롭군."""
IncidentJsApcSuccess#5,"""/ci2 1 좋아, 이걸로 끝이군.<br>좋은 데이터도 얻었어. 고맙네."""
IncidentJsApcFailure#5,"""미안하지만 난 후퇴하겠네.<br>여기서 무리해 봐야<br>아무 득도 없을 테니까."""
IncidentJsApcBeginEvo#4,"""/ci4 5 흠... 이 반응은 증원인가.<br>뭐, 조심해서 가 보세."""
IncidentJsApcSuccessEvo#5,"""/ci2 1 좋아, 이걸로 끝이군.<br>좋은 데이터도 얻었어. 고맙네."""
IncidentJsApcBegin#6,"""/ci2 1 아, 아아!<br>정말 잘 와 주셨어요!<br>도와주세요, 살려 주세요!"""
IncidentJsApcSuccess#6,"""/ci2 1 후... 어, 어떻게든 무사히<br>끝난 것 같아 다행이에요.<br>감사합니다. 살았어요."""
IncidentJsApcFailure#6,"""으으... 선생님을 찾았을 뿐인데<br>왜 이런 일이...<br>먼저 후퇴할게요..."""
IncidentJsApcBeginEvo#5,"""/ci4 1 이, 이 반응은... 증원!?<br>으으, 빨리 도망치고 싶어요...<br>그냥 도망가요..."""
IncidentJsApcSuccessEvo#6,"""/ci2 1 후... 어, 어떻게든 무사히<br>끝난 것 같아 다행이에요.<br>감사합니다. 살았어요."""
IncidentJsApcBegin#7,"""/ci2 1 정말 못 봐주겠네.<br>이미 발을 들였으니<br>조금은 도와줄게."""
IncidentJsApcSuccess#7,"""/ci2 3 뭐, 이 정도려나.<br>나름 재미있게 즐겼어.<br>그럼 이만."""
IncidentJsApcFailure#7,"""음... 몸이 말을 안 듣네.<br>한번 돌아가서 몸 상태를<br>확인하는 게 낫겠어..."""
IncidentJsApcBeginEvo#6,"""/ci1 2 이런, 이만큼 당하고도<br>정신을 못 차렸나 보네."""
IncidentJsApcSuccessEvo#7,"""/ci2 3 뭐, 이 정도려나.<br>나름 재미있게 즐겼어.<br>그럼 이만."""
IncidentJsApcBegin#8,"""/toge /ci3 1 ...정말 못 봐주겠네!<br>도와줄 테니 얼른<br>이 녀석들을 처리하자!"""
IncidentJsApcSuccess#8,"""/ci2 2 한 건 끝났네.<br>...난 이제 갈 테니까<br>너무 무리하지 마."""
IncidentJsApcFailure#8,"""으음... 나도 아직 미숙한가 봐.<br>미안해, 먼저 물러날게."""
IncidentJsApcBeginEvo#7,"""APC共闘発展開始"""
IncidentJsApcSuccessEvo#8,"""/ci2 2 한 건 끝났네.<br>...난 이제 갈 테니까<br>너무 무리하지 마."""
IncidentJsApcBegin#9,"""/ci2 2 오, 마침 잘 왔네.<br>조금 도와줄래?"""
IncidentJsApcSuccess#9,"""/ci2 2 좋아, 끝났다.<br>고마워. 덕분에 살았어."""
IncidentJsApcFailure#9,"""이런...<br>더는 버티기 힘들겠네.<br>먼저 후퇴할게."""
IncidentJsApcBeginEvo#8,"""/ci4 5 이런, 이런?<br>아직 더 오려나 보네."""
IncidentJsApcSuccessEvo#9,"""/ci2 2 좋아, 끝났다.<br>고마워. 덕분에 살았어."""
IncidentJsApcBegin#10,"""/mn2 /ci1 2 저, 죄송해요.<br>여긴 적이 너무 많아요.<br>도와주시겠어요?"""
IncidentJsApcSuccess#10,"""/mn6 /ci2 2 다행이다, 초콜릿도 무사해요!<br>괜찮다면 이걸 받아 주세요!<br>늘 신세를 지고 있으니까요!"""
IncidentJsApcFailure#10,"""/ci4 3 드리려고 했던 초콜릿이...!<br>죄송해요...<br>먼저 후퇴할게요."""
IncidentJsApcSuccessEvo#10,"""/mn6 /ci2 2 다행이다, 초콜릿도 무사해요!<br>괜찮다면 이걸 받아 주세요!<br>늘 신세를 지고 있으니까요!"""
IncidentJsApcBegin#11,"""/ci2 1 오, 마침 잘 와 주었군!<br>적의 수가 조금 많아서<br>도와주지 않겠나."""
IncidentJsApcSuccess#11,"""/ci2 1 좋아, 다 처리한 모양이군!<br>고맙다. 네 덕분에<br>어떻게든 해냈어."""
IncidentJsApcFailure#11,"""...큭, 이렇게 될 줄이야.<br>미안하다. 먼저 후퇴하겠다."""
IncidentJsApcBeginEvo#9,"""/ci3 1 이 공기...<br>증원이 올지도 모르겠군.<br>준비와 경계를 잊지 마라."""
IncidentJsApcSuccessEvo#11,"""/ci2 1 좋아, 다 처리한 모양이군!<br>고맙다. 네 덕분에<br>어떻게든 해냈어."""
IncidentJsApcBegin#12,"""/toge /ci1 1 오, 자네는 아크스로군!<br>그럼 조금 도와주지 않겠나.<br>수가 많아 늙은 몸엔 벅차군."""
IncidentJsApcSuccess#12,"""/toge /ci2 1 음, 이걸로 끝났을 게다.<br>수고했다. 덕분에 살았구나."""
IncidentJsApcFailure#12,"""크윽... 역시<br>세월은 이길 수 없는 건가...<br>먼저 후퇴하겠네."""
IncidentJsApcBeginEvo#10,"""/toge /ci3 1 이런, 증원의 기척이!<br>늙은 몸을 더 혹사할 셈이냐!"""
IncidentJsApcSuccessEvo#12,"""/toge /ci2 1 음, 이걸로 끝났을 게다.<br>수고했다. 덕분에 살았구나."""
IncidentJsApcBegin#13,"""/toge /mn9 /ci2 1 오오, 어이, 어이!<br>마침 잘 왔잖아!<br>조금만 도와줘, 응?"""
IncidentJsApcSuccess#13,"""/mn15 /ci2 4 좋아, 한 건 끝냈다!<br>헤헷, 어때, 어때?<br>나도 제법 하지, 그렇지?"""
IncidentJsApcFailure#13,"""크으... 이게 뭐야...<br>정말 못 해 먹겠네.<br>난 먼저 후퇴할게."""
IncidentJsApcBeginEvo#11,"""/mn2 /ci2 1 잠깐, 이게 뭐야!<br>증원 반응이 마구 느껴지잖아!"""
IncidentJsApcSuccessEvo#13,"""/mn15 /ci2 4 좋아, 한 건 끝냈다!<br>헤헷, 어때, 어때?<br>나도 제법 하지, 그렇지?"""
IncidentJsApcBegin#14,"""/ci5 2 어머나, 어머나아?<br>먹잇감이 이렇게 많은데<br>왜 리사를 안 불렀나요오?"""
IncidentJsApcSuccess#14,"""/ci4 3 벌써 끝난 건가요오?<br>으음... 더 싸우고 싶은데요오.<br>리사는 슬쩍 떠날게요오."""
IncidentJsApcFailure#14,"""...으음, 리사는 어쩐지<br>질려 버렸어요. 돌아갈게요오.<br>그럼 안녕히, 안녕히."""
IncidentJsApcBeginEvo#12,"""APC共闘発展開始"""
IncidentJsApcSuccessEvo#14,"""/ci4 3 벌써 끝난 건가요오?<br>으음... 더 싸우고 싶은데요오.<br>리사는 슬쩍 떠날게요오."""
IncidentJsApcBegin#15,"""/mn10 /ci4 5 아, 죄송한데... 괜찮다면<br>조금 도와주시겠어요?<br>...위험하다기보다 귀찮아서요."""
IncidentJsApcSuccess#15,"""/ci4 1 ...어, 끝났나요?<br>휴... 아, 그게, 살았어요.<br>전 되도록 싸우기 싫어서요..."""
IncidentJsApcFailure#15,"""...무리는 금물이니까요.<br>죄송하지만 전 귀환할게요."""
IncidentJsApcBeginEvo#13,"""/mn10 /ci4 5 하아... 아직 더 오나 보네요.<br>왜 이렇게 끊임없이<br>나타나는 건지..."""
IncidentJsApcSuccessEvo#15,"""/ci4 1 ...어, 끝났나요?<br>휴... 아, 그게, 살았어요.<br>전 되도록 싸우기 싫어서요..."""
IncidentJsApcBegin#16,"""/toge /ci1 3 아크스가 위기라면<br>내가 달려오지 않을 이유가 없다.<br>힘을 보태도록 하지."""
IncidentJsApcSuccess#16,"""/ci1 3 음, 좋은 운동이었다.<br>그럼 나는 가 보겠다.<br>수련을 게을리하지 마라."""
IncidentJsApcFailure#16,"""서류 작업만 해 몸이 굳었나.<br>여러모로 생각해 봐야겠군...<br>미안하지만 물러나겠다."""
IncidentJsApcBeginEvo#14,"""/ci5 3 아직도 오는 건가...<br>목숨이 아깝지 않은 모양이군."""
IncidentJsApcSuccessEvo#16,"""/ci1 3 음, 좋은 운동이었다.<br>그럼 나는 가 보겠다.<br>수련을 게을리하지 마라."""
IncidentJsApcBegin#17,"""/ci2 3 어이, 네놈!\u3000바로 네놈 말이다!<br>마침 볼일이 있던 참이다.<br>...음, 적이 있군!"""
IncidentJsApcSuccess#17,"""/ci2 5 후훗, 식은 죽 먹기군!<br>그래, 네놈에게 이걸 주마!<br>내가 만든 초콜릿이다!\u3000받아라!"""
IncidentJsApcFailure#17,"""/ci4 3 으음... 초콜릿을 망쳤군.<br>이래서는 줄 수도 없으니<br>일단 돌아가겠다!"""
IncidentJsApcSuccessEvo#17,"""/ci2 5 후훗, 식은 죽 먹기군!<br>그래, 네놈에게 이걸 주마!<br>내가 만든 초콜릿이다!\u3000받아라!"""
IncidentJsApcBegin#18,"""/ci1 2 드리고 싶은 물건이 있었는데<br>적이 나타나 버렸군요.<br>우선 협력해서 처리하죠."""
IncidentJsApcSuccess#18,"""/ci2 3 덕분에 살았습니다.<br>늘 신세 진 답례도 겸해서<br>이걸 받아 주시겠습니까?"""
IncidentJsApcFailure#18,"""/ci4 3 죄송합니다...<br>저는 일단 후퇴하겠습니다."""
IncidentJsApcSuccessEvo#18,"""/ci2 3 덕분에 살았습니다.<br>늘 신세 진 답례도 겸해서<br>이걸 받아 주시겠습니까?"""
IncidentJsApcBegin#19,"""/toge /ci2 1 후하하하!\u3000육망균형 휴이 등장!<br>제법 고전하고 있는 모양이군!<br>걱정 마라!\u3000여긴 내게 맡겨라!"""
IncidentJsApcSuccess#19,"""/toge /ci2 1 내게 걸리면 이 정도는 간단하지!<br>또 곤란한 일이 생기면 불러라!<br>난 언제나 네 곁에 있다!"""
IncidentJsApcFailure#19,"""/toge /ci2 1 내가 지다니... 내가 패배하다니!?<br>미안하다. 먼저 물러나겠다!"""
IncidentJsApcBeginEvo#15,"""/toge /ci2 흐음... 더한 악의의 기척이군!<br>한 그릇 더라는 거로군!<br>좋다, 내가 상대해 주마!"""
IncidentJsApcSuccessEvo#19,"""/toge /ci2 1 내게 걸리면 이 정도는 간단하지!<br>또 곤란한 일이 생기면 불러라!<br>난 언제나 네 곁에 있다!"""
IncidentJsApcBegin#20,"""/toge /ci3 2 포위된 모양이군.<br>도와주겠다!"""
IncidentJsApcSuccess#20,"""/ci2 2 좋아, 잘 해냈다!<br>그럼 나는 가 보겠다!"""
IncidentJsApcFailure#20,"""이 정도 교전으로...<br>나도 쇠약해졌군..."""
IncidentJsApcBeginEvo#16,"""음, 증원인가!<br>방심하지 마라!"""
IncidentJsApcSuccessEvo#20,"""/ci2 2 좋아, 잘 해냈다!<br>그럼 나는 가 보겠다!"""
IncidentJsApcBegin#21,"""/ci3 2 포위된 모양이네.<br>협력할게."""
IncidentJsApcSuccess#21,"""/ci2 2 끝난 모양이네.<br>그럼 난 가 볼게."""
IncidentJsApcFailure#21,"""내가 이 정도 일로...?<br>미안해, 후퇴할게."""
IncidentJsApcSuccessEvo#21,"""/ci2 2 끝난 모양이네.<br>그럼 난 가 볼게."""
IncidentJsApcBegin#22,"""/ci4 2 마침 잘 만났네.<br>조금 도와줘."""
IncidentJsApcSuccess#22,"""/ci2 2 ...일단 고맙다는 말은 해 둘게."""
IncidentJsApcFailure#22,"""...너무 욕심을 부렸나.<br>난 먼저 후퇴할게."""
IncidentJsApcBeginEvo#17,"""/ci5 2 ...이 기척은...<br>칫, 아직 더 오는 건가."""
IncidentJsApcSuccessEvo#22,"""/ci2 2 ...일단 고맙다는 말은 해 둘게."""
IncidentJsApcBegin#23,"""/mn2 /ci4 3 서, 선배님!<br>죄송하지만 도와주세요!<br>적이 잔뜩 몰려왔어요...!"""
IncidentJsApcSuccess#23,"""/mn15 /ci2 1 휴, 어떻게든 해냈어요...<br>선배님, 정말 감사합니다!"""
IncidentJsApcFailure#23,"""/mn7 으으... 죄송해요...<br>더는 무리예요..."""
IncidentJsApcBeginEvo#18,"""와앗, 와와앗...!<br>뭔가 또 나타날 것 같아요..."""
IncidentJsApcSuccessEvo#23,"""/mn15 /ci2 1 휴, 어떻게든 해냈어요...<br>선배님, 정말 감사합니다!"""
IncidentJsApcBegin#24,"""/ci2 1 서, 선생님!<br>혼자서는 버티기 힘듭니다!<br>죄송하지만 도와주십시오!"""
IncidentJsApcSuccess#24,"""/ci2 1 해냈습니다!<br>어떻게든 격퇴 완료입니다!<br>선생님 덕분입니다!"""
IncidentJsApcFailure#24,"""...선생님, 죄송합니다.<br>저는 먼저 물러나겠습니다."""
IncidentJsApcBeginEvo#19,"""으음, 오오옷!<br>새로운 기척입니다!<br>선생님, 아직 안 끝났나 봅니다!"""
IncidentJsApcSuccessEvo#24,"""/ci2 1 해냈습니다!<br>어떻게든 격퇴 완료입니다!<br>선생님 덕분입니다!"""
IncidentJsApcBegin#25,"""/ci1 3 ...임무 밖의 일이지만<br>그냥 두고 볼 수는 없습니다."""
IncidentJsApcSuccess#25,"""/ci1 5 ...서로 무사해서 다행입니다.<br>그럼 이만."""
IncidentJsApcFailure#25,"""죄송합니다...<br>저는 후퇴하겠습니다."""
IncidentJsApcSuccessEvo#25,"""/ci1 5 ...서로 무사해서 다행입니다.<br>그럼 이만."""
IncidentJsApcBegin#26,"""/ci1 3 ...적이 아주 많군요.<br>섬멸을 도와드리겠습니다."""
IncidentJsApcSuccess#26,"""/ci1 5 그럼 저는 다음<br>전장으로 가 보겠습니다..."""
IncidentJsApcFailure#26,"""...이런, 제가...?<br>이 얼마나 추한 모습인지..."""
IncidentJsApcSuccessEvo#26,"""/ci1 5 그럼 저는 다음<br>전장으로 가 보겠습니다..."""
IncidentJsApcBegin#27,"""/toge /ci1 1 함께 힘내면<br>분명 이길 수 있다냥!"""
IncidentJsApcSuccess#27,"""/toge /mn37 /ci2 4 해냈다냐!<br>고맙다냐~!!"""
IncidentJsApcFailure#27,"""/mn2 /ci4 1 으아앙!<br>실패했다냐~!!"""
IncidentJsApcSuccessEvo#27,"""/toge /mn37 /ci2 4 해냈다냐!<br>고맙다냐~!!"""
IncidentJsApcBegin#28,"""/toge /ci1 1 아군이 왔다!<br>이걸로 이긴다먀!"""
IncidentJsApcSuccess#28,"""/toge /mn17 /ci2 4 해냈다먀~!<br>내가 다 울었다먀!"""
IncidentJsApcFailure#28,"""/mn30 /ci4 1 이것이…<br>세계의 선택인가먀…"""
IncidentJsApcSuccessEvo#28,"""/toge /mn17 /ci2 4 해냈다먀~!<br>내가 다 울었다먀!"""
IncidentJsApcBegin#29,"""/ci2 1 아, 마침 잘 왔어!<br>수가 너무 많아서 힘든데<br>좀 도와주지 않을래?"""
IncidentJsApcSuccess#29,"""/ci2 3 휴, 어떻게든 끝났네...<br>정말 고마워, 덕분에 살았어.<br>그럼 또 보자!"""
IncidentJsApcFailure#29,"""으으... 더는 무리야...<br>미안하지만 난 먼저<br>후퇴할게..."""
IncidentJsApcBeginEvo#20,"""/ci3 1 우왓... 위험해 보이는<br>반응이 아주 가까이에 있어...<br>조심하자!"""
IncidentJsApcSuccessEvo#29,"""/ci2 3 휴, 어떻게든 끝났네...<br>정말 고마워, 덕분에 살았어.<br>그럼 또 보자!"""
IncidentJsApcBegin#30,"""/mn15 /toge /ci2 1 타이밍 좋네!<br>조금 도와주지 않을래?"""
IncidentJsApcSuccess#30,"""/toge /ci2 1 이야, 정말 고마워!<br>덕분에 어떻게든 해냈어!<br>감사, 감사, 정말 감사!"""
IncidentJsApcFailure#30,"""당했다...!<br>미안, 먼저 후퇴할게..."""
IncidentJsApcBeginEvo#21,"""/ci4 5 이런, 아직 더 오려나 보네?"""
IncidentJsApcSuccessEvo#30,"""/toge /ci2 1 이야, 정말 고마워!<br>덕분에 어떻게든 해냈어!<br>감사, 감사, 정말 감사!"""
IncidentJsApcBegin#31,"""/toge /ci3 1 ...정말 못 봐주겠네!<br>도와줄 테니 얼른<br>이 녀석들을 처리하자!"""
IncidentJsApcSuccess#31,"""/ci2 2 한 건 끝났네.<br>...난 이제 갈 테니까<br>너무 무리하지 마."""
IncidentJsApcFailure#31,"""으음... 나도 아직 미숙한가 봐.<br>미안해, 먼저 물러날게."""
IncidentJsApcBeginEvo#22,"""/ci3 1 ...아직 더 오는 모양이네.<br>자, 얼른 처리하자!"""
IncidentJsApcSuccessEvo#31,"""/ci2 2 한 건 끝났네.<br>...난 이제 갈 테니까<br>너무 무리하지 마."""
IncidentJsApcBegin#32,"""/ci2 2 아, 선배!<br>주고 싶은 게 있는데...<br>미안, 그 전에 조금 도와줘!"""
IncidentJsApcSuccess#32,"""/mn6 /ci2 2 고마워, 선배.<br>...그리고 이거 받아 주지 않을래?<br>늘 신세 지고 있으니까."""
IncidentJsApcFailure#32,"""/ci4 3 미안, 선배.<br>다시 준비해서 올게..."""
IncidentJsApcSuccessEvo#32,"""/mn6 /ci2 2 고마워, 선배.<br>...그리고 이거 받아 주지 않을래?<br>늘 신세 지고 있으니까."""
IncidentJsApcBegin#33,"""/ci1 3 ...적이 아주 많군요.<br>섬멸을 도와드리겠습니다."""
IncidentJsApcSuccess#33,"""/ci1 5 그럼 저는 다음<br>전장으로 가 보겠습니다..."""
IncidentJsApcFailure#33,"""...이런, 제가...?<br>이 얼마나 추한 모습인지..."""
IncidentJsApcSuccessEvo#33,"""/ci1 5 그럼 저는 다음<br>전장으로 가 보겠습니다..."""
IncidentJsApcBegin#34,"""/ci3 2 저기, 괜찮다면<br>도와주면<br>기쁠 것 같은데."""
IncidentJsApcSuccess#34,"""/ci2 2 고마워.<br>로비에서 또 만나자."""
IncidentJsApcFailure#34,"""미안해, 한계인 것 같아.<br>먼저 후퇴할게."""
IncidentJsApcBeginEvo#23,"""어머, 증원인가?"""
IncidentJsApcSuccessEvo#34,"""/ci2 2 고마워.<br>로비에서 또 만나자."""
IncidentJsApcBegin#35,"""/ci3 2 미안하지만 도와주겠나?<br>생각보다 시간이 걸리는군."""
IncidentJsApcSuccess#35,"""/ci2 2 도와줘서 고맙다.<br>이 은혜는 나중에 갚지."""
IncidentJsApcFailure#35,"""큭... 이런 추태를 보이다니...<br>후퇴하겠다. 뒤를 부탁한다."""
IncidentJsApcBeginEvo#24,"""아직 더 오는 모양이군."""
IncidentJsApcSuccessEvo#35,"""/ci2 2 도와줘서 고맙다.<br>이 은혜는 나중에 갚지."""
IncidentJsApcBegin#36,"""/ci3 2 마침 잘 왔어!<br>애먹고 있으니 협력해 줘!"""
IncidentJsApcSuccess#36,"""/ci2 2 덕분에 살았어.<br>그게... 고마워."""
IncidentJsApcFailure#36,"""...여기까지인 거야?<br>미안해, 후퇴할게."""
IncidentJsApcBeginEvo#25,"""아직 더 오는 모양이네.<br>조금은 쉬게 해 줬으면 좋겠어."""
IncidentJsApcSuccessEvo#36,"""/ci2 2 덕분에 살았어.<br>그게... 고마워."""
IncidentJsApcBegin#37,"""/ci3 2 죄송합니다.<br>조금 애를 먹고 있어서<br>협력해 주시겠습니까?"""
IncidentJsApcSuccess#37,"""/ci2 2 감사합니다.<br>덕분에 살았습니다."""
IncidentJsApcFailure#37,"""여기까지인가 보네요...<br>죄송합니다. 후퇴하겠습니다."""
IncidentJsApcBeginEvo#26,"""...아직 더 오는 모양이군요."""
IncidentJsApcSuccessEvo#37,"""/ci2 2 감사합니다.<br>덕분에 살았습니다."""
IncidentJsApcBegin#38,"""/ci2 3 아, 당신이셨군요!<br>적이 너무 많아서 곤란했어요...<br>도와주시겠어요?"""
IncidentJsApcSuccess#38,"""/mn6 /ci2 2 덕분에 살았어요!<br>답례라고 하긴 그렇지만<br>받아 주시면 기쁘겠어요!"""
IncidentJsApcFailure#38,"""/ci4 3 아아... 제 초콜릿이...<br>죄송하지만 일단 후퇴할게요."""
IncidentJsApcSuccessEvo#38,"""/mn6 /ci2 2 덕분에 살았어요!<br>답례라고 하긴 그렇지만<br>받아 주시면 기쁘겠어요!"""
IncidentJsApcBegin#39,"""/ci2 3 어이, 네놈!\u3000바로 네놈 말이다!<br>마침 볼일이 있던 참이다.<br>...음, 적이 있군!"""
IncidentJsApcSuccess#39,"""/ci2 5 후훗, 식은 죽 먹기군!<br>그래, 네놈에게 이걸 주마!<br>내가 만든 초콜릿이다!\u3000받아라!"""
IncidentJsApcFailure#39,"""/ci4 3 으음... 초콜릿을 망쳤군.<br>이래서는 줄 수도 없으니<br>일단 돌아가겠다!"""
IncidentJsApcSuccessEvo#39,"""/ci2 5 후훗, 식은 죽 먹기군!<br>그래, 네놈에게 이걸 주마!<br>내가 만든 초콜릿이다!\u3000받아라!"""
