Param_Value#0,"""$(0)"""
Label_DamageBlur_Under#0,"""데미지 보정하한"""
Label_DamageBlur_Limit#0,"""데미지 보정상한"""
Label_AttackSpeed#0,"""공격 속도"""
Label_AttackRange#0,"""공격 범위"""
Label_SetEffect#0,"""세트 효과"""
Label_SetEffect_1#0,"""세트 효과1"""
Label_SetEffect_2#0,"""세트 효과2"""
Label_SetEffect_3#0,"""세트 효과3"""
Label_TraceItem#0,"""무기 폼 원본"""
Label_MultiWeapon#0,"""멀티 웨폰"""
Label_Lowest_ListingAmount#0,"""최저 출품가"""
Label_Add_HpPp#0,"""추가 HP/PP"""
Label_RaceSex#0,"""종족(성별)"""
Label_CostumeColor#0,"""컬러"""
Label_CostumeGauge#0,"""애착도"""
Label_SG_Received#0,"""스타잼 입수 완료"""
Label_EffectTime#0,"""효과시간"""
Label_ExpirationDate#0,"""유효기간"""
Label_UndecidedExpirationDate#0,"""취득 후 결정됩니다"""
Label_ConsumptionPP#0,"""소비 PP"""
Label_Power#0,"""위력"""
Label_CostumeFixityColor#0,"""고정 컬러"""
Label_WeaponRise#0,"""무기상승"""
Labal_Resist_Condition#0,"""상태이상 내성"""
item_RebootAttackUp_1#0,"""위력 +18%"""
item_RebootAttackUp_2#0,"""위력 +20%"""
item_RebootAttackUp_3#0,"""위력 +23%"""
item_RebootAttackUp_4#0,"""위력 +26%"""
item_RebootAttackUp_5#0,"""위력 +29%"""
item_RebootDamageReduction_4#0,"""위력 +26%<br>데미지 내성 +10%"""
item_AtpDam_1#0,"""위력 +18%<br>데미지 내성 +10%"""
item_AtpDam_2#0,"""위력 +20%<br>데미지 내성 +10%"""
item_AtpDam_3#0,"""위력 +23%<br>데미지 내성 +10%"""
item_AtpDam_4#0,"""위력 +26%<br>데미지 내성 +10%"""
item_AtpDam_5#0,"""위력 +29%<br>데미지 내성 +10%"""
item_AtpPpRed_1#0,"""위력 +18%<br>PP 소비량 감소 +10%"""
item_AtpPpRed_2#0,"""위력 +20%<br>PP 소비량 감소 +10%"""
item_AtpPpRed_3#0,"""위력 +23%<br>PP 소비량 감소 +10%"""
item_AtpPpRed_4#0,"""위력 +26%<br>PP 소비량 감소 +10%"""
item_AtpPpRed_5#0,"""위력 +29%<br>PP 소비량 감소 +10%"""
item_SuperArmor_1#0,"""위력 +19%/<br>HP최대 시<br>넉백 무효"""
item_SuperArmor_2#0,"""위력 +21%/<br>HP최대 시<br>넉백 무효"""
item_SuperArmor_3#0,"""위력 +24%/<br>HP최대 시<br>넉백 무효"""
item_SuperArmor_4#0,"""위력 +27%/<br>HP최대 시<br>넉백 무효"""
item_SuperArmor_5#0,"""위력 +30%/<br>HP최대 시<br>넉백 무효"""
item_CountPower_1#0,"""위력 +15%/<br>통상공격을 3번 실행 시<br>60초 동안 위력 +3.0%<br>크리티컬 발생률 +15%<br>쿨타임 30초"""
item_CountPower_2#0,"""위력 +17%/<br>통상공격을 3번 실행 시<br>60초 동안 위력 +3.0%<br>크리티컬 발생률 +15%<br>쿨타임 30초"""
item_CountPower_3#0,"""위력 +20%/<br>통상공격을 3번 실행 시<br>60초 동안 위력 +3.0%<br>크리티컬 발생률 +15%<br>쿨타임 30초"""
item_CountPower_4#0,"""위력 +23%/<br>통상공격을 3번 실행 시<br>60초 동안 위력 +3.0%<br>크리티컬 발생률 +15%<br>쿨타임 30초"""
item_CountPower_5#0,"""위력 +26%/<br>통상공격을 3번 실행 시<br>60초 동안 위력 +3.0%<br>크리티컬 발생률 +15%<br>쿨타임 30초"""
item_PpBoost_1#0,"""위력 +17%/<br>PP30% 이하 시 60초 동안<br>PP 자연 회복 속도 +30％<br>쿨타임 30초"""
item_PpBoost_2#0,"""위력 +19%/<br>PP30% 이하 시 60초 동안<br>PP 자연 회복 속도 +30％<br>쿨타임 30초"""
item_PpBoost_3#0,"""위력 +22%/<br>PP30% 이하 시 60초 동안<br>PP 자연 회복 속도 +30％<br>쿨타임 30초"""
item_PpBoost_4#0,"""위력 +25%/<br>PP30% 이하 시 60초 동안<br>PP 자연 회복 속도 +30％<br>쿨타임 30초"""
item_PpBoost_5#0,"""위력 +28%/<br>PP30% 이하 시 60초 동안<br>PP 자연 회복 속도 +30％<br>쿨타임 30초"""
item_PpEfficiency_1#0,"""위력 +18%/<br>공격 시 PP 회복량 +10%<br>PP 자연 회복 속도 +10%"""
item_PpEfficiency_2#0,"""위력 +20%/<br>공격 시 PP 회복량 +10%<br>PP 자연 회복 속도 +10%"""
item_PpEfficiency_3#0,"""위력 +23%/<br>공격 시 PP 회복량 +10%<br>PP 자연 회복 속도 +10%"""
item_PpEfficiency_4#0,"""위력 +24%/<br>공격 시 PP 회복량 +15%<br>PP 자연 회복 속도 +15%"""
item_PpEfficiency_5#0,"""위력 +25%/<br>공격 시 PP 회복량 +15%<br>PP 자연 회복 속도 +15%"""
item_DamageBarrier_1#0,"""위력 +18%/<br>HP 최대 시<br>데미지 내성 +40%의<br>배리어 발생"""
item_DamageBarrier_2#0,"""위력 +20%/<br>HP 최대 시<br>데미지 내성 +40%의<br>배리어 발생"""
item_DamageBarrier_3#0,"""위력 +23%/<br>HP 최대 시<br>데미지 내성 +40%의<br>배리어 발생"""
item_DamageBarrier_4#0,"""위력 +24%/<br>HP 최대 시<br>데미지 내성 +50%의<br>배리어 발생"""
item_DamageBarrier_5#0,"""위력 +25%/<br>HP 최대 시<br>데미지 내성 +50%의<br>배리어 발생"""
item_EscapeCritical_1#0,"""위력 +16%/<br>스텝으로<br>회피 성공 시 30초 동안<br>크리티컬 발생률 +15%"""
item_EscapeCritical_2#0,"""위력 +18%/<br>스텝으로<br>회피 성공 시 30초 동안<br>크리티컬 발생률 +15%"""
item_EscapeCritical_3#0,"""위력 +21%/<br>스텝으로<br>회피 성공 시 30초 동안<br>크리티컬 발생률 +15%"""
item_EscapeCritical_4#0,"""위력 +21%/<br>스텝으로<br>회피 성공 시 30초 동안<br>크리티컬 발생률 +18%"""
item_EscapeCritical_5#0,"""위력 +21%/<br>스텝으로<br>회피 성공 시 30초 동안<br>크리티컬 발생률 +20%"""
item_PbGaugeUp_1#0,"""위력 +18%/<br>공격 시 포톤 블래스트<br>게이지 증가 +15%"""
item_PbGaugeUp_2#0,"""위력 +20%/<br>공격 시 포톤 블래스트<br>게이지 증가 +15%"""
item_PbGaugeUp_3#0,"""위력 +23%/<br>공격 시 포톤 블래스트<br>게이지 증가 +15%"""
item_PbGaugeUp_4#0,"""위력 +26%/<br>공격 시 포톤 블래스트<br>게이지 증가 +15%"""
item_PbGaugeUp_5#0,"""위력 +29%/<br>공격 시 포톤 블래스트<br>게이지 증가 +15%"""
item_DefCritical_1#0,"""위력 +17%/<br>방어력에 따라<br>크리티컬 발생률 상승<br>방어력이 1000 이상일 때<br>최대 +15%"""
item_DefCritical_2#0,"""위력 +19%/<br>방어력에 따라<br>크리티컬 발생률 상승<br>방어력이 1000 이상일 때<br>최대 +15%"""
item_DefCritical_3#0,"""위력 +22%/<br>방어력에 따라<br>크리티컬 발생률 상승<br>방어력이 1000 이상일 때<br>최대 +15%"""
item_DefCritical_4#0,"""위력 +22%/<br>방어력에 따라<br>크리티컬 발생률 상승<br>방어력이 1000 이상일 때<br>최대 +18%"""
item_DefCritical_5#0,"""위력 +22%/<br>방어력에 따라<br>크리티컬 발생률 상승<br>방어력이 1000 이상일 때<br>최대 +20%"""
item_AtkCritical_1#0,"""위력 +17%/<br>공격력에 따라<br>크리티컬 발생률 상승<br>공격력이 2000 이상일 때<br>최대 +15%"""
item_AtkCritical_2#0,"""위력 +19%/<br>공격력에 따라<br>크리티컬 발생률 상승<br>공격력이 2000 이상일 때<br>최대 +15%"""
item_AtkCritical_3#0,"""위력 +22%/<br>공격력에 따라<br>크리티컬 발생률 상승<br>공격력이 2000 이상일 때<br>최대 +15%"""
item_AtkCritical_4#0,"""위력 +22%/<br>공격력에 따라<br>크리티컬 발생률 상승<br>공격력이 2000 이상일 때<br>최대 +18%"""
item_AtkCritical_5#0,"""위력 +22%/<br>공격력에 따라<br>크리티컬 발생률 상승<br>공격력이 2000 이상일 때<br>최대 +20%"""
item_WholeBody_1#0,"""위력 +15%/<br>남은 HP가 많을수록 위력 상승<br>최대 +5.0%"""
item_WholeBody_2#0,"""위력 +17%/<br>남은 HP가 많을수록 위력 상승<br>최대 +5.0%"""
item_WholeBody_3#0,"""위력 +20%/<br>남은 HP가 많을수록 위력 상승<br>최대 +5.0%"""
item_WholeBody_4#0,"""위력 +21%/<br>남은 HP가 많을수록 위력 상승<br>최대 +5.0%"""
item_WholeBody_5#0,"""위력 +22%/<br>남은 HP가 많을수록 위력 상승<br>최대 +5.0%"""
item_StackHeal_1#0,"""위력 +17%/<br>스텝으로 회피 성공을 3번까지 축적해<br>데미지를 받을 시 그 횟수만큼<br>HP를 최대300 회복"""
item_StackHeal_2#0,"""위력 +19%/<br>스텝으로 회피 성공을 3번까지 축적해<br>데미지를 받을 시 그 횟수만큼<br>HP를 최대300 회복"""
item_StackHeal_3#0,"""위력 +22%/<br>스텝으로 회피 성공을 3번까지 축적해<br>데미지를 받을 시 그 횟수만큼<br>HP를 최대300 회복"""
item_StackHeal_4#0,"""위력 +25%/<br>스텝으로 회피 성공을 3번까지 축적해<br>데미지를 받을 시 그 횟수만큼<br>HP를 최대300 회복"""
item_StackHeal_5#0,"""위력 +28%/<br>스텝으로 회피 성공을 3번까지 축적해<br>데미지를 받을 시 그 횟수만큼<br>HP를 최대300 회복"""
item_LifeGuts_1#0,"""위력 +18%/<br>남은 HP 이상의 데미지를<br>받을 경우 HP가 1 남으며<br>무적시간 발생<br>쿨타임 600초<br>장비 후 10초 뒤 효과 발동"""
item_LifeGuts_2#0,"""위력 +20%/<br>남은 HP 이상의 데미지를<br>받을 경우 HP가 1 남으며<br>무적시간 발생<br>쿨타임 600초<br>장비 후 10초 뒤 효과 발동"""
item_LifeGuts_3#0,"""위력 +23%/<br>남은 HP 이상의 데미지를<br>받을 경우 HP가 1 남으며<br>무적시간 발생<br>쿨타임 600초<br>장비 후 10초 뒤 효과 발동"""
item_LifeGuts_4#0,"""위력 +26%/<br>남은 HP 이상의 데미지를<br>받을 경우 HP가 1 남으며<br>무적시간 발생<br>쿨타임 600초<br>장비 후 10초 뒤 효과 발동"""
item_LifeGuts_5#0,"""위력 +29%/<br>남은 HP 이상의 데미지를<br>받을 경우 HP가 1 남으며<br>무적시간 발생<br>쿨타임 600초<br>장비 후 10초 뒤 효과 발동"""
item_ReactionBonus_1#0,"""위력 +18%<br>모든 다운 축적치 +20%"""
item_ReactionBonus_2#0,"""위력 +20%<br>모든 다운 축적치 +20%"""
item_ReactionBonus_3#0,"""위력 +23%<br>모든 다운 축적치 +20%"""
item_ReactionBonus_4#0,"""위력 +26%<br>모든 다운 축적치 +20%"""
item_ReactionBonus_5#0,"""위력 +29%<br>모든 다운 축적치 +20%"""
item_ReactionDown_1#0,"""위력 +18%/<br>모든 다운 내성 +20%"""
item_ReactionDown_2#0,"""위력 +20%/<br>모든 다운 내성 +20%"""
item_ReactionDown_3#0,"""위력 +23%/<br>모든 다운 내성 +20%"""
item_ReactionDown_4#0,"""위력 +26%/<br>모든 다운 내성 +20%"""
item_ReactionDown_5#0,"""위력 +29%/<br>모든 다운 내성 +20%"""
item_ItemReturn_1#0,"""위력 +18%/<br>레스타 사인 사용 시<br>20% 확률로 소비되지 않음<br>장비 후 10초가 지나야 효과 발동"""
item_ItemReturn_2#0,"""위력 +20%/<br>레스타 사인 사용 시<br>20% 확률로 소비되지 않음<br>장비 후 10초가 지나야 효과 발동"""
item_ItemReturn_3#0,"""위력 +23%/<br>레스타 사인 사용 시<br>20% 확률로 소비되지 않음<br>장비 후 10초가 지나야 효과 발동"""
item_ItemReturn_4#0,"""위력 +24%/<br>레스타 사인 사용 시<br>20% 확률로 소비되지 않음<br>장비 후 10초가 지나야 효과 발동"""
item_ItemReturn_5#0,"""위력 +25%/<br>레스타 사인 사용 시<br>20% 확률로 소비되지 않음<br>장비 후 10초가 지나야 효과 발동"""
item_ReactionDown2_1#0,"""위력 +18%<br>모든 다운 내성 +10%"""
item_ReactionDown2_2#0,"""위력 +20%<br>모든 다운 내성 +10%"""
item_ReactionDown2_3#0,"""위력 +23%<br>모든 다운 내성 +10%"""
item_ReactionDown2_4#0,"""위력 +24%<br>모든 다운 내성 +20%"""
item_ReactionDown2_5#0,"""위력 +25%<br>모든 다운 내성 +20%"""
item_PbGaugeUp2_1#0,"""위력 +20%/<br>공격 시 포톤 블래스트<br>게이지 증가 +20%"""
item_PbGaugeUp2_2#0,"""위력 +22%/<br>공격 시 포톤 블래스트<br>게이지 증가 +20%"""
item_PbGaugeUp2_3#0,"""위력 +25%/<br>공격 시 포톤 블래스트<br>게이지 증가 +20%"""
item_PbGaugeUp2_4#0,"""위력 +26%/<br>공격 시 포톤 블래스트<br>게이지 증가 +20%"""
item_PbGaugeUp2_5#0,"""위력 +27%/<br>공격 시 포톤 블래스트<br>게이지 증가 +20%"""
item_ElementPpBonus_1#0,"""위력 +8%/<br>에너미를 공격하고<br>10초 후 다시 공격할 경우<br>무기 속성에 대응하는<br>속성 다운의 추가 공격 발생<br>쿨타임 20초"""
item_ElementPpBonus_2#0,"""위력 +10%/<br>에너미를 공격하고<br>10초 후 다시 공격할 경우<br>무기 속성에 대응하는<br>속성 다운의 추가 공격 발생<br>쿨타임 20초"""
item_ElementPpBonus_3#0,"""위력 +13%/<br>에너미를 공격하고<br>10초 후 다시 공격할 경우<br>무기 속성에 대응하는<br>속성 다운의 추가 공격 발생<br>쿨타임 20초"""
item_ElementPpBonus_4#0,"""위력 +14%/<br>에너미를 공격하고<br>10초 후 다시 공격할 경우<br>무기 속성에 대응하는<br>속성 다운의 추가 공격 발생<br>쿨타임 20초"""
item_ElementPpBonus_5#0,"""위력 +15%/<br>에너미를 공격하고<br>10초 후 다시 공격할 경우<br>무기 속성에 대응하는<br>속성 다운의 추가 공격 발생<br>쿨타임 20초"""
item_AllBonus_1#0,"""위력 +21%/<br>데미지 내성 －10%"""
item_AllBonus_2#0,"""위력 +23%/<br>데미지 내성 －10%"""
item_AllBonus_3#0,"""위력 +26%/<br>데미지 내성 －10%"""
item_AllBonus_4#0,"""위력 +27%/<br>데미지 내성 －8%"""
item_AllBonus_5#0,"""위력 +28%/<br>데미지 내성 －8%"""
item_RebootAttackUp_1#1,"""공의 기본형ⅠLv.1"""
item_RebootAttackUp_2#1,"""공의 기본형ⅠLv.2"""
item_RebootAttackUp_3#1,"""공의 기본형ⅠLv.3"""
item_RebootAttackUp_4#1,"""공의 기본형ⅠLv.4"""
item_RebootAttackUp_5#1,"""공의 기본형ⅠLv.5"""
item_RebootDamageReduction_4#1,"""α用被ダメ Lv.4"""
item_AtpDam_1#1,"""공의 기본형Ⅱ Lv.1"""
item_AtpDam_2#1,"""공의 기본형Ⅱ Lv.2"""
item_AtpDam_3#1,"""공의 기본형Ⅱ Lv.3"""
item_AtpDam_4#1,"""공의 기본형Ⅱ Lv.4"""
item_AtpDam_5#1,"""공의 기본형Ⅱ Lv.5"""
item_AtpPpRed_1#1,"""공의 기본형Ⅲ Lv.1"""
item_AtpPpRed_2#1,"""공의 기본형Ⅲ Lv.2"""
item_AtpPpRed_3#1,"""공의 기본형Ⅲ Lv.3"""
item_AtpPpRed_4#1,"""공의 기본형Ⅲ Lv.4"""
item_AtpPpRed_5#1,"""공의 기본형Ⅲ Lv.5"""
item_SuperArmor_1#1,"""견고의 형 Lv.1"""
item_SuperArmor_2#1,"""견고의 형 Lv.2"""
item_SuperArmor_3#1,"""견고의 형 Lv.3"""
item_SuperArmor_4#1,"""견고의 형 Lv.4"""
item_SuperArmor_5#1,"""견고의 형 Lv.5"""
item_CountPower_1#1,"""연격의 형 Lv.1"""
item_CountPower_2#1,"""연격의 형 Lv.2"""
item_CountPower_3#1,"""연격의 형 Lv.3"""
item_CountPower_4#1,"""연격의 형 Lv.4"""
item_CountPower_5#1,"""연격의 형 Lv.5"""
item_PpBoost_1#1,"""기정의 형 Lv.1"""
item_PpBoost_2#1,"""기정의 형 Lv.2"""
item_PpBoost_3#1,"""기정의 형 Lv.3"""
item_PpBoost_4#1,"""기정의 형 Lv.4"""
item_PpBoost_5#1,"""기정의 형 Lv.5"""
item_PpEfficiency_1#1,"""기공의 형 Lv.1"""
item_PpEfficiency_2#1,"""기공의 형 Lv.2"""
item_PpEfficiency_3#1,"""기공의 형 Lv.3"""
item_PpEfficiency_4#1,"""기공의 형 Lv.4"""
item_PpEfficiency_5#1,"""기공의 형 Lv.5"""
item_DamageBarrier_1#1,"""아성의 형 Lv.1"""
item_DamageBarrier_2#1,"""아성의 형 Lv.2"""
item_DamageBarrier_3#1,"""아성의 형 Lv.3"""
item_DamageBarrier_4#1,"""아성의 형 Lv.4"""
item_DamageBarrier_5#1,"""아성의 형 Lv.5"""
item_EscapeCritical_1#1,"""순격의 형 Lv.1"""
item_EscapeCritical_2#1,"""순격의 형 Lv.2"""
item_EscapeCritical_3#1,"""순격의 형 Lv.3"""
item_EscapeCritical_4#1,"""순격의 형 Lv.4"""
item_EscapeCritical_5#1,"""순격의 형 Lv.5"""
item_PbGaugeUp_1#1,"""이발의 형 Lv.1"""
item_PbGaugeUp_2#1,"""이발의 형 Lv.2"""
item_PbGaugeUp_3#1,"""이발의 형 Lv.3"""
item_PbGaugeUp_4#1,"""이발의 형 Lv.4"""
item_PbGaugeUp_5#1,"""이발의 형 Lv.5"""
item_DefCritical_1#1,"""수세의 진 Lv.1"""
item_DefCritical_2#1,"""수세의 진 Lv.2"""
item_DefCritical_3#1,"""수세의 진 Lv.3"""
item_DefCritical_4#1,"""수세의 진 Lv.4"""
item_DefCritical_5#1,"""수세의 진 Lv.5"""
item_AtkCritical_1#1,"""공세의 진 Lv.1"""
item_AtkCritical_2#1,"""공세의 진 Lv.2"""
item_AtkCritical_3#1,"""공세의 진 Lv.3"""
item_AtkCritical_4#1,"""공세의 진 Lv.4"""
item_AtkCritical_5#1,"""공세의 진 Lv.5"""
item_WholeBody_1#1,"""혼신의 형 Lv.1"""
item_WholeBody_2#1,"""혼신의 형 Lv.2"""
item_WholeBody_3#1,"""혼신의 형 Lv.3"""
item_WholeBody_4#1,"""혼신의 형 Lv.4"""
item_WholeBody_5#1,"""혼신의 형 Lv.5"""
item_StackHeal_1#1,"""이운의 형 Lv.1"""
item_StackHeal_2#1,"""이운의 형 Lv.2"""
item_StackHeal_3#1,"""이운의 형 Lv.3"""
item_StackHeal_4#1,"""이운의 형 Lv.4"""
item_StackHeal_5#1,"""이운의 형 Lv.5"""
item_LifeGuts_1#1,"""견인의 형 Lv.1"""
item_LifeGuts_2#1,"""견인의 형 Lv.2"""
item_LifeGuts_3#1,"""견인의 형 Lv.3"""
item_LifeGuts_4#1,"""견인의 형 Lv.4"""
item_LifeGuts_5#1,"""견인의 형 Lv.5"""
item_ReactionBonus_1#1,"""경복의 형 Lv.1"""
item_ReactionBonus_2#1,"""경복의 형 Lv.2"""
item_ReactionBonus_3#1,"""경복의 형 Lv.3"""
item_ReactionBonus_4#1,"""경복의 형 Lv.4"""
item_ReactionBonus_5#1,"""경복의 형 Lv.5"""
item_ReactionDown_1#1,"""부도의 형 Lv.1"""
item_ReactionDown_2#1,"""부도의 형 Lv.2"""
item_ReactionDown_3#1,"""부도의 형 Lv.3"""
item_ReactionDown_4#1,"""부도의 형 Lv.4"""
item_ReactionDown_5#1,"""부도의 형 Lv.5"""
item_ItemReturn_1#1,"""절제의 형 Lv.1"""
item_ItemReturn_2#1,"""절제의 형 Lv.2"""
item_ItemReturn_3#1,"""절제의 형 Lv.3"""
item_ItemReturn_4#1,"""절제의 형 Lv.4"""
item_ItemReturn_5#1,"""절제의 형 Lv.5"""
item_ReactionDown2_1#1,"""불굴의 형 Lv.1"""
item_ReactionDown2_2#1,"""불굴의 형 Lv.2"""
item_ReactionDown2_3#1,"""불굴의 형 Lv.3"""
item_ReactionDown2_4#1,"""불굴의 형 Lv.4"""
item_ReactionDown2_5#1,"""불굴의 형 Lv.5"""
item_PbGaugeUp2_1#1,"""이방의 형 Lv.1"""
item_PbGaugeUp2_2#1,"""이방의 형 Lv.2"""
item_PbGaugeUp2_3#1,"""이방의 형 Lv.3"""
item_PbGaugeUp2_4#1,"""이방의 형 Lv.4"""
item_PbGaugeUp2_5#1,"""이방의 형 Lv.5"""
item_ElementPpBonus_1#1,"""용맹의 형 Lv.1"""
item_ElementPpBonus_2#1,"""용맹의 형 Lv.2"""
item_ElementPpBonus_3#1,"""용맹의 형 Lv.3"""
item_ElementPpBonus_4#1,"""용맹의 형 Lv.4"""
item_ElementPpBonus_5#1,"""용맹의 형 Lv.5"""
item_AllBonus_1#1,"""맹멸의 형 Lv.1"""
item_AllBonus_2#1,"""맹멸의 형 Lv.2"""
item_AllBonus_3#1,"""맹멸의 형 Lv.3"""
item_AllBonus_4#1,"""맹멸의 형 Lv.4"""
item_AllBonus_5#1,"""맹멸의 형 Lv.5"""
Explanation1#0,"""강화하고싶은 무기 또는 유닛을 선택해 주세요. <c f0df60>강화 한계치에 도달했다면 선택할 수 없습니다.<c>"""
Explanation2#0,"""소재로 쓸 무기 또는 유닛을 선택해 주세요. 소재로 선택한 아이템은, <red>강화 후 소비<c>됩니다."""
Explanation3#0,"""아이템 강화의 최종확인입니다. 내용을 잘 확인하시고 문제가 없다면「네」를 선택해 주세요."""
ConfirmationElementTitle#0,"""강화 상세"""
ConfirmationTitle#0,"""아이템 강화"""
CompareTitle#0,"""강화 상세"""
CompareNum1#0,"""대성공확률"""
CompareNum2#0,"""강화치"""
CompareNum3#0,"""강화 상한치"""
CompareNum4#0,"""공격력"""
CompareNum5#0,"""방어력"""
CompareNum6#0,"""특수 능력 슬롯"""
BaseTitle#0,"""베이스 아이템 선택"""
MaterialTitle#0,"""소재 아이템 선택"""
ResultMessage1#0,"""$(2)의 강화가 성공했습니다.<br>강화치가 $(1)에서 $(0) 올랐습니다."""
ResultMessage2#0,"""$(2)의 강화가 대성공했습니다.<br>강화치가 $(1)에서 $(0)올랐습니다."""
ResultMessage3#0,"""$(3)의 강화가 성공했습니다.<br>강화치가 $(2)에서 $(1)올랐습니다.<br><br><br>강화치가 $(0) 이상 넘어선 것으로<br>특수 능력 슬롯이 $(5)에서 $(4)만큼 늘어났습니다."""
ResultMessage4#0,"""$(3)의 강화가 대성공했습니다.<br>강화치가 $(2)에서 $(1)올랐습니다.<br><br><br>강화치가 $(0) 이상 넘어선 것으로<br>특수 능력 슬롯이 $(5)에서 $(4)만큼 늘어났습니다."""
ConfirmationAttentionMessage#0,"""다음 중 하나에 해당되는 아이템입니다.<br>정말로 괜찮으십니까?<br><br><br>・레어리티가 ★4이상<br>・강화 상한치에 도달해 있음"""
ConfirmationMessage#0,"""강화를 개시합니다. 괜찮으십니까?<br><br>※보조 아이템을 사용하는 것으로<br><red>대성공<c>확률을 올리실 수가 있습니다.<br>※습득한 강화EXP가 상한을 넘을 경우<br>넘은 경험치는 버리게됩니다."""
Title#0,"""아이템 랩"""
LaboListTitle#0,"""랩 메뉴"""
Explanation1#1,"""무기나 유닛 강화, 잠재 능력 해방, 특수 능력 추가 등을 할 수 있습니다. """
Grind#0,"""무기 / 유닛 강화"""
Grind_Title#0,"""아이템 강화"""
ElementCompose#0,"""특수 능력 추가"""
ElementCompose_Title#0,"""특수 능력 추가"""
LimitBreak#0,"""한계 돌파"""
ReleasePotential#0,"""잠재 능력 해방"""
ElementSupplement#0,"""특수 능력 캡슐 추가"""
ChangeColor#0,"""포톤 컬러 변경"""
Exit#0,"""뒤로"""
LaboElementInherit#0,"""특수 능력 이식"""
LaboMulti#0,"""멀티 웨폰"""
LaboCapsuleTrade#0,"""특수 능력 캡슐 교환"""
ManagementTitle#0,"""기간 한정 부스트"""
ManagementGrind#0,"""대성공 확률 +$(0)%"""
ManagementElement#0,"""특수 능력 추가 성공 확률 +$(0)"""
ManagementMaterial#0,"""필요소재 반감"""
MaterialListTitle#0,"""아이템 정보"""
MaterialListNum1#0,"""아이템 이름"""
MaterialListNum2#0,"""필요수"""
MaterialListNum3#0,"""소지수"""
ErrorMessage#0,"""통신에 문제가 발생했습니다.<br>랩 선택 화면으로 돌아갑니다. """
ErrorMessage2#0,"""아이템 랩에서는 이 창고를 사용할 수 없습니다."""
Title#1,"""잠재 능력 아이템 선택"""
Explanation1#2,"""잠재 능력의 해방 / 전환하고 싶은 아이템을 선택해주세요. 잠재 능력의 내용은 아이템에 따라 다릅니다."""
Explanation2#1,"""잠재 능력의 해방 / 전환의 최종확인입니다. 내용을 잘 확인하시고 문제가 없다면 \""네\""를 선택해 주세요."""
MaterialTitle#1,"""아이템 일람"""
PotentialTitle#0,"""설정 가능한 잠재 능력"""
PotentialSet#0,"""현재 설정된 잠재 능력"""
PotentialSelect#0,"""변경 가능한 잠재 능력"""
PotentialNone#0,"""변경 가능한 잠재 능력이 없습니다."""
PotentialSetNone#0,"""현재 설정되어 있지 않습니다."""
PotentialConfirmation#0,"""잠재 능력 확인"""
PotentialSupport#0,"""잠재 능력 보조 아이템"""
CompareTitle#1,"""잠재 능력 실행 상세"""
PotentialResult#0,"""$(0)의 잠재 능력을 「$(1)」 으로 변경했습니다."""
CompareNum1#1,"""잠재 능력명"""
CompareNum2#1,"""새로운 잠재 능력의 상세"""
CompareNum3#1,"""Lv.$(0)"""
ConfirmationMessage#1,"""잠재 능력 해방을 개시합니다.<br>괜찮으십니까?"""
