st_056220_0010#0,"""Ugh... ¡Huh!<br>Encerio tienes una hermosa actitud<br>Tengo una herida... ¡La tengo!"""
st_056220_0360#0,"""ま、そういうことだから。<br>さっさと戻ってしまいなさい<br>マルガレータ。"""
st_056220_0370#0,"""急がないと<br>身体と魂が完全に離れて<br>戻れなくなるわよぉ？"""
st_056220_0380#0,"""……最後に<br>アタシに確認したいんだけど。"""
st_056220_0390#0,"""¿Qué es?"""
st_056220_0400#0,"""アタシには、何が必要だったの？"""
st_056220_0410#0,"""……さあねぇ。<br>自分で考えなさい、おチビさん。"""
st_056220_0420#0,"""……何よ。<br>別にあの子に<br>気を遣ったわけじゃないわよ。"""
st_056220_0430#0,"""アタシには目的がある。<br>アタシを利用した不届き者に<br>鉄槌を下す、っていうね。"""
st_056220_0440#0,"""あの子の身体を奪い取るのと<br>アンタに協力するの、どっちの方が<br>確実で効率良いか、それだけの話よ。"""
st_056220_0450#0,"""No eres sincera"""
st_056220_0460#0,"""Bueno, esta bien."""
st_056220_0470#0,"""……っ！\u3000うるっさいわねえ！<br>誰に向かってそんな口聞いてるのぉ？"""
st_056220_0480#0,"""なれ合いとかそういうのいらないから。<br>アタシは力を、アンタは身体を<br>互いの目的のために振るうのみ！"""
st_056220_0490#0,"""わかった？\u3000それだけの話よ。"""
st_056220_0500#0,"""……ああもう、話は終わり！<br>さっさと戻りなさい、アンタも！"""
st_056220_0510#0,"""<%me>さん！<br>ハリエットさん！<br>大丈夫ですか！？"""
st_056220_0520#0,"""……私は大丈夫です。"""
st_056220_0530#0,"""……こっちも大丈夫"""
st_056220_0540#0,"""それよりも……"""
st_056220_0550#0,"""見た目は元に戻ってるみたいですが<br>今まで取り付かれた人たちは、皆……"""
st_056220_0560#0,"""……兄様も、そうでした。<br>光に包まれて、消えていってしまった。"""
st_056220_0570#0,"""ああっ、マルガレータ様……！"""
st_056220_0580#0,"""そんな、このままお別れなんですか……！<br>もう一度くらいお話ししましょうよ！<br>偉ぶってみせてくださいよ！"""
st_056220_0590#0,"""<%me>さん？"""
st_056220_0600#0,"""Mantener la cara cerca"""
st_056220_0610#0,"""Levantar el puño"""
st_056220_0620#0,"""ま、ままま、まさかまさか！<br>口移しで生命力を移す！？"""
st_056220_0630#0,"""そ、そんなこと出来るんですか！？"""
st_056220_0640#0,"""な、なななななな何やってんのよ！<br>いや、何しようとしてるのよ！<br>人が動かないと思って、不敬よ不敬！"""
st_056220_0650#0,"""<%me>さん？<br>まさか、喝を入れて<br>たたき起こすつもりですか！？"""
st_056220_0660#0,"""か、かわいそうです！<br>でも、それしか手がないのなら……<br>やむを得ないんでしょうか？"""
st_056220_0670#0,"""ちょ、ちょちょちょちょーっと！<br>寝てる子殴るとか不敬を超えて<br>人道にすら背いてるわよ！？"""
st_056220_0680#0,"""あ。"""
st_056220_0690#0,"""あ、あははー……<br>お、おはようございまーす。<br>それじゃ、アタシは顔洗ってくるから。"""
st_056220_0700#0,"""なにようなによう！<br>ちょーっとふざけただけなのに<br>みんな狭量すぎるんじゃないかしらあ！"""
st_056220_0710#0,"""ふざけるのにも程度があるんです！<br>術まで使ってそれっぽく演出して<br>……私たちの涙を返してください！"""
st_056220_0720#0,"""元々死ぬつもりありませんでしたー！<br>私は神王！\u3000神の代わりなの！<br>神の許可なしに死ねるもんですか！"""
st_056220_0730#0,"""それに、アタシは涙とか必要ないって<br>ずっと言ってるでしょ？<br>笑ってくれてたら死んでたかもよ？"""
st_056220_0740#0,""" でも……それなら<br> ふざけてもらってよかったです。"""
st_056220_0750#0,"""そのお陰でマルガレータ様と<br>また会えたんですから。"""
st_056220_0760#0,"""お、おう……そっか。<br>……ううん、調子が狂うわねえ。"""
st_056220_0770#0,"""まあでも、しっかりやるのも重要か。<br>敬われ、信仰されてこその神だしね。"""
st_056220_0780#0,"""守護輝士<%me>様。<br>シエラ様。<br>クエント王、ハリエット様。"""
st_056220_0790#0,"""エピックの迎えし未曾有の危機。<br>神の庇護なき者でありながら<br>神の代行に如き尽力、深く感謝を。"""
st_056220_0800#0,"""……どうよ！<br>アタシだってこういうの出来るのよ！"""
st_056220_0810#0,"""……ああ、なんかその締めの言葉で<br>マルさんだなあ、って思えました。"""
st_056220_0820#0,"""どういう意味よ妖精！"""
st_056220_0830#0,"""普段のマルさんは<br>全然王様っぽくないって意味です！"""
st_056220_0840#0,"""よ・う・せ・いーッ！"""
st_056220_0850#0,"""¿Como sientes tu cuerpo?"""
st_056220_0860#0,"""¿Sientes algo extraño?"""
st_056220_0870#0,"""……はい。<br>私も、何が起きてもおかしくないと<br>思って飛び込みました。"""
st_056220_0880#0,"""でも、不思議です。<br>何もおかしなところはありません。<br>むしろ調子がよいぐらいです。"""
st_056220_0890#0,"""それよりも、マルガレータ様に<br>取り付いていた黒い影はどこへ……？"""
st_056220_0900#0,"""……少なくとも、ここからは感じない。<br>でも、あれだけの力があったんだし<br>どこかで集まって形を成すかも。"""
st_056220_0910#0,"""よくない気配はまだあるし<br>周囲の警戒強めておかないと。"""
st_056220_0920#0,"""あー、忙しい忙しい。<br>復帰早々働き者だわね、アタシは。"""
st_056220_0930#0,"""もちろん、ここまで来たら一蓮托生。<br>アナタたちにも働いてもらうからね。<br>守護輝士、クエント王。"""
skit01#0,"""Las Apprentices"""
skit02#0,"""Una 【Apprentice】 molestando en el decierto"""
name01#0,"""？？？"""
name02#0,"""？？？"""
