Param_Value#0,"""$(0)"""
Label_DamageBlur_Under#0,"""傷害補正下限"""
Label_DamageBlur_Limit#0,"""傷害補正上限"""
Label_AttackSpeed#0,"""攻撃速度"""
Label_AttackRange#0,"""攻撃範圍"""
Label_SetEffect#0,"""套裝效果"""
Label_SetEffect_1#0,"""套裝效果1"""
Label_SetEffect_2#0,"""套裝效果2"""
Label_SetEffect_3#0,"""套裝效果3"""
Label_TraceItem#0,"""武器フォーム元"""
Label_MultiWeapon#0,"""複合武器 """
Label_Lowest_ListingAmount#0,"""最低出品價格"""
Label_Add_HpPp#0,"""追加HP/PP"""
Label_RaceSex#0,"""種族（性別）"""
Label_CostumeColor#0,"""顏色"""
Label_CostumeGauge#0,"""愛着度"""
Label_SG_Received#0,"""已獲得星鑽"""
Label_EffectTime#0,"""效果時間"""
Label_ExpirationDate#0,"""有效期限"""
Label_UndecidedExpirationDate#0,"""會在獲得後決定"""
Label_ConsumptionPP#0,"""消耗PP"""
Label_Power#0,"""威力"""
Label_CostumeFixityColor#0,"""固定顏色"""
Label_WeaponRise#0,"""武器提升"""
Labal_Resist_Condition#0,"""異常狀態抗性"""
item_RebootAttackUp_1#0,"""威力＋18%"""
item_RebootAttackUp_2#0,"""威力＋20%"""
item_RebootAttackUp_3#0,"""威力＋23%"""
item_RebootAttackUp_4#0,"""威力＋26%"""
item_RebootAttackUp_5#0,"""威力＋29%"""
item_RebootDamageReduction_4#0,"""威力+26%<br>傷害抗性+10%"""
item_AtpDam_1#0,"""威力＋18%<br>傷害抗性＋10%"""
item_AtpDam_2#0,"""威力＋20%<br>傷害抗性＋10%"""
item_AtpDam_3#0,"""威力＋23%<br>傷害抗性＋10%"""
item_AtpDam_4#0,"""威力＋26%<br>傷害抗性＋10%"""
item_AtpDam_5#0,"""威力＋29%<br>傷害抗性＋10%"""
item_AtpPpRed_1#0,"""威力＋18%<br>PP消耗量減輕＋10%"""
item_AtpPpRed_2#0,"""威力＋20%<br>PP消耗量減輕＋10%"""
item_AtpPpRed_3#0,"""威力＋23%<br>PP消耗量減輕＋10%"""
item_AtpPpRed_4#0,"""威力＋26%<br>PP消耗量減輕＋10%"""
item_AtpPpRed_5#0,"""威力＋29%<br>PP消耗量減輕＋10%"""
item_SuperArmor_1#0,"""威力＋19%／<br>HP最大時<br>防止擊飛"""
item_SuperArmor_2#0,"""威力＋21%／<br>HP最大時<br>防止擊飛"""
item_SuperArmor_3#0,"""威力＋24%／<br>HP最大時<br>防止擊飛"""
item_SuperArmor_4#0,"""威力＋27%／<br>HP最大時<br>防止擊飛"""
item_SuperArmor_5#0,"""威力＋30%／<br>HP最大時<br>防止擊飛"""
item_CountPower_1#0,"""威力＋15%／<br>使用3次普通攻擊後<br>60秒內威力＋3.0%<br>暴擊率＋15%<br>冷卻時間30秒"""
item_CountPower_2#0,"""威力＋17%／<br>使用3次普通攻擊後<br>60秒內威力＋3.0%<br>暴擊率＋15%<br>冷卻時間30秒"""
item_CountPower_3#0,"""威力＋20%／<br>使用3次普通攻擊後<br>60秒內威力＋3.0%<br>暴擊率＋15%<br>冷卻時間30秒"""
item_CountPower_4#0,"""威力＋23%／<br>使用3次普通攻擊後<br>60秒內威力＋3.0%<br>暴擊率＋15%<br>冷卻時間30秒"""
item_CountPower_5#0,"""威力＋26%／<br>使用3次普通攻擊後<br>60秒內威力＋3.0%<br>暴擊率＋15%<br>冷卻時間30秒"""
item_PpBoost_1#0,"""威力＋17%／<br>PP30％或以下時60秒內<br>PP自然回復速度＋30％<br>冷卻時間30秒"""
item_PpBoost_2#0,"""威力＋19%／<br>PP30％或以下時60秒內<br>PP自然回復速度＋30％<br>冷卻時間30秒"""
item_PpBoost_3#0,"""威力＋22%／<br>PP30％或以下時60秒內<br>PP自然回復速度＋30％<br>冷卻時間30秒"""
item_PpBoost_4#0,"""威力＋25%／<br>PP30％或以下時60秒內<br>PP自然回復速度＋30％<br>冷卻時間30秒"""
item_PpBoost_5#0,"""威力＋28%／<br>PP30％或以下時60秒內<br>PP自然回復速度＋30％<br>冷卻時間30秒"""
item_PpEfficiency_1#0,"""威力＋18%／<br>攻擊時PP回復量＋10%<br>PP自然回復速度＋10%"""
item_PpEfficiency_2#0,"""威力＋20%／<br>攻擊時PP回復量＋10%<br>PP自然回復速度＋10%"""
item_PpEfficiency_3#0,"""威力＋23%／<br>攻擊時PP回復量＋10%<br>PP自然回復速度＋10%"""
item_PpEfficiency_4#0,"""威力＋24%／<br>攻擊時PP回復量＋15%<br>PP自然回復速度＋15%"""
item_PpEfficiency_5#0,"""威力＋25%／<br>攻擊時PP回復量＋15%<br>PP自然回復速度＋15%"""
item_DamageBarrier_1#0,"""威力＋18%／<br>HP最大時<br>產生傷害抗性＋40%的護盾"""
item_DamageBarrier_2#0,"""威力＋20%／<br>HP最大時<br>產生傷害抗性＋40%的護盾"""
item_DamageBarrier_3#0,"""威力＋23%／<br>HP最大時<br>產生傷害抗性＋40%的護盾"""
item_DamageBarrier_4#0,"""威力＋24%／<br>HP最大時<br>產生傷害抗性＋50%的護盾"""
item_DamageBarrier_5#0,"""威力＋25%／<br>HP最大時<br>產生傷害抗性＋50%的護盾"""
item_EscapeCritical_1#0,"""威力＋16%／<br>滑步迴避成功時30秒內<br>暴擊率＋15%"""
item_EscapeCritical_2#0,"""威力＋18%／<br>滑步迴避成功時30秒內<br>暴擊率＋15%"""
item_EscapeCritical_3#0,"""威力＋21%／<br>滑步迴避成功時30秒內<br>暴擊率＋15%"""
item_EscapeCritical_4#0,"""威力＋21%／<br>滑步迴避成功時30秒內<br>暴擊率＋18%"""
item_EscapeCritical_5#0,"""威力＋21%／<br>滑步迴避成功時30秒內<br>暴擊率＋20%"""
item_PbGaugeUp_1#0,"""威力＋18%／<br>攻擊時<br>光子爆發槽增加＋15%"""
item_PbGaugeUp_2#0,"""威力＋20%／<br>攻擊時<br>光子爆發槽增加＋15%"""
item_PbGaugeUp_3#0,"""威力＋23%／<br>攻擊時<br>光子爆發槽增加＋15%"""
item_PbGaugeUp_4#0,"""威力＋26%／<br>攻擊時<br>光子爆發槽增加＋15%"""
item_PbGaugeUp_5#0,"""威力＋29%／<br>攻擊時<br>光子爆發槽增加＋15%"""
item_DefCritical_1#0,"""威力＋17%／<br>根據防禦力<br>提升暴擊率<br>防禦力1000時最大＋15%"""
item_DefCritical_2#0,"""威力＋19%／<br>根據防禦力<br>提升暴擊率<br>防禦力1000時最大＋15%"""
item_DefCritical_3#0,"""威力＋22%／<br>根據防禦力<br>提升暴擊率<br>防禦力1000時最大＋15%"""
item_DefCritical_4#0,"""威力＋22%／<br>根據防禦力<br>提升暴擊率<br>防禦力1000時最大＋18%"""
item_DefCritical_5#0,"""威力＋22%／<br>根據防禦力<br>提升暴擊率<br>防禦力1000時最大＋20%"""
item_AtkCritical_1#0,"""威力＋17%／<br>根據攻擊力<br>提升暴擊率<br>攻擊力2000時最大＋15%"""
item_AtkCritical_2#0,"""威力＋19%／<br>根據攻擊力<br>提升暴擊率<br>攻擊力2000時最大＋15%"""
item_AtkCritical_3#0,"""威力＋22%／<br>根據攻擊力<br>提升暴擊率<br>攻擊力2000時最大＋15%"""
item_AtkCritical_4#0,"""威力＋22%／<br>根據攻擊力<br>提升暴擊率<br>攻擊力2000時最大＋18%"""
item_AtkCritical_5#0,"""威力＋22%／<br>根據攻擊力<br>提升暴擊率<br>攻擊力2000時最大＋20%"""
item_WholeBody_1#0,"""威力＋15%／<br>HP殘量越多威力提升越大<br>最大＋5.0%"""
item_WholeBody_2#0,"""威力＋17%／<br>HP殘量越多威力提升越大<br>最大＋5.0%"""
item_WholeBody_3#0,"""威力＋20%／<br>HP殘量越多威力提升越大<br>最大＋5.0%"""
item_WholeBody_4#0,"""威力＋21%／<br>HP殘量越多威力提升越大<br>最大＋5.0%"""
item_WholeBody_5#0,"""威力＋22%／<br>HP殘量越多威力提升越大<br>最大＋5.0%"""
item_StackHeal_1#0,"""威力＋17%／<br>滑步迴避成功時進行積蓄<br>最多積蓄3次<br>受到傷害時按積蓄次數<br>回復最多300的HP"""
item_StackHeal_2#0,"""威力＋19%／<br>滑步迴避成功時進行積蓄<br>最多積蓄3次<br>受到傷害時按積蓄次數<br>回復最多300的HP"""
item_StackHeal_3#0,"""威力＋22%／<br>滑步迴避成功時進行積蓄<br>最多積蓄3次<br>受到傷害時按積蓄次數<br>回復最多300的HP"""
item_StackHeal_4#0,"""威力＋25%／<br>滑步迴避成功時進行積蓄<br>最多積蓄3次<br>受到傷害時按積蓄次數<br>回復最多300的HP"""
item_StackHeal_5#0,"""威力＋28%／<br>滑步迴避成功時進行積蓄<br>最多積蓄3次<br>受到傷害時按積蓄次數<br>回復最多300的HP"""
item_LifeGuts_1#0,"""威力＋18%／<br>受到致命傷害時<br>保留1點HP<br>並進入無敵時間<br>冷卻時間600秒<br>效果在裝備10秒後發動"""
item_LifeGuts_2#0,"""威力＋20%／<br>受到致命傷害時<br>保留1點HP<br>並進入無敵時間<br>冷卻時間600秒<br>效果在裝備10秒後發動"""
item_LifeGuts_3#0,"""威力＋23%／<br>受到致命傷害時<br>保留1點HP<br>並進入無敵時間<br>冷卻時間600秒<br>效果在裝備10秒後發動"""
item_LifeGuts_4#0,"""威力＋26%／<br>受到致命傷害時<br>保留1點HP<br>並進入無敵時間<br>冷卻時間600秒<br>效果在裝備10秒後發動"""
item_LifeGuts_5#0,"""威力＋29%／<br>受到致命傷害時<br>保留1點HP<br>並進入無敵時間<br>冷卻時間600秒<br>效果在裝備10秒後發動"""
item_ReactionBonus_1#0,"""威力＋18%<br>全倒地積蓄值＋20%"""
item_ReactionBonus_2#0,"""威力＋20%<br>全倒地積蓄值＋20%"""
item_ReactionBonus_3#0,"""威力＋23%<br>全倒地積蓄值＋20%"""
item_ReactionBonus_4#0,"""威力＋26%<br>全倒地積蓄值＋20%"""
item_ReactionBonus_5#0,"""威力＋29%<br>全倒地積蓄值＋20%"""
item_ReactionDown_1#0,"""威力＋18%／<br>全倒地抗性＋20%"""
item_ReactionDown_2#0,"""威力＋20%／<br>全倒地抗性＋20%"""
item_ReactionDown_3#0,"""威力＋23%／<br>全倒地抗性＋20%"""
item_ReactionDown_4#0,"""威力＋26%／<br>全倒地抗性＋20%"""
item_ReactionDown_5#0,"""威力＋29%／<br>全倒地抗性＋20%"""
item_ItemReturn_1#0,"""威力＋18%／<br>使用治療光晶時<br>20%概率不會進行消耗<br>效果在裝備10秒後發動"""
item_ItemReturn_2#0,"""威力＋20%／<br>使用治療光晶時<br>20%概率不會進行消耗<br>效果在裝備10秒後發動"""
item_ItemReturn_3#0,"""威力＋23%／<br>使用治療光晶時<br>20%概率不會進行消耗<br>效果在裝備10秒後發動"""
item_ItemReturn_4#0,"""威力＋24%／<br>使用治療光晶時<br>20%概率不會進行消耗<br>效果在裝備10秒後發動"""
item_ItemReturn_5#0,"""威力＋25%／<br>使用治療光晶時<br>20%概率不會進行消耗<br>效果在裝備10秒後發動"""
item_ReactionDown2_1#0,"""威力＋18%<br>全倒地抗性＋10%"""
item_ReactionDown2_2#0,"""威力＋20%<br>全倒地抗性＋10%"""
item_ReactionDown2_3#0,"""威力＋23%<br>全倒地抗性＋10%"""
item_ReactionDown2_4#0,"""威力＋24%<br>全倒地抗性＋20%"""
item_ReactionDown2_5#0,"""威力＋25%<br>全倒地抗性＋20%"""
item_PbGaugeUp2_1#0,"""威力＋20%／<br>攻擊時<br>光子爆發槽增加＋20%"""
item_PbGaugeUp2_2#0,"""威力＋22%／<br>攻擊時<br>光子爆發槽增加＋20%"""
item_PbGaugeUp2_3#0,"""威力＋25%／<br>攻擊時<br>光子爆發槽增加＋20%"""
item_PbGaugeUp2_4#0,"""威力＋26%／<br>攻擊時<br>光子爆發槽增加＋20%"""
item_PbGaugeUp2_5#0,"""威力＋27%／<br>攻擊時<br>光子爆發槽增加＋20%"""
item_ElementPpBonus_1#0,"""威力+8%／<br>攻擊敵人的10秒後<br>再次進行攻擊時<br>發生與武器屬性對應的<br>屬性倒地追加攻擊<br>冷卻時間20秒"""
item_ElementPpBonus_2#0,"""威力+10%／<br>攻擊敵人的10秒後<br>再次進行攻擊時<br>發生與武器屬性對應的<br>屬性倒地追加攻擊<br>冷卻時間20秒"""
item_ElementPpBonus_3#0,"""威力+13%／<br>攻擊敵人的10秒後<br>再次進行攻擊時<br>發生與武器屬性對應的<br>屬性倒地追加攻擊<br>冷卻時間20秒"""
item_ElementPpBonus_4#0,"""威力+14%／<br>攻擊敵人的10秒後<br>再次進行攻擊時<br>發生與武器屬性對應的<br>屬性倒地追加攻擊<br>冷卻時間20秒"""
item_ElementPpBonus_5#0,"""威力+15%／<br>攻擊敵人的10秒後<br>再次進行攻擊時<br>發生與武器屬性對應的<br>屬性倒地追加攻擊<br>冷卻時間20秒"""
item_AllBonus_1#0,"""威力＋21%／<br>傷害抗性－10%"""
item_AllBonus_2#0,"""威力＋23%／<br>傷害抗性－10%"""
item_AllBonus_3#0,"""威力＋26%／<br>傷害抗性－10%"""
item_AllBonus_4#0,"""威力＋27%／<br>傷害抗性－8%"""
item_AllBonus_5#0,"""威力＋28%／<br>傷害抗性－8%"""
item_RebootAttackUp_1#1,"""攻之基本型Ⅰ Lv.1"""
item_RebootAttackUp_2#1,"""攻之基本型Ⅰ Lv.2"""
item_RebootAttackUp_3#1,"""攻之基本型Ⅰ Lv.3"""
item_RebootAttackUp_4#1,"""攻之基本型Ⅰ Lv.4"""
item_RebootAttackUp_5#1,"""攻之基本型Ⅰ Lv.5"""
item_RebootDamageReduction_4#1,"""α用被ダメ Lv.4"""
item_AtpDam_1#1,"""攻之基本型Ⅱ Lv.1"""
item_AtpDam_2#1,"""攻之基本型Ⅱ Lv.2"""
item_AtpDam_3#1,"""攻之基本型Ⅱ Lv.3"""
item_AtpDam_4#1,"""攻之基本型Ⅱ Lv.4"""
item_AtpDam_5#1,"""攻之基本型Ⅱ Lv.5"""
item_AtpPpRed_1#1,"""攻之基本型Ⅲ Lv.1"""
item_AtpPpRed_2#1,"""攻之基本型Ⅲ Lv.2"""
item_AtpPpRed_3#1,"""攻之基本型Ⅲ Lv.3"""
item_AtpPpRed_4#1,"""攻之基本型Ⅲ Lv.4"""
item_AtpPpRed_5#1,"""攻之基本型Ⅲ Lv.5"""
item_SuperArmor_1#1,"""堅牢之型 Lv.1"""
item_SuperArmor_2#1,"""堅牢之型 Lv.2"""
item_SuperArmor_3#1,"""堅牢之型 Lv.3"""
item_SuperArmor_4#1,"""堅牢之型 Lv.4"""
item_SuperArmor_5#1,"""堅牢之型 Lv.5"""
item_CountPower_1#1,"""連擊之型 Lv.1"""
item_CountPower_2#1,"""連擊之型 Lv.2"""
item_CountPower_3#1,"""連擊之型 Lv.3"""
item_CountPower_4#1,"""連擊之型 Lv.4"""
item_CountPower_5#1,"""連擊之型 Lv.5"""
item_PpBoost_1#1,"""氣精之型 Lv.1"""
item_PpBoost_2#1,"""氣精之型 Lv.2"""
item_PpBoost_3#1,"""氣精之型 Lv.3"""
item_PpBoost_4#1,"""氣精之型 Lv.4"""
item_PpBoost_5#1,"""氣精之型 Lv.5"""
item_PpEfficiency_1#1,"""氣功之型 Lv.1"""
item_PpEfficiency_2#1,"""氣功之型 Lv.2"""
item_PpEfficiency_3#1,"""氣功之型 Lv.3"""
item_PpEfficiency_4#1,"""氣功之型 Lv.4"""
item_PpEfficiency_5#1,"""氣功之型 Lv.5"""
item_DamageBarrier_1#1,"""牙城之型 Lv.1"""
item_DamageBarrier_2#1,"""牙城之型 Lv.2"""
item_DamageBarrier_3#1,"""牙城之型 Lv.3"""
item_DamageBarrier_4#1,"""牙城之型 Lv.4"""
item_DamageBarrier_5#1,"""牙城之型 Lv.5"""
item_EscapeCritical_1#1,"""瞬擊之型 Lv.1"""
item_EscapeCritical_2#1,"""瞬擊之型 Lv.2"""
item_EscapeCritical_3#1,"""瞬擊之型 Lv.3"""
item_EscapeCritical_4#1,"""瞬擊之型 Lv.4"""
item_EscapeCritical_5#1,"""瞬擊之型 Lv.5"""
item_PbGaugeUp_1#1,"""理發之型 Lv.1"""
item_PbGaugeUp_2#1,"""理發之型 Lv.2"""
item_PbGaugeUp_3#1,"""理發之型 Lv.3"""
item_PbGaugeUp_4#1,"""理發之型 Lv.4"""
item_PbGaugeUp_5#1,"""理發之型 Lv.5"""
item_DefCritical_1#1,"""守勢之陣 Lv.1"""
item_DefCritical_2#1,"""守勢之陣 Lv.2"""
item_DefCritical_3#1,"""守勢之陣 Lv.3"""
item_DefCritical_4#1,"""守勢之陣 Lv.4"""
item_DefCritical_5#1,"""守勢之陣 Lv.5"""
item_AtkCritical_1#1,"""攻勢之陣 Lv.1"""
item_AtkCritical_2#1,"""攻勢之陣 Lv.2"""
item_AtkCritical_3#1,"""攻勢之陣 Lv.3"""
item_AtkCritical_4#1,"""攻勢之陣 Lv.4"""
item_AtkCritical_5#1,"""攻勢之陣 Lv.5"""
item_WholeBody_1#1,"""渾身之型 Lv.1"""
item_WholeBody_2#1,"""渾身之型 Lv.2"""
item_WholeBody_3#1,"""渾身之型 Lv.3"""
item_WholeBody_4#1,"""渾身之型 Lv.4"""
item_WholeBody_5#1,"""渾身之型 Lv.5"""
item_StackHeal_1#1,"""利運之型 Lv.1"""
item_StackHeal_2#1,"""利運之型 Lv.2"""
item_StackHeal_3#1,"""利運之型 Lv.3"""
item_StackHeal_4#1,"""利運之型 Lv.4"""
item_StackHeal_5#1,"""利運之型 Lv.5"""
item_LifeGuts_1#1,"""堅忍之型 Lv.1"""
item_LifeGuts_2#1,"""堅忍之型 Lv.2"""
item_LifeGuts_3#1,"""堅忍之型 Lv.3"""
item_LifeGuts_4#1,"""堅忍之型 Lv.4"""
item_LifeGuts_5#1,"""堅忍之型 Lv.5"""
item_ReactionBonus_1#1,"""傾覆之型 Lv.1"""
item_ReactionBonus_2#1,"""傾覆之型 Lv.2"""
item_ReactionBonus_3#1,"""傾覆之型 Lv.3"""
item_ReactionBonus_4#1,"""傾覆之型 Lv.4"""
item_ReactionBonus_5#1,"""傾覆之型 Lv.5"""
item_ReactionDown_1#1,"""不倒之型 Lv.1"""
item_ReactionDown_2#1,"""不倒之型 Lv.2"""
item_ReactionDown_3#1,"""不倒之型 Lv.3"""
item_ReactionDown_4#1,"""不倒之型 Lv.4"""
item_ReactionDown_5#1,"""不倒之型 Lv.5"""
item_ItemReturn_1#1,"""節制之型 Lv.1"""
item_ItemReturn_2#1,"""節制之型 Lv.2"""
item_ItemReturn_3#1,"""節制之型 Lv.3"""
item_ItemReturn_4#1,"""節制之型 Lv.4"""
item_ItemReturn_5#1,"""節制之型 Lv.5"""
item_ReactionDown2_1#1,"""不屈之型 Lv.1"""
item_ReactionDown2_2#1,"""不屈之型 Lv.2"""
item_ReactionDown2_3#1,"""不屈之型 Lv.3"""
item_ReactionDown2_4#1,"""不屈之型 Lv.4"""
item_ReactionDown2_5#1,"""不屈之型 Lv.5"""
item_PbGaugeUp2_1#1,"""理放之型 Lv.1"""
item_PbGaugeUp2_2#1,"""理放之型 Lv.2"""
item_PbGaugeUp2_3#1,"""理放之型 Lv.3"""
item_PbGaugeUp2_4#1,"""理放之型 Lv.4"""
item_PbGaugeUp2_5#1,"""理放之型 Lv.5"""
item_ElementPpBonus_1#1,"""勇猛之型 Lv.1"""
item_ElementPpBonus_2#1,"""勇猛之型 Lv.2"""
item_ElementPpBonus_3#1,"""勇猛之型 Lv.3"""
item_ElementPpBonus_4#1,"""勇猛之型 Lv.4"""
item_ElementPpBonus_5#1,"""勇猛之型 Lv.5"""
item_AllBonus_1#1,"""猛滅之型 Lv.1"""
item_AllBonus_2#1,"""猛滅之型 Lv.2"""
item_AllBonus_3#1,"""猛滅之型 Lv.3"""
item_AllBonus_4#1,"""猛滅之型 Lv.4"""
item_AllBonus_5#1,"""猛滅之型 Lv.5"""
Explanation1#0,"""請選擇想要強化的武器或防具。<c f0df60>到達強化界限值則無法選擇。<c>"""
Explanation2#0,"""選擇想要強化的武器或防具。被選為素材的道具，將會在<scarlet>強化後消失<c>。"""
Explanation3#0,"""對道具強化進行最終確認。請仔細確認內容，若沒有問題請選擇「是」。"""
ConfirmationElementTitle#0,"""強化詳情"""
ConfirmationTitle#0,"""道具強化"""
CompareTitle#0,"""強化詳情"""
CompareNum1#0,"""大成功率"""
CompareNum2#0,"""強化值"""
CompareNum3#0,"""強化上限值"""
CompareNum4#0,"""攻擊力"""
CompareNum5#0,"""防禦力"""
CompareNum6#0,"""特殊能力孔"""
BaseTitle#0,"""選擇基底道具"""
MaterialTitle#0,"""選擇素材道具"""
ResultMessage1#0,"""$(2)強化<green>成功<c>。<br>強化值從$(1)上升到了$(0)。"""
ResultMessage2#0,"""$(2)強化<c ff007f>大成功<c>！<br>強化值從$(1)上升到了$(0)。"""
ResultMessage3#0,"""$(3)強化<green>成功<c>。<br>強化值從$(2)上升到了$(1)。<br><br><br>因為強化值超過了$(0)，<br>特殊能力孔從$(5)上升到了$(4)。"""
ResultMessage4#0,"""$(3)強化<c ff007f>大成功<c>！<br>強化值從$(2)上升到了$(1)。<br><br><br>因為強化值超過了$(0)<br>特殊能力孔從$(5)上升到了$(4)。"""
ConfirmationAttentionMessage#0,"""此物品符合下列條件其一<br>真的確定麼？<br><br><br>・稀有度在★$(0)或以上<br>・到達了強化上限值"""
ConfirmationMessage#0,"""即將開始強化。確定麼？<br><br>※使用輔助物品，<br>　可以提高<c ff007f>大成功<c>的概率。<br>※獲得的強化EXP超過上限時，<br>　超過部分會被浪費。"""
Title#0,"""道具實驗室"""
LaboListTitle#0,"""實驗室菜單"""
Explanation1#1,"""可以進行武器與防具的強化、潛在能力解放，或是特殊能力追加等。"""
Grind#0,"""強化武器・防具"""
Grind_Title#0,"""道具強化"""
ElementCompose#0,"""追加特殊能力"""
ElementCompose_Title#0,"""追加特殊能力"""
LimitBreak#0,"""界限突破"""
ReleasePotential#0,"""解放潛在能力"""
ElementSupplement#0,"""追加特殊能力膠囊"""
ChangeColor#0,"""變更光子顏色"""
Exit#0,"""返回"""
LaboElementInherit#0,"""移植特殊能力"""
LaboMulti#0,"""複合武器 """
LaboCapsuleTrade#0,"""交換特殊能力膠囊"""
ManagementTitle#0,"""期間限定增益"""
ManagementGrind#0,"""大成功概率+$(0)%"""
ManagementElement#0,"""特殊能力追加成功概率+$(0)"""
ManagementMaterial#0,"""必要素材減半"""
MaterialListTitle#0,"""道具情報"""
MaterialListNum1#0,"""道具名"""
MaterialListNum2#0,"""必要數"""
MaterialListNum3#0,"""持有數"""
ErrorMessage#0,"""連線發生了問題。<br>將返回實驗室的選擇畫面。"""
ErrorMessage2#0,"""無法在道具實驗室使用此倉庫。"""
Title#1,"""選擇潛在能力道具"""
Explanation1#2,"""請選擇想要解放・切換潛在能力的道具。不同道具的潛在能力內容也會有所不同。"""
Explanation2#1,"""對解放・切換潛在能力進行最終確認。請仔細確認內容，若沒有問題請選擇「是」。"""
MaterialTitle#1,"""道具一覽"""
PotentialTitle#0,"""可設置的潛在能力"""
PotentialSet#0,"""現在設定的潛在能力"""
PotentialSelect#0,"""可變更的潛在能力"""
PotentialNone#0,"""沒有可變更的潛在能力"""
PotentialSetNone#0,"""現在並未設定。"""
PotentialConfirmation#0,"""確認潛在能力"""
PotentialSupport#0,"""潛在能力輔助道具"""
CompareTitle#1,"""潛在能力實行詳情"""
PotentialResult#0,"""$(0)的潛在能力，變為了「$(1)」"""
CompareNum1#1,"""潛在能力名"""
CompareNum2#1,"""新潛在能力的詳情"""
CompareNum3#1,"""Lv.$(0)"""
ConfirmationMessage#1,"""即將開始解放潛在能力。<br>確定麼？"""
ConfirmationMessage_Select#0,"""即將開始解放・切換潛在能力。<br>確定麼？<br><br>※使用輔助道具，<br>　可以<yellow>不消費必要素材進行突破<c>。<br>　但必定會需要<pict reb_meseta>美賽達。"""
title#0,"""食物站"""
Explanation1#3,"""請選擇素材。<c f0df60>被選為素材的道具，<c>將會在<red>執行操作後消失<c><c f0df60>。<c>"""
Explanation2#2,"""對食物進行最終確認。請仔細確認內容，若沒有問題請選擇「是」。"""
Explanation3#1,"""請選擇要使用的配方。"""
ChoiceMenu#0,"""選擇道具進行製作"""
ChoiceMenu2#0,"""從個人配方進行製作"""
MaterialListTitle#1,"""道具一覽"""
BoostListTitle#0,"""增益效果"""
NotingBoost#0,"""沒有增益效果。"""
UseItemListTitle#0,"""使用的道具"""
NotingItem#0,"""沒有道具。"""
UseItemNum#0,"""使用道具的數量"""
ConfirmationTitle#1,"""確認食物內容"""
ConfirmationAttentionMessage#1,"""將使用以上內容製作食物。<br>確定麼？<br><br><yellow>※若已經發生了「食物」增益，<br>　增益效果將被覆蓋。<c>"""
ResultTitle#0,"""增益效果"""
ResultMessage#0,"""發生了以下的增益效果。"""
RecipeMenuTitle#0,"""選擇配方"""
RecipeSetNull#0,"""登録新項目"""
RecipeSet#0,"""登錄配方"""
RecipeMenu1#0,"""使用該配方製作"""
RecipeMenu2#0,"""變更配方名稱"""
RecipeMenu3#0,"""刪除配方"""
RecipeNameSet#0,"""輸入配方名稱"""
RecipeNameResultTitle#0,"""登錄完成"""
RecipeNameResultMessege#0,"""完成了配方的登錄。"""
RecipeNameEditTitle#0,"""變更完成"""
RecipeNameEditMessege#0,"""變更了配方名稱。"""
RecipeDelete#0,"""確認刪除"""
RecipeDeleteMessege#0,"""要刪除指定的配方麼？"""
RecipeDeleteResultTitle#0,"""刪除完成"""
RecipeDeleteResultMessege#0,"""刪除了配方。"""
ErrorMessage#1,"""連線發生了問題。"""
Title#2,"""選擇光子顏色變更道具"""
ColorPickerTitle#0,"""變更光子顏色"""
