name010#0,"""Nazun"""
quiz20#0,"""Question:<br><yellow>ARKS Training Instructor Liu Mei's Class<br>is Techter.<c><br>YES or NO?"""
quiz20_1#0,"""ARKS Training Instructor Liu Mei's Class"""
quiz20_2#0,"""is Techter."""
quiz21#0,"""Question:<br><yellow>After landing on Halpha,<br>the first person you met was Manon.<c><br>YES or NO?"""
quiz21_1#0,"""After landing on Halpha,"""
quiz21_2#0,"""the first person you met was Manon."""
quiz22#0,"""Question:<br><yellow>Techters can equip Wands.<c><br>YES or NO?"""
quiz22_1#0,"""Techters can equip Wands."""
quiz23#0,"""Question:<br><yellow>The maximum number of Reverser Signs you can hold<br>is 5.<c><br>YES or NO?"""
quiz23_1#0,"""The maximum number of Reverser Signs you can hold"""
quiz23_2#0,"""is 5."""
quiz24#0,"""Question:<br><yellow>In battle, Wakers summon<br>Pets.<c><br>YES or NO?"""
quiz24_1#0,"""In battle, Wakers summon"""
quiz24_2#0,"""Pets."""
quiz25#0,"""Question:<br><yellow>Wands are used by Techters<br>and no other class.<c><br>YES or NO?"""
quiz25_1#0,"""Wands are used by Techters"""
quiz25_2#0,"""and no other class."""
quiz26#0,"""Question:<br><yellow>Fighter Skip Arts are used by<br>holding the PA button.<c><br>YES or NO?"""
quiz26_1#0,"""Fighter Skip Arts are used by"""
quiz26_2#0,"""holding the PA button."""
quiz27#0,"""Question:<br><yellow>If you watch a Stage Live event,<br>your Rare Drop Rate will be temporarily boosted.<c><br>YES or NO?"""
quiz27_1#0,"""If you watch a Stage Live event,"""
quiz27_2#0,"""your Rare Drop Rate will be temporarily boosted."""
quiz28#0,"""Question:<br><yellow>Killing PP Gain is<br>a Ranger Class Skill.<c><br>YES or NO?"""
quiz28_1#0,"""Killing PP Gain is"""
quiz28_2#0,"""a Ranger Class Skill."""
quiz30#0,"""Question:<br><yellow>One Alpha Reactor can be exchanged for<br>3500 N-Meseta.<c><br>YES or NO?"""
quiz30_1#0,"""One Alpha Reactor can be exchanged for"""
quiz30_2#0,"""3500 N-Meseta."""
quiz31#0,"""Question:<br><yellow>Your Mission Pass can be advanced one Tier<br>by spending 20 SG.<c><br>YES or NO?"""
quiz31_1#0,"""Your Mission Pass can be advanced one Tier"""
quiz31_2#0,"""by spending 20 SG."""
quiz32#0,"""Question:<br><yellow>An NGS ARKS Card can have<br>up to 3 Titles set.<c><br>YES or NO?"""
quiz32_1#0,"""An NGS ARKS Card can have"""
quiz32_2#0,"""up to 3 Titles set."""
quiz33#0,"""Question:<br><yellow>Daedal Sword appears<br>in Western Aelio.<c><br>YES or NO?"""
quiz33_1#0,"""Daedal Sword appears"""
quiz33_2#0,"""in Western Aelio."""
quiz34#0,"""Question:<br><yellow>The name of Guren's outfit<br>is Couverts Ouise [Se].<c><br>YES or NO?"""
quiz34_1#0,"""The name of Guren's outfit"""
quiz34_2#0,"""is Couverts Ouise [Se]."""
quiz35#0,"""Question:<br><yellow>The weapon named Kouklophis Bow<br>is based on a Crocodallus.<c><br>YES or NO?"""
quiz35_1#0,"""The weapon named Kouklophis Bow"""
quiz35_2#0,"""is based on a Crocodallus."""
quiz36#0,"""Question:<br><yellow>The name of the island where your pod fell<br>is Kanai Island.<c><br>YES or NO?"""
quiz36_1#0,"""The name of the island where your pod fell"""
quiz36_2#0,"""is Kanai Island."""
quiz37#0,"""Question:<br><yellow>The Tames appearing at Lake Halphiria<br>are Lv. 65.<c><br>YES or NO?"""
quiz37_1#0,"""The Tames appearing at Lake Halphiria"""
quiz37_2#0,"""are Lv. 65."""
quiz38#0,"""Question:<br><yellow>Aina's favourite Assault Rifle<br>is wrapped in a scarf.<c><br>YES or NO?"""
quiz38_1#0,"""Aina's favourite Assault Rifle"""
quiz38_2#0,"""is wrapped in a scarf."""
quiz39#0,"""Question:<br><yellow>Battle-Hardened: Bubble Crab appears<br>in Southern Retem.<c><br>YES or NO?"""
quiz39_1#0,"""Battle-Hardened: Bubble Crab appears"""
quiz39_2#0,"""in Southern Retem."""
quiz40#0,"""Question:<br><yellow>Resta Signs' leaves<br>are shaped like squares.<c><br>YES or NO?"""
quiz40_1#0,"""Resta Signs' leaves"""
quiz40_2#0,"""are shaped like squares."""
quiz41#0,"""Question:<br><yellow>Mt. Magnus has a total of<br>3 Message Packs.<c><br>YES or NO?"""
quiz41_1#0,"""Mt. Magnus has a total of"""
quiz41_2#0,"""3 Message Packs."""
quiz42#0,"""Question:<br><yellow>Your maximum height in character creation<br>is 205cm.<c><br>YES or NO?"""
quiz42_1#0,"""Your maximum height in character creation"""
quiz42_2#0,"""is 205cm."""
quiz43#0,"""Question:<br><yellow>The boost rate of Party Boost<br>is determined by your Party's name.<c><br>YES or NO?"""
quiz43_1#0,"""The boost rate of Party Boost"""
quiz43_2#0,"""is determined by your Party's name."""
quiz44#0,"""Question:<br><yellow>There is a Gathering Material<br>named Refreshing Retena Shark.<c><br>YES or NO?"""
quiz44_1#0,"""There is a Gathering Material"""
quiz44_2#0,"""named Refreshing Retena Shark."""
quiz45#0,"""Question:<br><yellow>The mountain Bergmann asks you to visit<br>is Mt. Mahina Pari.<c><br>YES or NO?"""
quiz45_1#0,"""The mountain Bergmann asks you to visit"""
quiz45_2#0,"""is Mt. Mahina Pari."""
quiz46#0,"""Question:<br><yellow>In the task \""A Favor, Times Five\"",<br>Kukka asked for fur.<c><br>YES or NO?"""
quiz46_1#0,"""In the task \""A Favor, Times Five\"","""
quiz46_2#0,"""Kukka asked for fur."""
quiz47#0,"""Question:<br><yellow>Aelio has a total of<br>113 Red Containers.<c><br>YES or NO?"""
quiz47_1#0,"""Aelio has a total of"""
quiz47_2#0,"""113 Red Containers."""
quiz48#0,"""Question:<br><yellow>At the Retem City Stage Live,<br>the one who sings is Garoa.<c><br>YES or NO?"""
quiz48_1#0,"""At the Retem City Stage Live,"""
quiz48_2#0,"""the one who sings is Garoa."""
quiz49#0,"""Question:<br><yellow>Weapons from the Kaiseram series<br>can be obtained by trading 999 Icicle Orbs.<c><br>YES or NO?"""
quiz49_1#0,"""Weapons from the Kaiseram series"""
quiz49_2#0,"""can be obtained by trading 999 Icicle Orbs."""
quiz50#0,"""Question:<br><yellow>Unlocking the weapon named Prim Rod's Potential<br>requires Photon Scales.<c><br>YES or NO?"""
quiz50_1#0,"""Unlocking the weapon named Prim Rod's Potential"""
quiz50_2#0,"""requires Photon Scales."""
quiz51#0,"""Question:<br><yellow>The Special Ability Capsule C/Ael Domina<br>requires C/Arm III to exchange for it.<c><br>YES or NO?"""
quiz51_1#0,"""The Special Ability Capsule C/Ael Domina"""
quiz51_2#0,"""requires C/Arm III to exchange for it."""
quiz52#0,"""Question:<br><yellow>The Prim item series<br>has a Yellow color variant.<c><br>YES or NO?"""
quiz52_1#0,"""The Prim item series"""
quiz52_2#0,"""has a Yellow color variant."""
quiz53#0,"""Question:<br><yellow>The Potential of Prim series weapons<br>is Immovable Form.<c><br>YES or NO?"""
quiz53_1#0,"""The Potential of Prim series weapons"""
quiz53_2#0,"""is Immovable Form."""
quiz54#0,"""Question:<br><yellow>The third-born of the Kvaris Quintuplets<br>is Kukka.<c><br>YES or NO?"""
quiz54_1#0,"""The third-born of the Kvaris Quintuplets"""
quiz54_2#0,"""is Kukka."""
quiz55#0,"""Question:<br><yellow>The Kvaris Quintuplets' grandfather<br>is named Rysas.<c><br>YES or NO?"""
quiz55_1#0,"""The Kvaris Quintuplets' grandfather"""
quiz55_2#0,"""is named Rysas."""
quiz56#0,"""Question:<br><yellow>スティアキャンプにいる、ベルクマンの<br>後輩の名前は、“チトセ”である。<c><br>YES or NO?"""
quiz56_1#0,"""スティアキャンプにいる、ベルクマンの"""
quiz56_2#0,"""後輩の名前は、“チトセ”である。"""
quiz57#0,"""Question:<br><yellow>“リゼントス”の破壊できる部位は、<br>全部で“３か所”ある。<c><br>YES or NO?"""
quiz57_1#0,"""“リゼントス”の破壊できる部位は、"""
quiz57_2#0,"""全部で“３か所”ある。"""
quiz58#0,"""Question:<br><yellow>アイナの父親であるガロアは、<br>“38歳”である。<c><br>YES or NO?"""
quiz58_1#0,"""アイナの父親であるガロアは、"""
quiz58_2#0,"""“38歳”である。"""
quiz59#0,"""Question:<br><yellow>エアリオタウンで、畑仕事をしている<br>人物は、“アグリ”である。<c><br>YES or NO?"""
quiz59_1#0,"""エアリオタウンで、畑仕事をしている"""
quiz59_2#0,"""人物は、“アグリ”である。"""
quiz29#0,"""Question:<br><yellow>“ツキミ・ラッピー”は、<br>“仮面”を被っている。<c><br>YES or NO?"""
quiz29_1#0,"""“ツキミ・ラッピー”は、"""
quiz29_2#0,"""“仮面”を被っている。"""
quiz60#0,"""Question:<br><yellow>ドレッドエネミーの二つ名は、<br>“老練の”である。<c><br>YES or NO?"""
quiz60_1#0,"""ドレッドエネミーの二つ名は、"""
quiz60_2#0,"""“老練の”である。"""
quiz61#0,"""Question:<br><yellow>戦闘セクションで戦闘不能になると、<br>PSEのレベルが“下がる”。<c><br>YES or NO?"""
quiz61_1#0,"""戦闘セクションで戦闘不能になると、"""
quiz61_2#0,"""PSEのレベルが“下がる”。"""
quiz62#0,"""Question:<br><yellow>ロストセントラルは、<br>“フォーマーズ”の攻撃によって壊滅した。<c><br>YES or NO?"""
quiz62_1#0,"""ロストセントラルは、"""
quiz62_2#0,"""“フォーマーズ”の攻撃によって壊滅した。"""
quiz63#0,"""Question:<br><yellow>エンシェントエネミーの二つ名は、<br>“絶望の”である。<c><br>YES or NO?"""
quiz63_1#0,"""エンシェントエネミーの二つ名は、"""
quiz63_2#0,"""“絶望の”である。"""
quiz64#0,"""Question:<br><yellow>クヴァリスには、<br>“耐寒のリージョンマグ”がある。<c><br>YES or NO?"""
quiz64_1#0,"""クヴァリスには、"""
quiz64_2#0,"""“耐寒のリージョンマグ”がある。"""
quiz65#0,"""Question:<br><yellow>アイナとマノンの共闘トライアルは、<br>クリア後に必ずPSEバーストが発生する。<c><br>YES or NO?"""
quiz65_1#0,"""アイナとマノンの共闘トライアルは、"""
quiz65_2#0,"""クリア後に必ずPSEバーストが発生する。"""
quiz66#0,"""Question:<br><yellow>タスク“観測：PSEバースト”の目標は、<br>PSEバーストを“3回”観測することである。<c><br>YES or NO?"""
quiz66_1#0,"""タスク“観測：PSEバースト”の目標は、"""
quiz66_2#0,"""PSEバーストを“3回”観測することである。"""
quiz67#0,"""Question:<br><yellow>アークス装備開発部員ヴルガンスは、<br>“右目”に傷がある。<c><br>YES or NO?"""
quiz67_1#0,"""アークス装備開発部員ヴルガンスは、"""
quiz67_2#0,"""“右目”に傷がある。"""
quiz68#0,"""Question:<br><yellow>武器“N-EXPウェポン”には、<br>特殊能力“ハイペリオ”が付与されている。<c><br>YES or NO?"""
quiz68_1#0,"""武器“N-EXPウェポン”には、"""
quiz68_2#0,"""特殊能力“ハイペリオ”が付与されている。"""
quiz69#0,"""Question:<br><yellow>コスト１のアクセサリーのみ使用した場合、<br>“18個”のアクセサリーを着用できる。<c><br>YES or NO?"""
quiz69_1#0,"""コスト１のアクセサリーのみ使用した場合、"""
quiz69_2#0,"""“18個”のアクセサリーを着用できる。"""
quiz70#0,"""Question:<br><yellow>ボディペイントは、<br>エステの“身体の編集”から変更できる。<c><br>YES or NO?"""
quiz70_1#0,"""ボディペイントは、"""
quiz70_2#0,"""エステの“身体の編集”から変更できる。"""
quiz71#0,"""Question:<br><yellow>アクティブソナーは、“レスタサイン”と<br>“リバーサーサイン”には反応しない。<c><br>YES or NO?"""
quiz71_1#0,"""アクティブソナーは、“レスタサイン”と"""
quiz71_2#0,"""“リバーサーサイン”には反応しない。"""
quiz72#0,"""Question:<br><yellow>“資源採掘リグ防衛戦：クヴァリス”の、<br>緊急クエストは、“ダナン雪原”で戦う。<c><br>YES or NO?"""
quiz72_1#0,"""“資源採掘リグ防衛戦：クヴァリス”の、"""
quiz72_2#0,"""緊急クエストは、“ダナン雪原”で戦う。"""
quiz73#0,"""Question:<br><yellow>果物を10個使ったクイックフードの<br>PP増加量は、“20.0”である。<c><br>YES or NO?"""
quiz73_1#0,"""果物を10個使ったクイックフードの"""
quiz73_2#0,"""PP増加量は、“20.0”である。"""
quiz74#0,"""Question:<br><yellow>クラススキル“マッシブハンター”の<br>再使用可能時間は、“180秒”である。<c><br>YES or NO?"""
quiz74_1#0,"""クラススキル“マッシブハンター”の"""
quiz74_2#0,"""再使用可能時間は、“180秒”である。"""
quiz75#0,"""Question:<br><yellow>“バニシングウェイⅡ”は、<br>“クヴァリス”のコクーンである。<c><br>YES or NO?"""
quiz75_1#0,"""“バニシングウェイⅡ”は、"""
quiz75_2#0,"""“クヴァリス”のコクーンである。"""
quiz76#0,"""Question:<br><yellow>“タワー”の初回クリアで獲得できる<br>スキルポイントは、“３ポイント”である。<c><br>YES or NO?"""
quiz76_1#0,"""“タワー”の初回クリアで獲得できる"""
quiz76_2#0,"""スキルポイントは、“３ポイント”である。"""
quiz77#0,"""Question:<br><yellow>ワイヤードランスには、与えるダメージが<br>増減する“適正距離”がある。<c><br>YES or NO?"""
quiz77_1#0,"""ワイヤードランスには、与えるダメージが"""
quiz77_2#0,"""増減する“適正距離”がある。"""
quiz78#0,"""Question:<br><yellow>ドロップ一時倉庫は、<br>“150個”のアイテムを保管できる。<c><br>YES or NO?"""
quiz78_1#0,"""ドロップ一時倉庫は、"""
quiz78_2#0,"""“150個”のアイテムを保管できる。"""
quiz79#0,"""Question:<br><yellow>エアリオのセクション数は、<br>セントラルシティを含めて“９つ”である。<c><br>YES or NO?"""
quiz79_1#0,"""エアリオのセクション数は、"""
quiz79_2#0,"""セントラルシティを含めて“９つ”である。"""
quiz80#0,"""Question:<br><yellow>エンハンスドエネミーは、周囲のエネミーの<br>“攻撃力と防御力”を強化する。<c><br>YES or NO?"""
quiz80_1#0,"""エンハンスドエネミーは、周囲のエネミーの"""
quiz80_2#0,"""“攻撃力と防御力”を強化する。"""
