name010#0,"""Nazun"""
quiz07_02#0,"""which jacket color is worn by Taivas?"""
quize07_select1#0,"""Red"""
quize07_select2#0,"""Pink"""
quize07_select3#0,"""White"""
quize07_select4#0,"""Blue"""
quize07_answer#0,"""And the answer is...<br><red>Red<c>!"""
quiz8#0,"""Question:<br><yellow>What kind of fruit is eaten by<br>the Rappies that appear in Stia?"""
quiz08_01#0,"""What kind of fruit is eaten by"""
quiz08_02#0,"""the Rappies that appear in Stia?"""
quize08_select1#0,"""Famed Stia Star Fruit"""
quize08_select2#0,"""Nourishing Stia Banana"""
quize08_select3#0,"""Refreshing Stia Apple"""
quize08_select4#0,"""Healthy Stia Plum"""
quize08_answer#0,"""And the answer is...<br><red>Famed Stia Star Fruit<c>!"""
quiz9#0,"""Question:<br><yellow>What is the name of the ARKS who once<br>fought alongide Crawford and Guren?"""
quiz09_01#0,"""What is the name of the ARKS who once"""
quiz09_02#0,"""fought alongide Crawford and Guren?"""
quize09_select1#0,"""Hibana"""
quize09_select2#0,"""Hanabi"""
quize09_select3#0,"""Ran"""
quize09_select4#0,"""Hibachi"""
quize09_answer#0,"""And the answer is...<br><red>Hibana<c>!"""
quiz10#0,"""Question:<br><yellow>In the task \""A Favor, Times Five\"",<br>Meriから“預かるもの”は?"""
quiz10_01#0,"""In the task \""A Favor, Times Five\"", """
quiz10_02#0,"""Meriから“預かるもの”は?"""
quize10_select1#0,"""A lunchbox"""
quize10_select2#0,"""Furs"""
quize10_select3#0,"""A weapon"""
quize10_select4#0,"""A message"""
quize10_answer#0,"""And the answer is...<br><red>A lunchbox<c>!"""
quiz11#0,"""Question:<br><yellow>Which of these allies supports<br>ARKS with homing attacks?"""
quiz11_01#0,"""Which of these allies supports"""
quiz11_02#0,"""ARKS with homing attacks?"""
quize11_select1#0,"""Hovac"""
quize11_select2#0,"""Drome"""
quize11_select3#0,"""Mag"""
quize11_select4#0,"""Mobile Cannon"""
quize11_answer#0,"""And the answer is...<br><red>Hovac<c>!"""
quiz12#0,"""Question:<br><yellow>Which of these can be used to recover HP?"""
quiz12_01#0,"""Which of these can be used to recover HP?"""
quize12_select1#0,"""Resta Signs"""
quize12_select2#0,"""N-Grinders"""
quize12_select3#0,"""Reverser Signs"""
quize12_select4#0,"""N-Meseta"""
quize12_answer#0,"""And the answer is...<br><red>Resta Signs<c>!"""
quiz13#0,"""Question:<br><yellow>Rayjord Gorgeに出現する<br>“Ancient Enemies”の“二つ名”は?"""
quiz13_01#0,"""Rayjord Gorgeに出現する"""
quiz13_02#0,"""“Ancient Enemies”の“二つ名”は?"""
quize13_select1#0,"""Ancient:"""
quize13_select2#0,"""Elite:"""
quize13_select3#0,"""Snowflake:"""
quize13_select4#0,"""Battle-Hardened:"""
quize13_answer#0,"""And the answer is...<br><red>\""Ancient:\""<c>!"""
quiz14#0,"""Question:<br><yellow>Which of these cannot be sold for a high price?"""
quiz14_01#0,"""Which of these cannot be sold for a high price?"""
quize14_select1#0,"""Arms Refiners"""
quize14_select2#0,"""Alpha Reactors"""
quize14_select3#0,"""Stellar Seeds"""
quize14_select4#0,"""Snowks"""
quize14_answer#0,"""And the answer is...<br><red>Arms Refiners<c>!"""
quiz15#0,"""Question:<br><yellow>In Central Tower's Command Room,<br>who is sitting next to Ran?"""
quiz15_01#0,"""In Central Tower's Command Room,"""
quiz15_02#0,"""who is sitting next to Ran?"""
quize15_select1#0,"""Liu Lin"""
quize15_select2#0,"""Rossa"""
quize15_select3#0,"""Oranje"""
quize15_select4#0,"""Crawford"""
quize15_answer#0,"""And the answer is...<br><red>Liu Lin<c>!"""
quiz16#0,"""Question:<br><yellow>In the task \""A Favor, Times Five\"",<br>who was the third person who asked for something?"""
quiz16_01#0,"""In the task \""A Favor, Times Five\"", """
quiz16_02#0,"""who was the third person who asked for something?"""
quize16_select1#0,"""Tulli"""
quize16_select2#0,"""Ilma"""
quize16_select3#0,"""Kukka"""
quize16_select4#0,"""Taivas"""
quize16_answer#0,"""And the answer is...<br><red>Tulli<c>!"""
quiz17#0,"""Question:<br><yellow>このなかで、実際に存在するエネミーは?"""
quiz17_01#0,"""このなかで、実際に存在するエネミーは?"""
quize17_select1#0,"""Despaired: Nex Aelio"""
quize17_select2#0,"""Despaired: Wauron"""
quize17_select3#0,"""Despaired: Crawford"""
quize17_select4#0,"""Despaired: Pasta"""
quize17_answer#0,"""And the answer is...<br><red>Despaired: Nex Aelio<c>!"""
quiz18#0,"""Question:<br><yellow>What is the Class of Crawford,<br>the leader of the Aelio Region?"""
quiz18_01#0,"""What is the Class of Crawford,"""
quiz18_02#0,"""the leader of the Aelio Region?"""
quize18_select1#0,"""Force"""
quize18_select2#0,"""Techter"""
quize18_select3#0,"""Hunter"""
quize18_select4#0,"""Fighter"""
quize18_answer#0,"""And the answer is...<br><red>Techter<c>!"""
quiz19#0,"""Question:<br><yellow>Ilmaの眼鏡の“フチの色”は?"""
quiz19_01#0,"""Ilmaの眼鏡の“フチの色”は?"""
quize19_select1#0,"""Black"""
quize19_select2#0,"""White"""
quize19_select3#0,"""Red"""
quize19_select4#0,"""Pink"""
quize19_answer#0,"""And the answer is...<br><red>Black<c>!"""
quiz20#0,"""Question:<br><yellow>エアリオの全トレイニアをクリアすると、<br>手に入る“スキルポイントの合計”は?"""
quiz20_01#0,"""エアリオの全トレイニアをクリアすると、"""
quiz20_02#0,"""手に入る“スキルポイントの合計”は?"""
quize20_select1#0,"""20 Points"""
quize20_select2#0,"""18 Points"""
quize20_select3#0,"""23 Points"""
quize20_select4#0,"""15 Points"""
quize20_answer#0,"""And the answer is...<br><red>20 Points<c>!"""
quiz21#0,"""Question:<br><yellow>主人公が最初に訪れた<br>“エアリオタウンを襲撃した”のは?"""
quiz21_01#0,"""主人公が最初に訪れた"""
quiz21_02#0,"""“エアリオタウンを襲撃した”のは?"""
quize21_select1#0,"""Dark Falz"""
quize21_select2#0,"""Dulk Fakis"""
quize21_select3#0,"""Dark Magirus"""
quize21_select4#0,"""Aina"""
quize21_answer#0,"""And the answer is...<br><red>Dark Falz<c>!"""
quiz22#0,"""Question:<br><yellow>“N-Class Excubes”は、<br>全部で何種類?"""
quiz22_01#0,"""“N-Class Excubes”は、"""
quiz22_02#0,"""全部で何種類?"""
quize22_select1#0,"""10 types"""
quize22_select2#0,"""８ types"""
quize22_select3#0,"""９ types"""
quize22_select4#0,"""11 types"""
quize22_answer#0,"""And the answer is...<br><red>10 types<c>!"""
quiz23#0,"""Question:<br><yellow>セントラルシティに配備されている<br>“巨大兵器の名前”は?"""
quiz23_01#0,"""セントラルシティに配備されている"""
quiz23_02#0,"""“巨大兵器の名前”は?"""
quize23_select1#0,"""Central Cannon"""
quize23_select2#0,"""Dotts Cannon"""
quize23_select3#0,"""Nagrus Cannon"""
quize23_select4#0,"""Aelio Cannon"""
quize23_answer#0,"""And the answer is...<br><red>Central Cannon<c>!"""
quiz24#0,"""Question:<br><yellow>このなかで、“存在しないタスク”は?"""
quiz24_01#0,"""このなかで、“存在しないタスク”は?"""
quize24_select1#0,"""Trigger Tasks"""
quize24_select2#0,"""Daily Tasks"""
quize24_select3#0,"""Weekly Tasks"""
quize24_select4#0,"""Limited-Time Tasks"""
quize24_answer#0,"""And the answer is...<br><red>Trigger Tasks<c>!"""
quiz25#0,"""Question:<br><yellow>Which weapon type<br>is unable to use Step Counter?"""
quiz25_01#0,"""Which weapon type"""
quiz25_02#0,"""is unable to use Step Counter?"""
quize25_select1#0,"""None of them"""
quize25_select2#0,"""Sword"""
quize25_select3#0,"""Assault Rifle"""
quize25_select4#0,"""Rod"""
quize25_answer#0,"""And the answer is...<br><red>None of them<c>!"""
quiz26#0,"""Question:<br><yellow>ウェイカーが呼び出す、<br>“翼をもつファミリア”の名前は?"""
quiz26_01#0,"""ウェイカーが呼び出す、"""
quiz26_02#0,"""“翼をもつファミリア”の名前は?"""
quize26_select1#0,"""Fredran"""
quize26_select2#0,"""Flaedal"""
quize26_select3#0,"""Wolfer"""
quize26_select4#0,"""Wolfen"""
quize26_answer#0,"""And the answer is...<br><red>Fredran<c>!"""
quiz27#0,"""Question:<br><yellow>Which of these is the name<br>of a Compound Technique?"""
quiz27_01#0,"""Which of these is the name"""
quiz27_02#0,"""of a Compound Technique?"""
quize27_select1#0,"""Fomelgion"""
quize27_select2#0,"""Fomelgioso"""
quize27_select3#0,"""Barasotsion"""
quize27_select4#0,"""Barantion"""
quize27_answer#0,"""And the answer is...<br><red>Fomelgion<c>!"""
quiz52#0,"""Question:<br><yellow>セントラルシティのオペレーター歴が、<br>“一番短い”のは?"""
quiz52_01#0,"""セントラルシティのオペレーター歴が、"""
quiz52_02#0,"""“一番短い”のは?"""
quize52_select1#0,"""Ran"""
quize52_select2#0,"""Liu Lin"""
quize52_select3#0,"""Rossa"""
quize52_select4#0,"""Oranje"""
quize52_answer#0,"""And the answer is...<br><red>Ran<c>!"""
quiz28#0,"""Question:<br><yellow>Premium Sets can be purchased<br>from which shop?"""
quiz28_01#0,"""Premium Sets can be purchased"""
quiz28_02#0,"""from which shop?"""
quize28_select1#0,"""The AC Shop"""
quize28_select2#0,"""The Treasure Shop"""
quize28_select3#0,"""The Item Shop"""
quize28_select4#0,"""My Shop"""
quize28_answer#0,"""And the answer is...<br><red>The AC Shop<c>!"""
quiz29#0,"""Question:<br><yellow>“Premium Set”の効果で、<br>“正しくない”のはどれ?"""
quiz29_01#0,"""“Premium Set”の効果で、"""
quiz29_02#0,"""“正しくない”のはどれ?"""
quize29_select1#0,"""You encounter more Rappies"""
quize29_select2#0,"""You can list items in My Shop"""
quize29_select3#0,"""You can use Premium Storage"""
quize29_select4#0,"""You gain Quick Food Premium effects"""
quize29_answer#0,"""And the answer is...<br><red>Calls more Rappies<c>!"""
quiz30#0,"""Question:<br><yellow>My Shop出品やPremium倉庫など、<br>様々な機能が利用可能になるのは?"""
quiz30_01#0,"""My Shop出品やPremium倉庫など、"""
quiz30_02#0,"""様々な機能が利用可能になるのは?"""
quize30_select1#0,"""Premium Set"""
quize30_select2#0,"""Quick Food"""
quize30_select3#0,"""Stage Live"""
quize30_select4#0,"""Gathering"""
quize30_answer#0,"""And the answer is...<br><red>Premium Set<c>!"""
quiz31#0,"""Question:<br><yellow>“南エアリオ”に設置されている<br>“リューカーデバイス”の名称は?"""
quiz31_01#0,"""“南エアリオ”に設置されている"""
quiz31_02#0,"""“リューカーデバイス”の名称は?"""
quize31_select1#0,"""Barflow Waterfall"""
quize31_select2#0,"""Lakau Coast"""
quize31_select3#0,"""Halpha Marshlands"""
quize31_select4#0,"""Lake Halphiria"""
quize31_answer#0,"""And the answer is...<br><red>Barflow Waterfall<c>!"""
quiz32#0,"""Question:<br><yellow>ハルフィリア湖に出現する<br>“ギガンティクス”は?"""
quiz32_01#0,"""ハルフィリア湖に出現する"""
quiz32_02#0,"""“ギガンティクス”は?"""
quize32_select1#0,"""Despaired: Daedal Sword"""
quize32_select2#0,"""Despaired: Daedal Axe"""
quize32_select3#0,"""Despaired: Snaedal Hammer"""
quize32_select4#0,"""Despaired: Flaedal Sword"""
quize32_answer#0,"""And the answer is...<br><red>Despaired: Daedal Sword<c>!"""
quiz33#0,"""Question:<br><yellow>“ハンターアーツアヴェンジ”の<br>“発動方法”は?"""
quiz33_01#0,"""“ハンターアーツアヴェンジ”の"""
quiz33_02#0,"""“発動方法”は?"""
quize33_select1#0,"""Get hit by an enemy while using a PA"""
quize33_select2#0,"""Hold the PA button"""
quize33_select3#0,"""Activate it from the Subpalette"""
quize33_select4#0,"""Shout \""Hunter Art Avenge!\"""""
quize33_answer#0,"""And the answer is...<br><red>Get hit by an enemy while using a PA<c>!"""
quiz34#0,"""Question:<br><yellow>ツインマシンガン専用の<br>“アクティブスキル”は?"""
quiz34_01#0,"""ツインマシンガン専用の"""
quiz34_02#0,"""“アクティブスキル”は?"""
quize34_select1#0,"""Hail of Bullets"""
quize34_select2#0,"""Calamity Bullet"""
quize34_select3#0,"""Spread Shot"""
quize34_select4#0,"""Infinity Fire"""
quize34_answer#0,"""And the answer is...<br><red>Hail of Bullets<c>!"""
quiz35#0,"""Question:<br><yellow>ナーデレフがライブで歌う<br>曲の“タイトル”は?"""
quiz35_01#0,"""ナーデレフがライブで歌う"""
quiz35_02#0,"""曲の“タイトル”は?"""
quize35_select1#0,"""Song of Battle ~Against Fate~"""
quize35_select2#0,"""Our Fighting"""
quize35_select3#0,"""Rare Drop ☆KOI☆KOI!"""
quize35_select4#0,"""We're ARKS!"""
quize35_answer#0,"""And the answer is...<br><red>Song of Battle ~Against Fate~<c>!"""
quiz36#0,"""Question:<br><yellow>Mt. Mahina Pariで再生される<br>隠し曲の“タイトル”は?"""
quiz36_01#0,"""Mt. Mahina Pariで再生される"""
quiz36_02#0,"""隠し曲の“タイトル”は?"""
quize36_select1#0,"""PSO2 Opening Theme"""
quize36_select2#0,"""PSO Opening Theme"""
quize36_select3#0,"""PSU Opening Theme"""
quize36_select4#0,"""We're ARKS!"""
quize36_answer#0,"""And the answer is...<br><red>PSO2 Opening Theme<c>!"""
quiz37#0,"""Question:<br><yellow>火炎や棒術を使って攻撃してくる<br>エネミーの“正しい名前”は?"""
quiz37_01#0,"""火炎や棒術を使って攻撃してくる"""
quiz37_02#0,"""エネミーの“正しい名前”は?"""
quize37_select1#0,"""Engouku"""
quize37_select2#0,"""Ingokuu"""
quize37_select3#0,"""Engokuu"""
quize37_select4#0,"""Enkuugo"""
quize37_answer#0,"""And the answer is...<br><red>Engouku<c>!"""
quiz38#0,"""Question:<br><yellow>Why is the summit of Mt. Mahina Pari<br>shaped like a crescent moon?"""
quiz38_01#0,"""Why is the summit of Mt. Mahina Pari"""
quiz38_02#0,"""shaped like a crescent moon?"""
quize38_select1#0,"""Central Cannon firing"""
quize38_select2#0,"""A Meteorn Pod collision"""
quize38_select3#0,"""Dark Falz attacking"""
quize38_select4#0,"""It was always like that"""
quize38_answer#0,"""And the answer is...<br><red>Central Cannon firing<c>!"""
quiz39#0,"""Question:<br><yellow>トレジャーショップの“商品の更新”は、<br>１日に“最大で何回”できる?"""
quiz39_01#0,"""トレジャーショップの“商品の更新”は、"""
quiz39_02#0,"""１日に“最大で何回”できる?"""
quize39_select1#0,"""4 times"""
quize39_select2#0,"""2 times"""
quize39_select3#0,"""6 times"""
quize39_select4#0,"""8 times"""
quize39_answer#0,"""And the answer is...<br><red>４ times<c>!"""
quiz40#0,"""Question:<br><yellow>“フォートス・ランチャー”の<br>破壊できる部位は、全部で何か所?"""
quiz40_01#0,"""“フォートス・ランチャー”の"""
quiz40_02#0,"""破壊できる部位は、全部で何か所?"""
quize40_select1#0,"""10 parts"""
quize40_select2#0,"""8 parts"""
quize40_select3#0,"""6 parts"""
quize40_select4#0,"""4 parts"""
quize40_answer#0,"""And the answer is...<br><red>10 parts<c>!"""
quiz41#0,"""Question:<br><yellow>“リテム・エルノザ”にある<br>アイテムコンテナ[赤]は、全部でいくつ?"""
quiz41_01#0,"""“リテム・エルノザ”にある"""
quiz41_02#0,"""アイテムコンテナ[赤]は、全部でいくつ?"""
quize41_select1#0,"""15"""
quize41_select2#0,"""10"""
quize41_select3#0,"""20"""
quize41_select4#0,"""25"""
quize41_answer#0,"""And the answer is...<br><red>15<c>!"""
quiz42#0,"""Question:<br><yellow>頭がドリルになっている<br>エネミーの“正しい名前”は?"""
quiz42_01#0,"""頭がドリルになっている"""
quiz42_02#0,"""エネミーの“正しい名前”は?"""
quize42_select1#0,"""Doldoris"""
quize42_select2#0,"""Dordorus"""
quize42_select3#0,"""Doldorus"""
quize42_select4#0,"""Dordoris"""
quize42_answer#0,"""And the answer is...<br><red>Doldoris<c>!"""
quiz43#0,"""Question:<br><yellow>How many Sunnys appear<br>in the opening movie?"""
quiz43_01#0,"""How many Sunnys appear"""
quiz43_02#0,"""in the opening movie?"""
quize43_select1#0,"""4"""
quize43_select2#0,"""3"""
quize43_select3#0,"""5"""
quize43_select4#0,"""2"""
quize43_answer#0,"""And the answer is...<br><red>4<c>!"""
quiz44#0,"""Question:<br><yellow>PP消費量を軽減する<br>“プリセット能力”は?"""
quiz44_01#0,"""PP消費量を軽減する"""
quiz44_02#0,"""“プリセット能力”は?"""
quize44_select1#0,"""Fixa Performa"""
quize44_select2#0,"""Fixa Natura"""
quize44_select3#0,"""Fixa Enthugia"""
quize44_select4#0,"""Fixa Termina"""
quize44_answer#0,"""And the answer is...<br><red>Fixa Performa<c>!"""
quiz45#0,"""Question:<br><yellow>朝と昼にしか採取できない<br>Kvarisの“果物”は?"""
quiz45_01#0,"""朝と昼にしか採取できない"""
quiz45_02#0,"""Kvarisの“果物”は?"""
quize45_select1#0,"""Notable Kvar Ackee"""
quize45_select2#0,"""Sharp Kvar Guava"""
quize45_select3#0,"""Refreshing Kvar Plum"""
quize45_select4#0,"""Notable Kvar Squid"""
quize45_answer#0,"""And the answer is...<br><red>Notable Kvar Ackee<c>!"""
quiz46#0,"""Question:<br><yellow>バルフロウ大瀑布の滝裏の洞窟にある<br>“Cocoonの名前”は?"""
quiz46_01#0,"""バルフロウ大瀑布の滝裏の洞窟にある"""
quiz46_02#0,"""“Cocoonの名前”は?"""
quize46_select1#0,"""Lone Way"""
quize46_select2#0,"""Wild Rush"""
quize46_select3#0,"""Rolling Rush"""
quize46_select4#0,"""Rappy Rush"""
quize46_answer#0,"""And the answer is...<br><red>Lone Way<c>!"""
quiz47#0,"""Question:<br><yellow>緊急クエスト“統制型ドールズ討伐戦”で、<br>“戦う場所”は?"""
quiz47_01#0,"""緊急クエスト“統制型ドールズ討伐戦”で、"""
quiz47_02#0,"""“戦う場所”は?"""
quize47_select1#0,"""Alto Lani Plateau"""
quize47_select2#0,"""Halphana Plains"""
quize47_select3#0,"""Craikau Hills"""
quize47_select4#0,"""Aelio Town Ruins"""
quize47_answer#0,"""And the answer is...<br><red>Alto Lani Plateau<c>!"""
quiz48#0,"""Question:<br><yellow>野菜“サッパ・リテナクランベ”の<br>“ブースト効果”は?"""
quiz48_01#0,"""野菜“サッパ・リテナクランベ”の"""
quiz48_02#0,"""“ブースト効果”は?"""
quize48_select1#0,"""Damage Resistance/PP recovery increase"""
quize48_select2#0,"""Maximum PP increase/PP recovery increase"""
quize48_select3#0,"""Attack power boost/HP Recovery increase"""
quize48_select4#0,"""Maximum PP increase/HP Recovery increase"""
quize48_answer#0,"""And the answer is...<br><red>Damage Resistance/PP recovery increase<c>!"""
quiz49#0,"""Question:<br><yellow>称号“全知”が獲得できる<br>“称号タスク”は?"""
quiz49_01#0,"""称号“全知”が獲得できる"""
quiz49_02#0,"""“称号タスク”は?"""
quize49_select1#0,"""Defeat Battle-Hardened: Lenus Retem"""
quize49_select2#0,"""Defeat Battle-Hardened: Nex Aelio"""
quize49_select3#0,"""Defeat Battle-Hardened: Ciacurio"""
quize49_select4#0,"""Defeat Battle-Hardened: Kelkund"""
quize49_answer#0,"""And the answer is...<br><red>Defeat Battle-Hardened: Lenus Retem<c>!"""
quiz50#0,"""Question:<br><yellow>From which section of the Beauty Salon<br>would you equip Tiger Duo Horns?"""
quiz50_01#0,"""From which section of the Beauty Salon"""
quiz50_02#0,"""would you equip Tiger Duo Horns?"""
quize50_select1#0,"""Edit Head"""
quize50_select2#0,"""Edit Body"""
quize50_select3#0,"""Edit Fashion"""
quize50_select4#0,"""Other Edits"""
quize50_answer#0,"""And the answer is...<br><red>Edit Head<c>!"""
quiz51#0,"""Question:<br><yellow>Kvaris Campにいる<br>“エステ店員の名前”は?"""
quiz51_01#0,"""Kvaris Campにいる"""
quiz51_02#0,"""“エステ店員の名前”は?"""
quize51_select1#0,"""Moore"""
quize51_select2#0,"""Eterna"""
quize51_select3#0,"""Alcyone"""
quize51_select4#0,"""Komachi"""
quize51_answer#0,"""And the answer is...<br><red>Moore<c>!"""
quiz53#0,"""Question:<br><yellow>アイテムショップで<br>“購入できない武器”は?"""
quiz53_01#0,"""アイテムショップで"""
quiz53_02#0,"""“購入できない武器”は?"""
quize53_select1#0,"""Prim Talis"""
quize53_select2#0,"""Prim Boots"""
quize53_select3#0,"""Tsuvia Takt"""
quize53_select4#0,"""Prim Takt"""
quize53_answer#0,"""And the answer is...<br><red>Prim Talis<c>!"""
quiz54#0,"""Question:<br><yellow>ナーデレフのステージライブで、<br>バックバンドに“登場しない楽器”は?"""
quiz54_01#0,"""ナーデレフのステージライブで、"""
quiz54_02#0,"""バックバンドに“登場しない楽器”は?"""
quize54_select1#0,"""Harmonica"""
quize54_select2#0,"""Guitar"""
quize54_select3#0,"""Drums"""
quize54_select4#0,"""Bass"""
quize54_answer#0,"""And the answer is...<br><red>Harmonica<c>!"""
quiz55#0,"""Question:<br><yellow>エアリオに、“存在しない山の名前”は?"""
quiz55_01#0,"""エアリオに、“存在しない山の名前”は?"""
quize55_select1#0,"""Mt. Latva"""
quize55_select2#0,"""Mt. Mahina Pari"""
quize55_select3#0,"""Mt. Picott"""
quize55_select4#0,"""Mt. Magnus"""
quize55_answer#0,"""And the answer is...<br><red>Mt. Latva<c>!"""
quiz56#0,"""Question:<br><yellow>称号“人気者”の獲得に関わる<br>“３人の子供たちの名前”は?"""
quiz56_01#0,"""称号“人気者”の獲得に関わる"""
quiz56_02#0,"""“３人の子供たちの名前”は?"""
quize56_select1#0,"""Nico, Lulu and Rolo"""
quize56_select2#0,"""Miko, Lala and Lili"""
quize56_select3#0,"""Sara, Reda and Io"""
quize56_select4#0,"""Anna, Rico and Nol"""
quize56_answer#0,"""And the answer is...<br><red>Nico, Lulu and Rolo<c>!"""
quiz57#0,"""Question:<br><yellow>装備の“限界突破”の方法を<br>教えてくれるのは?"""
quiz57_01#0,"""装備の“限界突破”の方法を"""
quiz57_02#0,"""教えてくれるのは?"""
quize57_select1#0,"""Kartevie"""
quize57_select2#0,"""Slona"""
quize57_select3#0,"""Bergmann"""
quize57_select4#0,"""Staggy"""
quize57_answer#0,"""And the answer is...<br><red>Kartevie<c>!"""
quiz58#0,"""Question:<br><yellow>“The Battle of Luf Maqaad”で、ともに<br>“Sand Nagrus”と戦ってくれるのは?"""
quiz58_01#0,"""“The Battle of Luf Maqaad”で、ともに"""
quiz58_02#0,"""“Sand Nagrus”と戦ってくれるのは?"""
quize58_select1#0,"""Mohsen"""
quize58_select2#0,"""Bruder"""
quize58_select3#0,"""Hadi"""
quize58_select4#0,"""Jalil"""
quize58_answer#0,"""And the answer is...<br><red>Mohsen<c>!"""
quiz59#0,"""Question:<br><yellow>タスク“Health is Wealth II”で、<br>Lynceが“欲しがっている野菜”は?"""
quiz59_01#0,"""タスク“Health is Wealth II”で、"""
quiz59_02#0,"""Lynceが“欲しがっている野菜”は?"""
quize59_select1#0,"""Refreshing Retena Cranberries"""
quize59_select2#0,"""Nourishing Retena Eggplant"""
quize59_select3#0,"""Healthy Retena Cauliflower"""
quize59_select4#0,"""Sharp Retena Meat"""
quize59_answer#0,"""And the answer is...<br><red>Refreshing Retena Cranberries<c>!"""
quiz60#0,"""Question:<br><yellow>クラスレベルが最大の状態で、<br>“さらに経験値を溜める”とどうなる?"""
quiz60_01#0,"""クラスレベルが最大の状態で、"""
quiz60_02#0,"""“さらに経験値を溜める”とどうなる?"""
quize60_select1#0,"""You obtain N-Excubes"""
quize60_select2#0,"""You obtain N-Meseta, SG etc."""
quize60_select3#0,"""Your level cap increases"""
quize60_select4#0,"""Rappies appear"""
quize60_answer#0,"""And the answer is...<br><red>You obtain N-Excubes<c>!"""
quiz61#0,"""Question:<br><yellow>ルーフ・マクアドに出現する<br>“ギガンティクス”は?"""
quiz61_01#0,"""ルーフ・マクアドに出現する"""
quiz61_02#0,"""“ギガンティクス”は?"""
quize61_select1#0,"""Despaired: Kelkund"""
quize61_select2#0,"""Despaired: Snaedal Hammer"""
quize61_select3#0,"""Despaired: Lysentos"""
quize61_select4#0,"""Despaired: Sand Nagrus"""
quize61_answer#0,"""And the answer is...<br><red>Despaired: ケルクンド<c>!"""
quiz62#0,"""Question:<br><yellow>PA“Spread Feather”を、<br>“使用できる武器種”は?"""
quiz62_01#0,"""PA“Spread Feather”を、"""
quiz62_02#0,"""“使用できる武器種”は?"""
quize62_select1#0,"""Talis"""
quize62_select2#0,"""Wand"""
quize62_select3#0,"""Twin Daggers"""
quize62_select4#0,"""Bullet Bow"""
quize62_answer#0,"""And the answer is...<br><red>Talis<c>!"""
quiz63#0,"""Question:<br><yellow>ハルファに降り立った主人公の<br>降下ポッドの“番号”は?"""
quiz63_01#0,"""ハルファに降り立った主人公の"""
quiz63_02#0,"""降下ポッドの“番号”は?"""
quize63_select1#0,"""909"""
