name010#0,"""나즌"""
quiz21#0,"""문제<br><yellow>주인공이 처음 들린<br>\""에아리오 타운을 습격한\"" 것은?"""
quiz21_01#0,"""주인공이 처음 들린"""
quiz21_02#0,"""\""에아리오 타운을 습격한\"" 것은?"""
quize21_select1#0,"""다크 펄스"""
quize21_select2#0,"""다르크 파키스"""
quize21_select3#0,"""다크 마기루스"""
quize21_select4#0,"""아이나"""
quize21_answer#0,"""정답은…<br><red>다크 펄스<c>입니다!"""
quiz22#0,"""문제<br><yellow>\""N-클래스 엑스 큐브\""는,<br>총 몇 종류일까요?"""
quiz22_01#0,"""\""N-클래스 엑스 큐브\""는,"""
quiz22_02#0,"""총 몇 종류일까요?"""
quize22_select1#0,"""10종"""
quize22_select2#0,"""8종"""
quize22_select3#0,"""9종"""
quize22_select4#0,"""11종"""
quize22_answer#0,"""정답은…<br><red>10종<c>입니다!"""
quiz23#0,"""문제<br><yellow>센트럴 시티에 배치된<br>\""거대 병기의 이름\""은?"""
quiz23_01#0,"""센트럴 시티에 배치된"""
quiz23_02#0,"""\""거대 병기의 이름\""은?"""
quize23_select1#0,"""센트럴 캐논"""
quize23_select2#0,"""돗츠 캐논"""
quize23_select3#0,"""나그루스 캐논"""
quize23_select4#0,"""에아리오 캐논"""
quize23_answer#0,"""정답은…<br><red>센트럴 캐논<c>입니다!"""
quiz24#0,"""문제<br><yellow>이 중, \""존재하지 않는 태스크\""는?"""
quiz24_01#0,"""이 중, \""존재하지 않는 태스크\""는?"""
quize24_select1#0,"""트리거 태스크"""
quize24_select2#0,"""데일리 태스크"""
quize24_select3#0,"""위클리 태스크"""
quize24_select4#0,"""기간 한정 태스크"""
quize24_answer#0,"""정답은…<br><red>트리거 태스크<c>입니다!"""
quiz25#0,"""문제<br><yellow>\""스텝 카운터\""를,<br>\""사용할 수 없는 무기군\""은?"""
quiz25_01#0,"""\""스텝 카운터\""를,"""
quiz25_02#0,"""\""사용할 수 없는 무기군\""은?"""
quize25_select1#0,"""해당 없음"""
quize25_select2#0,"""소드"""
quize25_select3#0,"""어설트 라이플"""
quize25_select4#0,"""로드"""
quize25_answer#0,"""정답은…<br><red>해당 없음<c>입니다!"""
quiz26#0,"""문제<br><yellow>웨이커가 불러내는,<br>\""날개 달린 패밀리어\""의 이름은?"""
quiz26_01#0,"""웨이커가 불러내는,"""
quiz26_02#0,"""\""날개 달린 패밀리어\""의 이름은?"""
quize26_select1#0,"""프레드랑"""
quize26_select2#0,"""프레이달"""
quize26_select3#0,"""볼퍼"""
quize26_select4#0,"""볼펜"""
quize26_answer#0,"""정답은…<br><red>프레드랑<c>입니다!"""
quiz27#0,"""문제<br><yellow>\""복합 속성 테크닉\""의 이름으로,<br>올바른 것은?"""
quiz27_01#0,"""\""복합 속성 테크닉\""의 이름으로,"""
quiz27_02#0,"""올바른 것은?"""
quize27_select1#0,"""포메르기온"""
quize27_select2#0,"""포르메기온"""
quize27_select3#0,"""바란지온"""
quize27_select4#0,"""바란티온"""
quize27_answer#0,"""정답은…<br><red>포메르기온<c>입니다!"""
quiz52#0,"""문제<br><yellow>센트럴 시티의 오퍼레이터 경력이,<br>\""가장 짧은\"" 인물은?"""
quiz52_01#0,"""센트럴 시티의 오퍼레이터 경력이,"""
quiz52_02#0,"""\""가장 짧은\"" 인물은?"""
quize52_select1#0,"""란"""
quize52_select2#0,"""류린"""
quize52_select3#0,"""롯사"""
quize52_select4#0,"""오란제"""
quize52_answer#0,"""정답은…<br><red>란<c>입니다!"""
quiz28#0,"""문제<br><yellow>\""프리미엄 세트\""를<br>구매할 수 있는 곳은?"""
quiz28_01#0,"""\""프리미엄 세트\""를"""
quiz28_02#0,"""구매할 수 있는 곳은?"""
quize28_select1#0,"""AC 샵"""
quize28_select2#0,"""트레져 샵"""
quize28_select3#0,"""아이템 샵"""
quize28_select4#0,"""마이 샵"""
quize28_answer#0,"""정답은…<br><red>AC 샵<c>입니다!"""
quiz29#0,"""문제<br><yellow>\""프리미엄 세트\""의 효과에 대해<br>\""올바르지 않은\"" 것은?"""
quiz29_01#0,"""\""프리미엄 세트\""의 효과에 대해"""
quiz29_02#0,"""\""올바르지 않은\"" 것은?"""
quize29_select1#0,"""랍피가 따라다닌다"""
quize29_select2#0,"""마이 샵 출품이 가능하다"""
quize29_select3#0,"""프리미엄 창고 이용이 가능하다"""
quize29_select4#0,"""퀵 푸드에 프리미엄 효과가 있다"""
quize29_answer#0,"""정답은…<br><red>랍피가 따라다닌다<c>입니다!"""
quiz30#0,"""문제<br><yellow>마이 샵 출품이나 프리미엄 창고 같은<br>다양한 기능을 이용할 수 있는 것은?"""
quiz30_01#0,"""마이 샵 출품이나 프리미엄 창고 같은"""
quiz30_02#0,"""다양한 기능을 이용할 수 있는 것은?"""
quize30_select1#0,"""프리미엄 세트"""
quize30_select2#0,"""퀵 푸드"""
quize30_select3#0,"""스테이지 라이브"""
quize30_select4#0,"""개더링"""
quize30_answer#0,"""정답은…<br><red>프리미엄 세트<c>입니다!"""
quiz31#0,"""문제<br><yellow>\""남부 에아리오\""에 설치되어 있는<br>\""류커 디바이스\""의 명칭은?"""
quiz31_01#0,"""\""남부 에아리오\""에 설치되어 있는"""
quiz31_02#0,"""\""류커 디바이스\""의 명칭은?"""
quize31_select1#0,"""발플로우 대폭포"""
quize31_select2#0,"""라카우 해안"""
quize31_select3#0,"""할파나 습지"""
quize31_select4#0,"""할피리아 호수"""
quize31_answer#0,"""정답은…<br><red>발플로우 대폭포<c>입니다!"""
quiz32#0,"""문제<br><yellow>할피리아 호수에 출현하는<br>\""기간틱스\""는?"""
quiz32_01#0,"""할피리아 호수에 출현하는"""
quiz32_02#0,"""\""기간틱스\""는?"""
quize32_select1#0,"""절망의 다이달 소드"""
quize32_select2#0,"""절망의 레이달 액스"""
quize32_select3#0,"""절망의 스나이달 해머"""
quize32_select4#0,"""절망의 레이달 소드"""
quize32_answer#0,"""정답은…<br><red>절망의 다이달 소드<c>입니다!"""
quiz33#0,"""문제<br><yellow>\""헌터 아츠 어벤지\""의<br>\""발동 방법\""은?"""
quiz33_01#0,"""\""헌터 아츠 어벤지\""의"""
quiz33_02#0,"""\""발동 방법\""은?"""
quize33_select1#0,"""PA 발동 중 에너미의 공격을 받기"""
quize33_select2#0,"""PA 버튼을 길게 누르기"""
quize33_select3#0,"""서브 팔레트에서 스킬을 선택해 발동"""
quize33_select4#0,"""「헌터 아츠 어벤지!」라 외치기"""
quize33_answer#0,"""정답은…<br><red>PA 발동 중 에너미의 공격을 받기<c>입니다!"""
quiz34#0,"""문제<br><yellow>트윈 머신 건 전용<br>\""액티브 스킬\""은?"""
quiz34_01#0,"""트윈 머신 건 전용"""
quiz34_02#0,"""\""액티브 스킬\""은?"""
quize34_select1#0,"""헤일 오브 불릿츠"""
quize34_select2#0,"""캘러미티 불릿"""
quize34_select3#0,"""스프레드 샷"""
quize34_select4#0,"""인피니티 파이어"""
quize34_answer#0,"""정답은…<br><red>헤일 오브 불릿츠<c>입니다!"""
quiz35#0,"""문제<br><yellow>나데레프가 라이브에서 부르는<br>노래의 \""타이틀\""은?"""
quiz35_01#0,"""나데레프가 라이브에서 부르는"""
quiz35_02#0,"""노래의 \""타이틀\""은?"""
quize35_select1#0,"""전쟁의 노래 ～Against fate～"""
quize35_select2#0,"""Our Fighting"""
quize35_select3#0,"""레어드랍☆KOI☆코이!"""
quize35_select4#0,"""We're ARKS!"""
quize35_answer#0,"""정답은…<br><red>전쟁의 노래 ～Against fate～<c>입니다!"""
quiz36#0,"""문제<br><yellow>마히나파리산에서 재생되는<br>숨은 노래의 \""타이틀\""은?"""
quiz36_01#0,"""마히나파리산에서 재생되는"""
quiz36_02#0,"""숨은 노래의 \""타이틀\""은?"""
quize36_select1#0,"""『PSO2』오프닝 테마"""
quize36_select2#0,"""『PSO』오프닝 테마"""
quize36_select3#0,"""『PSU』오프닝 테마"""
quize36_select4#0,"""We're ARKS!"""
quize36_answer#0,"""정답은…<br><red>『PSO2』오프닝 테마<c>입니다!"""
quiz37#0,"""문제<br><yellow>화염과 봉술로 공격하는<br>에너미의 \""올바른 이름\""은?"""
quiz37_01#0,"""화염과 봉술로 공격하는"""
quiz37_02#0,"""에너미의 \""올바른 이름\""은?"""
quize37_select1#0,"""엔고우크"""
quize37_select2#0,"""손고쿠"""
quize37_select3#0,"""엔고쿠"""
quize37_select4#0,"""엔쿠고"""
quize37_answer#0,"""정답은…<br><red>엔고우크<c>입니다!"""
quiz38#0,"""문제<br><yellow>마히나파리산 정상이<br>\""초승달 모양이 된 이유\""는?"""
quiz38_01#0,"""마히나파리산 정상이"""
quiz38_02#0,"""\""초승달 모양이 된 이유\""는?"""
quize38_select1#0,"""센트럴 캐논의 포격"""
quize38_select2#0,"""별을 건너는 자의 하강 포드의 충돌"""
quize38_select3#0,"""다크 펄스의 공격"""
quize38_select4#0,"""원래 그렇게 생겼다"""
quize38_answer#0,"""정답은…<br><red>센트럴 캐논의 포격<c>입니다!"""
quiz39#0,"""문제<br><yellow>트레져 샵의 \""상품 갱신\""은,<br>하루에 \""최대 몇번 까지\"" 가능?"""
quiz39_01#0,"""트레져 샵의 \""상품 갱신\""은,"""
quiz39_02#0,"""하루에 \""최대 몇번 까지\"" 가능?"""
quize39_select1#0,"""4회"""
quize39_select2#0,"""2회"""
quize39_select3#0,"""6회"""
quize39_select4#0,"""8회"""
quize39_answer#0,"""정답은…<br><red>4회<c>입니다!"""
quiz40#0,"""문제<br><yellow>\""포토스 런처\""의<br>파괴 가능 부위는 총 몇개?"""
quiz40_01#0,"""\""포토스 런처\""의"""
quiz40_02#0,"""파괴 가능 부위는 총 몇개?"""
quize40_select1#0,"""10개"""
quize40_select2#0,"""8개"""
quize40_select3#0,"""6개"""
quize40_select4#0,"""4개"""
quize40_answer#0,"""정답은…<br><red>10개<c>입니다!"""
quiz41#0,"""문제<br><yellow>\""리템 에르노자\""에 있는<br>아이템 컨테이너 [적]은 총 몇 개?"""
quiz41_01#0,"""\""리템 에르노자\""에 있는"""
quiz41_02#0,"""아이템 컨테이너 [적]은 총 몇 개?"""
quize41_select1#0,"""15개"""
quize41_select2#0,"""10개"""
quize41_select3#0,"""20개"""
quize41_select4#0,"""25개"""
quize41_answer#0,"""정답은…<br><red>15개<c>입니다!"""
quiz42#0,"""문제<br><yellow>머리가 드릴로 되어있는<br>에너미의 \""올바른 이름\""은?"""
quiz42_01#0,"""머리가 드릴로 되어있는"""
quiz42_02#0,"""에너미의 \""올바른 이름\""은?"""
quize42_select1#0,"""돌도리스"""
quize42_select2#0,"""도리돌스"""
quize42_select3#0,"""도르돌스"""
quize42_select4#0,"""도리도리스"""
quize42_answer#0,"""정답은…<br><red>돌도리스<c>입니다!"""
quiz43#0,"""문제<br><yellow>오프닝 무비에서<br>캐스트와 함께 나오는 \""서니\""는 총 몇 마리?"""
quiz43_01#0,"""오프닝 무비에서"""
quiz43_02#0,"""캐스트와 함께 나오는 \""서니\""는 총 몇 마리?"""
quize43_select1#0,"""4마리"""
quize43_select2#0,"""3마리"""
quize43_select3#0,"""5마리"""
quize43_select4#0,"""2마리"""
quize43_answer#0,"""정답은…<br><red>4마리<c>입니다!"""
quiz44#0,"""문제<br><yellow>PP 소비랑을 감소시키는<br>\""프리셋 능력\""은?"""
quiz44_01#0,"""PP 소비랑을 감소시키는"""
quiz44_02#0,"""\""프리셋 능력\""은?"""
quize44_select1#0,"""픽서 퍼포머"""
quize44_select2#0,"""픽서 나투라"""
quize44_select3#0,"""픽서 엔소지아"""
quize44_select4#0,"""픽서 테루미나"""
quize44_answer#0,"""정답은…<br><red>픽서 퍼포머<c>입니다!"""
quiz45#0,"""문제<br><yellow>아침과 낮에만 채취할 수 없는<br>크바리스의 \""과일\""은?"""
quiz45_01#0,"""아침과 낮에만 채취할 수 없는"""
quiz45_02#0,"""크바리스의 \""과일\""은?"""
quize45_select1#0,"""노타 크발갓키"""
quize45_select2#0,"""샷키 크발구아파"""
quize45_select3#0,"""삿파 크발플럼"""
quize45_select4#0,"""노타 크발스쿠이드"""
quize45_answer#0,"""정답은…<br><red>노타 크발갓키<c>입니다!"""
quiz46#0,"""문제<br><yellow>발플로우 대폭포 안쪽 동굴에 있는<br>\""코쿤의 이름\""은?"""
quiz46_01#0,"""발플로우 대폭포 안쪽 동굴에 있는"""
quiz46_02#0,"""\""코쿤의 이름\""은?"""
quize46_select1#0,"""론 웨이"""
quize46_select2#0,"""와일드 러쉬"""
quize46_select3#0,"""롤링 러쉬"""
quize46_select4#0,"""랍피 러쉬"""
quize46_answer#0,"""정답은…<br><red>론 웨이<c>입니다!"""
quiz47#0,"""문제<br><yellow>긴급 퀘스트 \""통제형 돌즈 토벌전\""에서,<br>\""싸우는 장소\""는?"""
quiz47_01#0,"""긴급 퀘스트 \""통제형 돌즈 토벌전\""에서,"""
quiz47_02#0,"""\""싸우는 장소\""는?"""
quize47_select1#0,"""알트 라니 고원"""
quize47_select2#0,"""할파나 평원"""
quize47_select3#0,"""크라이카우 구릉"""
quize47_select4#0,"""에아리오 타운 흔적"""
quize47_answer#0,"""정답은…<br><red>알트 라니 고원<c>입니다!"""
quiz48#0,"""문제<br><yellow>야채 \""삿파 리테나크란베\""의<br>\""부스트 효과\""는?"""
quiz48_01#0,"""야채 \""삿파 리테나크란베\""의"""
quiz48_02#0,"""\""부스트 효과\""는?"""
quize48_select1#0,"""데미지 내성/PP 회복량 증가"""
quize48_select2#0,"""PP 증가/PP 회복량 증가"""
quize48_select3#0,"""위력 상승/HP 회복량 증가"""
quize48_select4#0,"""PP 증가/HP 회복량 증가"""
quize48_answer#0,"""정답은…<br><red>데미지 내성/PP 회복량 증가<c>입니다!"""
quiz49#0,"""문제<br><yellow>칭호 \""전지\""를 얻을 수 있는<br>\""칭호 태스크\""는?"""
quiz49_01#0,"""칭호 \""전지\""를 얻을 수 있는"""
quiz49_02#0,"""\""칭호 태스크\""는?"""
quize49_select1#0,"""노련의 레누스 리템의 토벌자"""
quize49_select2#0,"""노련의 넥스 에아리오의 토벌자"""
quize49_select3#0,"""노련의 치아큐리오의 토벌자"""
quize49_select4#0,"""노련의 케르쿤드의 토벌자"""
quize49_answer#0,"""정답은…<br><red>노련의 레누스 리템의 토벌자<c>입니다!"""
quiz50#0,"""문제<br><yellow>\""트라가라 듀오 혼\""은,<br>에스테의 \""어느 메뉴에서 장착\"" 가능한가?"""
quiz50_01#0,"""\""트라가라 듀오 혼\""은,"""
quiz50_02#0,"""에스테의 \""어느 메뉴에서 장착\"" 가능한가?"""
quize50_select1#0,"""머리 편집"""
quize50_select2#0,"""신체 편집"""
quize50_select3#0,"""패션 편집"""
quize50_select4#0,"""기타 편집"""
quize50_answer#0,"""정답은…<br><red>머리 편집<c>입니다!"""
quiz51#0,"""문제<br><yellow>크바리스 캠프에 있는<br>\""에스테 점원의 이름\""은?"""
quiz51_01#0,"""크바리스 캠프에 있는"""
quiz51_02#0,"""\""에스테 점원의 이름\""은?"""
quize51_select1#0,"""무어"""
quize51_select2#0,"""에테르나"""
quize51_select3#0,"""알시오네"""
quize51_select4#0,"""코마치"""
quize51_answer#0,"""정답은…<br><red>무어<c>입니다!"""
quiz53#0,"""문제<br><yellow>아이템 샵에서<br>\""구매할 수 없는 무기\""는?"""
quiz53_01#0,"""아이템 샵에서"""
quiz53_02#0,"""\""구매할 수 없는 무기\""는?"""
quize53_select1#0,"""프림 탈리스"""
quize53_select2#0,"""프림 부츠"""
quize53_select3#0,"""츠비어 카타나"""
quize53_select4#0,"""프림 택트"""
quize53_answer#0,"""정답은…<br><red>프림 탈리스<c>입니다!"""
quiz54#0,"""문제<br><yellow>나데레프의 스테이지 라이브에서<br>백 밴드에\""등장하지 않는 악기\""는?"""
quiz54_01#0,"""나데레프의 스테이지 라이브에서"""
quiz54_02#0,"""백 밴드에\""등장하지 않는 악기\""는?"""
quize54_select1#0,"""하모니카"""
quize54_select2#0,"""기타"""
quize54_select3#0,"""드럼"""
quize54_select4#0,"""베이스"""
quize54_answer#0,"""정답은…<br><red>하모니카<c>입니다!"""
quiz55#0,"""문제<br><yellow>에아리오에 \""존재하지 않는 삼의 이름\""은?"""
quiz55_01#0,"""에아리오에 \""존재하지 않는 삼의 이름\""은?"""
quize55_select1#0,"""라트바산"""
quize55_select2#0,"""마히나파리산"""
quize55_select3#0,"""피코트산"""
quize55_select4#0,"""마그너스산"""
quize55_answer#0,"""정답은…<br><red>라트바산<c>입니다!"""
quiz56#0,"""문제<br><yellow>칭호 \""인기인\""의 획득과 관련된<br>\""세 아이들의 이름\""은?"""
quiz56_01#0,"""칭호 \""인기인\""의 획득과 관련된"""
quiz56_02#0,"""\""세 아이들의 이름\""은?"""
quize56_select1#0,"""니코,루루,로로"""
quize56_select2#0,"""미코,라라,리리"""
quize56_select3#0,"""사라,레다,이오"""
quize56_select4#0,"""아나,리코,노르"""
quize56_answer#0,"""정답은…<br><red>니코,루루,로로<c>입니다!"""
quiz57#0,"""문제<br><yellow>장비의 \""한계 돌파\"" 방법을<br>가러쳐 주는 인물은?"""
quiz57_01#0,"""장비의 \""한계 돌파\"" 방법을"""
quiz57_02#0,"""가러쳐 주는 인물은?"""
quize57_select1#0,"""카르테뷔에"""
quize57_select2#0,"""스로나"""
quize57_select3#0,"""베르크만"""
quize57_select4#0,"""스탓기"""
quize57_answer#0,"""정답은…<br><red>카르테뷔에<c>입니다!"""
quiz58#0,"""문제<br><yellow>\""루프 마크아드의 전투\""에서 함께<br>\""샌드 나그루스\""와 싸우는 인물은?"""
quiz58_01#0,"""\""루프 마크아드의 전투\""에서 함께"""
quiz58_02#0,"""\""샌드 나그루스\""와 싸우는 인물은?"""
quize58_select1#0,"""모프센"""
quize58_select2#0,"""브루더"""
quize58_select3#0,"""하디"""
quize58_select4#0,"""쟈릴"""
quize58_answer#0,"""정답은…<br><red>모프센<c>입니다!"""
quiz59#0,"""문제<br><yellow>태스크 \""신체가 자본・Ⅱ\""에서,<br>린체가 \""원하는 야채\""는?"""
quiz59_01#0,"""태스크 \""신체가 자본・Ⅱ\""에서,"""
quiz59_02#0,"""린체가 \""원하는 야채\""는?"""
quize59_select1#0,"""삿파 리테나크란베"""
quize59_select2#0,"""맛타 리테나마루마스"""
quize59_select3#0,"""갓츠 리테나캐리브라"""
