name010#0,"""나즌"""
quiz39_1#0,"""남부 리템에는,"""
quiz39_2#0,"""\""노련의 버블 크랩\""이 출현한다."""
quiz40#0,"""문제<br><yellow>레스타 사인은 \""사각형\""<br>잎사귀 모양을 하고 있다.<c><br>YES or NO？"""
quiz40_1#0,"""레스타 사인은 \""사각형\"""""
quiz40_2#0,"""잎사귀 모양을 하고 있다."""
quiz41#0,"""문제<br><yellow>마그너스 산에는 메시지 팩이,<br>총 \""3개\""가 설치되어 있다.<c><br>YES or NO？"""
quiz41_1#0,"""마그너스 산에는 메시지 팩이,"""
quiz41_2#0,"""총 \""3개\""가 설치되어 있다."""
quiz42#0,"""문제<br><yellow>캐릭터 메이크로 설정 가능한<br>키의 최대값은 \""205\""다.<c><br>YES or NO？"""
quiz42_1#0,"""캐릭터 메이크로 설정 가능한"""
quiz42_2#0,"""키의 최대값은 \""205\""다."""
quiz43#0,"""문제<br><yellow>파티 부스트의 상승률은,<br>파티의 \""이름\""에 따라 결정된다.<c><br>YES or NO？"""
quiz43_1#0,"""파티 부스트의 상승률은,"""
quiz43_2#0,"""파티의 \""이름\""에 따라 결정된다."""
quiz44#0,"""문제<br><yellow>\""삿파 리테나샷쿠\""라는<br>개더링 소재가 있다.<c><br>YES or NO？"""
quiz44_1#0,"""\""삿파 리테나샷쿠\""라는"""
quiz44_2#0,"""개더링 소재가 있다."""
quiz45#0,"""문제<br><yellow>베르크만의 태스크에서 추억의 경치를<br>볼 수 있는 산은 \""마히나파리산\""이다.<c><br>YES or NO？"""
quiz45_1#0,"""베르크만의 태스크에서 추억의 경치를"""
quiz45_2#0,"""볼 수 있는 산은 \""마히나파리산\""이다."""
quiz46#0,"""문제<br><yellow>태스크 \""다섯 쌍둥이의 부탁\""에서 쿠카에게서<br>부탁받은 물건은 \""모피\""다.<c><br>YES or NO？"""
quiz46_1#0,"""태스크 \""다섯 쌍둥이의 부탁\""에서 쿠카에게서"""
quiz46_2#0,"""부탁받은 물건은 \""모피\""다."""
quiz47#0,"""문제<br><yellow>에아리오에는, 아이템 컨테이너 [적]이<br>총 \""113개\""가 있다.<c><br>YES or NO？"""
quiz47_1#0,"""에아리오에는, 아이템 컨테이너 [적]이"""
quiz47_2#0,"""총 \""113개\""가 있다."""
quiz48#0,"""문제<br><yellow>리템 시티의 스테이지 라이브에서<br>노래하는 사람은 \""가로아\""다.<c><br>YES or NO？"""
quiz48_1#0,"""리템 시티의 스테이지 라이브에서"""
quiz48_2#0,"""노래하는 사람은 \""가로아\""다."""
quiz49#0,"""문제<br><yellow>무기 \""카이제람\"" 시리즈는,<br>아이시클 오브 \""999개\""개로 교한할 수 있다.<c><br>YES or NO？"""
quiz49_1#0,"""무기 \""카이제람\"" 시리즈는,"""
quiz49_2#0,"""아이시클 오브 \""999개\""개로 교한할 수 있다."""
quiz50#0,"""문제<br><yellow>무기 \""프림 로드\""는, 잠재 능력 해방에<br>\""포톤 스케일\""이 필요하다.<c><br>YES or NO？"""
quiz50_1#0,"""무기 \""프림 로드\""는, 잠재 능력 해방에"""
quiz50_2#0,"""\""포톤 스케일\""이 필요하다."""
quiz51#0,"""문제<br><yellow>특수 능력 캡슐 \""C/에알 도미나\""<br>교환에는 \""C/암Ⅲ\""가 필요하다.<c><br>YES or NO？"""
quiz51_1#0,"""특수 능력 캡슐 \""C/에알 도미나\"""""
quiz51_2#0,"""교환에는 \""C/암Ⅲ\""가 필요하다."""
quiz52#0,"""문제<br><yellow>\""프림\""시리즈의<br>컬러 배리언트 무기는, \""노란색\""이다.<c><br>YES or NO？"""
quiz52_1#0,"""\""프림\""시리즈의"""
quiz52_2#0,"""컬러 배리언트 무기는, \""노란색\""이다."""
quiz53#0,"""문제<br><yellow>무기 \""프림\""시리즈의 잠재 능력은,<br>\""불굴의 형\""이다.<c><br>YES or NO？"""
quiz53_1#0,"""무기 \""프림\""시리즈의 잠재 능력은,"""
quiz53_2#0,"""\""불굴의 형\""이다."""
quiz54#0,"""문제<br><yellow>크바리스 다섯 쌍둥이 중 삼남의 이름은,<br>\""쿠카\""다.<c><br>YES or NO？"""
quiz54_1#0,"""크바리스 다섯 쌍둥이 중 삼남의 이름은,"""
quiz54_2#0,"""\""쿠카\""다."""
quiz55#0,"""문제<br><yellow>크바리스 다섯 쌍둥이의 할아버지의 이름은,<br>\""라이서스\""다.<c><br>YES or NO？"""
quiz55_1#0,"""크바리스 다섯 쌍둥이의 할아버지의 이름은,"""
quiz55_2#0,"""\""라이서스\""다."""
quiz56#0,"""문제<br><yellow>스티아 캠프에 있는 베르크만의<br>후배의 이름은 \""치토세\""다.<c><br>YES or NO？"""
quiz56_1#0,"""스티아 캠프에 있는 베르크만의"""
quiz56_2#0,"""후배의 이름은 \""치토세\""다."""
quiz57#0,"""문제<br><yellow>\""리젠토스\""의 파괴 가능 부위는,<br>총 \""3부위\""다.<c><br>YES or NO？"""
quiz57_1#0,"""\""리젠토스\""의 파괴 가능 부위는,"""
quiz57_2#0,"""총 \""3부위\""다."""
quiz58#0,"""문제<br><yellow>아이나의 아버지인 가로아는,<br>\""38살\""이다.<c><br>YES or NO？"""
quiz58_1#0,"""아이나의 아버지인 가로아는,"""
quiz58_2#0,"""\""38살\""이다."""
quiz59#0,"""문제<br><yellow>에아리오 타운에서 밭일을 하고 있는<br>인물의 이름은 \""아그리\""다.<c><br>YES or NO？"""
quiz59_1#0,"""에아리오 타운에서 밭일을 하고 있는"""
quiz59_2#0,"""인물의 이름은 \""아그리\""다."""
quiz29#0,"""문제<br><yellow>\""츠키미 랍피\""는,<br>\""가면\""을 쓰고 있다.<c><br>YES or NO？"""
quiz29_1#0,"""\""츠키미 랍피\""는,"""
quiz29_2#0,"""\""가면\""을 쓰고 있다."""
quiz60#0,"""문제<br><yellow>드레드 에너미의 이명은,<br>\""노련의\""이다.<c><br>YES or NO？"""
quiz60_1#0,"""드레드 에너미의 이명은,"""
quiz60_2#0,"""\""노련의\""이다."""
quiz61#0,"""문제<br><yellow>전투 섹션에서 저투 불능이 되면,<br>PSE 레벨이 \""내려간다\"".<c><br>YES or NO？"""
quiz61_1#0,"""전투 섹션에서 저투 불능이 되면,"""
quiz61_2#0,"""PSE 레벨이 \""내려간다\""."""
quiz62#0,"""문제<br><yellow>로스트 센트럴은,<br>\""포마즈\""의 공격으로 파괴되었다.<c><br>YES or NO？"""
quiz62_1#0,"""로스트 센트럴은,"""
quiz62_2#0,"""\""포마즈\""의 공격으로 파괴되었다."""
quiz63#0,"""문제<br><yellow>에인션트 에너미의 이명은,<br>\""절망의\""이다.<c><br>YES or NO？"""
quiz63_1#0,"""에인션트 에너미의 이명은,"""
quiz63_2#0,"""\""절망의\""이다."""
quiz64#0,"""문제<br><yellow>크바리스에는,<br>\""내한의 리전 마그\""가 있다.<c><br>YES or NO？"""
quiz64_1#0,"""크바리스에는,"""
quiz64_2#0,"""\""내한의 리전 마그\""가 있다."""
quiz65#0,"""문제<br><yellow>아이나와 마논이 나오는 공투 트라이얼은,<br>클리어 후 반드시 PSE 버스트가 발생한다.<c><br>YES or NO？"""
quiz65_1#0,"""아이나와 마논이 나오는 공투 트라이얼은,"""
quiz65_2#0,"""클리어 후 반드시 PSE 버스트가 발생한다."""
quiz66#0,"""문제<br><yellow>태스크 \""관찰: PSE 버스트\""의 목표,<br>PSE 버스트를 \""3회\"" 관찰하는 것이다.<c><br>YES or NO？"""
quiz66_1#0,"""태스크 \""관찰: PSE 버스트\""의 목표,"""
quiz66_2#0,"""PSE 버스트를 \""3회\"" 관찰하는 것이다."""
quiz67#0,"""문제<br><yellow>아크스 장비 개발부원 부르간스는,<br>\""오른쪽 눈\""에 상처가 있다.<c><br>YES or NO？"""
quiz67_1#0,"""아크스 장비 개발부원 부르간스는,"""
quiz67_2#0,"""\""오른쪽 눈\""에 상처가 있다."""
quiz68#0,"""문제<br><yellow>무기 \""N-EXP웨폰\""에는,<br>특수 능력 \""하이페리오\""가 달려 있다.<c><br>YES or NO？"""
quiz68_1#0,"""무기 \""N-EXP웨폰\""에는,"""
quiz68_2#0,"""특수 능력 \""하이페리오\""가 달려 있다."""
quiz69#0,"""문제<br><yellow>코스트 1인 악세서리만 사용했을 경우,<br>\""18개\""의 악세서리 장착할 수 있다.<c><br>YES or NO？"""
quiz69_1#0,"""코스트 1인 악세서리만 사용했을 경우,"""
quiz69_2#0,"""\""18개\""의 악세서리 장착할 수 있다."""
quiz70#0,"""문제<br><yellow>바디 페인트는,<br>에스테의 \""신체 편집\""에서 변경할 수 있다.<c><br>YES or NO？"""
quiz70_1#0,"""바디 페인트는,"""
quiz70_2#0,"""에스테의 \""신체 편집\""에서 변경할 수 있다."""
quiz71#0,"""문제<br><yellow>액티브 소나는, \""레스타 사인\""과<br>\""리버서 사인\""에 반응하지 않는다.<c><br>YES or NO？"""
quiz71_1#0,"""액티브 소나는, \""레스타 사인\""과"""
quiz71_2#0,"""\""리버서 사인\""에 반응하지 않는다."""
quiz72#0,"""문제<br><yellow>\""채굴 장비 방어전: 크바리스\""의<br>긴급 퀘스트는\""다난 설원\""에서 싸운다.<c><br>YES or NO？"""
quiz72_1#0,"""\""채굴 장비 방어전: 크바리스\""의"""
quiz72_2#0,"""긴급 퀘스트는\""다난 설원\""에서 싸운다."""
quiz73#0,"""문제<br><yellow>퀵 푸드에 과일을 10개 넣었을 때의<br>PP 증가량은, \""20.0\""이다.<c><br>YES or NO？"""
quiz73_1#0,"""퀵 푸드에 과일을 10개 넣었을 때의"""
quiz73_2#0,"""PP 증가량은, \""20.0\""이다."""
quiz74#0,"""문제<br><yellow>클래스 스킬 \""매시브 헌터\""의<br>재사용 가능 시간은 \""180초\""다.<c><br>YES or NO？"""
quiz74_1#0,"""클래스 스킬 \""매시브 헌터\""의"""
quiz74_2#0,"""재사용 가능 시간은 \""180초\""다."""
quiz75#0,"""문제<br><yellow>\""배니싱 웨이 Ⅱ\""는,<br>\""크바리스\""의 코쿤이다.<c><br>YES or NO？"""
quiz75_1#0,"""\""배니싱 웨이 Ⅱ\""는,"""
quiz75_2#0,"""\""크바리스\""의 코쿤이다."""
quiz76#0,"""문제<br><yellow>\""타워\""의 클리어 보상으로 얻을 수 있는<br>스킬 포인트는 \""3 포인트\""다.<c><br>YES or NO？"""
quiz76_1#0,"""\""타워\""의 클리어 보상으로 얻을 수 있는"""
quiz76_2#0,"""스킬 포인트는 \""3 포인트\""다."""
quiz77#0,"""문제<br><yellow>와이어드 랜스에는 주는 데미지가<br>증감하는 \""적정 거리\""가 있다.<c><br>YES or NO？"""
quiz77_1#0,"""와이어드 랜스에는 주는 데미지가"""
quiz77_2#0,"""증감하는 \""적정 거리\""가 있다."""
quiz78#0,"""문제<br><yellow>드랍 임시 창고는,<br>\""150개\""의 아이템을 보관할 수 있다.<c><br>YES or NO？"""
quiz78_1#0,"""드랍 임시 창고는,"""
quiz78_2#0,"""\""150개\""의 아이템을 보관할 수 있다."""
quiz79#0,"""문제<br><yellow>에아리오의 섹션 수는,<br>센트럴 시티를 포함해 \""9개\""가 있다.<c><br>YES or NO？"""
quiz79_1#0,"""에아리오의 섹션 수는,"""
quiz79_2#0,"""센트럴 시티를 포함해 \""9개\""가 있다."""
quiz80#0,"""문제<br><yellow>인핸스드 에너미는 주변 에너미의<br>\""공격력과 방어력\""을 강화한다.<c><br>YES or NO？"""
quiz80_1#0,"""인핸스드 에너미는 주변 에너미의"""
quiz80_2#0,"""\""공격력과 방어력\""을 강화한다."""
