text00#0,"""Battle Arena Admin, Lavernat. Hurry up and ask your questions."""
text00#11,"""Получение оружия"""
text0001#2,"""При использовании точки добычи (аналогичный при<br>сборе, зелёного цвета), вы автоматически<br>наденете <c ffff00>одно оружие и один Фотон Арт <br>(или технику)<c>.<br><br>※Как только вы воспользуетесь точкой добычи,<br>она в течение короткого времени всё ещё будет<br>доступна всем игрокам.<br>※В начале боя и при возрождени, после<br>поражения, вы останетесь безоружны."""
text0002#2,"""Кроме того, <c ffff00>когда происходит Update<br>(обновление), сила подбираемого оружия<br>увеличится.<c><br><br>Вы можете получить более мощное оружие с<br>каждым Update."""
text0003#1,"""<c ffff00>Обратите внимание, что когда вы используете<br>точку добычи, ваше текущее оружие заменится<br>новым.<c><br><br>Хороший игрок меняет свою стратегию в<br>зависимости от ситуации, пользуясь получаемым<br>случайно оружием в точках добычи."""
text00#12,"""Боевые области"""
text0001#3,"""Бои за эмблемы проходят в специальных VR<br>пространствах, извесные как VR области."""
text0002#3,"""VR Лес<br><br>Эта карта имитирует лесную область планеты<br>Набериус, с простым расположением и<br>напряжёнными боями в центре карты.<br><br>Это лучшая карта для изучения приливов и<br>отливов в матчах боевой арены, так как на ней<br>легче понять план атаки обоим СОЮЗам."""
text0003#2,"""VR Вулкан<br><br>Эта карта имитирует вулканическую область на<br>планете Амдуския, где постепенно поднимается<br>уровень магмы, чем уменьшает доступную область<br>для перемещения.<br><br>Магма достаточно горячая, чтобы вывести игрока<br>из строя, так что не ослабляйте бдительность.<br><br>Поскольку со временем доступная область для<br>перемещения заливается магмой, эта карта<br>будет требовать от вас смену оружия и стратегии<br>в зависимости от ситуации."""
text0004#0,"""VR Токио<br><br>Эта карта имитирует область Токио на планете<br>Земля с вертикально ориентированной структурой,<br>имеющей два уровня, а также препятствия на них.<br><br>На верхнем уровне хорошо подойдут мощные<br>дальние атаки, в то время как на нижнем уровне<br>будут более простые мелкие стычки.<br><br>Эта карта требует чистого ума и отточеных<br>навыков, поскольку ограниченная видимость<br>затрудняет выработку стратегии."""
text0005#0,"""VR Лес: Дождь<br><br>Это переделанная версия VR леса.<br>Обратите внимание на <c ffff00>реку<c>, текущую по обеим<br>сторонам карты, а также на произвольные<br><c ffff00>удары молнии<c>.<br><br>Вы можете войти в реку с сильным течением,<br>чтобы ускорить своё перемещение.<br><br>Иногда наиболее ценные игроки (MVP) становятся<br>целями для ударов молнии, которые наносят<br>большой урон в небольшой области вокруг<br>точки удара."""
text0006#0,"""VR Вулкан: Ночь<br><br>Это изменённая версия VR вулканической области.<br>Эта карта имеет <c ffff00>большие мостики<c> соединяющие<br>центр.<br><br>Помимо магмы, поднимающейся снизу, необходимо<br>также не забывать про вероятность атак<br>с мостиков.<br><br>Эта карта требует использование разницы высот<br>в своих интересах больше, чем любая другая."""
text00#13,"""Информация о оружии"""
text0001#4,"""В бою за эмблемы вы будете сражаться с одним<br>из следующих видов оружия:<br><c 00b0f0> ・Меч<br> ・Винтовка<br> ・Род<br> ・Реактивные ботинки<br> ・Лук<br> ・Лук<c><br><br>※Во время боя ваше НР будет восстанавливаться<br>после установленного промежутка."""
text0002#4,"""Меч<br>Оружие, предназначенное для ведения ближнего<br>боя, с высоким уровнем НР и силой атаки.<br><br>У него может быть один из следующих Фотон Артов:<br><c 00b0f0>・Rising Edge<c><br>Прямая рубящая атака. Обладает высокой силой<br>атаки, но плохо охватывает горизонтальную<br>часть.<br><c 00b0f0>・Nova Strike<c><br>Вращающий удар, атакующий всё вокруг. Менее<br>мощный Фотон Арт, но отлично охватывает область<br>вокруг."""
text0003#3,"""Винтовка<br>Оружие, предназначенное для ведения боя<br>на средней дистанции, с управляемой дальностью<br>и высокой точностью.<br><br>У неё может быть один из следующих Фотон Артов:<br><c 00b0f0>・One Point<c><br>Стреляет очередью. Прост в использовании, но по<br>мощности уступает другим Фотон Артам и атакам.<br><c 00b0f0>・Piercing Shell<c><br>Совершает одиночный прицельный выстрел. Наносит<br>отрицательный эффект травмы поражённому<br>противнику, однако точность оставляет желать<br>лучшего."""
text0004#1,"""Род<br>Оружие, предназнваченное для ведения дальнего<br>боя, атаки которого включаю в себя хитрые<br>характеристики.<br><br>Он него может быть одна из следующих техник:<br><c 00b0f0>・Foie<c><br>Запускает огненный шар.<br>Летит прямо на дальние расстояния.<br><c 00b0f0>・Zonde<c><br>Сверху ударяет молния.<br>Сбивает врага с толку хитрой атакой.<br><c 00b0f0>・Megid<c><br>Стреляет самонаводящейся пулей.<br>Характеристики самонаведения высокие, но вот<br>скорость движения низкая."""
text0005#1,"""Реактивные ботинки<br>Оружие, специализирующееся на мобильности,<br>способное <c ffff00>совершать двойной прыжок и рывок<br>в воздухе<c>.<br><br>У них может быть один из следующих Фотон Артов:<br><c 00b0f0>・Strike Gust<c><br>Атака оборачивающаяся серией атак вперёд.<br>Во время этой атаки действие оружия будет<br>атаковать ударом по земле.<br><br><c 00b0f0>・Gran Wave<c><br>Летит во врага и атакует серией ударов.<br>При использовании действия оружия,<br>совершится прыжок назад."""
text0006#1,"""Лук<br>Оружие, предназначенное как для ближнего,<br>так и для дальнего боя, отличающееся высокой<br>силой атаки.<br><br>У него может быть один из следующих Фотон Артов:<br><c 00b0f0>・Final Nemesis<c><br>Натягивает тетеву лука до предела, после чего<br>выпускает стрелу. Обладает высокой мощностью<br>на большой дистанции, но требует много времени<br>на зарядку.<br><br>Кроме того, <c ffff00>при совершении заряженной атаки,<br>выпускаются 3 мощные стрелы<c>."""
text0007#0,"""Протазан<br>Оружие, предназначенное для ведения ближнего<br>боя, с высоким значением НР и силой атаки.<br><br>У него может быть один из следующих Фотон Артов:<br><c 00b0f0>・Assault Buster<c><br>Мгновенно сокращает дистанцию до врага и<br>наносит пронзительную атаку. Хотя<br>горизонтальное и вертикальное покрытие<br>Фотон Арта малое, у него отличная дальность<br>атаки вперёд."""
text0008#0,"""Парные пистолеты-пулемёты<br>Оружие, предназначенное для боя на средней<br>дистанции, с высокой мобильностью и скоростю<br>стрельбы.<br><br>Посредством использования действия оружия<br>выполняет <c ffff00>Stylish Roll<c> (стильный перекат),<br>чтобы уклониться в любом направлении, однако<br>этим самым будет тратиться РР.<br><br>У него может быть один из следующих Фотон Артов:<br><c 00b0f0>・Satellite Aim<c><br>Атака, ошеломляющая врага, посредством<br>совершения двух последовательных выстрелов.<br>Лёгок в обращении, имеет небольшой зазор<br>между последовательными атаками."""
text0009#0,"""В бою за эмблемы вы будете сражаться с одним<br>из следующих видов оружия:<br><c 00b0f0> ・Меч<br> ・Винтовка<br> ・Род<br> ・Реактивные ботинки<br> ・Лук<br> ・Лук<br> ・Протазан<br> ・Парные пистолеты-пулемёты<c><br><br>※Во время боя ваше НР будет восстанавливаться<br>после установленного промежутка."""
text0010#0,"""Талис<br>Техническое оружие, предназначенное для<br>дальнего боя.<br><br>Когда брошенный талис проходит определённое<br>расстояние или когда вы начинаете использовать<br>технику, он останавливается и парит в течение<br>нескольких секунд.<br>Техники можно использовать, используя кинутый<br>талис в качестве точки создания техники.<br><br>Он него может быть одна из следующих техник:<br><c 00b0f0>・Nagrants<c><br>На короткий промежуток времени создаётся<br>сфера света вокуг использующего технику<br>или же брошенного талиса."""
text0011#0,"""Парные клинки<br>Оружие, способное вести как ближний бой,<br>так и дальний бой, с использованием мощных<br>Фотон Артов ближнего боя, а также дальнобойным<br>действием оружия.<br><br>С помощью его действия оружия называемого<br><c ffff00>Photon Blades<c> (фотонные клинки), можно<br>атаковать на расстоянии.<br><br>У него может быть один из следующих Фотон Артов:<br><c 00b0f0>・Immortal Dove<c><br>Соберает большое количество фотонных клинков<br>и вбивает их в землю прямо перед собой.<br>Высокая сила атаки, но малый радиус атаки."""
text0012#0,"""Парные кинжалы<br>Особое оружие ближнего боя, известное своей<br>очень высокой мобильностью. Способен быстро<br>передвигаться по земле с помощью<br>высокоскоростного Step'а с отличной<br>способностью игнорирования входящих атак.<br><br>Его действие оружия, называемое <c ffff00>Spin Move<c><br>(вращательное движение), расходует РР для<br>быстрого парирования атак в любом направлении.<br><br>У него может быть один из следующих Фотон Артов:<br><c 00b0f0>・Symphonic Drive<c><br>Подлетает к противнику на большой скорости<br>и наносит удар. Фотон Арт дальнего действия,<br>способный атаковать на большом расстоянии."""
text0013#0,"""Меч<br>Во время коллаборации с Virtual-On некоторые<br>мечи примут вид <c ffff00>\""Sleipnir\"",<br>основного оружия \""Temjin\""!<c><br><br>Кроме того, следующие Фотон Арты будут доступны<br>только на время коллаборации:<br><br><c 00b0f0>・Ride Slasher<c><br>Встаёт на меч, чтобы совершить высокоскоростную<br>атаку. Вы можете свободно управлять зарядом,<br>пока удерживаете кнопку Фотон Арта.<br>Постоянно расходует РР."""
text0014#0,"""Винтовка<br>Во время коллаборации с Virtual-On некоторые<br>винтовки временно примут вид <c ffff00>\""Zig Launcher\"",<br>основного оружия \""Raiden\""!<c><br>Кроме того, следующие Фотон Арты будут доступны<br>только на время сотрудничества:<br><br><c 00b0f0>・End Attract<c><br>Выпускает во врага мощную пулю. Можно зарядить<br><c ffff00>в 2 этапа<c> для увеличения мощности, но при<br>зарядке будет постоянно расходоваться РР."""
text0015#0,"""<c 00b0f0>・Ride Slasher<c><br>Встаёт на меч, чтобы совершить высокоскоростную<br>атаку. Вы можете свободно управлять зарядом,<br>пока удерживаете кнопку Фотон Арта.<br>Постоянно расходует РР."""
text0016#0,"""<c 00b0f0>・End Attract<c><br>Выпускает во врага мощную пулю. Можно зарядить<br><c ffff00>в 2 этапа<c> для увеличения мощности, но при<br>зарядке будет постоянно расходоваться РР."""
text0017#0,"""Кастеты<br>Крайне мобильное оружие, предназначенное для<br>ближнего боя. Их Step позволяет быстро<br>перемещаться, а его обычные атаки невероятно<br>мощны.<br><br>Он будет включать в себя следующий Фотон Арт:<br><c 00b0f0>・Straight Charge<c><br>Собирает всю силу в кулак и совершает<br>стремительную атаку. Можно заряжать, чтобы<br>добавить эффект оглушения, но при зарядке<br>постоянно расходуется РР."""
text00#14,"""Общий корабль"""
text0001#5,"""Общий корабль - место, где вы можете<br>взаимодействовать с другими игроками за<br>пределами обычных границ вашего корабля.<br>На этом корабле вы можете выполнять квесты<br>челенджей и ходить на матчи на боевой арене<br>с игроками с других кораблей.<br><br>Вы можете отправиться в соответствующее лобби,<br>выбрав \""В лобби битв общего корабля\"" или<br>\""В лобби челенджей общего корабля\"" в меню<br>телепортационной кабины."""
text00#15,"""Союзы"""
text0001#6,"""При подборе, игроки <c ffff00>будут сформированы в два<br>СОЮЗа (команды): красный и синий<c>.<br>Во время этого происходит следующее:<br><br><c ffff00> ・Чат доступен только для общения внутри СОЮЗа<br> ・Только у персонажей противоположного СОЮЗа<br>  будут отображаться эффекты<c><br> ・Имена персонажей противоположного СОЮЗА<br>  изменятся на \""ARKS (число)\""<br><br>※Кроме того ваши параметры отображаемой<br>информации над головой персонажа изменятся<br>на отображение имени персонажа<br>и его полоски НР."""
text00#16,"""Умения"""
text0001#7,"""В боях за эмблемы вы можете получить различные<br><c ffff00>умения<c> на время боя.<br><br>У умений имеется <c ffff00>ограничение на количество<br>использований<c>, однако, соответствующе<br>используя их, вы сможете получить преимущество<br>в бою.<br><br><c ffff00>Перед началом боя на выбор дают выбрать 1 из<br>трёх случайно подобранных умений<c>.<br>При выборе желаемого, это умение установится<br>в подпалитру."""
text00#17,"""Информация о умениях"""
text0001#8,"""Есть 5 видов умений, которые можно использовать<br>в бою за эмблемы:<br><br><c 00b0f0> ・First Aid<br> ・Barrier<br> ・Stun Shot<br> ・Unlimited PP<br> ・Sprint<c>"""
text0002#5,"""First Aid (первая помощь)<br>При использовании этого умения <c ffff00>полностью<br>восстановится<c> ваше HP.<br><br>Даже атакуя врага, вы можете использовать это<br>умение, чтобы мгновенно восстановиться и<br>продолжить бой.<br><br><c ffff00>Если при активации этого умения у вас будет<br>отрицательный эффект статуса, то он развеется.<c><br><br>У этого умения отстутствует анимация."""
text0003#4,"""Protection (Защита)<br>При использовании этого умения <c ffff00>полностью<br>восстановится ваше HP<c> и вокруг создастся<br>временный барьер. Пока этот барьер активен,<br><c ffff00>получаемый урон будет снижен<c>.<br><br><c ffff00>Если при активации этого умения у вас будет<br>отрицательный эффект статуса, то он развеется.<br>Кроме того вы не сможете получить<br>отрицательный эффект статуса, пока действует<br>это умение.<c><br><br>Вы можете использовать это умение только один<br>раз, так что постарайтесь подгадать наиболее<br>удачный момент для использования.<br><br>У этого умения отстутствует анимация."""
text0004#2,"""Stun Shot (Оглушающий выстрел)<br>Выпускает самонаводящуюся пулю, <c ffff00>оглушающую<br>любого поражённого врага<c>.<br><br>Это умение также может <c ffff00>пробить защитную<br>стойку врага<c>, так что может оказаться<br>очень эффективным при поражении определённой<br>цели."""
text0005#2,"""Unlimited PP (Бесконечное РР)<br>При использовании умения, <c ffff00>весь расход РР<br>временно снижается до 1<c>.<br><c ffff00>※Исключая трату РР на защиту.<br>Однако и максимальное значение НР<br>временно снизится.<c><br><br>Вы можете использовать Фотон Арты и техники<br>непрерывно, безжалостно атакуя своих врагов.<br><br>У этого умения отстутствует анимация."""
text0006#2,"""Sprint<br>При использовании этого умения, <c ffff00>ваша скорость<br>бега временно увеличится<c>.<br><br>В отличие от других умений, не имеет прямого<br>влияния на бой, но имеет множество применений,<br>таких как побег от врага, преследование врага<br>или захват вдали расположенных эмблем.<br><br>У этого умения отстутствует анимация."""
text00#18,"""Оружие в матчах за рейтинг"""
text0001#9,"""В настоящее время в матчах за рейтинг можно<br>использовать следующие четыре типа оружия:<br><br>\u3000<c 00b0f0>・Кастеты<c><br>\u3000<c 00b0f0>・Винтовка<c><br>\u3000<c 00b0f0>・Талис<c><br>\u3000<c 00b0f0>・Реактивные ботинки<c><br><br>Чтобы узнать подробности о каждом оружии,<br>и можете поговорить с Лавернатом и выберите<br>\""Информация о оружии\""."""
text00#19,"""Оружие в матчах за рейтинг"""
text0001#10,"""В настоящее время в матчах за рейтинг можно<br>использовать следующие три типа оружия:<br><br>\u3000<c 00b0f0>・Меч<c><br>\u3000<c 00b0f0>・Винтовка<c><br>\u3000<c 00b0f0>・Реактивные ботинки<c><br><br>Чтобы узнать подробности о каждом оружии,<br> и можете поговорить с Лавернатом и выберите<br>\""Информация о оружии\""."""
