name_7224#0,"""Xitrae"""
ssn_019110_002_0240#0,"""ตอนทำงานก็เอาแต่เหม่อลอย<br>จนส่งผลกระทบต่อแผนของหน่วยเสบียงแล้วเนี่ย"""
ssn_019110_002_0250#0,"""ก็เลยอยากจะขอร้องน่ะ<br>ช่วยไปเก็บข้อมูล Rappy มาให้หน่อยได้ไหม?"""
ssn_019110_002_0260#0,"""ถ้าเอาข้อมูลไปให้ดู<br>ก็น่าจะช่วยให้เขากลับมามีสมาธิกับการทำงานได้บ้างล่ะนะ"""
ssn_019110_002_0270#0,"""ฉันเตรียมของตอบแทนไว้ให้อย่างดีแน่นอน!<br>เพราะงั้น ฝากด้วยนะ!"""
ssn_019110_002_1010#0,"""ยินดีต้อนรับกลับมา!<br>ขอบใจนะ ช่วยได้มากเลย"""
ssn_019110_002_1020#0,"""ถ้าเอาเจ้านี่ไปให้ หัวหน้าก็คงกลับมาทำงานอย่างจริงจัง..."""
ssn_019110_002_1030#0,"""อืมมมม! นี่ยอดไปเลย!<br>เป็นข้อมูลที่ยอดเยี่ยมมากเลยนะ!"""
ssn_019110_002_1040#0,"""เหวอ โผล่มาแล้ว"""
ssn_019110_002_1050#0,"""อาา เด็กคนนี้น่ารักจังเลยน้า"""
ssn_019110_002_1060#0,"""ยังไม่ได้ส่งข้อมูลไปให้เลยนะคะ<br>รู้ตัวได้ยังไงกันคะเนี่ย"""
ssn_019110_002_1070#0,"""ก็ในพื้นที่ข้อมูลของเธอ<br>ฉันเห็นคำว่า 'Rappy' ยังไงล่ะ!"""
ssn_019110_002_1080#0,"""...งานของวันนี้เสร็จแล้วเหรอคะ?"""
ssn_019110_002_1090#0,"""...ยังไม่เสร็จครับ"""
ssn_019110_002_1100#0,"""เฮ้อ..."""
ssn_019110_002_1110#0,"""แล้วเป็นไงบ้างคะ?<br>พอใจหรือยัง?"""
ssn_019110_002_1120#0,"""อื้อๆ!<br>ยิ่งอยากไปเห็นด้วยตาตัวเองมากขึ้นไปอีกเลยล่ะ!"""
ssn_019110_002_1130#0,"""..."""
ssn_019110_002_1140#0,"""ไว้เราค่อยคุยเรื่องนี้กันยาวๆ ทีหลังนะคะ"""
ssn_019110_002_1150#0,"""อ๊ะ เดี๋ยวก่อนสิ!<br>ขอฉันพูดเรื่องความรักที่มีต่อ Rappy อีกหน่อย..."""
ssn_019110_002_1160#0,"""...เฮ้อ"""
ssn_019110_002_1170#0,"""อืมม กลายเป็นให้ผลตรงข้ามซะงั้น<br>ถึงจะเป็นเรื่องปกติก็เถอะ แต่ก็ขอโทษแทนหัวหน้าแปลกๆ ของฉันด้วยนะ"""
ssn_019110_002_1180#0,"""ถ้าไม่ติดเรื่องนั้นล่ะก็<br>เขาเป็นคนที่เก่งมากๆ เลยนะ..."""
ssn_019110_002_1190#0,"""...ก-ก็นะ เอาเป็นว่า<br>ดูเหมือน Peppy Rappy ก็พอใจแล้วล่ะ"""
ssn_019110_002_1200#0,"""ครั้งนี้ขอบใจจริงๆ นะ<br>เดี๋ยวจะให้ของตอบแทนอย่างดีเลยล่ะ"""
ssn_019110_002_1210#0,"""งั้น ถ้ามีอะไรอีก<br>ก็ฝากด้วยนะ!"""
ssn_019110_002_5010#0,"""เสบียงคือเส้นชีวิตของการต่อสู้!"""
ssn_019110_002_5020#0,"""...แต่บางครั้งเส้นชีวิตนั้นก็ถูกคุกคามเหมือนกัน<br>เพราะ Rappy นั่นแหละ..."""
npc_menu_0010#0,"""แลก Seasonal Point (สิ้นสุด $(0))"""
npc_menu_0020#0,"""ถามเกี่ยวกับ Seasonal Event"""
npc_menu_0030#0,"""ปิดเมนู"""
npc_menu_1010#0,"""เกี่ยวกับ Seasonal Event"""
npc_menu_1020#0,"""เกี่ยวกับ Rappy Gathering"""
npc_menu_1030#0,"""เกี่ยวกับ Seasonal Enemies"""
npc_menu_1040#0,"""เกี่ยวกับ Seasonal Regional Mags"""
npc_menu_1050#0,"""เกี่ยวกับ Mischief Symbols"""
npc_menu_2000#0,"""ช่างมันเถอะ"""
