11_voice_NPC_03_100#0,"""Hey, what are you up to, partner? Hm? You were asked to do something by that cat?"""
11_voice_NPC_5210_100#1,"""It's so nice here. I want to relax all the time. But as soon as there's a mission, I have to leave..."""
11_voice_NPC_5210_100#2,"""There are so many skills. It's hard to remember them all, isn't it?"""
Afin_07_020#0,"""But if you can remember them, they can be really useful. Let's keep it up!"""
11_voice_NPC_5210_104#1,"""Hmmm. I don't have any good weapons. I wonder if there are some new ones I could get..."""
11_voice_NPC_5210_105#0,"""The goal is to find people, so only carry light weapons!"""
Afin_09_020#0,"""...Even if you say that, you still got mad and fought seriously. I didn't mean to come off as unfaithful."""
11_voice_NPC_5210_105#1,"""We can change classes, but the higher ranks have already chosen theirs. Why did it change...?"""
11_voice_NPC_5210_104#2,"""There are some ARKS that are not only good at fighting, but also at gathering info. I wonder if I'm the same..."""
11_voice_NPC_5210_104#3,"""I knew finding people would be hard, but this will take a while. Guess I'll just have to be patient."""
11_voice_NPC_5210_109#0,"""More Darkers appeared! At least that's what it feels like a lot these days. Maybe it's just me?"""
11_voice_NPC_5210_101#2,"""Seeing you complete so many Client Orders is making me happy, too. Hehe."""
11_voice_NPC_5210_108#1,"""I was told by my superiors that \""you don't have any courage, but you know that\"". A bit harsh, don't you think?"""
Afin_15_020#0,"""The thing that's scary is that there are people who think they have courage when they don't. ...Guess they're just reckless."""
11_voice_NPC_5210_105#2,"""I've been thinking. The Darkers have been our enemies for a while now, but it hasn't been properly been recorded in history..."""
11_voice_NPC_5210_104#4,"""ARKS are... loved by everyone. But I never thought it would be this tiring... ha."""
11_voice_NPC_5210_100#3,"""The best ARKS... the Council of Six? I guess. They're all pretty strong."""
Afin_18_020#0,"""I was just on a walk. Weren't you just here?"""
11_voice_NPC_5210_109#1,"""It's weird how the ARKS ship can be attacked directly and no one panics. I guess it happens too often for people to get upset."""
Afin_19_020#0,"""...I feel like there's something wrong with you if you think that that's normal."""
11_voice_NPC_5210_104#5,"""I didn't join ARKS because I wanted to protect someone."""
Afin_20_020#0,"""Like, I thought if we get attacked here... I end up thinking I want to protect everyone. It's weird to think about."""
11_voice_NPC_03_104#0,"""Ever since the Dark Falz's revival, everyone's been on edge."""
Afin_mb9_020#0,"""Well, I might be stating the obvious, but it's no use feeling down about it."""
11_voice_NPC_5210_106#1,"""ウワサの暴走龍ってさ<br>なんか結構数いるみたいだな。"""
Afin_mb10_020#0,"""There are some super-strong people out there, so be careful."""
11_voice_NPC_03_104#1,"""Well, I think it's good to let off a little steam in the ARKS Battle Tournament every once in a while."""
Afin_mb11_020#0,"""Looks like a lot of people are joining in... what should I do?"""
11_voice_NPC_5210_105#3,"""...Ah, my bad, partner. I was spacing out."""
Afin_mb12_020#0,"""I know I can't solve anything just by thinking about it... but I'm bad at acting on my thoughts."""
11_voice_NPC_5210_105#4,"""...Ah, my bad, partner. I was spacing out."""
Afin_mb13_020#0,"""I know I can't solve anything just by thinking about it... but I'm bad at acting on my thoughts."""
11_voice_NPC_5210_104#6,"""The Quarry on Planet Lillipa... I feel like there's something there."""
Afin_mb14_020#0,"""Ah, it's not really a \""get rich quick\"" thing. That gets old pretty fast. """
11_voice_NPC_5210_104#7,"""This... seems like a joke. My sister that I was separated from is Dark Falz... what's happening?"""
Afin_mb15_020#0,"""If that's the case, then I should just stop suffering..."""
Afin_mb15_030#0,"""...No. If you're going to keep living, then things will work out. I'm sure everything will be fine."""
Afin_mb16_010#0,"""This... seems like a joke. My sister that I was separated from is Dark Falz... what's happening?"""
11_voice_NPC_5210_105#5,"""If that's the case, then I should just stop suffering..."""
Afin_mb16_030#0,"""...No. If you're going to keep living, then things will work out. I'm sure everything will be fine."""
11_voice_NPC_5210_104#8,"""...Partner. That turned out to be amazing."""
Afin_mb16zeno_020#0,"""You really seem to get caught up in everything. ...I feel sorry for you. It must be tough."""
11_voice_NPC_5210_104#9,"""Hey, partner. So much has changed since we became ARKS, hasn't it?"""
Afin_mb18_020#0,"""Things are changing everywhere... I'll try my best to adapt."""
11_voice_NPC_5210_100#4,"""You're always so positive. We have the power to change things, so I won't give up!"""
Afin_mb19_020#0,"""If only I could keep pushing forward constantly. It's so hard..."""
Afin_mb20_010#0,"""You seem as busy as ever. Me? Still no trace of my sister to be found."""
11_voice_NPC_5210_104#10,"""We investigated around the mining base, but I think we'll have to switch up our methods."""
11_voice_NPC_5210_100#5,"""Watching you makes me want to do my best, too!"""
Afin_mb21_020#0,"""It sounds like there has been a lot of sightings of my sister around the mining base."""
Afin_mb21_030#0,"""You didn't give up no matter what. I just need to push forward like you and find my sister!"""
11_voice_NPC_5210_100#6,"""Partner, thanks for everything. Thanks to you, I was able to meet my sister. """
Afin_mb22_020#0,"""But there is still a lot for me to think about."""
Afin_mb22_030#0,"""We've come this far. I won't give up now."""
11_voice_NPC_5210_100#7,"""Hey, partner. Looks like you've been through a lot. I'm glad you're okay though."""
Afin_mb23_020#0,"""What about me? It's the same old with my sister. She runs at the sight of me."""
Afin_mb23_030#0,"""But, I won't give up. I finally got to meet her after all."""
11_voice_NPC_5210_100#8,"""Are you okay, partner? When they told me you were taking a break, I got worried."""
Afin_mb23_after_020#0,"""Your ego's pretty big, but I think you should rely on those around you a little more."""
Afin_mb23_after_030#0,"""Don't work too hard. If you need anything, just ask!"""
11_voice_NPC_5210_100#9,"""Since I always see you do your best, I want to try my best at doing things too!"""
Afin_mb24_020#0,"""Even though it's hard to bear when someone so close to you becomes Dark Falz... in the end we just can't give up."""
Afin_mb24_030#0,"""I can help out too! I'm confident, we won't fail!"""
Afin_mb24_after_010#0,"""Yo, partner. Nice work out there."""
Afin_mb24_after_020#0,"""I think it's important to have a partner by your side that you look up to."""
11_voice_NPC_5210_101#3,"""Anyways, I'm glad things turned out like you wanted. I'm happy for you."""
11_voice_NPC_5210_100#10,"""My bad. I didn't know what to do. I just knew I had to call you."""
Afin_mb25_020#0,"""I don't know, either. It just suddenly sprang out of Yucreta in front of me!"""
Afin_mb25_030#0,"""She said she didn't know what it was, either! Gimme a break here..."""
11_voice_NPC_5210_104#11,"""That's pretty serious. The Apprentice's sealed power getting out..."""
Afin_mb25_after_020#0,"""They say that there is some meaning to the timing of the Aurora but honestly I don't have any clue what it is."""
11_voice_NPC_5210_100#11,"""Well..thanks, partner. If it were me, I would have lost it back there."""
11_voice_NPC_5210_100#12,"""Oh, partner! Hehe, it's been a while since we've been together! """
st01_020#0,"""What does it feel like to sleep for two years? I guess you wouldn't really know since you were asleep. It felt like a long time out here, though."""
st01_030#0,"""I'm glad I could see you again after so long, though!"""
11_voice_NPC_5210_100#13,"""Partner! You look as busy as ever. If you want a break, just call me anytime!"""
st01_020#1,"""It was only a moment for you, but for me it was two years. I want to go on missions with you sometimes."""
11_voice_NPC_5210_100#14,"""Yucreta and I are going to become a part of the ARKS General Affairs Department. Under Maria. That's right."""
st01_020#2,"""Sara has been doing well, so we haven't had many problems. But it seems like the Intelligence Department has it rough sometimes."""
11_voice_NPC_5210_100#15,"""The General Affairs Department is pretty big, so I made a lot of new connections."""
st01_020#3,"""It's nice. I can talk with people I haven't talked to before and ask about you."""
st01_030#1,"""Since there are so many people to meet, I think Yucreta has started to get used to it here. """
11_voice_NPC_5210_100#16,"""Hey, partner. You got some time?"""
st01_020#4,"""Somehow things have gotten serious again, haven't they?"""
st01_030#2,"""Well, I think you'll be fine. But, if you need anything, call me."""
11_voice_NPC_5210_104#12,"""Of course, refining a lot of plans with people will make things harder when more people work on it. """
st01_020#5,"""Its hard being pushed down by large Darker-like numbers, but making as many plans to take care of them is also annoying."""
st01_030#3,"""I wish that, instead of fighting, talking and resolving things was how we did things..."""
11_voice_NPC_5210_100#17,"""Hey, thanks. For what? That last fight, of course. You took care of it for me."""
st01_020#6,"""We were so powerless, we could only evacuate... that's not good."""
st01_030#4,"""...But, from now on, we need to be prepared to release the limiter if and when this happens again."""
11_voice_NPC_5210_100#18,"""So, about Aru, the past Dark Falz. I was asking him about his experience and comparing it to Yucreta's."""
st01_020#7,"""That Darker didn't give off any weird energy at all. I didn't even notice him. I wonder if that's why."""
st01_010#0,"""Ardem, who stole Mother's power, was talking about the world's remaking and some other things. """
st01_020#8,"""I don't know what he's thinking, remaking the world. There shouldn't be enough Ether to do that."""
st01_030#5,"""I wonder if the intention is to remake the world like making Phantoms... just thinking out loud."""
st01_010#1,"""Are we talking about remaking the world to change the current one? ...That sounds oddly doable."""
11_voice_NPC_5210_104#13,"""Was it because Mother's power was drained? But isn't the source the ARKS Photoners?"""
st01_030#6,"""I feel like the moving around is our responsibility somehow. Maybe we should do something about that?"""
11_voice_NPC_5210_104#14,"""To bring down a god is... well... wow. Amazing is the only thing I can say."""
st01_020#9,"""But Photoners can mess up too. Guess that's just the price of growth."""
11_voice_NPC_5210_100#19,"""About time. Or, should I say... finally."""
sq00_020#0,"""This always makes me so stressed. But I don't know what to do about it..."""
sq00_030#0,"""Anyways, we support you partner! We'll do whatever we can!"""
11_voice_NPC_5210_101#4,"""Hey, partner! Welcome back!"""
sq01_020#0,"""Got a message from Xiao saying she was okay. I knew they would be, but still. Thank goodness."""
sq02_010#0,"""Since there haven't been many missions lately, everyone's seemed to have calmed down a little."""
11_voice_NPC_5210_104#15,"""...But, partner? There is something different about you today. You look a little rough."""
sq02_030#0,"""I wonder if it's something I can help with... but, judging by your face, I don't think I can."""
sq02_040#0,"""I don't know what to say other than for you to do your best! I'll help you when I can!"""
11_voice_NPC_5210_109#2,"""Aurora and Yucreta just disappeared!"""
sq08_020#0,"""A symbol appeared beneath their feet and the next thing I know... \""Poof!\"" They were gone without a trace!"""
11_voice_NPC_5210_108#2,"""I can't find them anywhere. What the hell is going on here?"""
11_voice_NPC_5210_100#20,"""Partner! Yucreta is back home! Safe and sound."""
sq10_020#0,"""Yucreta didn't give me any details, but it was all thanks to you, right? Thank you so much!"""
sq13_010#0,"""Yuki and Aurora get a lot of calls from the Intelligence Division."""
11_voice_NPC_5210_104#16,"""They don't have any information about the Goddess of Demise, so they want to ask Aurora, since she knows a lot about the past."""
text03#0,"""Client Orders"""
text04#0,"""As you progress through the game, your character may get requests on occasion. These are called \""Client Orders\"".<br><br>The nature of the clients requests vary, and may involve things like taking instructions to clear a certain quest or being asked to gather certain items.<br><br>If a character has Client Orders available, a <yellow>blue icon<c> appears above their head."""
text05#0,"""In the case of defeating enemies and gathering their items, if you have not received a client order to do so, they will not drop their items.<br><br>Make sure to inform the individual once the objective have been achieved. You can receive an expression of gratitude.<br><br>Once you've progressed further in the game, you can try to talk to other characters. You might be able to get new client orders."""
text04#1,"""As you progress through the game, your character may get requests on occasion. These are called \""Client Orders\"".<br><br>The nature of the clients requests vary, and may involve things like taking instructions to clear a certain quest or being asked to gather certain items.<br><br>If a character has Client Orders available, a <yellow>blue icon<c> appears above their head."""
text05#1,"""In the case of defeating enemies and gathering their items, if you have not received a client order to do so, they will not drop their items.<br><br>Make sure to inform the individual once the objective have been achieved. You can receive an expression of gratitude.<br><br>Once you've progressed further in the game, you can try to talk to other characters. You might be able to get new client orders."""
11_voice_NPC_5003_100#0,"""お、さっそく来てくれたんだ。<br>やっぱり、持つべきは良い相棒だよな。<br>てなわけで、ちょっと話聞いてくれよ。"""
linewindow001#0,"""アフィンをパートナーとして呼べるようになりました。"""
11_voice_NPC_5210_104#17,"""相棒、疲れてないか？<br>シバってヤバい敵についての<br>緊急会議とかで忙しいって聞いたぜ。"""
ep6_sq00_02#0,"""……まあ、正体もよく分かんねえし<br>強さもとんでもねえ敵だしな。"""
11_voice_NPC_5210_100#21,"""おれも、相棒を支えられるように<br>方針が決まるまで<br>ちゃんと特訓しとかないとな。"""
ep6_sq01_01#0,"""……相棒、おれたち<br>今大変なことになってるよな。"""
11_voice_NPC_5210_105#6,"""あのヤバい奴らにいきなり襲われて<br>みんな、力の限り戦ったのに<br>ここまでやられちまうなんて……"""
11_voice_NPC_5210_104#18,"""アムドゥスキアに行けばなんとかなる<br>保証なんて、どこにもないけど……<br>おれは、糸口が見つかる気がするぜ。"""
ep6_sq02_01#0,"""お疲れさん！\u3000相棒！<br>シャオも戻って来てくれたし<br>これでなんとかなりそうだよな！"""
11_voice_NPC_5210_100#22,"""改めて、おれも気合を入れないとな。<br>一緒に頑張ろうぜ！"""
11_voice_NPC_5210_105#7,"""強襲に向かった<br>A.I.S部隊、全滅だってな……"""
ep6_sq02_01_02#0,"""とんでもない強さだってのは<br>わかってたけど、いくらなんでも<br>強すぎだよなあ……"""
11_voice_NPC_5210_100#23,"""ますます、気を引き締めないとな！<br>おれにもできることがあったら<br>なんでも言ってくれよな！\u3000相棒！"""
11_voice_NPC_5210_104#19,"""シバの力を封じたと思ったら<br>正体がミトラだったなんて……<br>なんだかやるせないよな。"""
ep6_sq03_02_01_02#0,"""でも、フォトナーを<br>倒せたんだから、シバだって<br>きっと倒せるはずだよな！"""
11_voice_NPC_5210_100#24,"""とはいえ、無理は禁物だぞ。<br>怪我もしたって聞いたし<br>少しは休んでくれよ、相棒。"""
